EG	GN	ECK	SP	WISC	CG	GI	JW	ASAP	EB	Type	Status	Len	Ori	LeftEnd	RightEnd	Cs	Syn	MN	Description	Comments	MW		EG	GN	ECK	SP	WISC	CG	GI	JW	ASAP	EB	Type	Status	Len	Ori	LeftEnd	RightEnd	Cs	Syn	MN	Description	Comments	MW	
EG13693	ybjX	ECK0868	P75829	b0877	Null	g1787103	JW0861	2982	EB3457	aa	OK	330	Counterclockwise	917351	918343	19.77	Null	Systematic nomenclature	Function unknown, homologous to somA (S.t.) and virK (S.f.)	The ybjX homolog somA is an msbB (lpxM) suppressor mutation in Salmonella.	38357.55		EG13693	ybjX	ECK0868	P75829	b0877	Null	g1787103	JW0861	2982	EB3457	aa	OK	330	Counterclockwise	917351	918343	19.77	Null	Systematic nomenclature	Function unknown, homologous to somA (S.t.) and virK (S.f.)	The ybjX homolog somA is an msbB (lpxM) suppressor mutation in Salmonella.	38357.55	
EG13697	ycaM	ECK0890	P75835	b0899	Null	g87081798	JW5119	3058	EB3461	aa	ALT_INIT[-64]	476	Clockwise	946452	947882	20.40	Null	Systematic nomenclature	Putative transporter, function unknown	Null	52496.49		EG13697	ycaM	ECK0890	P75835	b0899	Null	g87081798	JW5119	3058	EB3461	aa	ALT_INIT[-64]	476	Clockwise	946452	947882	20.40	Null	Systematic nomenclature	Putative transporter, function unknown	Null	52496.49	
EG13701	ycaQ	ECK0907	P75843	b0916	Null	g1787145	JW0899	3117	EB3465	aa	OK	410	Clockwise	968612	969844	20.88	Null	Systematic nomenclature	Function unknown, DUF1006 family	Null	47655.87		EG13701	ycaQ	ECK0907	P75843	b0916	Null	g1787145	JW0899	3117	EB3465	aa	OK	410	Clockwise	968612	969844	20.88	Null	Systematic nomenclature	Function unknown, DUF1006 family	Null	47655.87	
EG13713	ycbU	ECK0933	P75859	b0942	Null	g1787174	JW0925	3193	EB3477	aa	OK	180	Clockwise	1002112	1002654	21.60	Null	Systematic nomenclature	Function unknown, FimA homolog	One of 25 FimA homologs in EcoGene. First 24 aa are predicted to be a type I signal peptide.	18913.55		EG13713	ycbU	ECK0933	P75859	b0942	Null	g1787174	JW0925	3193	EB3477	aa	OK	180	Clockwise	1002112	1002654	21.60	Null	Systematic nomenclature	Function unknown, FimA homolog	One of 25 FimA homologs in EcoGene. First 24 aa are predicted to be a type I signal peptide.	18913.55	
EG13735	paaZ	ECK1384	P77455	b1387	Null	g1787653	JW1382	4644	EB3498	aa	OK	681	Counterclockwise	1449621	1451666	31.24	maoC;tynP?;ydbN	Phenylacetic acid	Oxepin-CoA hydrolase/3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase; enoyl-CoA hydratase; mutants are unable to use phenylacetate as a carbon source	PaaZ is a bifunctional enzyme converting oxepin-CoA to 3-oxo-5,6-dehydrosuberyl-CoA in two steps via the open chain aldehyde intermediate (Teufel, 2010). PaaZ(MaoC) is involved in supplying (R)-3-hydroxyacyl-CoA from the beta-oxidation pathway to the PHA biosynthetic pathway, in fadB mutants. PaaZ(MaoC) has activity toward crotonyl-CoA.	73002.63		EG13735	paaZ	ECK1384	P77455	b1387	Null	g1787653	JW1382	4644	EB3498	aa	OK	681	Counterclockwise	1449621	1451666	31.24	maoC;tynP?;ydbN	Phenylacetic acid	Oxepin-CoA hydrolase/3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase; enoyl-CoA hydratase; mutants are unable to use phenylacetate as a carbon source	PaaZ is a bifunctional enzyme converting oxepin-CoA to 3-oxo-5,6-dehydrosuberyl-CoA in two steps via the open chain aldehyde intermediate (Teufel, 2010). PaaZ(MaoC) is involved in supplying (R)-3-hydroxyacyl-CoA from the beta-oxidation pathway to the PHA biosynthetic pathway, in fadB mutants. PaaZ(MaoC) has activity toward crotonyl-CoA.	73002.63	
EG13736	paaA	ECK1385	P76077	b1388	Null	g1787654	JW1383	4649	EB3499	aa	OK	309	Clockwise	1451951	1452880	31.29	ydbO	Phenylacetic acid	Ring 1,2-phenylacetyl-CoA epoxidase subunit; phenylacetyl-CoA oxygenase, alpha subunit; heteromultimeric diiron oxygenase component; phenylacetic acid degradation	PaaABCDE is a multi-subunit oxygenase that hydroxylates phenylacetyl-CoA. PaaABCE is purified without PaaD and added PaaD is not required for the formation of ring 1,2-epoxy-phentylacetate-CoA by the PaaABCE monooxygenease (Teufel, 2010).	35499.27		EG13736	paaA	ECK1385	P76077	b1388	Null	g1787654	JW1383	4649	EB3499	aa	OK	309	Clockwise	1451951	1452880	31.29	ydbO	Phenylacetic acid	Ring 1,2-phenylacetyl-CoA epoxidase subunit; phenylacetyl-CoA oxygenase, alpha subunit; heteromultimeric diiron oxygenase component; phenylacetic acid degradation	PaaABCDE is a multi-subunit oxygenase that hydroxylates phenylacetyl-CoA. PaaABCE is purified without PaaD and added PaaD is not required for the formation of ring 1,2-epoxy-phentylacetate-CoA by the PaaABCE monooxygenease (Teufel, 2010).	35499.27	
EG13737	paaC	ECK1387	P76079	b1390	Null	g1787656	JW1385	4653	EB3500	aa	OK	248	Clockwise	1453188	1453934	31.32	ydbP	Phenylacetic acid	Ring 1,2-phenylacetyl-CoA epoxidase subunit; phenylacetyl-CoA oxygenase, beta subunit; heteromultimeric diiron oxygenase component; phenylacetic acid degradation	PaaABCDE is a multi-subunit oxygenase that hydroxylates phenylacetyl-CoA. PaaABCE is purified without PaaD and added PaaD is not required for the formation of ring 1,2-epoxy-phentylacetate-CoA by the PaaABCE monooxygenease (Teufel, 2010).	27877.48		EG13737	paaC	ECK1387	P76079	b1390	Null	g1787656	JW1385	4653	EB3500	aa	OK	248	Clockwise	1453188	1453934	31.32	ydbP	Phenylacetic acid	Ring 1,2-phenylacetyl-CoA epoxidase subunit; phenylacetyl-CoA oxygenase, beta subunit; heteromultimeric diiron oxygenase component; phenylacetic acid degradation	PaaABCDE is a multi-subunit oxygenase that hydroxylates phenylacetyl-CoA. PaaABCE is purified without PaaD and added PaaD is not required for the formation of ring 1,2-epoxy-phentylacetate-CoA by the PaaABCE monooxygenease (Teufel, 2010).	27877.48	
EG13738	paaD	ECK1388	P76080	b1391	Null	g87081897	JW5217	4655	EB3501	aa	OK	165	Clockwise	1453949	1454446	31.34	ydbQ	Phenylacetic acid	Ring 1,2-phenylacetyl-CoA epoxidase possible subunit; phenylacetyl-CoA oxygenase, gamma subunit; heteromultimeric diiron oxygenase component; phenylacetic acid degradation	PaaABCDE is a multi-subunit oxygenase that hydroxylates phenylacetyl-CoA. PaaABCE is purified without PaaD and added PaaD is not required for the formation of ring 1,2-epoxy-phentylacetate-CoA by the PaaABCE monooxygenease (Teufel, 2010).	18324.08		EG13738	paaD	ECK1388	P76080	b1391	Null	g87081897	JW5217	4655	EB3501	aa	OK	165	Clockwise	1453949	1454446	31.34	ydbQ	Phenylacetic acid	Ring 1,2-phenylacetyl-CoA epoxidase possible subunit; phenylacetyl-CoA oxygenase, gamma subunit; heteromultimeric diiron oxygenase component; phenylacetic acid degradation	PaaABCDE is a multi-subunit oxygenase that hydroxylates phenylacetyl-CoA. PaaABCE is purified without PaaD and added PaaD is not required for the formation of ring 1,2-epoxy-phentylacetate-CoA by the PaaABCE monooxygenease (Teufel, 2010).	18324.08	
EG13739	paaE	ECK1389	P76081	b1392	Null	g1787658	JW1387	4657	EB3502	aa	OK	356	Clockwise	1454454	1455524	31.35	ydbR	Phenylacetic acid	Ring 1,2-phenylacetyl-CoA epoxidase subunit; phenylacetyl-CoA oxygenase, NAD(P)H oxidoreductase component; phenylacetic acid degradation	PaaABCDE is a multi-subunit oxygenase that hydroxylates phenylacetyl-CoA. PaaABCE is purified without PaaD and added PaaD is not required for the formation of ring 1,2-epoxy-phentylacetate-CoA by the PaaABCE monooxygenease (Teufel, 2010).	39319.94		EG13739	paaE	ECK1389	P76081	b1392	Null	g1787658	JW1387	4657	EB3502	aa	OK	356	Clockwise	1454454	1455524	31.35	ydbR	Phenylacetic acid	Ring 1,2-phenylacetyl-CoA epoxidase subunit; phenylacetyl-CoA oxygenase, NAD(P)H oxidoreductase component; phenylacetic acid degradation	PaaABCDE is a multi-subunit oxygenase that hydroxylates phenylacetyl-CoA. PaaABCE is purified without PaaD and added PaaD is not required for the formation of ring 1,2-epoxy-phentylacetate-CoA by the PaaABCE monooxygenease (Teufel, 2010).	39319.94	
EG13740	paaF	ECK1390	P76082	b1393	Null	g1787659	JW1388	4659	EB3503	aa	OK	255	Clockwise	1455521	1456288	31.37	ydbR	Phenylacetic acid	2,3-dehydroadipyl-CoA hydratase; enoyl-CoA hydratase; phenylacetic acid degradation	paaF mutants accumulate delta3-dehydroadipate and are unable to use phenylacetate as a carbon source.	27237.37		EG13740	paaF	ECK1390	P76082	b1393	Null	g1787659	JW1388	4659	EB3503	aa	OK	255	Clockwise	1455521	1456288	31.37	ydbR	Phenylacetic acid	2,3-dehydroadipyl-CoA hydratase; enoyl-CoA hydratase; phenylacetic acid degradation	paaF mutants accumulate delta3-dehydroadipate and are unable to use phenylacetate as a carbon source.	27237.37	
EG13741	paaG	ECK1391	P77467	b1394	Null	g1787660	JW1389	4661	EB3504	aa	OK	262	Clockwise	1456288	1457076	31.39	ydbT	Phenylacetic acid	1,2-epoxyphenylacetyl-CoA isomerase, oxepin-CoA-forming; phenylacetic acid degradation	paaG mutants accumulate ring-1,2-dihydroxy-1,2-dihydrophenylacetyl lactone and are unable to use phenylacetate as a carbon source.	28404.61		EG13741	paaG	ECK1391	P77467	b1394	Null	g1787660	JW1389	4661	EB3504	aa	OK	262	Clockwise	1456288	1457076	31.39	ydbT	Phenylacetic acid	1,2-epoxyphenylacetyl-CoA isomerase, oxepin-CoA-forming; phenylacetic acid degradation	paaG mutants accumulate ring-1,2-dihydroxy-1,2-dihydrophenylacetyl lactone and are unable to use phenylacetate as a carbon source.	28404.61	
EG13742	paaH	ECK1392	P76083	b1395	Null	g1787661	JW1390	4663	EB3505	aa	OK	475	Clockwise	1457078	1458505	31.40	ydbU	Phenylacetic acid	3-hydroxyadipyl-CoA dehydrogenase, NAD+-dependent; phenylacetic acid degradation	paaH mutants accumulate 3-hydroxyadipate and are unable to use phenylacetate as a carbon source.	51732.62		EG13742	paaH	ECK1392	P76083	b1395	Null	g1787661	JW1390	4663	EB3505	aa	OK	475	Clockwise	1457078	1458505	31.40	ydbU	Phenylacetic acid	3-hydroxyadipyl-CoA dehydrogenase, NAD+-dependent; phenylacetic acid degradation	paaH mutants accumulate 3-hydroxyadipate and are unable to use phenylacetate as a carbon source.	51732.62	
EG13743	paaI	ECK1393	P76084	b1396	Null	g1787662	JW1391	4666	EB3506	aa	OK	140	Clockwise	1458495	1458917	31.44	ydbV	Phenylacetic acid	Thioesterase in phenylacetic acid degradation operon; most active with ring-hydroxylated phenylacetyl-coenzyme A thioesters	PaaI has a hot-dog fold.	14850.76		EG13743	paaI	ECK1393	P76084	b1396	Null	g1787662	JW1391	4666	EB3506	aa	OK	140	Clockwise	1458495	1458917	31.44	ydbV	Phenylacetic acid	Thioesterase in phenylacetic acid degradation operon; most active with ring-hydroxylated phenylacetyl-coenzyme A thioesters	PaaI has a hot-dog fold.	14850.76	
EG13744	paaJ	ECK1394	P77525	b1397	Null	g1787663	JW1392	4668	EB3507	aa	OK	401	Clockwise	1458917	1460122	31.44	ydbW	Phenylacetic acid	3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase; phenylacetic acid degradation	paaJ mutants are unable to use phenylacetate as a carbon source.	42276.54		EG13744	paaJ	ECK1394	P77525	b1397	Null	g1787663	JW1392	4668	EB3507	aa	OK	401	Clockwise	1458917	1460122	31.44	ydbW	Phenylacetic acid	3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase; phenylacetic acid degradation	paaJ mutants are unable to use phenylacetate as a carbon source.	42276.54	
EG13745	paaK	ECK1395	P76085	b1398	Null	g1787664	JW5218	4671	EB3508	aa	OK	437	Clockwise	1460149	1461462	31.47	Null	Phenylacetic acid	Phenylacetate-coenzyme A ligase, phenylacetic acid degradation	Null	48952.86		EG13745	paaK	ECK1395	P76085	b1398	Null	g1787664	JW5218	4671	EB3508	aa	OK	437	Clockwise	1460149	1461462	31.47	Null	Phenylacetic acid	Phenylacetate-coenzyme A ligase, phenylacetic acid degradation	Null	48952.86	
EG13746	paaX	ECK1396	P76086	b1399	Null	g1787666	JW1394	4674	EB3509	aa	OK	316	Clockwise	1461563	1462513	31.50	ydbY	Phenylacetic acid	Repressor for the paa operon, phenylacetyl-CoA induced	Null	35294.73		EG13746	paaX	ECK1396	P76086	b1399	Null	g1787666	JW1394	4674	EB3509	aa	OK	316	Clockwise	1461563	1462513	31.50	ydbY	Phenylacetic acid	Repressor for the paa operon, phenylacetyl-CoA induced	Null	35294.73	
EG13747	paaY	ECK1397	P77181	b1400	Null	g1787667	JW1395	4676	EB3510	aa	OK	196	Clockwise	1462495	1463085	31.52	ydbZ	Phenylacetic acid	Phenylacetic acid degradation, acetyltransferase homolog; possible regulator through acetylation of PaaK	PaaY contains hexapeptide repeats.	21324.57		EG13747	paaY	ECK1397	P77181	b1400	Null	g1787667	JW1395	4676	EB3510	aa	OK	196	Clockwise	1462495	1463085	31.52	ydbZ	Phenylacetic acid	Phenylacetic acid degradation, acetyltransferase homolog; possible regulator through acetylation of PaaK	PaaY contains hexapeptide repeats.	21324.57	
EG13749	ynbB	ECK1402	P76091	b1409	Null	g1787677	JW1406	4706	EB3512	aa	OK	298	Clockwise	1476250	1477146	31.82	Null	Systematic nomenclature	CDP-diglyceride synthase homolog, function unknown; predicted inner membrane protein	Null	33053.88		EG13749	ynbB	ECK1402	P76091	b1409	Null	g1787677	JW1406	4706	EB3512	aa	OK	298	Clockwise	1476250	1477146	31.82	Null	Systematic nomenclature	CDP-diglyceride synthase homolog, function unknown; predicted inner membrane protein	Null	33053.88	
EG13752	ydcI	ECK1416	P77171	b1422	Null	g87081904	JW5226	4746	EB3515	aa	ALT_INIT[-47]	307	Counterclockwise	1492172	1493095	32.16	Null	Systematic nomenclature	Predicted transcriptional regulator, function unknown	YdcI is a LysR family predicted HTH transcriptional regulator.	33401.51		EG13752	ydcI	ECK1416	P77171	b1422	Null	g87081904	JW5226	4746	EB3515	aa	ALT_INIT[-47]	307	Counterclockwise	1492172	1493095	32.16	Null	Systematic nomenclature	Predicted transcriptional regulator, function unknown	YdcI is a LysR family predicted HTH transcriptional regulator.	33401.51	
EG13754	ydcK	ECK1421	P76100	b1428	Null	g1787698	JW1424	4765	EB3517	aa	OK	326	Counterclockwise	1497493	1498473	32.28	Null	Systematic nomenclature	Function unknown	Null	35849.27		EG13754	ydcK	ECK1421	P76100	b1428	Null	g1787698	JW1424	4765	EB3517	aa	OK	326	Counterclockwise	1497493	1498473	32.28	Null	Systematic nomenclature	Function unknown	Null	35849.27	
EG13760	hicB	ECK1432	P67697	b1438	Null	g1787709	JW1433	4796	EB3523	aa	ALT_INIT[-7]	138	Clockwise	1507532	1507948	32.49	ydcQ	hif contiguous (from H. influenzae ortholog)	Antitoxin of HicAB TA pair; C-terminal HTH domain; mutational suppressor of null rpoE lethality	IS insertions in hicA(ydcQ) were isolated as suppressors of rpoE lethality; in wt cells, hicA(ydcQ) mutants downregulate extracytoplasmic stress responses and OM vesicle production is reduced (Button, 2006). A longer 145 aa translation is unlikely due to a poor RBS and a lack of sequence  conservation.	15246.63		EG13760	hicB	ECK1432	P67697	b1438	Null	g1787709	JW1433	4796	EB3523	aa	ALT_INIT[-7]	138	Clockwise	1507532	1507948	32.49	ydcQ	hif contiguous (from H. influenzae ortholog)	Antitoxin of HicAB TA pair; C-terminal HTH domain; mutational suppressor of null rpoE lethality	IS insertions in hicA(ydcQ) were isolated as suppressors of rpoE lethality; in wt cells, hicA(ydcQ) mutants downregulate extracytoplasmic stress responses and OM vesicle production is reduced (Button, 2006). A longer 145 aa translation is unlikely due to a poor RBS and a lack of sequence  conservation.	15246.63	
EG13776	ansP	ECK1447	P77610	b1453	Null	g87081915	JW5234	4845	EB3538	aa	ALT_INIT[-17]	499	Counterclockwise	1522505	1524004	32.81	yncF	Asparaginase-related permease	L-Asparagine permease	Null	54233.09		EG13776	ansP	ECK1447	P77610	b1453	Null	g87081915	JW5234	4845	EB3538	aa	ALT_INIT[-17]	499	Counterclockwise	1522505	1524004	32.81	yncF	Asparaginase-related permease	L-Asparagine permease	Null	54233.09	
EG13777	yncG	ECK1448	P76117	b1454	Null	g1787726	JW1449	4851	EB3539	aa	OK	205	Clockwise	1524271	1524888	32.85	Null	Systematic nomenclature	Function unknown, glutathione S-transferase homolog	Null	23320.86		EG13777	yncG	ECK1448	P76117	b1454	Null	g1787726	JW1449	4851	EB3539	aa	OK	205	Clockwise	1524271	1524888	32.85	Null	Systematic nomenclature	Function unknown, glutathione S-transferase homolog	Null	23320.86	
EG13786	ddpF	ECK1477	P77622	b1483	CG60234	g1787758	JW1478	4947	EB3547	aa	OK	308	Counterclockwise	1555136	1556062	33.52	yddO	D,D-dipeptide	D,D-dipeptide permease system, ATP-binding component	RpoS regulon.	34620.93		EG13786	ddpF	ECK1477	P77622	b1483	CG60234	g1787758	JW1478	4947	EB3547	aa	OK	308	Counterclockwise	1555136	1556062	33.52	yddO	D,D-dipeptide	D,D-dipeptide permease system, ATP-binding component	RpoS regulon.	34620.93	
EG13787	ddpD	ECK1478	P77268	b1484	CG60230	g1787759	JW1479	4949	EB3548	aa	OK	328	Counterclockwise	1556055	1557041	33.54	yddP	D,D-dipeptide	D,D-dipeptide permease system, ATP-binding component	RpoS regulon.	36099.82		EG13787	ddpD	ECK1478	P77268	b1484	CG60230	g1787759	JW1479	4949	EB3548	aa	OK	328	Counterclockwise	1556055	1557041	33.54	yddP	D,D-dipeptide	D,D-dipeptide permease system, ATP-binding component	RpoS regulon.	36099.82	
EG13788	ddpC	ECK1479	P77463	b1485	CG60226	g1787760	JW1480	4953	EB3549	aa	OK	298	Counterclockwise	1557038	1557934	33.56	yddQ	D,D-dipeptide	D,D-dipeptide permease system, membrane translocase	Topology mapped using protein fusions. RpoS regulon.	31970.91		EG13788	ddpC	ECK1479	P77463	b1485	CG60226	g1787760	JW1480	4953	EB3549	aa	OK	298	Counterclockwise	1557038	1557934	33.56	yddQ	D,D-dipeptide	D,D-dipeptide permease system, membrane translocase	Topology mapped using protein fusions. RpoS regulon.	31970.91	
EG13789	ddpB	ECK1480	P77308	b1486	CG60225	g1787761	JW1481	4955	EB3550	aa	OK	340	Counterclockwise	1557931	1558953	33.58	yddR	D,D-dipeptide	D,D-dipeptide permease system, membrane translocase	RpoS regulon.	37345.04		EG13789	ddpB	ECK1480	P77308	b1486	CG60225	g1787761	JW1481	4955	EB3550	aa	OK	340	Counterclockwise	1557931	1558953	33.58	yddR	D,D-dipeptide	D,D-dipeptide permease system, membrane translocase	RpoS regulon.	37345.04	
EG13790	ddpA	ECK1481	P76128	b1487	CG60222	g1787762	JW5240	4958	EB3551	aa	OK	516	Counterclockwise	1558955	1560505	33.60	yddS	D,D-dipeptide	D,D-dipeptide-binding protein, periplasmic	First 25 aa are predicted to be a type I signal peptide. RpoS regulon.	57641.22		EG13790	ddpA	ECK1481	P76128	b1487	CG60222	g1787762	JW5240	4958	EB3551	aa	OK	516	Counterclockwise	1558955	1560505	33.60	yddS	D,D-dipeptide	D,D-dipeptide-binding protein, periplasmic	First 25 aa are predicted to be a type I signal peptide. RpoS regulon.	57641.22	
EG13791	ddpX	ECK1482	P77790	b1488	CG60218	g1787763	JW1483	4960	EB3552	aa	OK	193	Counterclockwise	1560519	1561100	33.63	vanX;yddT	D,D-dipeptide	D-Ala-D-Ala dipeptidase	RpoS regulon.	21213.05		EG13791	ddpX	ECK1482	P77790	b1488	CG60218	g1787763	JW1483	4960	EB3552	aa	OK	193	Counterclockwise	1560519	1561100	33.63	vanX;yddT	D,D-dipeptide	D-Ala-D-Ala dipeptidase	RpoS regulon.	21213.05	
EG13792	dosP	ECK1483	P76129	b1489	CG63097	g87081921	JW1484	4963	EB3553	aa	ALT_INIT[-8]	799	Counterclockwise	1561358	1563757	33.65	dos;yddU	Direct oxygen sensor phosphodiesterase	Heme-regulated oxygen sensor, c-di-GMP phosphodiesterase; biofilm regulator; may have weak cAMP PDE activity; cold- and stationary phase-induced; dimeric	DosCP regulates biofilm formation through the oxygen-dependent activation of the csgBAC operon (Tagliabue, 2010a). DosCP may constitute a cyclic-di-GMP synthesis/degradation module (Mendez-Ortiz, 2006; Tuckerman, 2009). Dos has been renamed as DosP (Tuckerman, 2009). The EAL domain of DosP has been shown to be a c-di-GMP-specific phosphodiesterase and does not have significant cAMP phosphodiesterase activity, in contrast to an earlier report (Sasakura, 2002; Schmidt, 2005). cAMP hydrolysis by full length DosP found by Sasakura (2002) is three orders of magnitude slower than the rate of c-di-GMP hydrolysis, may not be physiologically relevant, and may be due to the use of 2'-O-anthraniloyl-cAMP instead of cAMP as substrate (Schmidt, 2005). Contrary to previous reports of a DosP tetramer (based on gel filtration), full-length DosP is a dimer in solution (Lechauve, 2009). Redox changes in the bound heme result in global 3D structural alterations; this "scissor-type" subunit movement aids in catalytic control.  DosP contains 2 N-terminal heme binding PAS domains, a GGDEF domain, and a C-terminal EAL domain. The start codon might be 8 codons upstream. dosP expression is elevated under aerobic conditions where it is partially responsible for cAMP degradation.  The heme binding domain has been referred to as DosH.  Asp40 is involved in the electronic structure of the haem iron and redox-dependent catalytic control of the PDE domain because mutations in Asp40 result in lack of catalytic activity. A dosP mutant is reported to have elevated cAMP under aerobic conditions, but this may be an indirect effect or it may reflect a physiologically relevant cAMP PDE activity in vivo. dosCP is an operon and DosCP is a protein complex (Tuckerman, 2009). 	90260.38		EG13792	dosP	ECK1483	P76129	b1489	CG63097	g87081921	JW1484	4963	EB3553	aa	ALT_INIT[-8]	799	Counterclockwise	1561358	1563757	33.65	dos;yddU	Direct oxygen sensor phosphodiesterase	Heme-regulated oxygen sensor, c-di-GMP phosphodiesterase; biofilm regulator; may have weak cAMP PDE activity; cold- and stationary phase-induced; dimeric	DosCP regulates biofilm formation through the oxygen-dependent activation of the csgBAC operon (Tagliabue, 2010a). DosCP may constitute a cyclic-di-GMP synthesis/degradation module (Mendez-Ortiz, 2006; Tuckerman, 2009). Dos has been renamed as DosP (Tuckerman, 2009). The EAL domain of DosP has been shown to be a c-di-GMP-specific phosphodiesterase and does not have significant cAMP phosphodiesterase activity, in contrast to an earlier report (Sasakura, 2002; Schmidt, 2005). cAMP hydrolysis by full length DosP found by Sasakura (2002) is three orders of magnitude slower than the rate of c-di-GMP hydrolysis, may not be physiologically relevant, and may be due to the use of 2'-O-anthraniloyl-cAMP instead of cAMP as substrate (Schmidt, 2005). Contrary to previous reports of a DosP tetramer (based on gel filtration), full-length DosP is a dimer in solution (Lechauve, 2009). Redox changes in the bound heme result in global 3D structural alterations; this "scissor-type" subunit movement aids in catalytic control.  DosP contains 2 N-terminal heme binding PAS domains, a GGDEF domain, and a C-terminal EAL domain. The start codon might be 8 codons upstream. dosP expression is elevated under aerobic conditions where it is partially responsible for cAMP degradation.  The heme binding domain has been referred to as DosH.  Asp40 is involved in the electronic structure of the haem iron and redox-dependent catalytic control of the PDE domain because mutations in Asp40 result in lack of catalytic activity. A dosP mutant is reported to have elevated cAMP under aerobic conditions, but this may be an indirect effect or it may reflect a physiologically relevant cAMP PDE activity in vivo. dosCP is an operon and DosCP is a protein complex (Tuckerman, 2009). 	90260.38	
