Accession number	OLN	ECK	Gene	Protein name	emPAI Value	Copy number per cell	mRNA	ABS_CALL	Sequence coverage (%)	Number of unique peptides	Mascot protein score	Number of TMDs	GRAVY score	GO cellular component
P60716	JW0623	ECK0621	lipA	lipoate synthase	6.94	308.96	1	2	55.76	15	575	0	0.000	GO:0005737 cytoplasm
P12281	JW0811	ECK0817	moeA	molybdopterin biosynthesis protein	5.81	260.06	1	2	46.23	11	568	0	0.027	0
P25522	JW3684	ECK3699	trmE	GTPase	1.81	83.95	1	2	38.11	12	492	0	-0.095	0
P0AF08	JW2100	ECK2106	mrp	antiporter inner membrane protein	7	289.95	1	2	33.88	11	474	0	-0.002	0
P0ACP7	JW1650	ECK1654	purR	DNA-binding transcriptional repressor. hypoxanthine-binding	1.99	92.03	1	2	40.47	9	471	0	0.000	GO:0005737 cytoplasm
P52643	JW1375	ECK1377	ldhA	fermentative D-lactate dehydrogenase. NAD-dependent	3.12	142.33	1	2	29.48	8	467	0	-0.101	0
P03841	JW3997	ECK4029	malM	maltose regulon periplasmic protein	6.94	308.96	1	2	28.43	9	410	0	-0.021	GO:0042597 periplasmic space
P69874	JW1112	ECK1112	potA	polyamine transporter subunit -!- ATP-binding component of ABC superfamily	0.86	41	1	2	23.81	7	398	0	-0.338	GO:0005737 cytoplasm
P0A7G2	JW3136	ECK3156	rbfA	30s ribosome binding factor	3.64	165.27	1	2	70.68	8	376	0	-0.398	GO:0005737 cytoplasm
P37626	JW3454	ECK3472	yhiI	predicted HlyD family secretion protein	1.29	60.45	1	2	26	9	361	1	-0.161	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P10346	JW0794	ECK0798	glnQ	glutamine transporter subunit -!- ATP-binding component of ABC superfamily	3.92	177.58	1	2	51.25	7	355	0	-0.138	GO:0005737 cytoplasm
P27550	JW4030	ECK4062	acs	bifunctional acetyl-CoA synthetase -!- propionyl-CoA synthetase	0.93	44.02	1	2	20.09	10	348	0	-0.291	0
P60651	JW2904	ECK2932	speB	agmatinase	5.11	229.62	1	2	53.27	9	340	0	-0.105	0
P06616	JW2550	ECK2564	era	membrane-associated. 16S rRNA-binding GTPase	1.96	90.69	1	2	32.23	7	282	0	-0.192	0
P0A698	JW4019	ECK4050	uvrA	ATPase and DNA damage recognition protein of nucleotide excision repair excinuclease UvrABC	0.23	11.36	1	2	10	5	257	0	-0.289	GO:0005737 cytoplasm
P69811	JW2156	ECK2162	fruB	fused fructose-specific PTS enzyme IIA component -!- HPr component	0.62	29.71	1	2	15.69	4	249	0	-0.029	GO:0005737 cytoplasm
P0ABF1	JW5808	ECK0142	pcnB	poly(A) polymerase I	0.39	18.96	1	2	13.98	5	237	0	-0.531	GO:0005737 cytoplasm
P0ACN4	JW0494	ECK0499	allR	DNA-binding transcriptional regulator	1.74	81	1	2	16.61	6	225	0	0.073	GO:0005737 cytoplasm
P0AF03	JW0008	ECK0009	mog	predicted molybdochelatase	1.51	70.42	1	2	24.62	4	225	0	-0.013	GO:0005737 cytoplasm
P62617	JW2716	ECK2741	ispF	2C-methyl-D-erythritol 2.4-cyclodiphosphate synthase	2.16	99.64	1	2	41.51	3	214	0	0.089	GO:0005737 cytoplasm
P06968	JW3615	ECK3630	dut	deoxyuridinetriphosphatase	2.16	99.64	1	2	44.37	3	213	0	0.005	0
Q9JMT1	JW0749	ECK0755	ybhA	predicted hydrolase	13.68	596.53	1	2	20.22	5	196	0	-0.126	0
P60340	JW3135	ECK3155	truB	tRNA pseudouridine synthase	1.24	58.18	1	2	24.52	6	189	0	-0.368	GO:0005737 cytoplasm
P0A9J0	JW3216	ECK3235	rng	ribonuclease G	0.36	17.54	1	2	11.66	4	166	0	-0.279	GO:0005737 cytoplasm
P19934	JW0729	ECK0728	tolA	membrane anchored protein in TolA-TolQ-TolR complex	0.35	17.07	1	2	10	3	148	1	-0.001	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P0ABN5	JW5735	ECK4132	dcuA	C4-dicarboxylate antiporter	2.98	136.13	1	2	5.66	3	141	9	0.001	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P26602	JW5713	ECK4031	ubiC	chorismate pyruvate lyase	0.87	41.26	1	2	25.45	3	134	0	-0.155	GO:0005737 cytoplasm
P00803	JW2552	ECK2566	lepB	leader peptidase (signal peptidase I)	0.72	34.35	1	2	12.35	4	130	2	-0.156	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P25746	JW5165	ECK1118	hflD	predicted lysogenization regulator	1.15	54.08	1	2	20.19	4	123	0	0.127	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P76440	JW2133	ECK2139	yeiT	predicted oxidoreductase	0.43	20.84	1	2	11.65	3	107	0	-0.089	0
P77775	JW2301	ECK2298	yfcH	conserved protein with NAD(P)-binding Rossmann-fold domain	0.27	13.27	1	2	12.79	2	94	0	0.000	0
P29012	JW1179	ECK1178	dadX	alanine racemase 2. PLP-binding	0.55	26.45	1	2	12.08	3	89	0	-0.026	0
P0A8P6	JW3784	ECK3806	xerC	site-specific tyrosine recombinase	0.31	15.17	1	2	8.39	2	83	0	-0.379	0
P76116	JW1447	ECK1446	yncE	conserved protein	0.37	18.01	1	2	19.26	3	79	0	-0.269	0
P39353	JW5769	ECK4270	yjhC	"KpLE2 phage-like element; predicted oxidoreductase"	0.33	16.12	1	2	9.95	2	75	0	-0.266	0
P21365	JW1247	ECK1249	yciC	predicted inner membrane protein	0.93	44.02	1	2	6.88	2	73	6	1.068	GO:0009274 cell wall (sensu Bacteria)
P45568	JW0168	ECK0172	dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase	0.35	17.07	1	2	6.78	3	66	0	0.000	0
P33221	JW1838	ECK1850	purT	phosphoribosylglycinamide formyltransferase 2	0.23	11.36	1	2	6.12	2	65	0	0.056	GO:0005737 cytoplasm
P12008	JW2326	ECK2323	aroC	chorismate synthase	0.33	16.12	1	2	12.74	3	57	0	-0.267	0
P31677	JW5312	ECK1895	otsA	trehalose-6-phosphate synthase	0.19	9.44	1	2	4.01	2	54	0	-0.281	0
P0AGC3	JW4355	ECK4384	slt	lytic murein transglycosylase. soluble	0	5.07	1	2	3.88	2	38	0	-0.503	GO:0009274 cell wall (sensu Bacteria) -!- GO:0042597 periplasmic space
P77150	JW1628	ECK1632	pdxY	pyridoxal kinase 2/pyridoxine kinase	0.43	20.84	1	2	10	2	34	0	0.108	0
P0A7I4	JW5873	ECK4366	prfC	peptide chain release factor RF-3	9	398	0	2	47.83	22	1149	0	-0.326	GO:0005737 cytoplasm
P39406	JW4333	ECK4362	rsmC	16S RNA m2G1207 methylase	2.55	117.04	0	2	45.77	10	619	0	-0.111	GO:0005737 cytoplasm
P75864	JW0931	ECK0939	ycbY	predicted methyltransferase	1	28.78	0	2	13.25	9	393	0	-0.359	0
P08194	JW2234	ECK2232	glpT	sn-glycerol-3-phosphate transporter	6.02	269.17	0	2	15.04	8	346	12	0.493	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P77808	JW2243	ECK2242	yfaY	conserved protein	0.52	25.05	0	2	17	4	252	0	-0.055	0
P04983	JW3728	ECK3743	rbsA	fused D-ribose transporter subunits -!- ATP-binding components ABC superfamily	0.28	13.75	0	2	12.97	4	200	0	-0.088	GO:0005737 cytoplasm
P0ADP0	JW3785	ECK3807	yigB	predicted hydrolase	1.31	61.36	0	2	34.03	4	168	0	-0.329	0
P26647	JW2986	ECK3009	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase	1.03	49	0	2	10	3	128	1	0.073	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P23305	JW3783	ECK3805	yigA	conserved protein	0.31	15.17	0	2	14.47	2	96	0	-0.149	0
P37671	JW3546	ECK3563	yiaJ	predicted DNA-binding transcriptional repressor	1	24.12	0	2	13.83	3	92	0	-0.162	0
P52037	JW2870	ECK2897	ygfF	predicted NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain	0.67	32.03	0	2	15.38	2	90	0	0.118	0
P0AAH0	JW3703	ECK3718	pstB	phosphate transporter subunit -!- ATP-binding component of ABC superfamily	0.47	22.71	0	2	18.68	2	73	0	0.000	GO:0005737 cytoplasm
P0ADC6	JW5760	ECK4255	yjgQ	conserved inner membrane protein	0.44	21.31	0	2	12.22	3	66	6	0.000	GO:0009274 cell wall (sensu Bacteria)
P0AE45	JW4177	ECK4214	ytfL	predicted inner membrane protein	0.31	15.17	0	2	8.28	2	57	4	0.238	0
P41036	JW3193	ECK3213	nanT	sialic acid transporter	1.15	54.08	0	2	6.45	3	54	12	0.689	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P0C0L7	JW4072	ECK4104	proP	proline/glycine betaine transporter	0.52	25.05	0	2	3	2	51	12	0.558	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P0AAT4	JW0566	ECK0569	ybdG	predicted mechanosensitive channel	0.41	20	0	2	4.34	2	43	5	0.301	GO:0042597 periplasmic space
P76541	JW2432	ECK2434	eutL	predicted carboxysome structural protein with predicted role in ethanolamine utilization	0.67	32.03	0	2	6.85	2	34	0	0.191	0
