Accession number	OLN	ECK	Gene	Protein name	emPAI Value	Normalized And Descr Itensity	Copy number per cell	mRNA expression level	mRNA expression level	Sequence coverage (%)	Number of unique peptides	Mascot protein score	Number of TMDs	GRAVY score	GO cellular component
P60624	JW3271	ECK3296	rplX	50S ribosomal subunit protein L24	1.467	1	55462.14	20,34	20.34	76.92	14	779	0	-0.381	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
P0AGD3	JW1648	ECK1652	sodB	superoxide dismutase. Fe	11.92	1	521.98	21,05	21.05	44.56	7	423	0	-0.169	GO:0005737 cytoplasm
P69783	JW2410	ECK2412	crr	glucose-specific enzyme IIA component of PTS	9	1	398	22,37	22.37	66.86	9	477	0	0.057	GO:0005737 cytoplasm
P0A9P0	JW0112	ECK0115	lpd	lipoamide dehydrogenase. E3 component is part of three enzyme complexes	49.55	1	2077.52	22,38	22.38	66.24	32	1970	0	-0.011	GO:0005737 cytoplasm
P0A9P0	JW0112	ECK0115	lpd	lipoamide dehydrogenase. E3 component is part of three enzyme complexes	20.54	1	2077.52	22,38	22.38	56.75	31	1625	0	-0.011	GO:0005737 cytoplasm
P0ACF0	JW3964	ECK3992	hupA	HU. DNA-binding transcriptional regulator. alpha subunit	99	1	4064.14	22,49	22.49	71.11	7	407	0	-0.228	GO:0005737 cytoplasm
P0ACF0	JW3964	ECK3992	hupA	HU. DNA-binding transcriptional regulator. alpha subunit	1.51	1	4064.14	22,49	22.49	33.33	2	79	0	-0.228	GO:0005737 cytoplasm
P0AA04	JW2408	ECK2410	ptsH	phosphohistidinoprotein-hexose phosphotransferase component of PTS system (Hpr)	55.23	1	2308.02	22,92	22.92	78.82	5	300	0	-0.166	0
P0A7Q1	JW1707	ECK1715	rpmI	50S ribosomal subunit protein L35	3.64	1	165.27	23,05	23.05	30.77	2	84	0	-0.617	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
P06996	JW2203	ECK2207	ompC	outer membrane porin protein C	77.48	2	3204.57	24,26	24.26	86	25	1583	0	-0.533	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
P06996	JW2203	ECK2207	ompC	outer membrane porin protein C	77.48	2	3204.57	24,26	24.26	67	28	1707	0	-0.533	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
P08839	JW2409	ECK2411	ptsI	PEP-protein phosphotransferase of PTS system (enzyme I)	16.48	2	627.12	24,33	24.33	71	32	1889	0	0.000	0
P08839	JW2409	ECK2411	ptsI	PEP-protein phosphotransferase of PTS system (enzyme I)	6.05	2	627.12	24,33	24.33	49.22	24	1366	0	0.000	0
P69828	JW2078	ECK2087	gatA	galactitol-specific enzyme IIA component of PTS	13.68	2	596.53	24,44	24.44	62.26	4	264	0	-0.056	0
P69828	JW2078	ECK2087	gatA	galactitol-specific enzyme IIA component of PTS	1.15	2	596.53	24,44	24.44	29.25	2	159	0	-0.056	0
P0A6X3	JW4130	ECK4168	hfq	HF-I. host factor for RNA phage Q beta replication	2.16	2	99.64	25,05	25.05	23.53	2	111	0	-0.505	0
P0C8J6	JW5343	ECK2089	gatY	D-tagatose 1.6-bisphosphate aldolase 2. catalytic subunit	45.42	2	1909.42	26,98	26.98	71.48	19	852	0	-0.091	0
P0C8J6	JW5343	ECK2089	gatY	D-tagatose 1.6-bisphosphate aldolase 2. catalytic subunit	7.58	2	1909.42	26,98	26.98	47.89	14	678	0	-0.091	0
P0AEQ1	JW2944	ECK2971	glcG	conserved protein	1.51	2	70.42	32,51	32.51	26.87	2	123	0	0.158	0
P0A8B5	JW0460	ECK0465	ybaB	conserved protein	9	2	398	34,76	34.76	83.49	7	453	0	-0.473	0
P37188	JW2077	ECK2086	gatB	galactitol-specific enzyme IIB component of PTS	99	2	4064.14	36,48	36.48	71.28	4	228	0	0.306	GO:0005737 cytoplasm
P37188	JW2077	ECK2086	gatB	galactitol-specific enzyme IIB component of PTS	16.78	2	4064.14	36,48	36.48	40.43	3	202	0	0.306	GO:0005737 cytoplasm
P0A910	JW0940	ECK0948	ompA	"outer membrane protein A (3a;II*;G;d)"	17.33	2	750.27	47,67	47.67	61.56	19	1102	0	-0.339	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
P0A910	JW0940	ECK0948	ompA	"outer membrane protein A (3a;II*;G;d)"	111.88	2	750.27	47,67	47.67	63.87	29	1551	0	-0.339	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
P0A853	JW3686	ECK3701	tnaA	tryptophanase/L-cysteine desulfhydrase. PLP-dependent	43.17		1817.64			80.25	36	2150	0	-0.216	0
P13035	JW3389	ECK3412	glpD	sn-glycerol-3-phosphate dehydrogenase. aerobic. FAD/NAD(P)-binding	12.77		558.02			79.44	33	1856	0	-0.384	GO:0005737 cytoplasm
P35340	JW0599	ECK0600	ahpF	alkyl hydroperoxide reductase. F52a subunit. FAD/NAD(P)-binding	10		431.71			61.04	26	1220	0	-0.123	0
P31120	JW3143	ECK3165	glmM	phosphoglucosamine mutase	9		398			61.35	24	1166	0	0.013	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009274 cell wall (sensu Bacteria) -!- GO:0005737 cytoplasm
P0AB77	JW3592	ECK3607	kbl	glycine C-acetyltransferase	24.12		1033.75			59.05	20	1143	0	-0.049	0
P0ABD5	JW0180	ECK0184	accA	acetylCoA carboxylase. carboxytransferase. alpha subunit	14.85		645.93			74.29	21	1067	0	-0.233	GO:0005737 cytoplasm
P0AC53	JW1841	ECK1853	zwf	glucose-6-phosphate dehydrogenase	4.23		119.92			52.34	22	1010	0	-0.374	GO:0005737 cytoplasm
P0A7A7	JW4001	ECK4033	plsB	glycerol-3-phosphate O-acyltransferase	2.95		135			46.34	26	978	0	-0.179	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P00926	JW2363	ECK2362	dsdA	D-serine ammonia-lyase	7.91		350.74			58.37	17	803	0	-0.087	GO:0005737 cytoplasm
P33920	JW2174	ECK2180	yejK	nucleotide associated protein	5.95		266.13			59	15	758	0	-0.364	GO:0005737 cytoplasm
P0A8E7	JW5058	ECK0420	yajQ	predicted nucleotide binding protein	22		950			73.62	12	756	0	-0.454	0
P60723	JW3281	ECK3306	rplD	50S ribosomal subunit protein L4	64.79		2694.37			60	11	673	0	-0.235	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
P60906	JW2498	ECK2510	hisS	histidyl tRNA synthetase	3.05		139.23			47.64	16	651	0	-0.272	GO:0005737 cytoplasm
P69407	JW2205	ECK2210	rcsB	DNA-binding response regulator in two-component regulatory system with RcsC and YojN	13.68		596.53			66	12	632	0	0.021	GO:0030113 capsule (sensu Bacteria) -!- GO:0005737 cytoplasm
P22256	JW2637	ECK2656	gabT	4-aminobutyrate aminotransferase. PLP-dependent	1.68		78			46.24	12	585	0	0.002	0
P0ABJ1	JW0422	ECK0426	cyoA	cytochrome o ubiquinol oxidase subunit II	9		398			41.27	9	560	3	-0.009	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P0AF12	JW0155	ECK0158	pfs	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	9		398			56.47	7	531	0	0.306	0
P07004	JW0233	ECK0244	proA	gamma-glutamylphosphate reductase	1.89		87.54			31.65	11	523	0	-0.005	GO:0005737 cytoplasm
P06983	JW5932	ECK3799	hemC	hydroxymethylbilane synthase	5.16		232			61.66	13	520	0	-0.066	0
P24215	JW4285	ECK4313	uxuA	mannonate hydrolase	2.59		118.82			44.16	12	513	0	-0.402	0
P31663	JW0129	ECK0132	panC	pantothenate synthetase	3.47		157.78			42	11	506	0	-0.108	GO:0005737 cytoplasm
P0A6P7	JW5930	ECK3857	yihA	GTP-binding protein	9		398			44.44	9	498	0	-0.437	0
P75876	JW5898	ECK0958	yccW	predicted methyltransferase	3.22		146.75			41.14	12	492	0	0.000	0
P0A6T5	JW2140	ECK2146	folE	GTP cyclohydrolase I	7.58		336.54			58.11	10	480	0	-0.121	0
P0A8Y5	JW3674	ECK3689	yidA	predicted hydrolase	2.98		136.13			39.63	8	473	0	-0.002	0
P0ADA5	JW0424	ECK0428	yajG	predicted lipoprotein	6.74		300.32			54.69	6	467	0	0.000	0
P0AAC0	JW1327	ECK1329	uspE	stress-induced protein	3.87		175.38			51.27	11	428	0	-0.207	0
P39396	JW5791	ECK4344	yjiY	predicted inner membrane protein	2.59		118.82			18.44	9	416	16	0.725	0
P0A6D7	JW5947	ECK3377	aroK	shikimate kinase I	11.59		507.96			46.82	9	409	0	-0.621	0
P39199	JW5841	ECK2324	prmB	N5-glutamine methyltransferase	7.25		322.33			24.19	8	408	0	-0.153	0
P33363	JW2120	ECK2125	bglX	beta-D-glucoside glucohydrolase. periplasmic	0.49		23.65			12.55	8	404	0	0.000	GO:0042597 periplasmic space
P0A9E5	JW1328	ECK1330	fnr	DNA-binding transcriptional dual regulator. global regulator of anaerobic growth	1.51		70.42			28	6	398	0	-0.274	GO:0005737 cytoplasm
P37665	JW5657	ECK3539	yiaD	predicted outer membrane lipoprotien	7		289.95			40.18	6	395	3	-0.073	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P32695	JW5950	ECK4041	yjbN	tRNA-dihydrouridine synthase A	1.15		54.08			30.72	7	392	0	-0.291	0
P0ADW3	JW5539	ECK3222	yhcB	conserved protein	12.34		540			71.97	8	390	1	-0.552	0
Q46868	JW5505	ECK3033	yqiC	conserved protein	11.92		521.98			63.54	9	389	0	-0.818	0
P37440	JW5394	ECK2421	ucpA	predicted oxidoredutase. sulfate metabolism protein	3.87		175.38			40.68	9	389	0	0.046	0
Q57261	JW2715	ECK2740	truD	pseudoruidine synthase	1		65.44			33.52	8	389	0	-0.269	0
P0A988	JW3678	ECK3693	dnaN	DNA polymerase III. beta subunit	1.45		67.71			25.68	7	378	0	-0.133	GO:0005737 cytoplasm
P0ADK0	JW5655	ECK3541	yiaF	conserved protein	12.34		540			38.14	7	367	1	-0.151	0
P75913	JW5146	ECK1019	ycdW	2-ketoacid reductase	1.15		54.08			41.03	7	360	0	-0.258	0
P27848	JW5854	ECK3820	yigL	predicted hydrolase	1.58		73.59			37.22	7	356	0	-0.185	0
P14081	JW3563	ECK3579	selB	selenocysteinyl-tRNA-specific translation factor	0.68		33			18.89	9	350	0	-0.354	GO:0005737 cytoplasm
P0A9C0	JW2235	ECK2233	glpA	sn-glycerol-3-phosphate dehydrogenase (anaerobic). large subunit. FAD/NAD(P)-binding	0.47		22.71			14.39	6	347	0	-0.134	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P0AF96	JW5756	ECK4245	yjgK	conserved protein	6.94		308.96			76	7	346	0	-0.249	0
P69828	JW2081	ECK2087	gatA	galactitol-specific enzyme IIA component of PTS	14.85		645.93			66.35	5	336	0	-0.025	0
P0AEZ9	JW0765	ECK0771	moaB	molybdopterin biosynthesis protein B	4.01		181.53			47.65	7	331	0	-0.225	0
P0AE22	JW2194	ECK2198	napA	nitrate reductase. periplasmic. large subunit	0.36		17.54			13	7	311	0	-0.438	GO:0042597 periplasmic space
P76536	JW2424	ECK2426	yfeX	conserved protein	1		65.44			35.45	7	302	0	-0.322	0
P0AA43	JW2171	ECK2177	rsuA	16S rRNA pseudouridylate 516 synthase	2.51		115.26			39.39	5	277	0	-0.363	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
P0A784	JW5740	ECK4158	orn	oligoribonuclease	2.83		129.48			35.36	7	268	0	-0.372	0
P37647	JW5668	ECK3511	kdgK	ketodeoxygluconokinase	1.68		78			25.24	5	263	0	-0.195	0
P05707	JW2674	ECK2700	srlD	sorbitol-6-phosphate dehydrogenase	1.15		54.08			20.85	4	261	0	0.000	0
P36680	JW0099	ECK0102	yacF	conserved protein	1.68		78			34.82	6	252	0	-0.155	0
P23827	JW2197	ECK2201	eco	ecotin. a serine protease inhibitor	2.59		118.82			31.48	5	249	0	-0.257	GO:0042597 periplasmic space
P76621	JW5427	ECK2653	ygaT	predicted protein	1.07		50.43			23.38	5	249	0	-0.375	0
P0A821	JW3564	ECK3580	selA	selenocysteine synthase	0.47		22.71			20.73	5	243	0	-0.055	GO:0005737 cytoplasm
P76104	JW1431	ECK1429	ydcP	predicted peptidase	0.32		15.65			12.56	5	243	0	-0.311	0
P33940	JW2198	ECK2202	mqo	malate dehydrogenase. FAD/NAD(P)-binding domain	0.64		30.64			14.78	6	240	0	-0.255	0
P0AEY5	JW2996	ECK3019	mdaB	NADPH quinone reductase	2.51		115.26			31.61	6	239	0	-0.356	0
P45425	JW5538	ECK3211	nanK	predicted N-acetylmannosamine kinase	1.03		49			21.65	4	235	0	0.272	GO:0005737 cytoplasm
P36929	JW3250	ECK3275	rsmB	16S rRNA m5C967 methyltransferase. S-adenosyl-L-methionine-dependent	0.82		38.96			15.15	5	229	0	-0.394	GO:0005737 cytoplasm
P77791	JW0448	ECK0453	maa	maltose O-acetyltransferase	2.59		118.82			50.82	5	226	0	-0.056	GO:0005737 cytoplasm
Q46948	JW5057	ECK0418	yajL	conserved protein	1.51		70.42			37.24	4	217	0	0.323	0
P0ACR4	JW2144	ECK2150	yeiE	predicted DNA-binding transcriptional regulator	1.15		54.08			16.72	4	185	0	0.017	0
P0A8H6	JW3837	ECK3859	yihI	conserved protein	2.16		99.64			40.83	5	179	0	-1.377	0
P30863	JW0197	ECK0207	dkgB	2.5-diketo-D-gluconate reductase B	1.05		49.52			21.72	4	179	0	-0.114	GO:0005737 cytoplasm
P0ABF6	JW2131	ECK2136	cdd	cytidine/deoxycytidine deaminase	0.72		34.35			16.67	3	179	0	0.001	0
P77756	JW0434	ECK0438	ybaX	predicted aluminum resistance protein	1.89		87.54			26.41	4	175	0	-0.095	0
P76034	JW1276	ECK1279	yciT	predicted DNA-binding transcriptional regulator	0.67		32.03			16.87	4	157	0	-0.092	0
P0AC51	JW5714	ECK4038	zur	DNA-binding transcriptional activator. Zn(II)-binding	1.15		54.08			26.32	3	150	0	0.000	GO:0005737 cytoplasm
P0AD10	JW1891	ECK1901	yecJ	predicted protein	5.31		238.33			54.22	3	147	0	0.082	GO:0005737 cytoplasm
P77171	JW5226	ECK1416	ydcI	predicted DNA-binding transcriptional regulator	0.47		22.71			21.17	3	147	0	-0.022	0
P33030	JW2161	ECK2167	yeiR	predicted enzyme	0.73		34.81			19.82	4	145	0	-0.229	0
P60757	JW2001	ECK2014	hisG	ATP phosphoribosyltransferase	0.37		18.01			10.37	2	145	0	-0.145	GO:0005737 cytoplasm
P0AES9	JW3478	ECK3494	hdeA	stress response protein acid-resistance protein	2.16		99.64			54.55	2	136	1	-0.208	0
P31828	JW1489	ECK1488	pqqL	predicted peptidase	0.07		3.59			4.19	2	130	1	-0.397	GO:0005737 cytoplasm
P0ADP2	JW5588	ECK3814	yigI	conserved protein	1.37		64.08			19.35	3	129	0	-0.008	0
P0AD24	JW2175	ECK2181	yejL	conserved protein	2.98		136.13			28	2	123	0	-0.184	0
P0AA47	JW5330	ECK2008	yeeF	predicted amino-acid transporter	1.68		78			5.75	3	116	12	0.001	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P0A6L9	JW2511	ECK2524	hscB	DnaJ-like molecular chaperone specific for IscU	1		33.42			25.15	3	113	0	-0.598	0
P76535	JW2421	ECK2423	yfeU	predicted PTS component	0.26		12.79			10.74	2	113	0	0.134	0
P31658	JW1950	ECK1963	hchA	Hsp31 molecular chaperone	1		47.23			9.89	3	112	0	-0.224	0
P64602	JW5535	ECK3180	yrbB	predicted protein	2.98		136.13			18.56	2	107	0	0.032	0
P0ADT2	JW5927	ECK3028	ygiB	conserved outer membrane protein	0.47		22.71			13.61	2	99	0	-0.601	0
P06987	JW2004	ECK2017	hisB	fused histidinol-phosphatase -!- imidazoleglycerol-phosphate dehydratase	0.41		20			8.45	3	99	0	-0.365	0
Q46845	JW5492	ECK2983	yghU	predicted S-transferase	0.54		25.99			13.19	3	96	1	-0.403	0
P39356	JW5952	ECK4284	yjhU	"KpLE2 phage-like element; predicted DNA-binding transcriptional regulator"	0.44		21.31			8.84	3	93	0	-0.025	0
P27830	JW5598	ECK3780	rffG	dTDP-glucose 4.6-dehydratase	0.25		12.32			7.89	2	88	0	0.000	0
P0AFB1	JW3132	ECK3151	nlpI	conserved protein	0.36		17.54			12	2	87	0	-0.321	0
P0ACP5	JW5946	ECK3423	gntR	DNA-binding transcriptional repressor	0.67		32.03			10.57	3	85	0	-0.104	GO:0005737 cytoplasm
P0A8Y3	JW5566	ECK3878	yihX	predicted hydrolase	0.67		32.03			11.56	2	84	0	-0.158	0
P68398	JW2543	ECK2557	tadA	tRNA-specific adenosine deaminase	0.52		25.05			14.61	2	82	0	-0.135	0
P60955	JW2796	ECK2824	lgt	phosphatidylglycerol-prolipoprotein diacylglyceryl transferase	0.78		37.12			9.28	2	80	5	0.444	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P51024	JW0345	ECK0351	yaiL	nucleoprotein/polynucleotide-associated enzyme	0.47		22.71			15.64	2	80	0	-0.473	GO:0005737 cytoplasm
P0CE60	JW5895	ECK0261	insH	IS5 element protein	0.27		13.27			6.44	2	78	0	-0.585	0
P31441	JW3640	ECK3656	ade	cryptic adenine deaminase	0.17		8.47			4.08	2	78	0	-0.035	0
P0AG03	JW2308	ECK2305	ubiX	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	0.52		25.05			13	2	77	0	0.244	0
P75782	JW5107	ECK0796	ybiN	predicted SAM-dependent methyltransferase	0.36		17.54			6.17	2	76	0	-0.382	0
P0AED7	JW2456	ECK2467	dapE	N-succinyl-diaminopimelate deacylase	0.27		13.27			7.73	2	73	0	-0.066	0
P39838	JW2204	ECK2209	rcsD	phosphotransfer intermediate protein in two-component regulatory system with RcsBC	0		5.07			3.37	2	62	1	-0.234	0
P0AB55	JW1243	ECK1245	yciI	predicted enzyme	2.16		99.64			19.39	2	61	0	-0.031	0
P0A8V0	JW2263	ECK2262	elaC	binuclear zinc phosphodiesterase	0.54		25.99			13.77	3	59	0	-0.061	0
P0ACK5	JW0824	ECK0830	deoR	DNA-binding transcriptional repressor	0.58		27.85			7.14	2	58	0	-0.182	GO:0005737 cytoplasm
P0AGG4	JW2566	ECK2580	trxC	thioredoxin 2	0.67		32.03			23.02	2	57	0	0.000	0
P0AB80	JW5606	ECK3762	ilvE	branched-chain amino-acid aminotransferase	0.29		14.22			9.71	2	55	0	-0.165	0
P76316	JW5313	ECK1918	yedO	D-cysteine desulfhydrase. PLP-dependent	0.43		20.84			8.54	2	54	0	0.123	0
P0AFR2	JW5189	ECK1194	ychM	predicted transporter	0.43		20.84			4.65	2	53	11	0.831	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P0AFT2	JW1903	ECK1917	yecS	predicted transporter subunit -!- membrane component of ABC superfamily	0.67		32.03			13.51	2	46	3	0.435	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P69451	JW1794	ECK1803	fadD	acyl-CoA synthetase (long-chain-fatty-acid--CoA ligase)	0.19		9.44			7.84	2	42	0	-0.098	GO:0009274 cell wall (sensu Bacteria)
Q06065	JW2214	ECK2213	atoC	fused response regulator of ato opeon. in two-component system with AtoS	0.15		7.51			7.16	2	40	0	-0.168	GO:0005737 cytoplasm
P76398	JW2060	ECK2071	mdtB	multidrug efflux system. subunit B	0.23		11.36			1.63	3	37	11	0.376	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
P76575	JW5402	ECK2506	yfgJ	predicted protein	2.16		99.64			36.62	2	35	0	-0.179	0
P32055	JW2037	ECK2046	fcl	bifunctional GDP-fucose synthetase: GDP-4-dehydro-6-deoxy-D-mannose epimerase and GDP-4-dehydro-6-L-deoxygalactose reductase	0.36		17.54			7.48	2	33	0	-0.267	GO:0030113 capsule (sensu Bacteria) -!- GO:0005737 cytoplasm
P75780	JW0790	ECK0794	fiu	predicted iron outer membrane transporter	0.13		6.53			3	2	33	1	-0.499	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
P17445	JW0304	ECK0310	betB	betaine aldehyde dehydrogenase. NAD-dependent	0.19		9.44			5	2	30	0	-0.079	0
P16431	JW2691	ECK2716	hycE	hydrogenase 3. large subunit	0.13		6.53			2.81	2	30	0	-0.354	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P27305	JW5892	ECK0143	yadB	glutamyl-Q tRNA(Asp) synthetase	0.29		14.22			12.01	2	29	0	-0.272	0
P19323	JW2701	ECK2726	fhlA	DNA-binding transcriptional activator	0.12		6.05			6.94	2	29	0	-0.244	GO:0005737 cytoplasm
P75750	JW5099	ECK0707	ybgQ	predicted outer membrane protein	0.16		7.99			3.07	2	28	0	-0.412	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
P60869	JW0831	ECK0838	ybjL	predicted transporter	0.44		21.31			5.88	2	26	9	0.554	0
P71242	JW2030	ECK2039	wcaK	predicted pyruvyl transferase	0.21		10			4.69	2	26	0	-0.018	0
P76510	JW5385	ECK2351	yfdN	"CPS-53 (KpLE1) prophage; predicted protein"	0.47		22.71			20.73	2	22	0	-0.815	0
P0ABF4	JW2441	ECK2452	cchA	predicted carboxysome structural protein. ethanolamine utilization protein	1.15		54.08			57	2	21	0	0.405	0
P02932	JW0231	ECK0242	phoE	outer membrane phosphoporin protein E	0.26		12.79			7.98	2	21	0	-0.574	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
P02918	JW3359	ECK3383	mrcA	fused penicillin-binding protein 1a murein transglycosylase -!- murein transpeptidase	3.86		2			48.59	31	1790	1	-0.255	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P13035	JW3389	ECK3412	glpD	sn-glycerol-3-phosphate dehydrogenase. aerobic. FAD/NAD(P)-binding	11.12		558.02			76.85	35	1715	0	-0.384	GO:0005737 cytoplasm
P75780	JW0790	ECK0794	fiu	predicted iron outer membrane transporter	6.33		0.82			50.79	28	1621	1	-0.499	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
P0A7A7	JW4001	ECK4033	plsB	glycerol-3-phosphate O-acyltransferase	4.88		135			48.95	32	1595	0	-0.179	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P0A853	JW3686	ECK3701	tnaA	tryptophanase/L-cysteine desulfhydrase. PLP-dependent	21.64		1817.64			69.64	34	1571	0	-0.216	0
P0AD65	JW0630	ECK0628	mrdA	transpeptidase involved in peptidoglycan synthesis (penicillin-binding protein 2)	5.68		1.81			57.03	29	1494	1	-0.353	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P39180	JW1982	ECK1993	flu	"CP4-44 prophage; antigen 43 (Ag43) phase-variable biofilm formation autotransporter"	3.33		1.66			34.26	25	1441	1	-0.275	0
P17315	JW2142	ECK2148	cirA	ferric iron-catecholate outer membrane transporter	3.83					44.65	24	1321	0	-0.001	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
P76115	JW1446	ECK1445	yncD	predicted iron outer membrane transporter	3.64					53.71	27	1289	0	-0.552	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
P00926	JW2363	ECK2362	dsdA	D-serine ammonia-lyase	16.78		350.74			58.82	20	1170	0	-0.087	GO:0005737 cytoplasm
P39838	JW2204	ECK2209	rcsD	phosphotransfer intermediate protein in two-component regulatory system with RcsBC	1.74		1			32.92	20	1143	1	-0.234	0
P39285	JW4120	ECK4155	yjeP	predicted mechanosensitive channel	1.47		1.44			20.05	17	934	11	0.018	GO:0042597 periplasmic space
P0AD27	JW2176	ECK2182	yejM	predicted hydrolase. inner membrane	3.96		1.71			34.81	14	891	5	-0.122	0
P0A821	JW3564	ECK3580	selA	selenocysteine synthase	2.16		22.71			39.96	16	845	0	-0.055	GO:0005737 cytoplasm
P31827	JW1490	ECK1489	yddB	predicted porin protein	1.51					28.48	16	824	0	-0.584	0
Q57261	JW2715	ECK2740	truD	pseudoruidine synthase	4.18		65.44			57.88	15	783	0	-0.269	0
P0ADW3	JW5539	ECK3222	yhcB	conserved protein	99		2.73			75	12	760	1	-0.552	0
P60723	JW3281	ECK3306	rplD	50S ribosomal subunit protein L4	22		2694.37			61.19	13	683	0	-0.235	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
P31120	JW3143	ECK3165	glmM	phosphoglucosamine mutase	2.43		398			39.78	15	675	0	0.013	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009274 cell wall (sensu Bacteria) -!- GO:0005737 cytoplasm
P37649	JW5943	ECK3514	yhjK	predicted diguanylate cyclase	1.05		1.35			22.19	10	655	2	0.187	0
P37665	JW5657	ECK3539	yiaD	predicted outer membrane lipoprotien	30.62		2.46			73.52	9	652	3	-0.073	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
Q46837	JW5925	ECK2968	yghJ	predicted inner membrane lipoprotein	0.52					11.84	13	652	0	-0.001	0
P0AFB1	JW3132	ECK3151	nlpI	conserved protein	10.66		17.54			49.32	12	608	0	-0.321	0
P33940	JW2198	ECK2202	mqo	malate dehydrogenase. FAD/NAD(P)-binding domain	2.73		30.64			28.83	15	575	0	-0.255	0
P0ADA5	JW0424	ECK0428	yajG	predicted lipoprotein	11.92		300.32			46.35	8	575	0	0.000	0
P0ABJ1	JW0422	ECK0426	cyoA	cytochrome o ubiquinol oxidase subunit II	52.37		3			48.57	12	536	3	-0.009	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P27836	JW3770	ECK3787	rffM	UDP-N-acetyl-D-mannosaminuronic acid transferase	2.87					52.85	10	505	0	-0.322	0
P0ADK0	JW5655	ECK3541	yiaF	conserved protein	55.23		2.73			44.92	11	501	1	-0.151	0
P76397	JW5338	ECK2070	mdtA	multidrug efflux system. subunit A	1.99		1.52			31.57	9	498	1	-0.223	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P56580	JW5430	ECK2698	srlE	glucitol/sorbitol-specific enzyme IIB component of PTS	4.41		1.74			31.97	10	474	4	0.483	0
P0ABD5	JW0180	ECK0184	accA	acetylCoA carboxylase. carboxytransferase. alpha subunit	1.51		645.93			25.39	7	465	0	-0.233	GO:0005737 cytoplasm
P33941	JW2199	ECK2203	yojI	fused predicted multidrug transport subunits -!- membrane component and ATP-binding component of ABC superfamily	1.15		1.37			14.81	7	451	6	0.194	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P76185	JW1636	ECK1640	ydhJ	undecaprenyl pyrophosphate phosphatase	2.73		1.61			47.37	7	445	1	-0.141	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
P0AF12	JW0155	ECK0158	pfs	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	9		398			53.88	7	440	0	0.306	0
