Accession number	ECK	Gene	Protein name	emPAI Value	mRNA expression level	Copy number per cell	Sequence coverage (%)	Number of unique peptides	Mascot protein score	Number of TMDs	GRAVY score	GO cellular component
JW3298	ECK3323	bfr	bacterioferritin, iron storage and detoxification protein	0,87	7	196	27,85	3	118	0	-0,472	GO:0005737 cytoplasm
JW1487	ECK1486	gadC	predicted glutamate:gamma-aminobutyric acid antiporter	0,78	1,66	1,27	6,85	3	117	12	0,846	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW3203	ECK3223	degQ	serine endoprotease, periplasmic	0,35	0,27	1,68	10,33	2	117	1	0,055	0
JW5567	ECK3877	yihW	predicted DNA-binding transcriptional regulator	0,33	1,27	25,99	11,49	2	116	0	-0,054	0
JW3154	ECK3176	ispB	octaprenyl diphosphate synthase	0,64	0,33	44,02	15,48	2	116	0	-0,095	0
JW2316	ECK2313	usg	predicted semialdehyde dehydrogenase	0,47	0,53	398	9	2	116	0	0,061	0
JW1035	ECK1034	mdoG	glucan biosynthesis protein, periplasmic	0,26	1,64	217,85	6,07	3	115	0	-0,541	GO:0042597 periplasmic space
JW2184	ECK2188	ccmF	heme lyase, CcmF subunit	1,42	-	1,43	7,57	4	114	15	0,641	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW1377	ECK1379	ynbE	predicted lipoprotein	1,51	0,48	-	32,79	2	114	0	0,297	0
JW2758	ECK2781	gudD	(D)-glucarate dehydratase 1	0,19	0,45	-	8,97	2	114	0	-0,222	0
JW2713	ECK2738	pcm	L-isoaspartate protein carboxylmethyltransferase type II	0,52	1,39	41,26	11,06	2	113	0	-0,158	0
JW3625	ECK3640	spoT	bifunctional (p)ppGpp synthetase II -!- guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase	0,19	0,59	16,12	7,69	3	112	0	-0,332	GO:0005737 cytoplasm
JW2665	ECK2685	yqaB	predicted hydrolase	0,58	0,66	47,23	19,68	2	112	0	-0,027	0
JW1596	ECK1599	ydgH	predicted protein	0,37	2,85	172,75	15,29	3	112	0	-0,324	0
JW2260	ECK2259	menF	isochorismate synthase 2	0,17	1,48	-	5	2	112	0	0.000	0
JW3221	ECK3240	yhdA	conserved inner membrane protein	0,18	0,35	0,87	5,11	3	111	2	-0,192	0
JW2860	ECK2887	recJ	ssDNA exonuclease, 5' --> 3'-specific	0,23	0,22	11,36	9,19	3	111	0	-0,069	0
JW3444	ECK3463	nikD	nickel transporter subunit -!- ATP-binding component of ABC superfamily	0,39	0,33	-	7,09	2	111	0	0,297	GO:0005737 cytoplasm
JW2555	ECK2569	rseB	anti-sigma factor	0,31	0,55	-	9,43	2	111	0	-0,257	GO:0005737 cytoplasm
JW0107	ECK0110	ampE	predicted inner membrane protein	0,31	-	1,01	6,69	2	110	4	0,474	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW1179	ECK1178	dadX	alanine racemase 2, PLP-binding	0,39	1	26,45	8,99	3	110	0	-0,026	0
JW5736	ECK4138	yjeI	conserved protein	16,78	1,09	-	36,75	3	110	0	-0,076	0
JW1111	ECK1111	potB	polyamine transporter subunit -!- membrane component of ABC superfamily	0,78	0,63	1,27	7,27	2	109	6	0,985	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW0194	ECK0198	metI	DL-methionine transporter subunit -!- membrane component protein of ABC superfamily	3,64	0,22	1,69	13,36	2	109	5	0,994	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW3213	ECK3233	tldD	predicted peptidase	0,21	1,01	64,08	7,69	2	109	0	-0,123	0
JW5535	ECK3180	yrbB	predicted protein	1,51	-	136,13	24,74	2	109	0	0,032	0
JW0368	ECK0372	sbmA	predicted transporter	1	-	1,24	9,11	3	108	8	0,535	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW5652	ECK3561	avtA	valine-pyruvate aminotransferase	0,47	0,27	14,22	9,35	3	108	0	-0,065	0
JW0904	ECK0912	smtA	S-adenosylmethionine-dependent methyltransferase	0,43	1,19	49	9,96	2	108	0	-0,402	0
JW2601	ECK2616	smpB	trans-translation protein	1,15	1,04	224,39	28,75	3	108	0	-0,581	0
JW1631	ECK1635	ydhA	predicted lipoprotein	4,18	0,28	-	48,62	4	108	0	-0,314	0
JW1782	ECK1791	yoaF	conserved outer membrane protein	3,64	-	-	38	2	108	0	-0,167	0
JW5633	ECK3680	yidQ	conserved outer membrane protein	2,16	-	-	21,82	2	108	0	-0,035	0
JW1603	ECK1606	fumC	fumarate hydratase (fumarase C),aerobic Class II	0,19	0,55	142,33	3,85	2	107	0	-0,133	0
JW3903	ECK3924	hslV	peptidase component of the HslUV protease	0,78	2,43	146,75	10,23	2	107	0	-0,034	GO:0005737 cytoplasm
JW5475	ECK2910	rpiA	ribosephosphate isomerase, constitutive	1	3,39	645,93	18,72	3	107	0	0.000	0
JW3716	ECK3731	atpB	F0 sector of membrane-bound ATP synthase, subunit a	5,31	3,33	3	11,07	2	106	5	0,807	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW2869	ECK2896	bglA	6-phospho-beta-glucosidase A	0,17	0,59	136,13	5,64	2	106	0	-0,452	0
JW1958	ECK1972	yeeI	conserved protein	0,93	1	-	10,94	2	106	0	-0,142	0
JW1327	ECK1329	uspE	stress-induced protein	0,33	-	175,38	10,13	2	105	0	-0,207	0
JW1793	ECK1802	rnd	ribonuclease D	0,27	0,15	-	5,87	2	105	0	0.000	GO:0005737 cytoplasm
JW0762	ECK0768	uvrB	excinulease of nucleotide excision repair, DNA damage recognition component	0,18	1,05	8,96	7,58	3	104	0	-0,358	GO:0005737 cytoplasm
JW4019	ECK4050	uvrA	ATPase and DNA damage recognition protein of nucleotide excision repair excinuclease UvrABC	0,13	1	11,36	5,96	3	104	0	-0,289	GO:0005737 cytoplasm
JW5687	ECK3410	glpG	predicted intramembrane serine protease	0,93	0,46	1,31	6	2	103	6	0.000	0
JW0629	ECK0627	mrdB	cell wall shape-determining protein	0,78	0,13	1,27	10,81	3	102	9	0,908	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW2277	ECK2276	nuoH	NADH:ubiquinone oxidoreductase, membrane subunit H	0,52	6,26	1,79	7,69	2	102	8	0.001	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW2580	ECK2596	pheA	fused chorismate mutase P -!- prephenate dehydratase	0,21	0,11	45	5,18	2	102	0	-0,168	GO:0005737 cytoplasm
JW3940	ECK3964	murB	UDP-N-acetylenolpyruvoylglucosamine reductase, FAD-binding	0,54	1,06	99,64	10,53	3	102	0	-0,204	GO:0009274 cell wall (sensu Bacteria) -!- GO:0005737 cytoplasm
JW1323	ECK1327	ynaI	conserved inner membrane protein	0,52	1	1,16	5,83	2	101	4	0,356	GO:0009274 cell wall (sensu Bacteria)
JW4279	ECK4307	fimC	chaperone, periplasmic	0,78	0,17	1,27	25,31	4	101	1	-0,208	GO:0009289 fimbria -!- GO:0042597 periplasmic space
JW3036	ECK3054	ygjD	predicted peptidase	0,31	0,29	24,12	8,01	2	101	0	0,015	0
JW3070	ECK3090	yqjE	conserved inner membrane protein	1,15	0,82	1,37	13,43	2	100	2	0,346	0
JW3332	ECK3357	yhfL	conserved secreted peptide	9	-	-	50,91	2	99	0	0.000	0
JW2547	ECK2561	acpS	holo-[acyl-carrier-protein] synthase 1	0,78	0,17	-	16,67	2	99	0	0,013	GO:0005737 cytoplasm
JW5429	ECK2697	srlA	glucitol/sorbitol-specific enzyme IIC component of PTS	1,15	0,92	1,37	4,81	2	98	3	0,504	0
JW3038	ECK3056	dnaG	DNA primase	0,14	0,55	7,02	3,27	2	98	0	-0,389	GO:0005737 cytoplasm
JW1875	ECK1887	tar	methyl-accepting chemotaxis protein II	0,17	-	0,85	4,88	2	97	2	-0,142	GO:0019866 inner membrane
JW2292	ECK2289	yfbV	conserved inner membrane protein	0,93	0,31	1,31	12,58	2	97	2	-0,036	0
JW0684	ECK0684	kdpC	potassium translocating ATPase, subunit C	2,16	0,25	1,54	11,05	2	97	1	0,085	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW1245	ECK1247	yciA	predicted hydrolase	1,68	0,46	44,02	26,52	3	97	0	0,118	0
JW5185	ECK1186	dhaH	fused predicted dihydroxyacetone-specific PTS enzyme HPr component -!- EI component	0,22	0,23	57,72	4,03	2	97	0	-0,017	0
JW0664	ECK0666	nagB	glucosamine-6-phosphate deaminase	0,78	1,37	146,75	23,68	4	97	0	-0,185	0
JW5526	ECK3113	garR	tartronate semialdehyde reductase	0,44	12,19	232	21,28	3	97	0	0,264	0
JW3776	ECK3798	hemD	uroporphyrinogen III synthase	0,47	1	-	7,72	2	97	0	-0,124	0
JW5078	ECK0544	nmpC	"DLP12 prophage; truncated outer membrane porin (pseudogene)"	0,25	7,97	0,96	6,67	2	96	1	-0,489	0
JW0933	ECK0941	pqiA	paraquat-inducible membrane protein A	0,33	0,63	1,03	7,43	2	96	8	0,581	0
JW3781	ECK3803	yifL	predicted lipoprotein	9	1,52	3	50,75	2	96	1	-0,437	GO:00016020 membrane
JW2174	ECK2180	yejK	nucleotide associated protein	0,27	-	266,13	10,45	2	96	0	-0,364	GO:0005737 cytoplasm
JW1089	ECK1089	hinT	purine nucleoside phosphoramidase	2,16	4,03	398	31,09	3	96	0	-0,062	0
JW5737	ECK4142	ecnA	entericidin A membrane lipoprotein, antidote entericidin B	3,64	0,11	-	36,59	2	96	0	0,473	0
JW5366	ECK2193	ccmA	heme exporter subunit -!- ATP-binding component of ABC superfamily	0,47	-	-	13,53	2	96	0	-0,232	GO:0005737 cytoplasm
JW4092	ECK4125	cadA	lysine decarboxylase 1	0,18	0,18	8,96	6,29	3	95	0	0.000	GO:0005737 cytoplasm
JW5186	ECK1187	dhaL	dihydroxyacetone kinase, C-terminal domain	0,39	0,23	44,02	9,52	2	95	0	-0,106	0
JW1297	ECK1299	pspA	regulatory protein for phage-shock-protein operon	0,25	4,17	78	19,82	2	95	0	-0,722	GO:0005737 cytoplasm
JW1772	ECK1781	yeaG	conserved protein with nucleoside triphosphate hydrolase domain	0,11	2,07	27,85	4,04	2	94	0	-0,529	0
JW3709	ECK3724	atpC	F1 sector of membrane-bound ATP synthase, epsilon subunit	1,68	3,67	398	38,13	3	93	0	-0,095	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW3087	ECK3105	tdcC	L-threonine/L-serine transporter	0,58	0,11	1,19	4,29	2	92	11	0,737	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW5692	ECK3388	hslO	heat shock protein Hsp33	1	0,87	177,58	14,04	3	92	0	-0,313	0
JW0945	ECK0953	helD	DNA helicase IV	0,09	1,11	-	4	2	92	0	-0,413	GO:0005737 cytoplasm
JW4029	ECK4061	yjcH	conserved inner membrane protein involved in acetate transport	9	1	1,93	26,92	3	91	2	0,424	0
JW2274	ECK2273	nuoK	NADH:ubiquinone oxidoreductase, membrane subunit K	99	3,87	2,59	13	2	91	3	0,929	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW3466	ECK3484	yhiR	predicted DNA (exogenous) processing protein	0,27	0,41	50,43	9,64	2	91	0	-0,361	0
JW0173	ECK0177	hlpA	periplasmic chaperone	1	5,15	327,93	18,63	3	90	0	-0,473	GO:0009274 cell wall (sensu Bacteria) -!- GO:0042597 periplasmic space
JW5052	ECK0371	ampH	beta-lactamase/D-alanine carboxypeptidase	0,39	0,73	-	11,43	3	90	0	-0,195	0
JW1299	ECK1301	pspC	transcriptional activator	2,98	1	1,63	21,01	3	89	1	0,281	GO:0005737 cytoplasm
JW1403	ECK1399	ydbC	predicted oxidoreductase, NAD(P)-binding	0,39	0,62	18,96	8,04	2	89	0	0,047	0
JW1051	ECK1049	grxB	glutaredoxin 2 (Grx2)	0,78	1,82	121,49	20,93	4	89	0	-0,264	0
JW1411	ECK1407	ydcF	conserved protein	0,58	0,38	-	8,27	2	89	0	-0,143	0
JW5374	ECK2258	menD	bifunctional 2-oxoglutarate decarboxylase -!- SHCHC synthase	0,19	0,92	-	6,12	2	89	0	-0,127	0
JW1951	ECK1964	yedV	predicted sensory kinase in two-component regulatory system with YedW	0,16	-	0,83	5,31	2	88	2	-0,051	0
JW3898	ECK3919	glpF	glycerol facilitator	4,62	0,13	1,75	9,96	3	88	6	0,735	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW3748	ECK3767	ppiC	peptidyl-prolyl cis-trans isomerase C (rotamase C)	0,93	0,63	563,11	19,35	2	88	0	-0,105	0
JW2922	ECK2950	yggW	predicted oxidoreductase	0,33	-	-	8	2	88	0	-0,325	0
JW2635	ECK2654	ygaF	predicted enzyme	0,18	6,54	-	6,16	2	88	0	-0,085	0
JW3886	ECK3907	fieF	zinc transporter	0,52	0,49	1,16	9	2	87	6	0,378	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW1964	ECK1978	yeeN	conserved protein	0,43	1,44	113,03	13,87	2	87	0	-0,258	0
JW4038	ECK4070	gltP	glutamate/aspartate:proton symporter	0,52	0,18	1,16	2,75	2	85	10	0,878	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW4358	ECK4387	ytjC	phosphoglyceromutase 2, co-factor independent	0,47	0,12	1,36	12,09	2	85	1	-0,371	GO:0005737 cytoplasm
JW3646	ECK3662	ilvB	acetolactate synthase I, large subunit	0,21	0,43	64,08	6,05	2	85	0	0,041	0
JW3280	ECK3305	rplW	50S ribosomal subunit protein L23	1,51	9,98	1639,38	19	2	85	0	-0,373	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW1285	ECK1287	sapC	predicted antimicrobial peptide transporter subunit -!- membrane component of ABC superfamily	1,51	-	1,45	8,11	2	84	5	0,749	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW0162	ECK0165	glnD	uridylyltransferase	0,08	0,45	12,79	3	2	84	0	-0,294	GO:0005737 cytoplasm
JW3159	ECK3181	yrbC	predicted ABC-type organic solvent transporter	1	0,49	58,63	12,32	3	84	0	-0,416	GO:0005737 cytoplasm
JW2112	ECK2116	yehS	conserved protein	0,52	0,86	-	14	2	84	0	-0,327	0
JW2697	ECK2722	hypB	GTP hydrolase involved in nickel liganding into hydrogenases	0,43	2,25	-	7,93	2	84	0	-0,238	0
JW2487	ECK2498	ppx	exopolyphosphatase	0,22	0,47	10,88	8	3	83	0	-0,239	0
JW0186	ECK0190	yaeQ	conserved protein	0,43	1	-	11	2	83	0	-0,357	0
JW1859	ECK1871	yecO	predicted methyltransferase	0,31	0,35	34,35	9	2	82	0	-0,145	0
JW3058	ECK3077	ygjR	predicted NAD(P)-binding dehydrogenase	0,39	0,79	60	6,59	2	82	0	0,046	0
JW2025	ECK2034	rfbD	dTDP-4-dehydrorhamnose reductase subunit, NAD(P)-binding, of dTDP-L-rhamnose synthase	0,43	1,61	269,17	13,38	2	82	0	-0,093	GO:0005737 cytoplasm
JW0560	ECK0563	cusR	DNA-binding response regulator in two-component regulatory system with CusS	0,52	-	-	8,37	2	82	0	0,075	0
JW5644	ECK3608	htrL	predicted protein	0,26	1,77	-	12,28	2	82	0	-0,268	0
JW3974	ECK4006	aceB	malate synthase A	0,23	1,71	228	6,38	3	81	0	-0,316	GO:0005737 cytoplasm
JW0065	ECK0067	thiQ	thiamin transporter subunit -!- ATP-binding component of ABC superfamily	0,39	-	-	13	2	81	0	0,117	GO:0009274 cell wall (sensu Bacteria) -!- GO:0005737 cytoplasm
JW3432	ECK3451	yhhM	conserved protein	0,78	1,17	1,27	15,97	2	80	1	-0,462	0
JW1116	ECK1116	phoP	DNA-binding response regulator in two-component regulatory system with PhoQ	0,43	2,47	113,03	11,21	2	80	0	-0,257	GO:0005737 cytoplasm
JW3964	ECK3992	hupA	HU, DNA-binding transcriptional regulator, alpha subunit	1,51	22,49	4064,14	33,33	2	79	0	-0,228	GO:0005737 cytoplasm
JW2453	ECK2464	narQ	sensory histidine kinase in two-component regulatory system with NarP (NarL)	0,17	-	0,85	5,83	2	78	2	-0,152	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW2194	ECK2198	napA	nitrate reductase, periplasmic, large subunit	0,14	-	17,54	3,74	3	78	0	-0,438	GO:0042597 periplasmic space
JW3037	ECK3055	rpsU	30S ribosomal subunit protein S21	3,64	3,66	80476,72	25,35	2	78	0	-0.001	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm
JW3965	ECK3993	yjaH	conserved protein	0,47	-	-	10,82	2	78	0	-0,539	0
JW2866	ECK2893	ygfZ	predicted folate-dependent regulatory protein	0,62	2,73	266,13	12,58	3	77	0	-0,247	0
JW0300	ECK0306	ykgF	predicted amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain	0,35	1,43	-	5,89	3	77	0	-0,313	0
JW0144	ECK0147	hrpB	predicted ATP-dependent helicase	0	0,67	-	5	2	77	0	-0,171	GO:0005737 cytoplasm
JW5522	ECK3103	tdcE	pyruvate formate-lyase 4/2-ketobutyrate formate-lyase	0	0,17	19,43	4	2	76	0	-0,294	GO:0005737 cytoplasm
JW3765	ECK3783	rffA	TDP-4-oxo-6-deoxy-D-glucose transaminase	0,26	0,35	37,12	6,65	2	76	0	-0,067	0
JW1796	ECK1805	yeaZ	predicted peptidase	0,78	0,29	54,08	12,99	3	76	0	-0,071	0
JW2050	ECK2059	dcd	2'-deoxycytidine 5'-triphosphate deaminase	0,67	2,11	83	11,92	2	76	0	-0,162	0
JW3386	ECK3409	glpR	DNA-binding transcriptional repressor	0,47	0,26	129,48	8,73	2	76	0	-0,213	GO:0005737 cytoplasm
JW3198	ECK3218	sspA	stringent starvation protein A	0,43	3	177,58	7,08	2	75	0	-0,265	GO:0005737 cytoplasm
JW2994	ECK3017	qseC	sensory histidine kinase in two-component regulatory system with QseB	0,21	-	0,91	5,79	2	74	2	-0,128	0
JW3006	ECK3029	ygiC	predicted enzyme	0,22	1,14	68,16	6,22	2	73	0	-0,389	0
JW3783	ECK3805	yigA	conserved protein	0,31	0	15,17	13,19	2	72	0	-0,149	0
JW3785	ECK3807	yigB	predicted hydrolase	0,52	0	61,36	15,97	2	72	0	-0,329	0
JW0169	ECK0173	ispU	undecaprenyl pyrophosphate synthase	0,93	0,69	-	7,91	2	72	0	-0,396	GO:0005737 cytoplasm
JW2493	ECK2505	xseA	exonuclease VII, large subunit	0,22	0,23	-	4,82	3	72	0	-0,528	0
JW4000	ECK4032	ubiA	p-hydroxybenzoate octaprenyltransferase	0,93	0,07	1,31	5,52	2	70	7	0.001	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW2314	ECK2311	dedA	conserved inner membrane protein	1,15	1,08	1,37	9,13	2	69	4	0,809	GO:0009274 cell wall (sensu Bacteria)
JW5743	ECK4185	yjfO	conserved protein	1,51	-	1,45	18,35	2	68	1	-0,055	0
JW2910	ECK2938	galP	D-galactose transporter	0,67	0,04	1,22	4,53	2	67	12	0,599	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW3715	ECK3730	atpE	F0 sector of membrane-bound ATP synthase, subunit c	9	3,68	3	20,25	2	67	2	1,267	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW3624	ECK3639	rpoZ	RNA polymerase, omega subunit	0,93	2,98	1104,73	26,37	2	66	0	-0,524	GO:0005737 cytoplasm
JW2185	ECK2189	ccmE	periplasmic heme chaperone	0,58	-	1,19	20	2	65	1	-0,275	GO:0019866 inner membrane
JW2542	ECK2556	yfhD	predicted transglycosylase	0,19	0,13	-	8,05	2	65	0	-0,431	GO:0042597 periplasmic space
JW5599	ECK3779	rffD	UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase	0,41	0,23	20	7,62	3	64	0	0,065	GO:0009274 cell wall (sensu Bacteria)
JW0546	ECK0549	borD	"DLP12 prophage; predicted lipoprotein"	0,93	2,43	78	17,53	2	64	0	0,205	0
JW3138	ECK3158	nusA	transcription termination/antitermination L factor	0,17	1,54	1252,04	6,26	2	64	0	-0,278	GO:0005737 cytoplasm
JW2288	ECK2285	yfbR	deoxyribonucleoside 5'-monophosphatase	0,52	0,22	-	13,07	2	64	0	-0,216	0
JW5226	ECK1416	ydcI	predicted DNA-binding transcriptional regulator	0,29	-	22,71	6,19	2	63	0	-0,022	0
JW5588	ECK3814	yigI	conserved protein	0,78	-	64,08	12,26	2	62	0	-0,008	0
JW0737	ECK0743	aroG	3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, phenylalanine repressible	0,25	0,72	78	6	2	62	0	-0,182	0
JW1626	ECK1630	ydgR	predicted transporter	0,58	0,25	1,19	2	2	61	14	0,736	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW4277	ECK4305	fimA	major type 1 subunit fimbrin (pilin)	1,51	10,44	1,45	26,92	2	61	1	0.000	GO:0009289 fimbria
JW1431	ECK1429	ydcP	predicted peptidase	0,12	-	15,65	3,22	2	61	0	-0,311	0
JW5566	ECK3878	yihX	predicted hydrolase	0,67	-	32,03	10,55	2	61	0	-0,158	0
JW0052	ECK0054	surA	peptidyl-prolyl cis-trans isomerase (PPIase)	0,18	1,12	112	5,84	2	61	0	-0,382	GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
JW0671	ECK0672	fldA	flavodoxin 1	0,93	1,71	791,36	13,64	2	61	0	-0,285	0
JW4325	ECK4351	dnaC	DNA biosynthesis protein	0,39	0,41	-	8,98	2	61	0	-0,481	0
JW5637	ECK3654	yicN	conserved protein	1,15	-	1,37	12,67	2	60	1	0,079	0
JW0306	ECK0312	betT	choline transporter of high affinity	0,33	-	1,03	2,95	2	59	12	0,337	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW5755	ECK4238	yjgF	ketoacid-binding protein	0,78	2,44	540	17,19	2	59	0	0,086	0
JW0430	ECK0434	hupB	HU, DNA-binding transcriptional regulator, beta subunit	1,68	7,83	563,11	41,11	3	59	0	-0,042	GO:0005737 cytoplasm
JW2403	ECK2406	ligA	DNA ligase, NAD(+)-dependent	0,16	0,57	13,75	6,86	3	58	0	-0,137	GO:0005737 cytoplasm
JW2226	ECK2224	ubiG	bifunctional 3-demethylubiquinone-9 3-methyltransferase -!- 2-octaprenyl-6-hydroxy phenol methylase	0,54	0,22	99,64	13	3	58	0	-0,226	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW2256	ECK2255	menC	o-succinylbenzoyl-CoA synthase	0,31	0,87	-	11,56	2	58	0	-0,117	0
JW1621	ECK1625	rsxC	fused predicted 4Fe-4S ferredoxin-type protein	0,11	0,27	-	3,38	2	58	0	-0,416	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW2894	ECK2923	epd	D-erythrose 4-phosphate dehydrogenase	0,25	2,31	18,96	7,67	2	57	0	-0,041	GO:0005737 cytoplasm
JW1088	ECK1088	fhuE	ferric-rhodotorulic acid outer membrane transporter	0,18	0,11	-	4,53	2	57	0	-0,522	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)
JW3944	ECK3972	secE	preprotein translocase membrane subunit	0,93	0,49	1,64	7,09	2	55	3	0,876	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW1610	ECK1613	uidR	DNA-binding transcriptional repressor	0,47	-	-	11,73	2	55	0	-0,037	GO:0005737 cytoplasm
JW3600	ECK3615	rfaY	lipopolysaccharide core biosynthesis protein	0,43	2,23	-	7,33	2	55	0	-0,517	GO:0019866 inner membrane
JW0798	ECK0802	rhtA	threonine and homoserine efflux system	3,64	0	1,69	4,75	2	54	10	0,948	GO:0009274 cell wall (sensu Bacteria)
JW3820	ECK3836	fre	flavin reductase	0,58	3,27	136,13	12,45	3	54	0	-0,123	0
JW3963	ECK3991	yjaG	conserved protein	0,52	1,74	152	10,71	2	54	0	-0,241	0
JW2280	ECK2279	nuoE	NADH:ubiquinone oxidoreductase, chain E	0,93	9,83	563,11	12,65	2	54	0	-0,392	GO:0005737 cytoplasm
JW0085	ECK0088	mraY	phospho-N-acetylmuramoyl-pentapeptide transferase	0,67	0,19	1,22	5	2	53	10	0,824	GO:0009274 cell wall (sensu Bacteria) -!- GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW5059	ECK0421	yajR	predicted transporter	0,78	-	1,27	7,49	2	53	12	0,691	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW1338	ECK1341	ydaO	predicted C32 tRNA thiolase	0,37	0,41	41,26	8,36	3	53	0	-0,455	0
JW5248	ECK1523	marR	DNA-binding transcriptional repressor	0,58	0,27	-	26,39	2	53	0	0,051	GO:0005737 cytoplasm
JW3375	ECK3399	bioH	carboxylesterase of pimeloyl-CoA synthesis	0,36	0,23	-	13	2	53	0	0,039	0
JW0902	ECK0910	ycbJ	conserved protein	0,26	1,28	-	2,69	2	53	0	-0,303	0
JW5247	ECK1518	yneI	predicted aldehyde dehydrogenase	0,22	-	-	3,03	2	53	0	-0,032	0
JW0909	ECK0917	ycbK	conserved protein	0,36	1,45	1,06	9,34	2	52	1	-0,383	0
JW2921	ECK2949	yggV	dITP/XTP pyrophosphatase	0,52	0,52	152	19,29	2	52	0	-0,122	0
JW3210	ECK3230	aaeA	p-hydroxybenzoic acid efflux system component	0,36	0,08	1,06	9,35	2	51	1	-0,275	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane
JW2965	ECK2991	hybO	hydrogenase 2, small subunit	0,36	2,28	1,73	5,91	2	51	1	-0,194	GO:0019866 inner membrane
JW1576	ECK1579	speG	spermidine N1-acetyltransferase	0,43	0,71	49	10,75	2	51	0	-0,439	0
JW2666	ECK2691	csrA	pleiotropic regulatory protein for carbon source metabolism	1,51	11,23	70,42	31,15	2	50	0	-0,257	GO:0005737 cytoplasm
JW2066	ECK2077	yegQ	predicted peptidase	0,19	0,75	76,75	11,04	2	49	0	0.000	0
JW3175	ECK3197	mtgA	biosynthetic peptidoglycan transglycosylase	0,43	0,19	1	10,74	2	48	1	0.000	GO:0009274 cell wall (sensu Bacteria)
JW2537	ECK2550	glnB	regulatory protein P-II for glutamine synthetase	0,78	2,68	2308,02	17,86	2	47	0	0,009	GO:0005737 cytoplasm
JW1699	ECK1707	btuD	vitamin B12 transporter subunit -!- ATP-binding component of ABC superfamily	0,36	0,51	-	13,25	2	47	0	-0,132	GO:0005737 cytoplasm
JW3596	ECK3611	rfaC	ADP-heptose:LPS heptosyl transferase I	0,27	0,24	-	8,15	2	45	0	-0,219	GO:0019866 inner membrane
JW3365	ECK3389	yhgE	predicted inner membrane protein	0,26	0,24	0,97	3,14	2	44	11	0,454	GO:0009274 cell wall (sensu Bacteria)
JW3140	ECK3161	argG	argininosuccinate synthetase	0,24	0,29	31	6,71	3	44	0	-0,371	GO:0005737 cytoplasm
JW4102	ECK4136	groS	Cpn10 chaperonin GroES, small subunit of GroESL	1,15	12,56	4064,14	28,87	2	44	0	-0,004	GO:0005737 cytoplasm
