EG	GN	ECK	SP	WISC	CG	GI	JW	ASAP	EB	Type	Status	Len	Ori	LeftEnd	RightEnd	Cs	Syn	MN	Description	Comments	MW	
EG13952	ydhR	ECK1663	P0ACX3	b1667	Null	g1787956	JW1657	5572	EB3710	aa	OK	101	Clockwise	1744724	1745029	37.60	Null	Systematic nomenclature	Predicted monooxygenase, function unknown; dimeric	YdhR is structurally similar to YgiN and the ActVA-Orf6 hydroxyquinone monooxygenase. YdhR codon usage indicates a foreign gene, consistent with its location next to the valVW tRNA locus. Neighboring ydhS does not appear to be a foreign gene. The UniProtKB prediction of a signal peptide is not supported by SignalP.	11287.86
EG13953	ydhS	ECK1664	P77148	b1668	Null	g1787957	JW1658	5575	EB3711	aa	OK	534	Clockwise	1745155	1746759	37.61	Null	Systematic nomenclature	Function unknown	Null	60755.07
EG13954	ydhT	ECK1665	P77147	b1669	Null	g1787958	JW1659	5577	EB3712	aa	OK	270	Counterclockwise	1746771	1747583	37.65	Null	Systematic nomenclature	Function unknown, FNR, NarL and NarP regulons	Null	29340.67
EG13955	ydhU	ECK1666	P77409	b1670	Null	g1787959	JW1660	5579	EB3713	aa	OK	261	Counterclockwise	1747587	1748372	37.67	Null	Systematic nomenclature	Function unknown, FNR, NarL and NarP regulons; homologous to Salmonella PhsC	Null	29582.77
EG13956	ydhV	ECK1669	P76192	b1673	Null	g1787962	JW5272	5587	EB3714	aa	OK	700	Counterclockwise	1749752	1751854	37.71	Null	Systematic nomenclature	Predicted oxidoreductase, function unknown; FNR, NarL and NarP regulons	YdhV is related to aldehyde/formaldehyde ferredoxin oxidoreductases.	77876.62
EG13957	ydhW	ECK1668	P77564	b1672	Null	g1787961	JW1662	5585	EB3715	aa	OK	215	Counterclockwise	1749101	1749748	37.70	Null	Systematic nomenclature	Function unknown, FNR, NarL and NarP regulons	Null	24420.65
EG13958	ydhX	ECK1667	P77375	b1671	Null	g87081954	JW5271	5583	EB3716	aa	OK	222	Counterclockwise	1748369	1749037	37.68	Null	Systematic nomenclature	Ferredoxin-like protein, function unknown; FNR, NarL and NarP regulons	Verified Tat substrate: YdhX has a Tat/Sec (Class II) predicted 27 aa signal peptide (Tullman-Ercek, 2007).	25092.64
EG13959	ydhY	ECK1670	P0AAL6	b1674	Null	g1787963	JW1664	5589	EB3717	aa	OK	208	Counterclockwise	1751875	1752501	37.76	Null	Systematic nomenclature	Ferredoxin-like protein, function unknown; FNR, NarL and NarP regulons	Null	22366.92
EG13960	ydhZ	ECK1671	P0ACX5	b1675	Null	g1787964	JW1665	5591	EB3718	aa	OK	69	Counterclockwise	1752956	1753165	37.78	Null	Systematic nomenclature	Function unknown	Null	7907.33
EG13961	sufE	ECK1675	P76194	b1679	Null	g1787969	JW1669	5608	EB3719	aa	OK	138	Counterclockwise	1756898	1757314	37.87	ynhA	Sulfur	Binds and stimulates SufS activity; in sufABCDSE operon involved in iron-sulfur center formation of FhuF; homodimeric	SufE is homologous to CsdE, encoded by the gene downstream of csdA.	15800.32
EG13962	sufS	ECK1676	P77444	b1680	CG60877	g1787970	JW1670	5610	EB3720	aa	OK; Verified[0]	406	Counterclockwise	1757327	1758547	37.88	csdB;ynhB	Sulfur	Cysteine desulfurase, stimulated by SufE; selenocysteine lyase	 Fur regulon. SufS(CsdB) is in the sufABCDSE operon involved in iron-sulfur center formation of FhuF. SufS is a NifS homolog. 	44433.76
EG13963	sufD	ECK1677	P77689	b1681	Null	g1787971	JW1671	5617	EB3721	aa	OK	423	Counterclockwise	1758544	1759815	37.90	ynhC	Sulfur	SufBCD Fe-S assembly scaffold, FADH2-dependent; in sufABCDSE operon involved in iron-sulfur center formation of FhuF	SufBCD mobilizes sulfur from the SufSE cysteine desulfurase, exists in 1:2:1(B:C:D) stoichimometry, assembles and transfers a [4E-4S] cluster to target proteins, and utilizes FADH2 as a cofactor (Wollers, 2010). SufB and SufD are paralogs. 13/203 SufD(YnhC) peptide masses from MS analysis confirm this start codon and indicate that the initial Met is removed (Maillet, 2007).	46822.75
EG13964	sufC	ECK1678	P77499	b1682	Null	g1787972	JW1672	5619	EB3722	aa	OK	248	Counterclockwise	1759790	1760536	37.93	ynhD	Sulfur	SufBCD Fe-S assembly scaffold, FADH2-dependent; ABC-ATPase, cytoplasmic; in sufABCDSE operon involved in iron-sulfur center formation of FhuF	SufBCD mobilizes sulfur from the SufSE cysteine desulfurase, exists in 1:2:1(B:C:D) stoichimometry, assembles and transfers a [4E-4S] cluster to target proteins, and utilizes FADH2 as a cofactor (Wollers, 2010).	27582.37
EG13965	sufB	ECK1679	P77522	b1683	Null	g87081955	JW5273	5621	EB3723	aa	ALT_INIT[-13]	495	Counterclockwise	1760546	1762033	37.95	ynhE	Sulfur	SufBCD Fe-S assembly scaffold, FADH2-dependent	SufBCD mobilizes sulfur from the SufSE cysteine desulfurase, exists in 1:2:1(B:C:D) stoichimometry, assembles and transfers a [4E-4S] cluster to target proteins, and utilizes FADH2 as a cofactor (Wollers, 2010).	54745.32
EG13967	ydiH	ECK1682	P64476	b1685	Null	g1787975	JW1675	5626	EB3724	aa	OK	62	Counterclockwise	1762958	1763146	38.00	Null	Systematic nomenclature	Function unknown	Null	7266.34
EG13968	ydiI	ECK1683	P77781	b1686	Null	g1787976	JW1676	5628	EB3725	aa	OK	136	Counterclockwise	1763246	1763656	38.00	Null	Systematic nomenclature	Acyl-CoA esterase in vitro	YdiI is a member of the hotdog superfamily.	14945.25
EG13969	ydiJ	ECK1684	P77748	b1687	Null	g1787977	JW1677	5632	EB3726	aa	OK	1018	Counterclockwise	1763653	1766709	38.01	Null	Systematic nomenclature	Predicted FAD-linked oxidoreductase, function unknown	Overexpression causes abnormal biofilm architecture, increased crystal violet staining, and reduced motility. YdiJ is homologous to glycolate oxidase. P. putida ydiJ mutant is unaffected for growth and survival.	113248.01
EG13970	ydiK	ECK1685	P0AFS7	b1688	Null	g1787979	JW1678	5637	EB3727	aa	OK	370	Clockwise	1767098	1768210	38.09	Null	Systematic nomenclature	Inner membrane protein, UPF0118 family; has predicted PurR box	Probable false positive lipoprotein prediction, Cys not conserved, 9 CM TMs predicted.	39841.18
EG13971	ydiL	ECK1687	P76196	b1689	Null	g87081956	JW1679	5641	EB3728	aa	ALT_INIT[-9]	118	Clockwise	1768639	1768995	38.12	Null	Systematic nomenclature	Function unknown	Null	13928.90
EG13972	ydiM	ECK1688	P76197	b1690	Null	g1787981	JW1680	5645	EB3729	aa	OK	404	Clockwise	1769095	1770309	38.13	Null	Systematic nomenclature	Inner membrane protein, predicted transporter, function unknown; no overexpression resistances found	Major Facilitator Superfamily (MFS).	44608.10
EG13973	ydiN	ECK1689	P76198	b1691	Null	g87081957	JW5274	5648	EB3730	aa	OK	421	Clockwise	1770536	1771801	38.16	Null	Systematic nomenclature	Predicted transporter, function unknown; inner membrane protein; upregulated in shikimate-producer during carbon starvation	Major Facilitator Superfamily (MFS). YdiN is upregulated in shikimate-producer during carbon starvation (Johansson, 2006). ydiN is in an operon with shikimate genes ydiB and aroD. YdiN may be involved in the transport of shikimate or byproducts (quinic acid and 3-dehydroshikimic acid) of its overproduction: a second transport system for shikimate has not yet been mapped (Brown, 1976; Knop, 2001).	46080.28
EG13974	ydiO	ECK1693	P0A9U8	b1695	Null	g87081958	JW5275	5658	EB3731	aa	ALT_INIT[-18]	383	Clockwise	1775220	1776371	38.26	Null	Systematic nomenclature	Function unknown	Null	43002.10
EG13975	ydiP	ECK1694	P77402	b1696	Null	g1787987	JW1686	5660	EB3732	aa	OK	303	Counterclockwise	1776414	1777325	38.29	Null	Systematic nomenclature	AraC family transcriptional activator, function unknown	Null	34894.48
EG13976	ydiQ	ECK1695	P76201	b1697	Null	g2367123	JW5276	5666	EB3733	aa	OK	254	Clockwise	1777641	1778405	38.31	Null	Systematic nomenclature	Function unknown	Null	27470.43
EG13977	ydiR	ECK1696	P77378	b1698	Null	g1787990	JW1688	5668	EB3734	aa	OK	312	Clockwise	1778425	1779363	38.33	Null	Systematic nomenclature	Predicted electron transfer flavoprotein, FAD-binding subunit	AFMB Structural Genomics target No. 90 (http://afmb.cnrs-mrs.fr/article171.html).	33769.73
EG13978	ydiS	ECK1697	P77337	b1699	Null	g1787991	JW1689	5671	EB3735	aa	OK	429	Clockwise	1779419	1780708	38.35	Null	Systematic nomenclature	Predicted oxidoreductase with FAD/NAD(P)-binding domain, function unknown	Null	45922.96
EG13979	ydiT	ECK1698	P77714	b1700	Null	g1787992	JW1690	5674	EB3736	aa	OK	97	Clockwise	1780705	1780998	38.38	Null	Systematic nomenclature	Function unknown	Null	10724.13
EG13980	ydiU	ECK1704	P77649	b1706	Null	g1787999	JW1696	5694	EB3737	aa	OK	478	Counterclockwise	1787832	1789268	38.53	Null	Systematic nomenclature	Function unknown, UPF0061 family	Null	54382.06
EG13981	ydiV	ECK1705	P76204	b1707	Null	g1788000	JW1697	5696	EB3738	aa	OK	237	Counterclockwise	1789331	1790044	38.57	Null	Systematic nomenclature	Predicted cyclic-di-GMP phosphodiesterase, function unknown; mutation decreases cAMP levels in an sdiA mutant; pheromone AI-1-responsive gene	YdiV contains a cyclic-di-GMP phosphodiesterase EAL domain. Extracellular AI-1 stimulates ydiV expression in an SdiA-dependent manner (Zhou, 2008). An sdiA ydiV double mutant has twofold reduced cAMP levels than inhibits quorum sensing system 2 (Zhou, 2008).	27046.22
EG13984	ydiY	ECK1720	P76206	b1722	Null	g1788016	JW1711	5744	EB3740	aa	OK	252	Counterclockwise	1803349	1804107	38.87	Null	Systematic nomenclature	Predicted outer membrane protein, acid-inducible; function unknow	The first 25 aa are predicted to be a type I signal peptide.	27607.28
EG13985	ydiZ	ECK1722	P64479	b1724	Null	g1788018	JW1713	5751	EB3741	aa	OK	96	Clockwise	1805424	1805714	38.91	Null	Systematic nomenclature	Function unknown	Null	10864.99
EG13986	yniA	ECK1723	P77739	b1725	Null	g1788019	JW1714	5755	EB3742	aa	OK	286	Clockwise	1805820	1806680	38.92	Null	Systematic nomenclature	Function unknown	YniA is homologous to fructosamine kinase. YniA in vitro activity was tested with numerous substrates but no kinase activity was detected (Gemayel, 2007).	32458.62
EG13987	yniB	ECK1724	P76208	b1726	Null	g1788020	JW1715	5757	EB3743	aa	OK	178	Counterclockwise	1806721	1807257	38.94	Null	Systematic nomenclature	Function unknown	Null	20367.11
EG13988	yniC	ECK1725	P77247	b1727	Null	g1788021	JW1716	5761	EB3744	aa	OK	222	Clockwise	1807404	1808072	38.96	Null	Systematic nomenclature	2-deoxyglucose-6-P phosphatase; mutants are hypersensitive to 2-deoxyglucose; overproduction confers 2-deoxyglucose resistance; additional in vitro substrates: mannose-6-P phosphate, 2-deoxyribose-5-P, ribose-5-P, glucose-6-P; HAD1	In vitro activities and phenotypes demonstrated by Kuznetsova et al. (2005, 2006). HAD superfamily. HT_Cmplx36_Cyt: Mog+YniC.	24330.24
EG13989	ydjM	ECK1726	P64481	b1728	Null	g87081962	JW5281	5768	EB3745	aa	OK	196	Clockwise	1808235	1808825	38.97	Null	Systematic nomenclature	Inner membrane protein, LexA regulated, function unknown	Null	22350.49
EG13990	ydjN	ECK1727	P77529	b1729	Null	g1788024	JW1718	5771	EB3746	aa	OK	463	Clockwise	1808958	1810349	38.99	Null	Systematic nomenclature	Predicted symporter, function unknown	Null	48661.69
EG13991	ydjO	ECK1728	P76210	b1730	Null	g1788025	JW1719	5773	EB3747	aa	OK	267	Counterclockwise	1810353	1811156	39.02	Null	Systematic nomenclature	Function unknown	Null	30159.72
EG13992	cedA	ECK1729	P0AE60	b1731	CG55374	g1788026	JW1720	5776	EB3748	aa	ALT_INIT[-7]	80	Counterclockwise	1811445	1811687	39.04	ydjP	CEll Division	DNA-binding protein that modulates cell division; relieves inhibition of cell division after over-replication of chromosome in dnaAcos mutants	Second ATG is chosen because of S.t. alignment and RBS. N-terminus of 87 aa protein is unstructured by NMR, consistent with an incorrect N-terminus.	9376.81
EG13993	cho	ECK1739	P76213	b1741	CG76991	g1788037	JW1730	5807	EB3749	aa	OK	295	Clockwise	1821539	1822426	39.26	dinM;sosD;ydjQ	uvrC HOmolog	Endonuclease involved in excision repair, cuts 3' of lesion; requires UvrAB	Homologous to N-terminal domain of UvrC. LexA regulon.	33738.89
EG13994	ves	ECK1740	P76214	b1742	Null	g87081963	JW1731	5809	EB3750	aa	ALT_INIT[-21]; Verified[0]	191	Counterclockwise	1822386	1822961	39.28	ydjR	Various environmental stresses	Cold and stress-inducible protein, function unknown	ves is a non-essential gene.  The C-terminus of Ves is homologus to the CspA family.	21576.86
EG13995	astE	ECK1742	P76215	b1744	Null	g1788040	JW1733	5815	EB3751	aa	OK	322	Counterclockwise	1823979	1824947	39.31	ydjS	Arginine succinyltransferase	Succinylglutamate desuccinylase, arginine catabolism	Null	35800.18
EG13996	astB	ECK1743	P76216	b1745	Null	g1788041	JW1734	5817	EB3752	aa	OK	447	Counterclockwise	1824940	1826283	39.33	ydjT	Arginine succinyltransferase	Succinylarginine dihydrolase, arginine catabolism	Null	49298.56
EG13997	astD	ECK1744	P76217	b1746	Null	g1788042	JW5282	5820	EB3753	aa	OK	492	Counterclockwise	1826280	1827758	39.36	ydjU	Arginine succinyltransferase	Succinylglutamic semialdehyde dehydrogenase, NAD-dependent; arginine catabolism	AstD is also a decanal or succinic semialdehyde dehydrogenase.	53026.32
EG13998	astA	ECK1745	P0AE37	b1747	Null	g1788043	JW1736	5822	EB3754	aa	OK	344	Counterclockwise	1827755	1828789	39.39	ydjV	Arginine succinyltransferase	Arginine succinyltransferase, arginine catabolism	Repressed during biofilm formation.	38455.87
EG13999	astC	ECK1746	P77581	b1748	CG54626	g1788044	JW1737	5824	EB3755	aa	OK	406	Counterclockwise	1828786	1830006	39.42	argM;cstC;ydjW	Arginine	Succinylornithine transaminase, mutant cannot catabolize arginine, overproduction complements argD mutants; carbon starvation protein	Null	43665.37
EG14000	ydjX	ECK1748	P76219	b1750	Null	g87081964	JW1739	5832	EB3756	aa	ALT_INIT[-16]	236	Clockwise	1831425	1832135	39.47	Null	Systematic nomenclature	Inner membrane protein, TVP38/TMEM64 family, function unknown	Null	26058.13
EG14001	ydjY	ECK1749	P76220	b1751	Null	g87081965	JW5283	5834	EB3757	aa	ALT_INIT[-54]	225	Clockwise	1832140	1832817	39.49	Null	Systematic nomenclature	Probable lipoprotein, function unknown	First 26 aa are predicted to be a type II signal peptide.	24125.28
EG14002	ydjZ	ECK1750	P76221	b1752	Null	g1788049	JW1741	5837	EB3758	aa	OK	235	Clockwise	1832832	1833539	39.50	Null	Systematic nomenclature	Inner membrane protein, TVP38/TMEM64 family, function unknown	Null	26160.33
EG14003	ynjA	ECK1751	P76222	b1753	Null	g1788050	JW1742	5839	EB3759	aa	OK	182	Clockwise	1833539	1834087	39.52	Null	Systematic nomenclature	Function unknown	Null	20532.95
EG14004	ynjB	ECK1752	P76223	b1754	Null	g87081966	JW5284	5841	EB3760	aa	ALT_INIT[-1]	388	Clockwise	1834097	1835263	39.53	Null	Systematic nomenclature	Predicted secreted protein, function unknown	First 20 aa are predicted to be a type I signal peptide.	42844.56
EG14005	ynjC	ECK1753	P76224	b1755	Null	g1788052	JW5285	5843	EB3761	aa	ALT_INIT[+15]	511	Clockwise	1835236	1836771	39.56	Null	Systematic nomenclature	Predicted inner membrane ABC transporter permease, function unknown	Null	56242.98
EG14006	ynjD	ECK1754	P76909	b1756	Null	g1788053	JW5286	5845	EB3762	aa	OK	217	Clockwise	1836771	1837424	39.59	Null	Systematic nomenclature	Predicted ABC transporter ATP-binding component, function unknown	Null	24016.62
EG14007	ynjE	ECK1755	P78067	b1757	Null	g87081967	JW5287	5848	EB3763	aa	ALT_INIT[-5]	435	Clockwise	1837491	1838798	39.60	Null	Systematic nomenclature	Rhodanese-like protein, function unknown; possible lipoprotein, Cys conserved	YnjE and SseA are paralogs; YnjE may be a second 3-mercaptopyruvate sulfurtransferase. Three rhodanese domains. Ambiguous signal prediction: First 17 aa are predicted to be a type II signal peptide; first 23 aa are predicted to be a type I signal peptide. YnjE is homologous to proteins with strong type II predictions. May reflect signal type II to I evolution.	48228.57
EG14008	ynjF	ECK1756	P76226	b1758	Null	g87081968	JW1747	5850	EB3764	aa	ALT_INIT[-2]	206	Counterclockwise	1838807	1839427	39.63	Null	Systematic nomenclature	Inner membrane protein, phosphatidylglycerophosphate synthase homolog, function unknown	Null	22751.85
EG14009	nudG	ECK1757	P77788	b1759	CG63238	g1788056	JW1748	5855	EB3765	aa	OK	135	Clockwise	1839514	1839921	39.65	orf135;ynjG	Nudix hydrolase	5-hydroxy-CTP pyrophosphohydrolase; also hydrolyzes 2-hydroxy-dATP, 8-hydroxy-dGTP, CTP, dCTP and 5-methyl-dCTP	Nudix hydrolase.	15046.12
EG14010	ynjH	ECK1758	P76227	b1760	Null	g1788057	JW1749	5858	EB3766	aa	OK	90	Counterclockwise	1839887	1840159	39.66	Null	Systematic nomenclature	Putative secreted protein, function unknown; DUF1496 family	First 18 aa are predicted to be a type I signal peptide. Flagellar regulon. The ynjH gene can be transcribed in vitro with sigma28 (FliA) holoenzyme (Yu, 2006). YnjH homologs are present in Vibrio and enterobacterial species only.	9947.42
EG14011	ynjI	ECK1760	P76228	b1762	Null	g87081969	JW5288	5867	EB3767	aa	ALT_INIT[-41]	346	Counterclockwise	1841855	1842895	39.70	Null	Systematic nomenclature	Inner membrane protein, function unknown	Null	40346.24
EG14012	yebN	ECK1819	P76264	b1821	Null	g87081981	JW5830	6065	EB3768	aa	ALT_INIT[-18]	188	Clockwise	1903712	1904278	41.03	Null	Systematic nomenclature	Inner membrane protein, function unknown	Null	20116.97
EG14013	flhE	ECK1879	P76297	b1878	CG77148	g1788186	JW1867	6270	EB3769	aa	OK	130	Counterclockwise	1960604	1960996	42.26	Null	Flagella	Function unknown, part of flhBAE operon	Null	14059.41
EG14014	yebO	ECK1823	P64499	b1825	Null	g1788128	JW1814	6075	EB3770	aa	OK	95	Counterclockwise	1906285	1906572	41.09	Null	Systematic nomenclature	Function unknown	Null	10792.47
EG14015	ynhG	ECK1674	P76193	b1678	Null	g1787968	JW1668	5605	EB3771	aa	OK	334	Counterclockwise	1755745	1756749	37.84	Null	Systematic nomenclature	Murein L,D-transpeptidase, periplasmic	YngH catalyzes the rare meso-DAP(3)-->meso-DAP(3) murein cross-links (Magnet, 2008). First 23 aa are predicted to be a type I signal peptide. ErfK crosslinks to DsbG in vivo and has an active site cysteine that presumably is kept reduced by DsbG and DsbC to reverse sulfenic acid formation (Depuydt, 2009). ErfK family. 	36082.35
EG14016	ynhF	ECK4411	Null	b4602	Null	Null	Null	Null	Null	aa	OK	29	Counterclockwise	1735480	1735569	37.41	Null	Systematic nomenclature	Stress response membrane protein, function unknown	YnhF has been identified as a chloroform-soluble peptide by partial peptide sequencing; YnhF retains its fMet initiator aa and is not deformylated (Guan, 2010). Predicted TM segment.	2997.67
