EG	GN	SP	GI	JW	ASAP	EB	Len	Description	MW
EG13962	sufS	P77444	g1787970	JW1670	5610	EB3720	406	"Cysteine desulfurase, stimulated by SufE; selenocysteine lyase"	44433,76
EG13963	sufD	P77689	g1787971	JW1671	5617	EB3721	423	"Complexed with SufC and SufD; in sufABCDSE operon involved in iron-sulfur center formation of FhuF"	46822,75
EG13964	sufC	P77499	g1787972	JW1672	5619	EB3722	248	"ABC-ATPase complexed with SufB and SufD, cytoplasmic; in sufABCDSE operon involved in iron-sulfur center formation of FhuF"	27582,37
EG13965	sufB	P77522	g87081955	JW5273	5621	EB3723	495	Complexed with SufC and SufD	54745,32
EG13967	ydiH	P64476	g1787975	JW1675	5626	EB3724	62	Function unknown	7266,34
EG13968	ydiI	P77781	g1787976	JW1676	5628	EB3725	136	Acyl-CoA esterase in vitro, function unknown	14945,25
EG13969	ydiJ	P77748	g1787977	JW1677	5632	EB3726	1018	Function unknown	113248,01
EG13970	ydiK	P0AFS7	g1787979	JW1678	5637	EB3727	370	"Putative membrane permease, 9 TM helices; has predicted PurR box"	39841,18
EG13971	ydiL	P76196	g87081956	JW1679	5641	EB3728	118	Function unknown	13928,9
EG13972	ydiM	P76197	g1787981	JW1680	5645	EB3729	404	"Putative transporter, function unknown; no overexpression resistances found; membrane protein"	44608,1
EG13973	ydiN	P76198	g87081957	JW5274	5648	EB3730	421	"Putative transporter, function unknown; membrane protein; upregulated in shikimate-producer during carbon starvation"	46080,28
EG13974	ydiO	P0A9U8	g87081958	JW5275	5658	EB3731	383	Function unknown	43002,1
EG13975	ydiP	P77402	g1787987	JW1686	5660	EB3732	303	AraC family transcriptional activator, function unknown	34894,48
EG13976	ydiQ	P76201	g2367123	JW5276	5666	EB3733	254	Function unknown	27470,43
EG13977	ydiR	P77378	g1787990	JW1688	5668	EB3734	312	Function unknown	33769,73
EG13978	ydiS	P77337	g1787991	JW1689	5671	EB3735	429	Function unknown	45922,96
EG13979	ydiT	P77714	g1787992	JW1690	5674	EB3736	97	Function unknown	10724,13
EG13980	ydiU	P77649	g1787999	JW1696	5694	EB3737	478	Function unknown	54382,06
EG13981	ydiV	P76204	g1788000	JW1697	5696	EB3738	237	"Putative cyclic-di-GMP phosphodiesterase, function unknown; mutation decreases cAMP levels in an sdiA mutant; pheromone AI-1-responsive gene"	27046,22
EG13983	arpB	P76205	g87081959	"JW1710;JW5278"	5742	EB3739	632	Pseudogene reconstruction, ankyrin repeats	70538,61
EG13984	ydiY	P76206	g1788016	JW1711	5744	EB3740	252	"Putative outer membrane protein, acid-inducible; function unknow"	27607,28
EG13985	ydiZ	P64479	g1788018	JW1713	5751	EB3741	96	Function unknown	10864,99
EG13986	yniA	P77739	g1788019	JW1714	5755	EB3742	286	Function unknown	32458,62
EG13987	yniB	P76208	g1788020	JW1715	5757	EB3743	178	Function unknown	20367,11
EG13988	yniC	P77247	g1788021	JW1716	5761	EB3744	222	"2-deoxyglucose-6-P phosphatase; mutants are hypersensitive to 2-deoxyglucose; overproduction confers 2-deoxyglucose resistance; additional in vitro substrates: mannose-6-P phosphate, 2-deoxyribose-5-P, ribose-5-P, glucose-6-P; HAD1"	24330,24
EG13989	ydjM	P64481	g87081962	JW5281	5768	EB3745	196	Function unknown	22350,49
EG13990	ydjN	P77529	g1788024	JW1718	5771	EB3746	463	Function unknown	48661,69
EG13991	ydjO	P76210	g1788025	JW1719	5773	EB3747	267	Function unknown	30159,72
EG13992	cedA	P0AE60	g1788026	JW1720	5776	EB3748	80	"DNA-binding protein that modulates cell division; relieves inhibition of cell division after over-replication of chromosome in dnaAcos mutants"	9376,81
EG13993	cho	P76213	g1788037	JW1730	5807	EB3749	295	"Endonuclease involved in excision repair, cuts 3' of lesion; requires UvrAB"	33738,89
EG13994	ves	P76214	g87081963	JW1731	5809	EB3750	191	Cold and stress-inducible protein, function unknown	21576,86
EG13995	astE	P76215	g1788040	JW1733	5815	EB3751	322	Probable succinylglutamate desuccinylase, arginine catabolism	35800,18
EG13996	astB	P76216	g1788041	JW1734	5817	EB3752	447	Succinylarginine dihydrolase, arginine catabolism	49298,56
EG13997	astD	P76217	g1788042	JW5282	5820	EB3753	492	"Succinylglutamic semialdehyde dehydrogenase, NAD-dependent; arginine catabolism"	53026,32
EG13998	astA	P0AE37	g1788043	JW1736	5822	EB3754	344	Probable arginine succinyltransferase, arginine catabolism	38455,87
EG13999	astC	P77581	g1788044	JW1737	5824	EB3755	406	"Succinylornithine transaminase, mutant cannot catabolize arginine, overproduction complements argD mutants; carbon starvation protein"	43665,37
EG14000	ydjX	P76219	g87081964	JW1739	5832	EB3756	236	Function unknown	26058,13
EG14001	ydjY	P76220	g87081965	JW5283	5834	EB3757	225	Probable lipoprotein, function unknown	24125,28
EG14002	ydjZ	P76221	g1788049	JW1741	5837	EB3758	235	Function unknown	26160,33
EG14003	ynjA	P76222	g1788050	JW1742	5839	EB3759	182	Function unknown	20532,95
EG14004	ynjB	P76223	g87081966	JW5284	5841	EB3760	388	Predicted secreted protein, function unknown	42844,56
EG14005	ynjC	P76224	g1788052	JW5285	5843	EB3761	511	Function unknown	56242,98
EG14006	ynjD	P76909	g1788053	JW5286	5845	EB3762	217	Function unknown	24016,62
EG14007	ynjE	P78067	g87081967	JW5287	5848	EB3763	435	"Rhodanese-like protein, function unknown; possible lipoprotein, Cys conserved"	48228,57
EG14008	ynjF	P76226	g87081968	JW1747	5850	EB3764	206	Phosphatidylglycerophosphate synthase homolog, function unknown	22751,85
EG14009	nudG	P77788	g1788056	JW1748	5855	EB3765	135	"5-hydroxy-CTP pyrophosphohydrolase; also hydrolyzes 2-hydroxy-dATP, 8-hydroxy-dGTP, CTP, dCTP and 5-methyl-dCTP"	15046,12
EG14010	ynjH	P76227	g1788057	JW1749	5858	EB3766	90	"Putative secreted protein, function unknown; DUF1496"	9947,42
EG14011	ynjI	P76228	g87081969	JW5288	5867	EB3767	346	Function unknown	40346,24
EG14012	yebN	P76264	g87081981	JW5830	6065	EB3768	188	Function unknown	20116,97
EG14013	flhE	P76297	g1788186	JW1867	6270	EB3769	130	Function unknown, part of flhBAE operon	14059,41
EG14014	yebO	P64499	g1788128	JW1814	6075	EB3770	95	Function unknown	10792,47
EG14015	ynhG	P76193	g1787968	JW1668	5605	EB3771	334	Murein L,D-transpeptidase, periplasmic 	36082,35
EG14016	ynhF	Null	Null	Null	Null	Null	29	Expressed protein, membrane-associated, function unknown	2997,67
EG14018	kdgR	P76268	g1788131	JW1816	6081	EB3772	263	"Regulator of kdgK, kdgT, eda; possibly regulates several other genes, e.g. yjgK"	30029,35
EG14019	yebQ	P76269	g87081983	JW5299	6085	EB3773	457	"Putative transporter, function unknown; no overexpression resistances found"	48151,68
EG14020	yebR	P76270	g1788136	JW1821	6095	EB3774	165	Free methionine-(R)-sulfoxide reductase	18121,63
EG14021	yebS	P0AD03	g1788137	JW1822	6098	EB3775	427	Function unknown	48273,39
EG14022	yebT	P76272	g87081984	JW1823	6101	EB3776	877	"Function unknown; upregulated by beryllium"	94970,49
EG14023	rsmF	P76273	g87081985	JW5301	6106	EB3777	479	16S rRNA m(5)C1407 methyltransferase, SAM-dependent	53227,55
EG14024	yebV	P64503	g87081986	JW5302	6110	EB3778	78	Function unknown	8752,8
EG14025	yebW	P76275	g87081987	JW5303	6112	EB3779	63	Function unknown	7315,24
EG14026	pphA	P55798	g87081988	JW1827	6114	EB3780	218	"Ser/Thr protein phosphatase 1; signals periplasmic protein misfolding; heat shock regulon"	25273,83
EG14027	yebY	P64506	g1788144	JW1828	6118	EB3781	113	Function unknown	12378,43
EG14028	yebZ	P76278	g1788145	JW1829	6120	EB3782	290	Function unknown	32526,33
EG14029	yobA	P0AA57	g1788146	JW1830	6123	EB3783	124	Function unknown	13410,22
EG14030	yobB	P76280	g1788148	JW1832	6129	EB3784	218	Function unknown	24395,06
EG14031	exoX	P0AEK0	g1788149	JW1833	6131	EB3785	220	"Exonuclease X; 3'-5' DNase; confers UV sensitivity in recJ, xseAB, sbcB background"	25133,07
EG14032	yecN	P64515	g87081993	JW5308	6235	EB3786	131	Function unknown	15226,27
EG14033	cmoA	P76290	g1788177	JW1859	6237	EB3787	247	tRNA cmo(5)U34 methyltransferase, SAM-dependent	27776,64
EG14034	cmoB	P76291	g1788178	JW1860	6241	EB3788	323	tRNA mo(5)U34 methyltransferase, SAM-dependent	37006,57
EG14035	flhB	P76299	g1788188	JW1869	6275	EB3789	382	"Flagellin export apparatus, substrate specificity protein; determines the order of subunit export"	42237,77
EG14036	yecR	P76308	g1788215	JW1892	6338	EB3790	107	Novel verified lipoprotein, function unknown	11741,44
EG14037	yecS	P0AFT2	g1788226	JW1903	6386	EB3791	222	"Putative amino acid ABC permease, function unknown; putative YecCS ABC transporter"	24801,26
EG14038	dcyD	P76316	g87082000	JW5313	6389	EB3792	328	"D-cysteine desulfhydrase; needed for protection from, and utilization of, D-cysteine"	35153,32
EG14039	yedP	P76329	g1788265	JW1938	6493	EB3793	271	"Predicted mannosyl-3-phosphoglycerate phosphatase; function unknown; HAD19"	30439,34
EG14040	yedQ	P76330	g87082007	JW5832	6495	EB3794	564	Probable diguanylate cyclase, function unknown	64282,89
EG14041	yedR	P76334	g87082008	JW1946	6514	EB3795	121	Function unknown	13838,19
EG14042	yedS	P76335	g87082009	"JW1948;JW1949;JW5319"	6521	EB3796	397	Pseudogene reconstruction, outer membrane protein homolog	42760,47
EG14044	yedV	P76339	g1788279	JW1951	6531	EB3797	452	Probable histidine protein kinase sensor, function unknown	50849,68
EG14045	yedW	P76340	g87082012	JW5322	6533	EB3798	223	Putative response regulator, function unknown	25017,75
EG14046	hiuH	P76341	g1788281	JW1953	6537	EB3799	137	"Hydroxyisourate hydrolase; HIU hydrolase, HIUHase; periplasmic transthyretin-like protein (TLP); EcTRP; tetrameric, metal-binding; unrelated to soybean HIUHase"	15459,61
EG14047	yedY	P76342	g1788282	JW1954	6540	EB3800	334	"Membrane-anchored, periplasmic TMAO, DMSO reductase; activity shown in vitro; Mo-MPT form of the molybdenum cofactor; tungsten cofactor"	37368,94
EG14048	yedZ	P76343	g1788283	JW1955	6542	EB3801	211	Inner membrane heme subunit for periplasmic YedYZ reductase	24068,17
EG14049	yodA	P76344	g1788284	JW1956	6546	EB3802	216	"Periplasmic cadmium binding protein; induced by cadmium and peroxide; binds zinc, nickel, cadmium; SoxS and Fur regulated"	24761,85
EG14050	yodB	P76345	g87082013	JW5323	6552	EB3803	176	Function unknown	20337,2
EG14051	yegH	P76389	g87082033	JW5336	6830	EB3804	527	Function unknown	59450,23
EG14052	yegI	P76393	g1788385	JW2055	6858	EB3805	648	Function unknown	71638,79
EG14053	yegJ	P76394	g1788386	JW2056	6863	EB3806	153	Function unknown	17427,92
EG14054	yegK	P76395	g1788387	JW2057	6865	EB3807	253	Function unknown	27207,94
EG14055	yegL	P76396	g1788388	JW2058	6867	EB3808	219	Function unknown	24217,67
EG14056	mdtA	P76397	g87082036	JW5338	6872	EB3809	415	"MdtABC-TolC efflux pump, multidrug resistance; membrane fusion protein, signal anchor"	44464,29
EG14057	mdtB	P76398	g1788390	JW2060	6874	EB3810	1040	"MdtABC-TolC efflux pump, multidrug resistance; heterodimeric RND-type transporter"	112077,54
EG14058	mdtC	P76399	g1788391	JW2061	6877	EB3811	1025	"MdtABC-TolC efflux pump, multidrug resistance; heterodimeric RND-type transporter"	111010,4
EG14059	yegP	P76402	g87082037	JW5339	6888	EB3812	110	Function unknown	12024,3
EG14060	yegQ	P76403	g1788397	JW2066	6891	EB3813	453	Function unknown, U32 peptidase family	51193,19
EG14061	yegR	P76406	g87082038	JW5837	6907	EB3814	105	Probable lipoprotein, function unknown	11465,26
EG14062	fbaB	P0A991	g87082042	JW5344	6941	EB3815	350	Fructose 1,6-bisphosphate aldolase, class I	38109,19
EG14063	yegT	P76417	g1788415	JW2085	6946	EB3816	425	Putative nucleoside transporter, function unknown	47359,15
EG14064	yegU	P76418	g1788416	JW2086	6948	EB3817	334	Predicted ADP-ribosylation enzyme, function unknown	35620,56
EG14065	yegV	P76419	g1788417	JW2087	6950	EB3818	321	Predicted sugar/nucleoside kinase, function unknown	34385,46
EG14066	yegW	P0ACM5	g1788418	JW2088	6952	EB3819	248	Putatitve transcriptional regulator, function unknown	28277,21
EG14067	yegX	P76421	g87082043	JW5345	6955	EB3820	272	Function unknown	31604,02
EG14068	thiD	P76422	g1788420	JW2090	6958	EB3821	266	"Phosphomethylpyrimidine kinase, HMP-P kinase; hydroxymethylpyrimidine kinase, HMP kinase; bifunctional enzyme"	28633,61
EG14069	thiM	P76423	g1788421	JW2091	6960	EB3822	262	Hydroxyethylthiazole kinase	27339,16
EG14070	rcnR	P64530	g1788422	JW2092	6964	EB3823	90	"Transcriptional repressor of rcnA; nickel- and cobalt-responsive"	10133,87
EG14071	rcnA	P76425	g1788423	JW2093	6968	EB3824	274	"Probable nickel and cobalt efflux system; confers increased nickel and cobalt resistance; inner membrane protein"	30419,42
EG14072	yohN	P64534	g87082044	JW5346	6970	EB3825	112	"Function unknown; signal peptide predicted"	12466,2
EG14073	yeiS	P64536	g1788467	JW5359	7093	EB3826	79	Function unknown	9264,12
EG14074	yeiT	P76440	g1788468	JW2133	7096	EB3827	412	"Dihydropyrimidine dehydrogenase, NADH-dependent, subunit N; pyrimidine metabolism; upregulated in biofilms"	44329,47
EG14075	lpxT	P76445	g87082062	JW2162	7196	EB3828	237	"Lipid A 1-diphosphate synthase; undecaprenyl pyrophosphate:lipid A 1-phosphate phosphotransferase"	26759,13
EG14076	spr	P0AFV4	g1788501	JW2163	7200	EB3829	188	Mutational suppressor of prc thermosensitivity, lipoprotein	21039,87
EG14077	rtn	P76446	g1788502	JW2164	7203	EB3830	518	Overexpression confers resistance to phages lambda and N4	58588,17
EG14078	yfaP	P76462	g1788556	JW2219	7357	EB3831	258	Function unknown	28303,67
EG14079	yfaQ	P76463	g1788557	JW2220	7359	EB3832	549	Function unknown	61475,84
EG14081	yfaS	P76464	g87082066	"JW2221;JW2222"	7364	EB3833	1534	Pseudogene reconstruction	169658,92
EG14082	yfaT	P76466	g87082068	JW2223	7366	EB3835	207	Function unknown	23767,16
EG14083	yfaU	P76469	g1788578	JW2239	7431	EB3836	267	2-keto-3-deoxy-L-rhamnonate aldolase	28916,02
EG14084	yfaV	P76470	g87082071	JW2240	7433	EB3837	429	Putative transporter, function unknown	46293,75
EG14085	yfaW	P77215	g1788580	JW2241	7436	EB3838	401	"L-rhamnonate dehydratase; RhamD"	44226,46
EG14086	yfaX	P77732	g1788581	JW2242	7438	EB3839	260	Putative transcriptional regulator, function unknown	28904,19
EG14087	yfaY	P77808	g1788583	JW2243	7441	EB3840	400	Function unknown	44225,64
EG14088	yfaZ	P76471	g87082072	JW5371	7445	EB3841	180	Outer membrane protein, function unknown	18609,69
EG14089	arnB	P77690	g87082073	JW5372	7456	EB3842	379	"UDP-4-amino-4-deoxy-L-arabinose synthase; UDP-4""-ketopentose aminotransferase; L-glutamate is the amine donor"	41649,85
EG14090	arnC	P77757	g1788588	JW2248	7458	EB3843	322	Undecaprenyl phosphate-alpha-L-ara4FN synthase	36339,14
EG14091	arnA	P77398	g1788589	JW2249	7460	EB3844	660	UDP-glucuronate dehydrogenase and UDP-ara4N formyltransferase	74288,89
EG14092	arnD	P76472	g1788590	JW2250	7462	EB3845	296	Undecaprenyl phosphate-alpha-L-ara4FN deformylase	33111,79
EG14093	arnT	P76473	g1788591	JW2251	7464	EB3846	550	"4-amino-4-deoxy-L-arabinose(Ara4N):Lipid A transferase; modifies lipid A phosphates with aminoarabinose and confers resistance to polymyxin B and cationic antimicrobial peptides; glycolipid donor is undecaprenyl phosphate-alpha-L-Ara4N"	62542,57
EG14094	arnF	P76474	g87082075	JW5373	7466	EB3847	128	"Undecaprenyl phosphate-alpha-L-ara4N exporter; flippase ArnEF"	14085,19
EG14095	yfbK	P76481	g1788606	JW2265	7501	EB3848	575	"Probable lipoprotein, function unknown; Cys conserved"	63633,9
EG14096	yfbL	P76482	g87082079	JW2266	7506	EB3849	323	Peptidase homolog, function unknown	35930,83
EG14097	yfbM	P76483	g1788608	JW2267	7509	EB3850	167	Conserved protein, function unknown	19018,66
EG14098	yfbN	P76484	g1788609	JW2268	7511	EB3851	238	Conserved protein, function unknown	27991,08
EG14099	yfbO	P76485	g1788610	JW2269	7518	EB3852	140	Conserved protein, function unknown	16163,02
EG14100	yfbP	P76486	g1788611	JW2270	7524	EB3853	283	TPR domain protein, function unknown	32267,46
EG14101	yfbQ	P0A959	g1788627	JW2287	7560	EB3854	405	Function unknown	45517,37
EG14102	yfbR	P76491	g1788628	JW2288	7563	EB3855	199	"Nucleotidase, 5'-monophosphates; only canonical deoxyribonucleoside used as substrates"	22708,06
EG14103	yfbS	P0AFU2	g1788629	JW2289	7565	EB3856	610	Putative transporter, function unknown	65871,72
EG14104	yfbT	P77625	g87082080	JW5376	7567	EB3857	216	"Sugar phosphatase; physiological role unknown; in vitro substrates include: fructose-1-P, fructose-6-P, glucose 6-P, ribose-5-P; selectively hydrolyzes beta-D-glucose-1-P; HAD2"	23007,52
EG14105	yfbU	P0A8W8	g87082081	JW2291	7571	EB3858	164	Cell death gene, function unknown	19536,2
EG14106	yfbV	P0A8D9	g1788632	JW2292	7575	EB3859	151	Function unknown	17213,2
EG14107	yfcD	P65556	g1788637	JW2296	7587	EB3860	180	Function unknown	20375,86
EG14108	yfcE	P67095	g1788638	JW5377	7589	EB3861	184	"Phosphodiesterase, function unknown; has activity on model substrate bis-pNPP"	20122,08
EG14109	yfcF	P77544	g1788639	JW2298	7593	EB3862	214	"Glutathione S-transferase; hydrogen peroxide resistance"	24325,74
EG14110	yfcG	P77526	g1788640	JW2299	7600	EB3863	215	"Glutathione S-transferase; hydrogen peroxide resistance"	24515,9
EG14111	yfcH	P77775	g1788642	JW2301	7605	EB3864	297	Function unknown	32698,71
EG14112	yfcI	P77768	g1788643	JW2302	7607	EB3865	296	Putative transposase, function unknown	34179,48
EG14113	yfcJ	P77549	g1788662	JW2319	7669	EB3866	392	"Putative transporter, function unknown; membrane protein"	40465,21
EG14114	mnmC	P77182	g87082084	JW5380	7681	EB3867	668	"Bifunctional 5-methylaminomethyl-2-thiouridine forming enzyme; methyltransferase (N-terminal); FAD-dependent demodification enzyme (C-terminal)"	74434,16
EG14115	yfcL	P64540	g1788665	JW2322	7684	EB3868	92	Function unknown	10000,04
EG14116	yfcM	P76938	g1788666	JW5381	7686	EB3869	182	Function unknown	21145,59
EG14117	yfcN	P0A8B2	g1788671	JW2328	7698	EB3870	183	Function unknown	21013,32
EG14118	yfcO	P76498	g87082086	JW2329	7700	EB3871	273	Putative exported protein, function unknown	30260,45
EG14119	yfcP	P76499	g1788674	JW2330	7702	EB3872	179	Function unknown, FimA homolog	18951,48
EG14120	yfcQ	P76500	g1788675	JW2331	7705	EB3873	162	Function unknown, FimA homolog	17890,02
EG14121	yfcR	P76501	g1788676	JW2332	7707	EB3874	170	Function unknown, FimA homolog	17890,37
EG14122	yfcS	P77599	g1788677	JW2333	7709	EB3875	250	Putative periplasmic pilus chaperone, function unknown	27728,06
EG14124	yfcU	P77196	g1788678	JW2334	"7711;7713"	EB3876	881	"Pseudogene reconstruction, FimD family; insertions may improve fitness in glucose minimal medium"	97327,22
EG14125	yfcV	P77288	g1788680	JW2336	7715	EB3877	187	Function unknown, FimA homolog	19851,22
EG14126	sixA	P76502	g1788681	JW2337	7720	EB3878	161	"Phosphohistidine phosphatase affecting ArcB H-D phosphorelay; targets Hpt domain"	17207,77
EG14127	fadJ	P77399	g1788682	JW2338	7723	EB3879	714	"Multifunctional anaerobic fatty acid oxidation complex FadIJ; has 3-hydroxyacyl-CoA dehydrogenase and medium-long-chain-length enoyl-CoA hydratase activities; probable beta-hydroxybutyryl-CoA epimerase and dodecenoyl-CoA-delta-isomerase"	77072,21
EG14128	fadI	P76503	g1788683	JW2339	7725	EB3880	436	"Thiolase of anaerobic fatty acid oxidation complex FadIJ; 3-ketoacyl-CoA thiolase"	46530,5
EG14129	yfcZ	P0AD33	g87082087	JW2340	7731	EB3881	94	Function unknown	10317,64
EG14130	yfdF	P76505	g1788687	JW2342	7743	EB3882	352	Function unknown	40248,56
EG14131	gtrA	P77682	g1788691	JW2346	7761	EB3883	120	"Bactoprenol-linked glucose translocase, CPS-53/KpLE1 prophage; part of the GtrABS tripartite system for prophage seroconversion of type IV O antigen to serotype 4a"	13225,75
