Accession	Gene names	Gene names (PREFERRED)	Gene names (ALTERNATIVE)	Gene names (OLN)	Entry name	Subcellular locations	Protein existence	Protein family	Protein names	Gene Ontology ID	Keywords	Length	Gene location
P05100	tag b3549 JW3518	tag		b3549 JW3518	3MG1_ECOLI		Evidence at protein level		DNA-3-methyladenine glycosylase 1 (EC 3.2.2.20) (3-methyladenine-DNA glycosylase I, constitutive) (TAG I) (DNA-3-methyladenine glycosidase I) (DNA-3-methyladenine glycosylase I)	"GO:0008725; GO:0006284; GO:0046872; GO:0005515"	"3D-structure; Complete proteome; DNA damage; DNA repair; Direct protein sequencing; Hydrolase; Metal-binding; Zinc"	187	
P04395	alkA aidA b2068 JW2053	alkA	aidA	b2068 JW2053	3MG2_ECOLI		Evidence at protein level	Alkylbase DNA glycosidase alkA family	DNA-3-methyladenine glycosylase 2 (EC 3.2.2.21) (3-methyladenine-DNA glycosylase II, inducible) (TAG II) (DNA-3-methyladenine glycosidase II) (DNA-3-methyladenine glycosylase II)	"GO:0003677; GO:0006307; GO:0003905; GO:0006284; GO:0005737; GO:0005515"	"3D-structure; Complete proteome; DNA damage; DNA repair; Direct protein sequencing; Hydrolase"	282	
P00350	gnd b2029 JW2011	gnd		b2029 JW2011	6PGD_ECOLI		Evidence at protein level	6-phosphogluconate dehydrogenase family	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	"GO:0019521; GO:0050661; GO:0055114; GO:0006098; GO:0004616; GO:0042803"	"3D-structure; Complete proteome; Gluconate utilization; NADP; Oxidoreductase; Pentose shunt"	468	
C4ZXT8	pgl BWG_0619	pgl		BWG_0619	6PGL_ECOBW		Inferred from homology	Cycloisomerase 2 family	6-phosphogluconolactonase (6-P-gluconolactonase) (EC 3.1.1.31)	"GO:0017057; GO:0006006"	"Acetylation; Carbohydrate metabolism; Complete proteome; Glucose metabolism; Hydrolase"	331	
B1X797	pgl ECDH10B_0835	pgl		ECDH10B_0835	6PGL_ECODH		Inferred from homology	Cycloisomerase 2 family	6-phosphogluconolactonase (6-P-gluconolactonase) (EC 3.1.1.31)	"GO:0017057; GO:0006006"	"Acetylation; Carbohydrate metabolism; Complete proteome; Glucose metabolism; Hydrolase"	331	
P52697	pgl ybhE b0767 JW0750	pgl	ybhE	b0767 JW0750	6PGL_ECOLI		Evidence at protein level	Cycloisomerase 2 family	6-phosphogluconolactonase (6-P-gluconolactonase) (Pgl) (EC 3.1.1.31)	"GO:0017057; GO:0006006"	"3D-structure; Acetylation; Carbohydrate metabolism; Complete proteome; Glucose metabolism; Hydrolase"	331	
C4ZSX9	aaeA BWG_2942	aaeA		BWG_2942	AAEA_ECOBW	"Cell inner membrane; Single-pass membrane protein. "	Evidence at transcript level	Membrane fusion protein (MFP) (TC 8.A.1) family	p-hydroxybenzoic acid efflux pump subunit AaeA (pHBA efflux pump protein A)	"GO:0016021; GO:0005886; GO:0009306; GO:0008565"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	310	
B1XHL3	aaeA ECDH10B_3418	aaeA		ECDH10B_3418	AAEA_ECODH	"Cell inner membrane; Single-pass membrane protein. "	Evidence at transcript level	Membrane fusion protein (MFP) (TC 8.A.1) family	p-hydroxybenzoic acid efflux pump subunit AaeA (pHBA efflux pump protein A)	"GO:0016021; GO:0005886; GO:0009306; GO:0008565"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	310	
P46482	aaeA yhcQ b3241 JW3210	aaeA	yhcQ	b3241 JW3210	AAEA_ECOLI	"Cell inner membrane; Single-pass membrane protein. "	Evidence at transcript level	Membrane fusion protein (MFP) (TC 8.A.1) family	p-hydroxybenzoic acid efflux pump subunit AaeA (pHBA efflux pump protein A)	"GO:0046942; GO:0016021; GO:0005886; GO:0009306; GO:0008565; GO:0042221"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	310	
C4ZSX8	aaeB BWG_2941	aaeB		BWG_2941	AAEB_ECOBW	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at transcript level	Aromatic acid exporter ArAE (TC 2.A.85) family	p-hydroxybenzoic acid efflux pump subunit AaeB (pHBA efflux pump protein B)	"GO:0016021; GO:0005886; GO:0006810"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	655	
P46481	aaeB yhcP b3240 JW3209	aaeB	yhcP	b3240 JW3209	AAEB_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level	Aromatic acid exporter ArAE (TC 2.A.85) family	p-hydroxybenzoic acid efflux pump subunit AaeB (pHBA efflux pump protein B)	"GO:0046942; GO:0016021; GO:0005886; GO:0042221"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	655	
P67662	aaeR yhcS b3243 JW3212	aaeR	yhcS	b3243 JW3212	AAER_ECOLI		Predicted		HTH-type transcriptional activator AaeR	"GO:0003677; GO:0006355; GO:0003700; GO:0006350; GO:0016563"	"Activator; Complete proteome; DNA-binding; Transcription; Transcription regulation"	309	
C4ZSY0	aaeX BWG_2943	aaeX		BWG_2943	AAEX_ECOBW	"Cell membrane; Multi-pass membrane protein. "	Evidence at transcript level	AaeX family	Protein AaeX	"GO:0016021; GO:0005886"	"Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix"	67	
B1XHL4	aaeX ECDH10B_3419	aaeX		ECDH10B_3419	AAEX_ECODH	"Cell membrane; Multi-pass membrane protein. "	Evidence at transcript level	AaeX family	Protein AaeX	"GO:0016021; GO:0005886"	"Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix"	67	
P46478	aaeX yhcR b3242 JW5541	aaeX	yhcR	b3242 JW5541	AAEX_ECOLI	"Cell membrane; Multi-pass membrane protein. "	Evidence at transcript level	AaeX family	Protein AaeX	"GO:0016021; GO:0005886"	"Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix"	67	
C4ZTG6	secF BWG_0291	secF		BWG_0291	C4ZTG6_ECOBW		Predicted		SecYEG protein translocase auxillary subunit	"GO:0015450; GO:0016021; GO:0006886; GO:0005886; GO:0015628; GO:0015627"	"Cell membrane; Complete proteome; Membrane; Protein transport; Translocation; Transmembrane; Transmembrane helix; Transport"	323
C4ZTH5	pgpA BWG_0300	pgpA		BWG_0300	C4ZTH5_ECOBW		Predicted		Phosphatidylglycerophosphatase A	"GO:0006629; GO:0008962"	Complete proteome	172
C4ZTI1	yajL BWG_0306	yajL		BWG_0306	C4ZTI1_ECOBW		Predicted		Conserved protein		Complete proteome	196
C4ZTK6	mdlB BWG_0331	mdlB		BWG_0331	C4ZTK6_ECOBW		Predicted	ABC transporter superfamily	Fused predicted multidrug transporter subunits of ABC superfamily: ATP-binding components	"GO:0005524; GO:0042626; GO:0016021"	"ATP-binding; Complete proteome; Nucleotide-binding"	593
C4ZTW2	rluB BWG_1098	rluB		BWG_1098	C4ZTW2_ECOBW		Inferred from homology	Pseudouridine synthase rsuA family	Pseudouridine synthase (EC 5.4.99.-)	"GO:0003723; GO:0009982; GO:0001522"	"Complete proteome; Isomerase; RNA-binding"	291
C4ZTZ2	puuP BWG_1128	puuP		BWG_1128	C4ZTZ2_ECOBW		Predicted		Putrescine importer	"GO:0015171; GO:0016021"	"Complete proteome; Membrane; Transmembrane"	461
C4ZTZ3	puuA BWG_1129	puuA		BWG_1129	C4ZTZ3_ECOBW		Inferred from homology	Glutamine synthetase family	Gamma-Glu-putrescine synthase	"GO:0004356; GO:0006542"	Complete proteome	472
C4ZU55	alkB BWG_1986	alkB		BWG_1986	C4ZU55_ECOBW		Predicted		Oxidative demethylase of N1-methyladenine or N3-methylcytosine DNA lesions	"GO:0006281; GO:0008168"	"Complete proteome; Methyltransferase; Transferase"	216
C4ZUA3	menE BWG_2034	menE		BWG_2034	C4ZUA3_ECOBW		Predicted		O-succinylbenzoate-CoA ligase	"GO:0009234; GO:0008756"	"Complete proteome; Ligase"	451
C4ZUE4	trkA BWG_2980	trkA		BWG_2980	C4ZUE4_ECOBW		Predicted		NAD-binding component of TrK potassium transporter	"GO:0005488; GO:0003824; GO:0008324; GO:0006813"	"Complete proteome; Ion transport; Potassium; Potassium transport; Transport"	458
C4ZUT2	ybaL BWG_0359	ybaL		BWG_0359	C4ZUT2_ECOBW		Predicted		Predicted transporter with NAD(P)-binding Rossmann-fold domain	"GO:0005488; GO:0003824; GO:0016021; GO:0006813; GO:0015299"	"Antiport; Complete proteome; Ion transport; Membrane; Transmembrane; Transmembrane helix; Transport"	558
C4ZUX5	ybcI BWG_0402	ybcI		BWG_0402	C4ZUX5_ECOBW		Predicted		Conserved inner membrane protein		Complete proteome	173
C4ZUX8	sfmA BWG_0405	sfmA		BWG_0405	C4ZUX8_ECOBW		Predicted		Predicted fimbrial-like adhesin protein	"GO:0007155; GO:0009289"	"Complete proteome; Fimbrium"	180
C4ZUZ9	essD BWG_0426	essD		BWG_0426	C4ZUZ9_ECOBW		Predicted		"DLP12 prophage; predicted phage lysis protein"		Complete proteome	71
C4ZV09	ompT BWG_0436	ompT		BWG_0436	C4ZV09_ECOBW		Predicted		"DLP12 prophage; outer membrane protease VII (Outer membrane protein 3b)"	"GO:0009279; GO:0004175; GO:0006508"	"Complete proteome; Hydrolase; Protease"	317
C4ZV14	cusS BWG_0441	cusS		BWG_0441	C4ZV14_ECOBW	"Membrane; Multi-pass membrane protein. "	Inferred from homology		Sensory histidine kinase in two-component regulatory system with CusR, senses copper ions	"GO:0005524; GO:0016021; GO:0018106; GO:0007600; GO:0000155; GO:0000160"	"ATP-binding; Complete proteome; Kinase; Membrane; Nucleotide-binding; Phosphoprotein; Transferase; Transmembrane; Two-component regulatory system"	480
C4ZV35	fepG BWG_0462	fepG		BWG_0462	C4ZV35_ECOBW		Predicted		Iron-enterobactin transporter subunit	"GO:0016021; GO:0005886; GO:0005215"	"Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	330
C4ZV86	abgA BWG_1172	abgA		BWG_1172	C4ZV86_ECOBW		Predicted		Predicted peptidase, aminobenzoyl-glutamate utilization protein	"GO:0016787; GO:0005515"	Complete proteome	436
C4ZVB8	uspF BWG_1204	uspF		BWG_1204	C4ZVB8_ECOBW		Predicted		Stress-induced protein, ATP-binding protein	"GO:0005524; GO:0006950"	"ATP-binding; Complete proteome; Nucleotide-binding"	144
C4ZVD1	paaA BWG_1217	paaA		BWG_1217	C4ZVD1_ECOBW		Predicted		Predicted multicomponent oxygenase/reductase subunit for phenylacetic acid degradation	"GO:0055114; GO:0016491; GO:0046914"	Complete proteome	309
C4ZVD9	paaI BWG_1225	paaI		BWG_1225	C4ZVD9_ECOBW		Predicted		Predicted thioesterase		Complete proteome	140
C4ZVE2	paaX BWG_1228	paaX		BWG_1228	C4ZVE2_ECOBW		Predicted		DNA-binding transcriptional repressor of phenylacetic acid degradation, aryl-CoA responsive	GO:0003677	"Complete proteome; DNA-binding"	316
C4ZVG8	tehA BWG_1254	tehA		BWG_1254	C4ZVG8_ECOBW		Predicted		Potassium-tellurite ethidium and proflavin transporter	"GO:0016021; GO:0055085"	Complete proteome	330
C4ZVL9	yfcM BWG_2100	yfcM		BWG_2100	C4ZVL9_ECOBW		Predicted		Conserved protein		Complete proteome	182
C4ZVN9	intS BWG_2120	intS		BWG_2120	C4ZVN9_ECOBW		Predicted		"CPS-53 (KpLE1) prophage; predicted prophage CPS-53 integrase"	"GO:0003677; GO:0015074; GO:0006310"	Complete proteome	385
C4ZVQ0	torI BWG_2131	torI		BWG_2131	C4ZVQ0_ECOBW		Predicted		Response regulator inhibitor for tor operon		Complete proteome	66
C4ZVX8	glgP BWG_3120	glgP		BWG_3120	C4ZVX8_ECOBW		Inferred from homology	Glycogen phosphorylase family	Phosphorylase (EC 2.4.1.1)	"GO:0005975; GO:0004645; GO:0030170"	"Carbohydrate metabolism; Complete proteome; Glycosyltransferase; Transferase"	815
C4ZVY5	gntU BWG_3127	gntU		BWG_3127	C4ZVY5_ECOBW		Predicted		Gluconate transporter, low affinity GNT 1 system	"GO:0015128; GO:0016020"	Complete proteome	446
C4ZVZ7	yhhA BWG_3139	yhhA		BWG_3139	C4ZVZ7_ECOBW		Predicted		Conserved protein		Complete proteome	146
C4ZW01	ugpA BWG_3143	ugpA		BWG_3143	C4ZW01_ECOBW	"Membrane; Multi-pass membrane protein. "	Inferred from homology	Binding-protein-dependent transport system permease family	Glycerol-3-phosphate transporter subunit	"GO:0016021; GO:0005886; GO:0005215"	"Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	295
C4ZW09	livJ BWG_3151	livJ		BWG_3151	C4ZW09_ECOBW		Predicted		Leucine/isoleucine/valine transporter subunit	"GO:0006865; GO:0030288"	Complete proteome	367
C4ZW24	acpT BWG_3166	acpT		BWG_3166	C4ZW24_ECOBW		Predicted		Holo-(Acyl carrier protein) synthase 2	"GO:0008897; GO:0009059; GO:0000287"	Complete proteome	195
C4ZW61	mdtF BWG_3203	mdtF		BWG_3203	C4ZW61_ECOBW		Predicted		Multidrug transporter, RpoS-dependent	"GO:0016021; GO:0005215"	Complete proteome	1037
C4ZW81	yhjR BWG_3223	yhjR		BWG_3223	C4ZW81_ECOBW		Predicted		Conserved protein		Complete proteome	62
C4ZW94	yhjY BWG_3236	yhjY		BWG_3236	C4ZW94_ECOBW		Predicted		Conserved protein		Complete proteome	232
C4ZWF7	ybfM BWG_0541	ybfM		BWG_0541	C4ZWF7_ECOBW		Predicted		Predicted outer membrane porin	"GO:0016021; GO:0015288"	Complete proteome	468
C4ZWH9	ybfC BWG_0563	ybfC		BWG_0563	C4ZWH9_ECOBW		Predicted		Predicted protein		Complete proteome	189
C4ZWK3	sucD BWG_0587	sucD		BWG_0587	C4ZWK3_ECOBW		Inferred from homology	Succinate/malate CoA ligase alpha subunit family	Succinyl-CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5)	"GO:0005524; GO:0003878; GO:0004775; GO:0006099"	"ATP-binding; Complete proteome; Ligase; Nucleotide-binding; Phosphoprotein; Tricarboxylic acid cycle"	289
C4ZWM1	ydcZ BWG_1273	ydcZ		BWG_1273	C4ZWM1_ECOBW		Predicted		Predicted inner membrane protein		Complete proteome	149
C4ZWM5	yncD BWG_1277	yncD		BWG_1277	C4ZWM5_ECOBW	Cell outer membrane. 	Inferred from homology	TonB-dependent receptor family	Predicted iron outer membrane transporter	"GO:0009279; GO:0005886; GO:0004872; GO:0005215"	"Cell membrane; Complete proteome; Membrane; TonB box"	700
C4ZWM6	yncE BWG_1278	yncE		BWG_1278	C4ZWM6_ECOBW		Predicted		Conserved protein		Complete proteome	353
C4ZWQ6	ddpA BWG_1308	ddpA		BWG_1308	C4ZWQ6_ECOBW		Predicted		D-ala-D-a la transporter subunit	GO:0005215	Complete proteome	516
C4ZWV5	ydeJ BWG_1357	ydeJ		BWG_1357	C4ZWV5_ECOBW		Predicted		Conserved protein		Complete proteome	172
C4ZWW7	gnsB BWG_1369	gnsB		BWG_1369	C4ZWW7_ECOBW		Predicted		"Qin prophage; predicted protein"		Complete proteome	57
C4ZWX0	ydfP BWG_1372	ydfP		BWG_1372	C4ZWX0_ECOBW		Predicted		"Qin prophage; conserved protein"		Complete proteome	165
C4ZWX1	arrQ BWG_1373	arrQ		BWG_1373	C4ZWX1_ECOBW		Inferred from homology	Glycosyl hydrolase 24 family	Lysozyme (EC 3.2.1.17)	"GO:0016998; GO:0019835; GO:0042742; GO:0003796; GO:0009253"	"Antimicrobial; Bacteriolytic enzyme; Complete proteome; Glycosidase; Hydrolase"	177
C4ZWX7	ydfU BWG_1379	ydfU		BWG_1379	C4ZWX7_ECOBW		Predicted		"Qin prophage; predicted protein"		Complete proteome	315
C4ZX16	yffL BWG_2205	yffL		BWG_2205	C4ZX16_ECOBW		Predicted		"CPZ-55 prophage; predicted protein"		Complete proteome	213
C4ZX34	eutP BWG_2223	eutP		BWG_2223	C4ZX34_ECOBW		Predicted		Conserved protein with nucleoside triphosphate hydrolase domain	"GO:0005524; GO:0006576; GO:0016787"	"Complete proteome; Hydrolase"	159
C4ZX56	hyfA BWG_2245	hyfA		BWG_2245	C4ZX56_ECOBW		Predicted		Hydrogenase 4, 4Fe-4S subunit	"GO:0051539; GO:0009055; GO:0046872"	"4Fe-4S; Complete proteome; Iron; Iron-sulfur; Metal-binding"	205
C4ZX62	hyfG BWG_2251	hyfG		BWG_2251	C4ZX62_ECOBW		Predicted		Hydrogenase 4, subunit	"GO:0051287; GO:0008137; GO:0008901; GO:0016151; GO:0055114; GO:0048038"	Complete proteome	555
C4ZXC7	hmp BWG_2316	hmp		BWG_2316	C4ZXC7_ECOBW		Inferred from homology	Globin family	Fused nitric oxide dioxygenase/dihydropteridine reductase 2	"GO:0020037; GO:0055114; GO:0016702; GO:0019825; GO:0005344"	"Complete proteome; Dioxygenase; Heme; Iron; Metal-binding; Oxidoreductase; Oxygen transport; Transport"	396
C4ZXD0	yfhG BWG_2319	yfhG		BWG_2319	C4ZXD0_ECOBW		Predicted		Conserved protein		Complete proteome	237
C4ZXD3	yfhD BWG_2322	yfhD		BWG_2322	C4ZXD3_ECOBW	"Cell outer membrane; Peripheral membrane protein. "	Inferred from homology		Predicted periplasmic binding protein/transglycosylase	"GO:0009279; GO:0007047; GO:0016829; GO:0030288; GO:0005886; GO:0005215"	"Cell membrane; Cell outer membrane; Cell wall biogenesis/degradation; Complete proteome; Lyase; Membrane"	518
C4ZXE6	hokA BWG_3245	hokA		BWG_3245	C4ZXE6_ECOBW		Predicted		Toxic polypeptide, small	GO:0016020	Complete proteome	50
C4ZXH8	yiaW BWG_3277	yiaW		BWG_3277	C4ZXH8_ECOBW		Predicted		Conserved inner membrane protein		Complete proteome	107
C4ZXI4	rhsA BWG_3283	rhsA		BWG_3283	C4ZXI4_ECOBW		Predicted		RhsA element core protein RshA		Complete proteome	1377
C4ZXI5	yibA BWG_3284	yibA		BWG_3284	C4ZXI5_ECOBW		Predicted		Lyase containing HEAT-repeat protein	"GO:0005488; GO:0016829"	"Complete proteome; Lyase"	280
C4ZXI9	yibI BWG_3288	yibI		BWG_3288	C4ZXI9_ECOBW		Predicted		Predicted inner membrane protein		Complete proteome	120
C4ZXL7	rfaY BWG_3316	rfaY		BWG_3316	C4ZXL7_ECOBW		Predicted		Lipopolysaccharide core biosynthesis protein		Complete proteome	232
C4ZXP9	yicJ BWG_3348	yicJ		BWG_3348	C4ZXP9_ECOBW		Predicted		Predicted transporter	"GO:0016020; GO:0006814; GO:0005215"	Complete proteome	460
C4ZXS2	pnuC BWG_0603	pnuC		BWG_0603	C4ZXS2_ECOBW		Predicted		Predicted nicotinamide mononucleotide transporter	"GO:0016020; GO:0006810"	Complete proteome	239
C4ZXX7	fiu BWG_0658	fiu		BWG_0658	C4ZXX7_ECOBW	Cell outer membrane. 	Inferred from homology	TonB-dependent receptor family	Predicted iron outer membrane transporter	"GO:0009279; GO:0005506; GO:0005886; GO:0004872; GO:0015343"	"Cell membrane; Complete proteome; Membrane; TonB box"	760
C4ZXY2	glnP BWG_0663	glnP		BWG_0663	C4ZXY2_ECOBW	"Membrane; Multi-pass membrane protein. "	Inferred from homology	Binding-protein-dependent transport system permease family	Glutamine transporter subunit	"GO:0016021; GO:0005886; GO:0005215"	"Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	219
C4ZXZ2	ybiT BWG_0673	ybiT		BWG_0673	C4ZXZ2_ECOBW		Predicted		Fused predicted transporter subunits of ABC superfamily: ATP-binding components	"GO:0005524; GO:0016887"	"ATP-binding; Complete proteome; Nucleotide-binding"	530
C4ZY04	gsiD BWG_0685	gsiD		BWG_0685	C4ZY04_ECOBW	"Membrane; Multi-pass membrane protein. "	Inferred from homology	Binding-protein-dependent transport system permease family	Predicted peptide transporter subunit: membrane component of ABC superfamily	"GO:0016021; GO:0005886; GO:0005215"	"Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	303
C4ZY09	yliI BWG_0690	yliI		BWG_0690	C4ZY09_ECOBW		Predicted		Predicted dehydrogenase	GO:0003824	Complete proteome	371
C4ZY13	ybjG BWG_0694	ybjG		BWG_0694	C4ZY13_ECOBW		Predicted		Undecaprenyl pyrophosphate phosphatase	"GO:0003824; GO:0016020"	Complete proteome	198
C4ZY28	potH BWG_0709	potH		BWG_0709	C4ZY28_ECOBW	"Membrane; Multi-pass membrane protein. "	Inferred from homology	Binding-protein-dependent transport system permease family	Putrescine transporter subunit: membrane component of ABC superfamily	"GO:0016021; GO:0005886; GO:0005215"	"Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	317
C4ZY35	artI BWG_0716	artI		BWG_0716	C4ZY35_ECOBW		Inferred from homology	Bacterial solute-binding protein 3 family	Arginine transporter subunit	"GO:0030288; GO:0005215"	Complete proteome	243
C4ZY58	ynfM BWG_1410	ynfM		BWG_1410	C4ZY58_ECOBW		Predicted		Predicted transporter	"GO:0016020; GO:0055085; GO:0005215"	Complete proteome	417
C4ZY75	fumA BWG_1427	fumA		BWG_1427	C4ZY75_ECOBW		Predicted		Fumarate hydratase (Fumarase A), aerobic Class I	"GO:0004333; GO:0006091"	Complete proteome	548
C4ZY96	nth BWG_1448	nth		BWG_1448	C4ZY96_ECOBW		Predicted		DNA glycosylase and apyrimidinic (AP) lyase (Endonuclease III)	"GO:0051539; GO:0003677; GO:0003906; GO:0006284; GO:0004519; GO:0005622"	"Complete proteome; Endonuclease; Hydrolase; Lyase; Nuclease"	211
C4ZYB4	gloA BWG_1466	gloA		BWG_1466	C4ZYB4_ECOBW		Predicted		Glyoxalase I, Ni-dependent	"GO:0004462; GO:0046872"	Complete proteome	135
C4ZYC6	ribC BWG_1478	ribC		BWG_1478	C4ZYC6_ECOBW		Predicted		Riboflavin synthase, alpha subunit		Complete proteome	213
C4ZYD2	ydhU BWG_1484	ydhU		BWG_1484	C4ZYD2_ECOBW		Predicted		Predicted cytochrome	"GO:0016020; GO:0022904"	Complete proteome	261
C4ZYF2	ydiM BWG_1504	ydiM		BWG_1504	C4ZYF2_ECOBW		Predicted		Predicted transporter	"GO:0016020; GO:0055085; GO:0005215"	Complete proteome	404
C4ZYH7	pheM BWG_1529	pheM		BWG_1529	C4ZYH7_ECOBW		Predicted		Phenylalanyl-tRNA synthetase operon leader peptide	GO:0004812	"Aminoacyl-tRNA synthetase; Complete proteome; Ligase"	14
C4ZYI4	pfkB BWG_1536	pfkB		BWG_1536	C4ZYI4_ECOBW		Predicted		6-phosphofructokinase II	"GO:0005975; GO:0016301; GO:0016773"	"Complete proteome; Kinase; Transferase"	309
C4ZYJ4	rseB BWG_2335	rseB		BWG_2335	C4ZYJ4_ECOBW		Predicted		Anti-sigma factor		Complete proteome	318
C4ZYK9	yfiM BWG_2350	yfiM		BWG_2350	C4ZYK9_ECOBW		Predicted		Predicted protein		Complete proteome	107
C4ZYP6	rnlA BWG_2387	rnlA		BWG_2387	C4ZYP6_ECOBW		Predicted		"CP4-57 prophage; RNase LS"		Complete proteome	357
C4ZYR5	gabP BWG_2406	gabP		BWG_2406	C4ZYR5_ECOBW		Predicted		Gamma-aminobutyrate transporter	"GO:0015185; GO:0016021"	"Complete proteome; Membrane; Transmembrane"	466
C4ZYT5	emrA BWG_2426	emrA		BWG_2426	C4ZYT5_ECOBW		Predicted		Multidrug efflux system	"GO:0009276; GO:0015238; GO:0016020; GO:0009306; GO:0008565"	Complete proteome	390
C4ZYT6	emrB BWG_2427	emrB		BWG_2427	C4ZYT6_ECOBW		Predicted		Multidrug efflux system protein	"GO:0016021; GO:0055085"	Complete proteome	512
C4ZYW5	yidQ BWG_3378	yidQ		BWG_3378	C4ZYW5_ECOBW		Predicted		Conserved outer membrane protein		Complete proteome	110
C4ZZ59	wzxE BWG_3474	wzxE		BWG_3474	C4ZZ59_ECOBW		Predicted		O-antigen translocase	"GO:0016020; GO:0000271"	Complete proteome	416
C4ZZ85	ydjN BWG_1542	ydjN		BWG_1542	C4ZZ85_ECOBW		Predicted		Predicted transporter	"GO:0016021; GO:0017153"	"Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	463
C4ZZ92	chbA BWG_1549	chbA		BWG_1549	C4ZZ92_ECOBW		Predicted		N,N'-diacetylchitobiose-specific enzyme IIA component of PTS	"GO:0016020; GO:0009401; GO:0005351"	Complete proteome	116
C4ZZ93	chbC BWG_1550	chbC		BWG_1550	C4ZZ93_ECOBW		Predicted		N,N'-diacetylchitobiose-specific enzyme IIC component of PTS	"GO:0016021; GO:0009401; GO:0005886; GO:0008982; GO:0005351"	"Cell membrane; Complete proteome; Membrane; Sugar transport; Transmembrane; Transmembrane helix; Transport"	452
C4ZZJ8	yobA BWG_1655	yobA		BWG_1655	C4ZZJ8_ECOBW		Predicted		Conserved protein	"GO:0005507; GO:0042597; GO:0046688"	Complete proteome	124
C4ZZK7	eda BWG_1664	eda		BWG_1664	C4ZZK7_ECOBW		Predicted		Multifunctional 2-keto-3-deoxygluconate 6-phosphate aldolase and 2-keto-4-hydroxyglutarate aldolase and oxaloacetate decarboxylase	GO:0003824	Complete proteome	213
C4ZZL3	yebA BWG_1670	yebA		BWG_1670	C4ZZL3_ECOBW		Predicted		Predicted peptidase	"GO:0016998; GO:0004222; GO:0006508"	Complete proteome	440
C4ZZM5	hycE BWG_2457	hycE		BWG_2457	C4ZZM5_ECOBW		Predicted		Hydrogenase 3, large subunit	"GO:0051287; GO:0008137; GO:0008901; GO:0016151; GO:0055114; GO:0048038"	Complete proteome	569
C4ZZM8	hycB BWG_2460	hycB		BWG_2460	C4ZZM8_ECOBW		Predicted		Hydrogenase 3, Fe-S subunit	"GO:0051539; GO:0009055; GO:0046872"	"4Fe-4S; Complete proteome; Iron; Iron-sulfur; Metal-binding"	203
C4ZZN3	hypD BWG_2465	hypD		BWG_2465	C4ZZN3_ECOBW		Predicted		Protein required for maturation of hydrogenases	GO:0046872	Complete proteome	373
C4ZZQ3	ygbE BWG_2485	ygbE		BWG_2485	C4ZZQ3_ECOBW		Predicted		Conserved inner membrane protein		Complete proteome	107
C4ZZV1	sdaC BWG_2534	sdaC		BWG_2534	C4ZZV1_ECOBW	"Cell inner membrane; Multi-pass membrane protein. "	Inferred from homology		Predicted serine transporter	"GO:0016021; GO:0005886; GO:0005215"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	429
C4ZZX0	argA BWG_2553	argA		BWG_2553	C4ZZX0_ECOBW	Cytoplasm. 	Inferred from homology		Fused acetylglutamate kinase-like protein (Inactive)/amino acid N-acetyltransferase	"GO:0004042; GO:0006526; GO:0005737; GO:0016301"	"Acyltransferase; Amino-acid biosynthesis; Arginine biosynthesis; Complete proteome; Cytoplasm; Kinase; Transferase"	443
C4ZZY7	tas BWG_2570	tas		BWG_2570	C4ZZY7_ECOBW		Predicted		Predicted oxidoreductase, NADP(H)-dependent aldo-keto reductase	"GO:0055114; GO:0016491"	Complete proteome	346
C4ZZZ4	araE BWG_2577	araE		BWG_2577	C4ZZZ4_ECOBW		Inferred from homology	Major facilitator superfamily, Sugar transporter (TC 2.A.1.1) family	Arabinose transporter	"GO:0016021; GO:0022891"	"Complete proteome; Membrane; Transmembrane; Transport"	472
C5A007	udp BWG_3509	udp		BWG_3509	C5A007_ECOBW		Predicted		Uridine phosphorylase	"GO:0005737; GO:0009116; GO:0009166; GO:0004850"	Complete proteome	253
C5A023	trkH BWG_3525	trkH		BWG_3525	C5A023_ECOBW		Predicted		Potassium transporter	"GO:0008324; GO:0016021"	Complete proteome	483
