Merge ID	1DG005_L2s_NSAF	1DG005_PEL_L2_NSAF	1DG006_L6_NSAF	1DG010_L1_NSAF	# Studies	TableS4_BL21_DE3_ProteomeV8 Duplicates	BL21(DE3) Entry name (Uniprot)	Subcellular Location (Uniprot)	TatP D-score	Protein Len	Protein MW	Unique Peptides	Unique Spectra	Total #spectra	Unique Peptides	Unique Spectra	Total #spectra	Unique Peptides	Unique Spectra	Total #spectra	Unique Peptides	Unique Spectra	Total #spectra
C6EGC4_ECOBD	1	1	1	1	4	EFG_ECOLI	C6EGC4_ECOBD	A	Elongation factor G (EF-G)	704	9.024.942	50	65	128	36	41	56	42	50	86	12	13	28
C6EFH7_ECOBD	1	1	1	1	4	IGAA_ECOLI	C6EFH7_ECOBD	B	Intracellular growth attenuator IgaA	707	1,104.59	23	28	95	23	27	70	35	47	138	17	20	62
C6EDL7_ECOBD	1	1	1	0	3	RNFC_ECOLI	C6EDL7_ECOBD	F1	Electron transport complex, RnfABCDGE type, C subunit	708	1,107.63	13	13	17	3	3	3	2	2	2			
C6EH61_ECOBD	1	1	1	1	4	PNP_ECOLI	C6EH61_ECOBD	F1	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)	711	3,057.63	62	79	153	10	10	10	16	17	18	1	1	2
C6ECB1_ECOBD	1	1	0	0	2	NRDD_ECOLI	C6ECB1_ECOBD	A	Anaerobic ribonucleoside triphosphate reductase (EC 1.17.4.2) (Anaerobic ribonucleoside-triphosphate reductase) (EC 1.17.4.2)	712	9.534.799	1	1	1	1	1	1						
C6ELF6_ECOBD	1	1	1	0	3	PTA_ECOLI	C6ELF6_ECOBD	B	Phosphate acetyltransferase	714	1,431.71	24	28	41	8	8	12	8	8	10			
C6ELB3_ECOBD	1	1	1	1	4	FADJ_ECOLI	C6ELB3_ECOBD	A	Fatty acid oxidation complex subunit alpha	714	2,203.17	23	25	45	20	21	24	17	17	40	6	6	6
C6EBM6_ECOBD	1	1	1	1	4	YJIY_ECOLI	C6EBM6_ECOBD	B	Carbon starvation protein CstA (Predicted inner membrane protein)	716	1,385.73	6	7	44	7	8	31	13	16	77	10	12	20
C6EJ32_ECOBD	1	1	1	1	4	AAS_ECOLI	C6EJ32_ECOBD	B	2-acyl-glycerophospho-ethanolamine acyltransferase (EC 2.3.1.40) (EC 6.2.1.20) (AMP-dependent synthetase and ligase)	719	1,575.77	14	15	21	14	14	16	24	27	39	24	27	36
C6EI21_ECOBD	1	1	1	1	4	YCCS_ECOLI	C6EI21_ECOBD	B	Putative uncharacterized protein	720	9.394.353	7	8	9	7	8	9	14	16	36	5	5	8
C6EHM6_ECOBD	1	1	1	0	3	ETK_ECOLI	C6EHM6_ECOBD	B	Capsular exopolysaccharide family (EC 2.7.10.2) (Cryptic autophosphorylating protein tyrosine kinase Etk)	726	1,998.03	1	1	2	1	1	2	7	8	8			
C6EE66_ECOBD	1	1	1	0	3	KATG_ECOLI	C6EE66_ECOBD	A	Catalase-peroxidase (CP) (EC 1.11.1.6) (EC 1.11.1.7) (Peroxidase/catalase)	726	1,251.64	5	5	5	6	6	6	10	10	11			
C6EF52_ECOBD	1	1	1	0	3	FADB_ECOLI	C6EF52_ECOBD	A	Fatty acid oxidation complex subunit alpha	729	988.531	5	5	6	4	4	4	3	3	4			
C6EL75_ECOBD	1	1	1	1	4	YFEA_ECOLI	C6EL75_ECOBD	B	Diguanylate cyclase/phosphodiesterase (Predicted diguanylate cyclase)	729	1,270.63	3	3	3	3	3	3	12	13	35	7	8	11
C6EE74_ECOBD	1	1	0	0	2	PRIA_ECOLI	C6EE74_ECOBD	A	Primosomal protein N' (Primosome assembly protein PriA)	732	9.964.744	5	5	7	4	4	6						
C6EFA5_ECOBD	1	1	1	1	4	ATZN_ECOLI	C6EFA5_ECOBD	B	Heavy metal translocating P-type ATPase	732	9.884.946	29	38	216	30	43	208	37	69	408	26	38	157
C6EIX4_ECOBD	1	1	1	1	4	YBIO_ECOLI	C6EIX4_ECOBD	B	MscS Mechanosensitive ion channel (Predicted mechanosensitive channel)	741	1,277.71	1	1	1	1	1	1	1	1	2	1	1	1
C6EJ88_ECOBD	1	1	1	1	4	RELA_ECOLI	C6EJ88_ECOBD	A	(P)ppGpp synthetase I, SpoT/RelA (EC 2.7.6.5) ((P)ppGpp synthetase I/GTP pyrophosphokinase) (EC 2.7.6.5)	744	1,338.67	16	17	30	9	10	13	2	2	10	2	2	2
C6EKB2_ECOBD	1	1	1	1	4	FEPA_ECOLI	C6EKB2_ECOBD	H	Iron-enterobactin outer membrane transporter (TonB-dependent siderophore receptor)	746	1,128.59	15	15	18	19	20	20	24	28	55	5	6	9
C6EJ40_ECOBD	1	1	0	0	2	PT1P_ECOLI	C6EJ40_ECOBD	F1	Fused PTS enzyme: PEP-protein phosphotransferase (Enzyme I)/GAF domain containing protein (EC 2.7.3.9) (PTSINtr with GAF domain, PtsP)	748	1,684.96	2	2	2	2	2	2						
C6EHX4_ECOBD	1	1	1	0	3	PARC_ECOLI	C6EHX4_ECOBD	F1	DNA topoisomerase IV subunit A (EC 5.99.1.-) (DNA topoisomerase IV, A subunit) (EC 5.99.1.3)	752	1,012.58	28	34	58	14	15	24	3	3	3			
C6ECM6_ECOBD	1	0	0	0	1	CATE_ECOLI	C6ECM6_ECOBD	A	Catalase (EC 1.11.1.6)	753	1,031.51	2	2	2									
C6EF82_ECOBD	1	1	1	0	3	METE_ECOLI	C6EF82_ECOBD	A	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) (Cobalamin-independent methionine synthase) (Methionine synthase, vitamin-B12 independent isozyme)	753	8.684.888	6	6	6	6	6	6	3	3	3			
C6EKP9_ECOBD	1	1	1	0	3	MAO2_ECOLI	C6EKP9_ECOBD	A	Malate dehydrogenase (Oxaloacetate-decarboxylating) (NADP(+)), Phosphate acetyltransferase (EC 1.1.1.40) (EC 2.3.1.8) (Malic enzyme)	759	1,979.91	5	5	5	4	4	4	1	1	2			
C6EI79_ECOBD	1	1	1	1	4	PFLB_ECOLI	C6EI79_ECOBD	A	Formate acetyltransferase (EC 2.3.1.54) (Pyruvate formate lyase I) (EC 2.3.1.54)	760	1,324.79	17	20	37	14	15	23	19	21	30	1	1	2
C6E9W7_ECOBD	1	1	1	0	3	RIR1_ECOLI	C6E9W7_ECOBD	A	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	761	1,286.71	12	12	16	7	7	8	5	5	5			
C6EBL1_ECOBD	1	1	1	1	4	OPGB_ECOLI	C6EBL1_ECOBD	B	Phosphoglycerol transferase I (EC 2.7.8.20) (Phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase)	763	2,395.16	1	1	2	1	2	10	5	6	9	1	1	1
C6EAH9_ECOBD	1	1	1	1	4	BGLX_ECOLI	C6EAH9_ECOBD	G	Beta-D-glucoside glucohydrolase, periplasmic (EC 3.2.1.21) (Glycoside hydrolase family 3 domain protein)	765	9.416.032	45	58	118	43	57	101	55	73	129	9	10	22
C6EEF1_ECOBD	1	1	1	1	4	BCSB_ECOLI	C6EEF1_ECOBD	B	Cellulose synthase subunit B	767	1,245.64	20	23	34	21	25	34	32	41	68	4	5	10
C6EFG5_ECOBD	1	1	1	0	3	FEOB_ECOLI	C6EFG5_ECOBD	B	Ferrous iron transport protein B	773	2,123.08	1	1	1	1	1	1	1	1	1			
C6EFG7_ECOBD	1	1	1	0	3	YHGF_ECOLI	C6EFG7_ECOBD	A	RNA binding S1 domain protein	773	8.404.285	18	20	25	4	4	4	2	2	2			
C6EC65_ECOBD	1	1	1	1	4	FECA_ECOLI	C6EC65_ECOBD	H	Ferric citrate outer membrane transporter (TonB-dependent siderophore receptor)	774	1,012.52	24	25	36	23	26	28	26	35	83	13	13	16
C6EH17_ECOBD	1	1	1	0	3	ARCB_ECOLI	C6EH17_ECOBD	B	Hybrid sensory histidine kinase in two-component regulatory system with ArcA (EC 2.7.3.-) (Multi-sensor hybrid histidine kinase)	778	9.404.887	34	36	86	32	35	67	26	30	38			
C6EAZ9_ECOBD	1	1	1	1	4	LPTD_ECOLI	C6EAZ9_ECOBD	H	LPS-assembly protein lptD (Organic solvent tolerance protein)	784	9.503.886	49	55	128	43	50	82	47	61	168	19	21	47
C6ECQ5_ECOBD	1	1	1	1	4	PPSA_ECOLI	C6ECQ5_ECOBD	A	Phosphoenolpyruvate synthase (EC 2.7.9.2)	792	1,113.55	16	16	25	10	10	13	8	8	9	1	1	1
C6ECP4_ECOBD	1	1	1	0	3	SYFB_ECOLI	C6ECP4_ECOBD	A	Phenylalanyl-tRNA synthetase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase, beta subunit) (EC 6.1.1.20)	795	8.214.516	21	22	25	3	3	3	3	3	3			
C6EAT3_ECOBD	1	1	1	1	4	DHG_ECOLI	C6EAT3_ECOBD	B	Glucose dehydrogenase (EC 1.1.5.2) (Membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family) (EC 1.1.5.2)	796	1,384.65	18	19	32	19	21	33	28	31	42	9	10	13
C6EFF7_ECOBD	1	1	1	0	3	PHSM_ECOLI	C6EFF7_ECOBD	A	Phosphorylase (EC 2.4.1.1)	797	1,008.52	15	15	22	5	5	9	1	1	1			
C6ECI0_ECOBD	1	1	1	1	4	GYRB_ECOLI	C6ECI0_ECOBD	A	DNA gyrase subunit B (EC 5.99.1.3)	804	2,093.07	67	86	153	20	22	29	12	14	14	2	2	3
C6EKW8_ECOBD	1	1	1	1	4	YBBP_ECOLI	C6EKW8_ECOBD	B	Predicted inner membrane protein (Putative uncharacterized protein)	804	3,312.69	8	9	15	8	11	21	18	28	81	6	8	22
C6EDX9_ECOBD	1	1	1	1	4	PLSB_ECOLI	C6EDX9_ECOBD	F1	Glycerol-3-phosphate acyltransferase (GPAT) (EC 2.3.1.15)	807	1,289.62	56	71	191	46	55	120	57	79	284	32	41	107
C6EE68_ECOBD	1	1	0	0	2	AK2H_ECOLI	C6EE68_ECOBD	A	Aspartate kinase (EC 1.1.1.3) (EC 2.7.2.4) (Bifunctional aspartate kinase II/homoserine dehydrogenase II) (EC 1.1.1.3) (EC 2.7.2.4)	810	1,151.54	10	10	14	6	6	6						
C6EAA8_ECOBD	1	1	1	1	4	YAET_ECOLI	C6EAA8_ECOBD	H	Outer membrane protein assembly complex, YaeT protein (Putative uncharacterized protein yaeT)	810	1,912.93	81	117	227	67	93	146	53	72	153	22	24	46
C6ECH0_ECOBD	1	1	1	1	4	RNR_ECOLI	C6ECH0_ECOBD	A	Exoribonuclease R, RNase R (EC 3.1.-.-) (VacB and RNase II family 3'-5' exoribonuclease) (EC 3.1.13.1)	813	1,091.60	40	51	123	7	7	11	2	2	3	1	1	1
C6EA67_ECOBD	1	1	1	1	4	FADE_ECOLI	C6EA67_ECOBD	B	Acyl-CoA dehydrogenase (EC 1.3.99.3) (Putative uncharacterized protein)	814	1,532.84	45	59	202	39	48	128	42	65	290	34	39	109
C6EFE6_ECOBD	1	0	0	0	1	PHSG_ECOLI	C6EFE6_ECOBD	A	Phosphorylase (EC 2.4.1.1)	815	1,774.95	1	1	1									
C6EBG7_ECOBD	1	1	0	0	2	AK1H_ECOLI	C6EBG7_ECOBD	F1	Aspartate kinase (EC 1.1.1.3) (EC 2.7.2.4) (Bifunctional aspartokinase I/homoserine dehydrogenase I) (EC 1.1.1.3) (EC 2.7.2.4)	820	1,742.99	2	2	2	2	2	2						
C6EKY0_ECOBD	1	1	1	1	4	COPA_ECOLI	C6EKY0_ECOBD	B	Copper transporter (EC 3.6.3.10) (Copper-translocating P-type ATPase)	834	1,096.64	29	36	87	30	40	82	33	44	168	15	17	46
C6EHG3_ECOBD	1	1	1	1	4	OPGH_ECOLI	C6EHG3_ECOBD	B	Glycosyl transferase family 2	837	1,690.84	31	36	119	31	38	106	44	63	273	27	35	104
C6EAD5_ECOBD	1	1	1	1	4	PBPB_ECOLI	C6EAD5_ECOBD	B	Penicillin-binding protein 1B (Penicillin-binding protein 1b) (EC 2.4.1.129) (EC 3.4.-.-)	841	3,004.61	62	79	201	57	74	173	66	110	419	44	61	148
C6EFI0_ECOBD	1	1	1	1	4	PBPA_ECOLI	C6EFI0_ECOBD	B	Fused penicillin-binding protein 1a: murein transglycosylase/murein transpeptidase (EC 2.4.2.-) (EC 3.4.-.-) (Penicillin-binding protein, 1A family) (EC 2.4.1.129)	850	1,009.49	50	62	148	48	61	131	58	88	237	34	42	91
C6EJD4_ECOBD	1	0	0	0	1	MUTS_ECOLI	C6EJD4_ECOBD	B	DNA mismatch repair protein mutS	853	1,031.51	2	2	5									
C6EJZ8_ECOBD	1	1	1	1	4	CLPB_ECOLI	C6EJZ8_ECOBD	A	ATP-dependent chaperone ClpB (Protein disaggregation chaperone)	857	9.155.047	25	30	52	13	13	16	11	11	13	1	1	1
C6EK51_ECOBD	1	1	1	0	3	SYL_ECOLI	C6EK51_ECOBD	A	Leucyl-tRNA synthetase (EC 6.1.1.4) (Leucine--tRNA ligase)	860	1,121.60	4	4	6	4	4	5	6	6	6			
C6EFW3_ECOBD	1	0	0	0	1	TOP1_ECOLI	C6EFW3_ECOBD	A	DNA topoisomerase (EC 5.99.1.2)	865	1,128.57	1	1	1									
C6EAT9_ECOBD	1	1	1	1	4	ACON2_ECOLI	C6EAT9_ECOBD	A	Aconitate hydratase 2 (EC 4.2.1.3)	865	984.482	41	51	152	26	30	73	35	38	68	7	7	15
C6EI50_ECOBD	1	1	1	0	3	AMPN_ECOLI	C6EI50_ECOBD	F1	Aminopeptidase N	870	8.535.507	2	2	2	2	2	2	1	1	1			
C6E9X0_ECOBD	1	1	1	0	3	GYRA_ECOLI	C6E9X0_ECOBD	A	DNA gyrase subunit A (EC 5.99.1.3) (DNA gyrase, A subunit) (EC 5.99.1.3)	875	1,085.67	29	35	51	7	7	8	3	3	3			
C6EJT4_ECOBD	1	1	1	1	4	SYA_ECOLI	C6EJT4_ECOBD	A	Alanyl-tRNA synthetase (EC 6.1.1.7) (Alanine--tRNA ligase)	876	8.274.193	78	92	243	52	62	99	39	41	89	8	8	17
C6EBZ5_ECOBD	1	1	1	1	4	YEBT_ECOLI	C6EBZ5_ECOBD	B	Mammalian cell entry related domain protein (Putative uncharacterized protein yebT)	877	1,103.58	41	43	74	31	34	44	39	46	85	10	10	19
C6EEW3_ECOBD	1	1	1	1	4	YDBH_ECOLI	C6EEW3_ECOBD	B	Putative uncharacterized protein (Putative uncharacterized protein ydbH)	879	1,170.71	5	5	10	5	5	8	6	7	8	1	1	1
C6EE53_ECOBD	1	1	1	0	3	CAPP_ECOLI	C6EE53_ECOBD	A	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	883	1,088.51	9	9	11	4	4	5	2	2	2			
C6EJI5_ECOBD	1	1	1	1	4	Null	C6EJI5_ECOBD	A	DNA-directed RNA polymerase (EC 2.7.7.6) (T7 DNA-directed RNA polymerase)	883	9.144.215	37	41	117	24	27	55	10	11	26	6	6	9
C6EK02_ECOBD	1	0	0	0	1	YFIQ_ECOLI	C6EK02_ECOBD	A	Fused predicted acyl-CoA synthetase: NAD(P)-binding subunit/ATP-binding subunit (GCN5-related N-acetyltransferase)	886	9.966.202	3	3	3									
C6EAU3_ECOBD	1	1	1	0	3	ODP1_ECOLI	C6EAU3_ECOBD	B	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	887	8.383.547	26	26	44	12	13	17	18	19	21			
C6EAB8_ECOBD	1	0	1	0	2	GLND_ECOLI	C6EAB8_ECOBD	A	[Protein-PII] uridylyltransferase (PII uridylyl-transferase) (EC 2.7.7.59) (UTase) (Uridylyl-removing enzyme)	890	9.024.326	6	6	6				2	2	2			
C6EH57_ECOBD	1	1	1	1	4	IF2_ECOLI	C6EH57_ECOBD	A	Translation initiation factor IF-2	890	1,015.52	80	107	243	13	14	20	24	26	57	5	6	7
C6EFV8_ECOBD	1	1	1	0	3	ACON1_ECOLI	C6EFV8_ECOBD	A	Aconitate hydratase (EC 4.2.1.3) (Aconitate hydratase 1)	891	1,861.01	7	8	14	5	5	6	4	4	6			
C6EJN9_ECOBD	1	1	1	1	4	KDPD_ECOLI	C6EJN9_ECOBD	B	Osmosensitive K channel His kinase sensor	894	1,006.53	11	12	26	10	12	26	20	22	56	6	7	15
C6ECA6_ECOBD	1	1	1	1	4	ATMA_ECOLI	C6ECA6_ECOBD	B	Magnesium transporter (EC 3.6.3.1) (Magnesium-translocating P-type ATPase) (EC 3.6.3.2)	898	8.184.367	29	35	124	27	31	77	44	66	222	24	26	64
C6EAV7_ECOBD	1	1	1	1	4	SECA_ECOLI	C6EAV7_ECOBD	F1	Protein translocase subunit secA	901	3,671.98	125	198	587	32	43	80	55	73	213	24	27	59
C6E9R9_ECOBD	1	1	1	1	4	NUOG_ECOLI	C6E9R9_ECOBD	F1	NADH-quinone oxidoreductase (EC 1.6.99.5)	908	3,703.93	89	135	393	38	46	70	26	28	55	8	8	10
C6EEJ8_ECOBD	1	1	1	0	3	YHIH_ECOLI	C6EEJ8_ECOBD	B	ABC transporter related (Fused ribosome-associated ATPase: ATP-binding protein/ATP-binding protein/predicted membrane protein)	911	1,392.76	8	8	9	8	8	8	6	6	8			
C6EJ86_ECOBD	1	1	1	1	4	BARA_ECOLI	C6EJ86_ECOBD	B	Hpt sensor hybrid histidine kinase (Hybrid sensory histidine kinase, in two-component regulatory system with UvrY) (EC 2.7.3.-)	918	1,513.73	9	9	10	7	7	7	14	16	17	2	2	2
C6EEM3_ECOBD	1	1	1	0	3	PQQL_ECOLI	C6EEM3_ECOBD	G	Peptidase M16 domain protein	927	1,057.56	3	3	3	3	3	3	8	8	8			
C6EF39_ECOBD	1	0	1	0	2	DPO1_ECOLI	C6EF39_ECOBD	A	DNA polymerase I (EC 2.7.7.7)	928	1,108.59	15	15	21				1	2	2			
C6EJL2_ECOBD	1	1	1	1	4	ODO1_ECOLI	C6EJL2_ECOBD	A	2-oxoglutarate dehydrogenase, E1 subunit (EC 1.2.4.2) (Alpha-ketoglutarate decarboxylase) (EC 1.2.4.2)	933	1,435.74	17	18	27	5	6	8	8	8	10	1	1	1
C6EB27_ECOBD	1	1	1	0	3	SYI_ECOLI	C6EB27_ECOBD	A	Isoleucyl-tRNA synthetase (EC 6.1.1.5) (Isoleucine--tRNA ligase)	938	8.414.202	11	11	12	11	11	12	11	12	13			
C6ED66_ECOBD	1	1	1	0	3	UVRA_ECOLI	C6ED66_ECOBD	F1	Excinuclease ABC subunit A (Excinuclease ABC, A subunit)	940	9.385.782	11	12	16	3	3	4	1	1	1			
C6EHU2_ECOBD	1	1	0	0	2	GLNE_ECOLI	C6EHU2_ECOBD	A	(Glutamate--ammonia-ligase) adenylyltransferase (EC 2.7.7.42) (Fused deadenylyltransferase/adenylyltransferase for glutamine synthetase) (EC 2.7.7.42)	946	1,310.66	1	1	1	1	1	1						
C6E9Y2_ECOBD	1	1	1	1	4	RCSC_ECOLI	C6E9Y2_ECOBD	B	Histidine kinase	949	8.574.729	24	25	38	13	14	23	45	59	118	12	12	18
C6EC93_ECOBD	1	1	1	0	3	SYV_ECOLI	C6EC93_ECOBD	A	Valyl-tRNA synthetase (EC 6.1.1.9) (Valine--tRNA ligase)	951	1,350.81	8	8	11	6	6	8	8	8	9			
C6EIK5_ECOBD	1	1	1	0	3	GCSP_ECOLI	C6EIK5_ECOBD	A	Glycine dehydrogenase [decarboxylating] (EC 1.4.4.2) (Glycine cleavage system P-protein) (Glycine decarboxylase)	957	3,215.65	5	5	6	5	5	6	2	2	2			
C6EJ48_ECOBD	1	1	1	1	4	PTRA_ECOLI	C6EJ48_ECOBD	G	Peptidase M16 domain protein (Protease III)	962	1,789.78	24	27	40	20	21	26	27	32	42	2	2	2
C6EAZ6_ECOBD	1	0	0	0	1	RAPA_ECOLI	C6EAZ6_ECOBD	A	ATP-dependent helicase HepA (SNF2-related protein)	968	1,434.76	3	3	3									
C6EF05_ECOBD	1	1	1	1	4	FDOG_ECOLI	C6EF05_ECOBD	G	Formate dehydrogenase, alpha subunit (Formate dehydrogenase-O, major subunit)	1016	1,034.59	16	18	49	10	11	14	15	16	34	2	2	3
C6ECR9_ECOBD	1	1	1	1	4	YDIJ_ECOLI	C6ECR9_ECOBD	A	FAD linked oxidase domain protein (Predicted FAD-linked oxidoreductase)	1018	1,678.90	46	52	180	42	45	98	47	56	205	26	29	61
C6ELN6_ECOBD	1	0	1	0	2	BGAL_ECOLI	C6ELN6_ECOBD	A	Beta-D-galactosidase (EC 3.2.1.23) (Beta-galactosidase) (EC 3.2.1.23)	1024	1,083.52	7	7	11				1	1	1			
C6EAM9_ECOBD	1	1	1	1	4	MDTC_ECOLI	C6EAM9_ECOBD	B	Acriflavin resistance protein (Multidrug efflux system, subunit C)	1025	9.314.954	6	6	6	6	6	6	13	14	21	4	4	4
C6EKP2_ECOBD	1	1	1	1	4	ACRD_ECOLI	C6EKP2_ECOBD	B	Aminoglycoside/multidrug efflux system (Transporter, hydrophobe/amphiphile efflux-1 (HAE1) family)	1037	1,652.90	7	9	11	7	9	11	14	17	25	7	8	8
C6EAN0_ECOBD	1	1	1	1	4	MDTB_ECOLI	C6EAN0_ECOBD	B	Multidrug resistance protein mdtB (Multidrug transporter mdtB)	1040	9.794.878	5	5	6	5	5	5	17	17	20	1	1	2
C6ELI7_ECOBD	1	0	0	0	1	SBCC_ECOLI	C6ELI7_ECOBD	F1	Exonuclease SbcC (Exonuclease, dsDNA, ATP-dependent)	1048	1,134.54	4	5	5									
C6EL02_ECOBD	1	1	1	1	4	ACRB_ECOLI	C6EL02_ECOBD	B	Multidrug efflux system protein (Transporter, hydrophobe/amphiphile efflux-1 (HAE1) family)	1049	1,011.50	38	46	185	34	50	161	66	122	635	42	57	116
C6EHC9_ECOBD	1	1	1	1	4	RNE_ECOLI	C6EHC9_ECOBD	F1	Fused ribonucleaseE: endoribonuclease/RNA-binding protein/RNA degradosome binding protein (EC 3.1.4.-) (Ribonuclease, Rne/Rng family)	1061	1,604.88	80	112	574	32	37	97	52	76	462	50	60	163
C6EB19_ECOBD	1	1	1	1	4	CARB_ECOLI	C6EB19_ECOBD	A	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase ammonia chain)	1073	9.755.622	33	39	92	23	25	28	17	17	32	6	8	8
C6EAP0_ECOBD	1	1	1	0	3	YEGE_ECOLI	C6EAP0_ECOBD	B	Diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(S) (Predicted diguanylate cyclase, GGDEF domain signalling protein)	1105	1,391.66	1	1	1	1	1	1	1	1	1			
C6ECW6_ECOBD	1	1	1	1	4	YJEP_ECOLI	C6ECW6_ECOBD	B	MscS Mechanosensitive ion channel (Predicted mechanosensitive channel)	1107	8.184.189	25	26	51	22	25	48	48	62	133	33	37	49
C6EKZ9_ECOBD	1	1	1	1	4	KEFA_ECOLI	C6EKZ9_ECOBD	B	Fused conserved protein (MscS Mechanosensitive ion channel)	1120	1,344.64	31	34	51	27	32	43	54	64	150	30	35	41
C6EJ47_ECOBD	1	1	0	0	2	EX5C_ECOLI	C6EJ47_ECOBD	A	Exodeoxyribonuclease V, gamma subunit (EC 3.1.11.5) (Exonuclease V (RecBCD complex), gamma chain) (EC 3.1.11.5)	1122	1,291.66	1	1	1	1	1	1						
C6EEF3_ECOBD	1	1	0	0	2	BCSC_ECOLI	C6EEF3_ECOBD	G	Cellulose synthase operon C domain protein (Cellulose synthase subunit)	1157	1,583.85	1	1	1	1	1	1						
C6EAA1_ECOBD	1	1	0	0	2	DPO3A_ECOLI	C6EAA1_ECOBD	A	DNA polymerase III subunit alpha (EC 2.7.7.7) (DNA polymerase III, alpha subunit)	1160	8.024.782	19	20	41	6	6	6						
C6EGX8_ECOBD	1	1	1	0	3	MFD_ECOLI	C6EGX8_ECOBD	A	Transcription-repair coupling factor	1164	1,018.49	22	23	25	1	1	1	1	1	3			
C6EBN0_ECOBD	1	1	0	0	2	T1RK_ECOLI	C6EBN0_ECOBD	A	Endonuclease R (EC 3.1.21.3) (Type I site-specific deoxyribonuclease) (EC 3.1.21.3)	1170	2,134.11	4	4	6	1	1	2						
C6EEW7_ECOBD	1	0	1	0	2	NIFJ_ECOLI	C6EEW7_ECOBD	A	Pyruvate-flavodoxin oxidoreductase (EC 1.2.7.-)	1174	9.255.141	11	11	14				1	1	1			
C6EE05_ECOBD	1	1	1	1	4	METH_ECOLI	C6EE05_ECOBD	A	B12-dependent methionine synthase (EC 2.1.1.13) (Methionine synthase)	1227	9.465.316	54	60	100	15	15	18	8	8	19	5	5	6
C6EEP7_ECOBD	1	1	1	0	3	NARZ_ECOLI	C6EEP7_ECOBD	F1	Nitrate reductase 2 (NRZ), alpha subunit (EC 1.7.99.4) (Nitrate reductase, alpha subunit)	1246	9.654.324	1	1	1	1	1	1	1	1	1			
C6EGN9_ECOBD	1	0	0	0	1	NARG_ECOLI	C6EGN9_ECOBD	F1	Nitrate reductase 1, alpha subunit (EC 1.7.99.4) (Nitrate reductase, alpha subunit)	1247	1,130.61	17	18	18									
C6ECC4_ECOBD	1	1	1	1	4	YTFN_ECOLI	C6ECC4_ECOBD	B	Putative uncharacterized protein (Putative uncharacterized protein ytfN)	1259	8.044.574	18	18	30	17	17	25	14	14	21	3	3	3
C6EGL5_ECOBD	1	1	1	1	4	YHDP_ECOLI	C6EGL5_ECOBD	H	Conserved membrane protein, predicted transporter (Uncharacterized protein YhdP)	1266	1,017.58	18	23	26	17	22	22	19	19	26	4	4	4
C6EEV0_ECOBD	1	1	1	1	4	HRPA_ECOLI	C6EEV0_ECOBD	A	ATP-dependent helicase HrpA	1300	1,130.64	26	26	37	21	21	23	4	4	7	1	1	1
C6EHJ3_ECOBD	1	1	0	0	2	PUTA_ECOLI	C6EHJ3_ECOBD	F1	Delta-1-pyrroline-5-carboxylate dehydrogenase (Fused DNA-binding transcriptional regulator/proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase) (EC 1.5.1.12) (EC 1.5.99.8)	1320	1,694.99	9	9	16	7	7	9						
C6EI92_ECOBD	1	1	1	0	3	FTSK_ECOLI	C6EI92_ECOBD	B	Cell divisionFtsK/SpoIIIE (DNA-binding membrane protein required for chromosome resolution and partitioning)	1342	1,134.57	6	6	9	5	5	6	2	2	3			
C6EE32_ECOBD	1	1	1	1	4	RPOB_ECOLI	C6EE32_ECOBD	A	DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta)	1342	1,081.52	45	47	92	15	17	21	20	20	22	6	6	7
C6EE31_ECOBD	1	1	1	1	4	RPOC_ECOLI	C6EE31_ECOBD	A	DNA-directed RNA polymerase (EC 2.7.7.6)	1407	8.524.322	76	88	343	53	64	162	57	64	177	27	29	54
C6EI58_ECOBD	1	1	1	1	4	MUKB_ECOLI	C6EI58_ECOBD	A	Chromosome partition protein mukB (Structural maintenance of chromosome-related protein)	1486	1,894.94	38	38	61	31	31	39	10	10	14	3	3	3
C6EID7_ECOBD	1	1	1	1	4	ACFD_ECOLI	C6EID7_ECOBD	E	Lipoprotein AcfD-like protein	1520	1,189.61	22	27	87	23	30	74	34	48	129	26	34	54
C6EKI9_ECOBD	1	1	1	1	4	YFHM_ECOLI	C6EKI9_ECOBD	E	Alpha-2-macroglobulin domain protein (Putative uncharacterized protein yfhM)	1653	9.745.154	29	30	66	25	26	53	41	41	94	21	22	27
C6EJ57_ECOBD	0	0	1	1	2	YGDI_ECOLI	C6EJ57_ECOBD	I	Putative uncharacterized protein (Putative uncharacterized protein ygdI)	75	1,322.61							2	2	2	1	1	1
