Merge ID	1DG005_L2s_NSAF	1DG005_PEL_L2_NSAF	1DG006_L6_NSAF	1DG010_L1_NSAF	# Studies	TableS4_BL21_DE3_ProteomeV8 Duplicates	BL21(DE3) Entry name (Uniprot)	Subcellular Location (Uniprot)	TatP D-score	Protein Len	Protein MW	Unique Peptides	Unique Spectra	Total #spectra	Protein MW	Protein Len	Unique Peptides	Unique Spectra	Total #spectra	Protein MW	Protein Len	Unique Peptides	Unique Spectra	Total #spectra	Protein MW	Protein Len	Unique Peptides	Unique Spectra	Total #spectra
C6EKL6_ECOBD	1	1	0	0	2	YFGD_ECOLI	C6EKL6_ECOBD	A	Arsenate reductase (Predicted oxidoreductase)	119	1,406.80	1	1	1	1,406.80	119	1	1	1										
C6EKK8_ECOBD	0	0	0	0	0	YFGF_ECOLI	C6EKK8_ECOBD	B	Diguanylate cyclase/phosphodiesterase (Predicted inner membrane protein)																				
C6EKK6_ECOBD	1	1	1	1	4	YFGG_ECOLI	C6EKK6_ECOBD	B	Putative uncharacterized protein (Putative uncharacterized protein yfgG)	63	1,658.83	1	1	4	1,658.83	63	1	2	5	1,658.83	63	1	2	5	1,658.83	63	1	1	2
C6EKK4_ECOBD	0	0	0	0	0	YFGH_ECOLI	C6EKK4_ECOBD	I	17 kDa surface antigen																				
C6EKK3_ECOBD	0	0	0	0	0	YFGI_ECOLI	C6EKK3_ECOBD	G	Putative uncharacterized protein (Putative uncharacterized protein yfgI)																				
C6EKJ9_ECOBD	0	0	0	0	0	YFGJ_ECOLI	C6EKJ9_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein yfgJ)																				
C6EKJ7_ECOBD	1	1	1	1	4	YFGL_ECOLI	C6EKJ7_ECOBD	I	Outer membrane assembly lipoprotein YfgL (Protein assembly complex, lipoprotein component)	392	1,803.86	10	11	20	1,803.86	392	10	12	15	2,975.58	392	12	14	23	1,011.51	392	8	8	11
C6EKJ6_ECOBD	1	1	1	1	4	YFGM_ECOLI	C6EKJ6_ECOBD	B	Putative uncharacterized protein (Putative uncharacterized protein yfgM)	206	8.123.937	25	38	154	2,604.32	206	22	37	98	8.133.778	206	24	40	106	2,222.09	206	17	22	45
C6EKF3_ECOBD	1	0	1	0	2	YFHA_ECOLI	C6EKF3_ECOBD	A	Predicted DNA-binding response regulator in two-component system (Putative two component, sigma54 specific, transcriptional regulator, Fis family)	444	9.794.955	1	1	1						7.304.095	444	2	2	10					
C6EK28_ECOBD	1	1	1	1	4	YFHB_ECOLI	C6EK28_ECOBD	B	HAD superfamily (Subfamily IF) hydrolase, YfhB	211	1,141.67	3	3	5	1,190.65	211	2	2	2	1,269.68	211	4	4	4	1,141.67	211	1	1	1
C6EKF2_ECOBD	0	0	1	0	1	YFHG_ECOLI	C6EKF2_ECOBD	I	Putative uncharacterized protein (Putative uncharacterized protein yfhG)											1,470.75	237	1	1	2					
C6EK27_ECOBD	0	0	0	0	0	YFHH_ECOLI	C6EK27_ECOBD	B	Predicted DNA-binding transcriptional regulator (Transcriptional regulator, RpiR family)																				
C6EKF1_ECOBD	1	1	1	1	4	YFHK_ECOLI	C6EKF1_ECOBD	B	Histidine kinase (Predicted sensory kinase in two-component system)	475	1,418.79	12	13	13	1,418.79	475	12	14	15	7.003.889	475	22	27	44	1,191.62	475	11	12	21
C6EK26_ECOBD	0	0	0	0	0	YFHL_ECOLI	C6EK26_ECOBD	A	4Fe-4S ferredoxin iron-sulfur binding domain protein (Predicted 4Fe-4S cluster-containing protein)																				
C6EKI9_ECOBD	1	1	1	1	4	YFHM_ECOLI	C6EKI9_ECOBD	E	Alpha-2-macroglobulin domain protein (Putative uncharacterized protein yfhM)	1653	9.745.154	29	30	66	957.584	1653	25	26	53	8.404.576	1653	41	41	94	9.874.201	1653	21	22	27
C6EKH3_ECOBD	0	0	0	0	0	YFHR_ECOLI	C6EKH3_ECOBD	B	Putative enzyme																				
C6EJY7_ECOBD	0	0	0	0	0	YFIB_ECOLI	C6EJY7_ECOBD	I	OmpA/MotB domain protein (Predicted outer membrane lipoprotein)																				
C6EK09_ECOBD	0	0	0	0	0	YFIE_ECOLI	C6EK09_ECOBD	B	Predicted DNA-binding transcriptional regulator (Transcriptional regulator, LysR family)																				
C6EK05_ECOBD	1	1	1	1	4	YFIF_ECOLI	C6EK05_ECOBD	A	Predicted methyltransferase (EC 2.1.1.-) (tRNA/rRNA methyltransferase (SpoU))	345	9.434.369	12	14	18	1,668.93	345	1	1	1	2,209.08	345	3	3	4	1,374.69	345	4	4	4
C6EJZ7_ECOBD	0	0	0	0	0	YFIH_ECOLI	C6EJZ7_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein yfiH)																				
C6EJZ0_ECOBD	0	0	0	0	0	YFIL_ECOLI	C6EJZ0_ECOBD	I	Putative uncharacterized protein (Putative uncharacterized protein yfiL)																				
C6EK00_ECOBD	0	0	0	0	0	YFIM_ECOLI	C6EK00_ECOBD	E	Putative lipoprotein																				
C6EJY8_ECOBD	0	0	0	0	0	YFIN_ECOLI	C6EJY8_ECOBD	B	Diguanylate cyclase																				
C6EJZ5_ECOBD	1	1	1	1	4	YFIO_ECOLI	C6EJZ5_ECOBD	I	Outer membrane assembly lipoprotein YfiO (Predicted lipoprotein)	245	8.884.323	26	36	94	971.542	245	25	34	55	1,322.64	245	22	33	68	8.884.323	245	22	26	42
C6EK03_ECOBD	0	0	0	0	0	YFIP_ECOLI	C6EK03_ECOBD	A	DTW domain containing protein (Putative uncharacterized protein yfiP)																				
C6EK02_ECOBD	1	0	0	0	1	YFIQ_ECOLI	C6EK02_ECOBD	A	Fused predicted acyl-CoA synthetase: NAD(P)-binding subunit/ATP-binding subunit (GCN5-related N-acetyltransferase)	886	9.966.202	3	3	3															
C6EJY9_ECOBD	0	0	0	0	0	YFIR_ECOLI	C6EJY9_ECOBD	G	Putative uncharacterized protein (Putative uncharacterized protein yfiR)																				
C6EJY0_ECOBD	1	1	1	1	4	YFJD_ECOLI	C6EJY0_ECOBD	B	Putative uncharacterized protein	420	1,987.05	15	19	34	1,987.05	420	15	22	48	1,018.52	420	21	30	57	9.556.088	420	14	19	26
C6EJX5_ECOBD	0	0	0	0	0	YFJF_ECOLI	C6EJX5_ECOBD	A	Protein rnfH																				
C6EJX4_ECOBD	0	0	0	0	0	YFJG_ECOLI	C6EJX4_ECOBD	A	Cyclase/dehydrase (Putative uncharacterized protein yfjG)																				
C6EJV4_ECOBD	0	0	0	0	0	YGAC_ECOLI	C6EJV4_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein ygaC)																				
C6EJT1_ECOBD	0	0	0	0	0	YGAD_ECOLI	C6EJT1_ECOBD	A	CinA domain protein (Competence damage-inducible protein A)																				
C6EJW1_ECOBD	0	0	0	0	0	YGAE_ECOLI	C6EJW1_ECOBD	A	DNA-binding transcriptional dual regulator (Transcriptional regulator, GntR family)																				
C6EJW5_ECOBD	1	1	1	0	3	YGAF_ECOLI	C6EJW5_ECOBD	B	FAD dependent oxidoreductase (Predicted enzyme)	422	1,436.78	1	1	5	1,436.78	422	2	2	5	1,436.78	422	1	1	2					
C6EJU3_ECOBD	0	0	0	0	0	YGAH_ECOLI	C6EJU3_ECOBD	B	Predicted inner membrane protein (Putative uncharacterized protein)																				
C6EJV3_ECOBD	1	1	1	0	3	YGAM_ECOLI	C6EJV3_ECOBD	B	Putative uncharacterized protein	109	1,029.61	2	2	2	1,029.61	109	2	2	2	1,029.61	109	4	4	9					
C6EJV7_ECOBD	1	1	1	1	4	YGAP_ECOLI	C6EJV7_ECOBD	B	Predicted inner membrane protein with hydrolase activity (Rhodanese domain protein)	174	881.4	8	11	24	881.4	174	8	11	17	1,024.63	174	4	5	8	1,024.63	174	3	4	6
C6EJW0_ECOBD	1	1	1	1	4	YGAU_ECOLI	C6EJW0_ECOBD	A	Peptidoglycan-binding LysM (Putative uncharacterized protein ygaU)	149	9.685.524	15	16	60	9.685.524	149	13	13	25	1,372.76	149	10	10	31	1,898.06	149	10	11	17
C6EJV8_ECOBD	0	0	0	0	0	YGAV_ECOLI	C6EJV8_ECOBD	A	Predicted DNA-binding transcriptional regulator (Transcriptional regulator, ArsR family)																				
C6EJV5_ECOBD	0	0	0	0	0	YGAW_ECOLI	C6EJV5_ECOBD	B	Predicted inner membrane protein (Putative uncharacterized protein)																				
C6EJU4_ECOBD	1	1	1	1	4	YGAZ_ECOLI	C6EJU4_ECOBD	B	AzlC family protein (Predicted transporter)	245	2,154.91	2	2	2	2,154.91	245	2	2	2	1,983.02	245	1	1	4	1,983.02	245	1	1	1
C6EJD6_ECOBD	0	0	0	0	0	YGBA_ECOLI	C6EJD6_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein ygbA)																				
C6EJB8_ECOBD	0	0	0	0	0	YGBE_ECOLI	C6EJB8_ECOBD	B	Conserved inner membrane protein (Putative uncharacterized protein)																				
C6EJD2_ECOBD	1	0	0	0	1	YGBI_ECOLI	C6EJD2_ECOBD	A	Transcriptional regulator, DeoR family	255	1,131.59	7	8	22															
C6EJD1_ECOBD	0	0	0	0	0	YGBJ_ECOLI	C6EJD1_ECOBD	B	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60) (Predicted dehydrogenase, with NAD(P)-binding Rossmann-fold domain)																				
C6EJD0_ECOBD	0	0	0	0	0	YGBK_ECOLI	C6EJD0_ECOBD	A	Putative uncharacterized protein ygbK (Type III effector Hrp-dependent outers)																				
C6EJC9_ECOBD	0	0	0	0	0	YGBL_ECOLI	C6EJC9_ECOBD	A	Class II aldolase/adducin family protein (Putative uncharacterized protein ygbL)																				
C6EJC8_ECOBD	0	0	0	0	0	YGBM_ECOLI	C6EJC8_ECOBD	A	Hydroxypyruvate isomerase (EC 5.3.1.22) (Putative uncharacterized protein ygbM)																				
C6EJC7_ECOBD	0	0	1	0	1	YGBN_ECOLI	C6EJC7_ECOBD	B	Gluconate transporter (Predicted transporter)											6.444.091	454	2	2	2					
C6EJ97_ECOBD	0	0	0	0	0	YGCE_ECOLI	C6EJ97_ECOBD	A	Carbohydrate kinase FGGY (Predicted kinase)																				
C6EJ96_ECOBD	1	1	0	0	2	YGCF_ECOLI	C6EJ96_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein ygcF)	223	1,120.62	4	6	21	1,321.67	223	1	1	1										
C6EJ94_ECOBD	0	0	0	0	0	YGCG_ECOLI	C6EJ94_ECOBD	B	Putative uncharacterized protein (Putative uncharacterized protein ygcG)																				
C6EJA6_ECOBD	0	0	0	0	0	YGCN_ECOLI	C6EJA6_ECOBD	A	FAD dependent oxidoreductase (Predicted oxidoreductase with FAD/NAD(P)-binding domain) (EC 1.5.5.-)																				
C6EJA5_ECOBD	0	0	0	0	0	YGCO_ECOLI	C6EJA5_ECOBD	A	Predicted 4Fe-4S cluster-containing protein (Putative uncharacterized protein)																				
C6EJA4_ECOBD	0	0	0	0	0	YGCP_ECOLI	C6EJA4_ECOBD	A	Glycerol-3-phosphate responsive antiterminator, GlpP (Predicted anti-terminator regulatory protein)																				
C6EJA3_ECOBD	0	0	0	0	0	YGCQ_ECOLI	C6EJA3_ECOBD	A	Electron transfer flavoprotein alpha subunit (Predicted flavoprotein)																				
C6EJA2_ECOBD	0	0	0	0	0	YGCR_ECOLI	C6EJA2_ECOBD	A	Electron transfer flavoprotein alpha/beta-subunit (Predicted flavoprotein)																				
C6EJA1_ECOBD	0	0	0	0	0	YGCS_ECOLI	C6EJA1_ECOBD	B	Major facilitator superfamily MFS_1																				
C6EJ99_ECOBD	0	0	0	0	0	YGCW_ECOLI	C6EJ99_ECOBD	A	Predicted deoxygluconate dehydrogenase (Short-chain dehydrogenase/reductase SDR)																				
C6EJ45_ECOBD	0	0	0	0	0	YGDB_ECOLI	C6EJ45_ECOBD	G	Putative uncharacterized protein (Putative uncharacterized protein ygdB)																				
C6EJ59_ECOBD	0	0	0	0	0	YGDD_ECOLI	C6EJ59_ECOBD	B	Conserved inner membrane protein (Putative uncharacterized protein)																				
C6EJ77_ECOBD	1	1	1	0	3	YGDH_ECOLI	C6EJ77_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein ygdH)	454	9.945.177	2	2	2	1,185.65	454	1	1	1	1,185.65	454	1	1	1					
C6EJ57_ECOBD	0	0	1	1	2	YGDI_ECOLI	C6EJ57_ECOBD	I	Putative uncharacterized protein (Putative uncharacterized protein ygdI)											2,186.03	75	2	2	2	1,322.61	75	1	1	1
C6EJ55_ECOBD	0	0	0	0	0	YGDK_ECOLI	C6EJ55_ECOBD	A	Cysteine desulfurase, sulfur acceptor subunit CsdE (Predicted Fe-S metabolism protein)																				
C6EJ54_ECOBD	1	1	0	0	2	YGDL_ECOLI	C6EJ54_ECOBD	B	Putative uncharacterized protein ygdL (UBA/THIF-type NAD/FAD binding protein)	268	8.213.822	1	1	2	8.213.822	268	1	1	1										
C6EJ36_ECOBD	0	0	0	0	0	YGDQ_ECOLI	C6EJ36_ECOBD	B	Integral membrane protein TerC (Predicted inner membrane protein)																				
C6EJ35_ECOBD	0	0	0	0	0	YGDR_ECOLI	C6EJ35_ECOBD	I	Putative uncharacterized protein (Putative uncharacterized protein ygdR)																				
C6EJ28_ECOBD	0	0	0	0	0	YGEA_ECOLI	C6EJ28_ECOBD	A	Aspartate racemase (Predicted racemase)																				
C6EIP3_ECOBD	1	1	1	1	4	YGER_ECOLI	C6EIP3_ECOBD	I	Peptidase M23 (Tetratricopeptide repeat transcriptional regulator)	251	1,144.62	10	10	12	1,144.62	251	10	10	12	8.804.636	251	5	5	6	1,162.64	251	7	7	8
C6EIN9_ECOBD	0	0	0	0	0	YGEV_ECOLI	C6EIN9_ECOBD	A	PAS modulated sigma54 specific transcriptional regulator, Fis family (Predicted DNA-binding transcriptional regulator)																				
C6EIN8_ECOBD	0	0	0	0	0	YGEW_ECOLI	C6EIN8_ECOBD	A	Carbamoyltransferase YgeW																				
C6EIN6_ECOBD	0	0	0	0	0	YGEY_ECOLI	C6EIN6_ECOBD	A	M20/DapE family protein YgeY (Putative uncharacterized protein ygeY)																				
C6EIJ7_ECOBD	0	0	0	0	0	YGFA_ECOLI	C6EIJ7_ECOBD	A	5-formyltetrahydrofolate cyclo-ligase																				
C6EIJ9_ECOBD	0	0	0	0	0	YGFB_ECOLI	C6EIJ9_ECOBD	A	YecA family protein																				
C6EIK6_ECOBD	0	0	0	0	0	YGFF_ECOLI	C6EIK6_ECOBD	A	Predicted NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain (Short-chain dehydrogenase/reductase SDR)																				
C6EII9_ECOBD	0	0	0	0	0	YGFH_ECOLI	C6EII9_ECOBD	A	Propionyl-CoA:succinate-CoA transferase (EC 2.8.3.-) (Succinate CoA transferase) (EC 3.1.2.1)																				
C6EII8_ECOBD	0	0	0	0	0	YGFI_ECOLI	C6EII8_ECOBD	A	Predicted DNA-binding transcriptional regulator (Transcriptional regulator, LysR family)																				
C6EIN1_ECOBD	0	0	0	0	0	YGFJ_ECOLI	C6EIN1_ECOBD	A	Molybdenum hydroxylase accessory protein, YgfJ family (Putative uncharacterized protein ygfJ)																				
C6EIN0_ECOBD	0	0	0	0	0	YGFK_ECOLI	C6EIN0_ECOBD	A	Predicted oxidoreductase, Fe-S subunit (Selenate reductase YgfK)																				
C6EIM8_ECOBD	0	0	0	0	0	YGFM_ECOLI	C6EIM8_ECOBD	A	Predicted oxidoreductase (Selenate reductase, FAD-binding subunit)																				
C6EIM3_ECOBD	0	0	0	0	0	YGFS_ECOLI	C6EIM3_ECOBD	A	4Fe-4S ferredoxin iron-sulfur binding domain protein																				
C6EIM2_ECOBD	0	0	0	0	0	YGFT_ECOLI	C6EIM2_ECOBD	A	Fused predicted oxidoreductase: Fe-S subunit/nucleotide-binding subunit (Glutamate synthase, small subunit)																				
C6EIM1_ECOBD	0	0	0	0	0	YGFU_ECOLI	C6EIM1_ECOBD	B	Predicted transporter (Xanthine permease)																				
C6EIL2_ECOBD	1	1	1	1	4	YGFX_ECOLI	C6EIL2_ECOBD	B	Putative uncharacterized protein (Putative uncharacterized protein ygfX)	135	1,163.59	2	2	2	1,163.59	135	3	3	4	7.263.274	135	2	2	4	1,128.64	135	2	2	4
C6EIL1_ECOBD	0	0	0	0	0	YGFY_ECOLI	C6EIL1_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein ygfY)																				
C6EIL0_ECOBD	0	0	0	0	0	YGFZ_ECOLI	C6EIL0_ECOBD	A	Folate-binding protein YgfZ (Putative global regulator)																				
C6EII1_ECOBD	0	0	0	0	0	YGGC_ECOLI	C6EII1_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein yggC)																				
C6EII0_ECOBD	0	0	0	0	0	YGGD_ECOLI	C6EII0_ECOBD	A	Mannitol repressor, MtlR (Predicted DNA-binding transcriptional regulator)																				
C6EII7_ECOBD	1	1	1	1	4	YGGE_ECOLI	C6EII7_ECOBD	G	Putative uncharacterized protein (Putative uncharacterized protein yggE)	246	8.754.581	19	20	69	8.754.581	246	15	20	42	1,770.85	246	24	43	114	1,736.96	246	15	17	26
C6EIH9_ECOBD	0	0	0	0	0	YGGF_ECOLI	C6EIH9_ECOBD	A	Fructose-1,6-bisphosphatase, class II (EC 3.1.3.11) (Predicted hexoseP phosphatase)																				
C6EIH3_ECOBD	1	1	1	1	4	YGGG_ECOLI	C6EIH3_ECOBD	I	Peptidase M48 Ste24p	252	1,277.67	7	8	9	1,277.67	252	8	9	9	1,391.73	252	11	15	17	1,360.74	252	10	10	11
C6EIF1_ECOBD	0	0	0	0	0	YGGL_ECOLI	C6EIF1_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein yggL)																				
C6EIF5_ECOBD	0	0	0	0	0	YGGM_ECOLI	C6EIF5_ECOBD	G	Putative uncharacterized protein																				
C6EIF3_ECOBD	1	1	1	1	4	YGGN_ECOLI	C6EIF3_ECOBD	G	Putative uncharacterized protein (Putative uncharacterized protein yggN)	239	9.184.891	1	1	1	9.184.891	239	1	1	1	1,046.58	239	3	3	3	9.184.891	239	1	1	1
C6EIG1_ECOBD	0	0	0	0	0	YGGR_ECOLI	C6EIG1_ECOBD	A	Twitching motility protein																				
C6EIG0_ECOBD	0	0	0	0	0	YGGS_ECOLI	C6EIG0_ECOBD	A	Alanine racemase domain protein (Predicted enzyme)																				
C6EIF9_ECOBD	1	1	1	1	4	YGGT_ECOLI	C6EIF9_ECOBD	B	Predicted inner membrane protein (Putative uncharacterized protein)	188	1,093.67	1	1	3	1,093.67	188	1	1	2	1,093.67	188	1	2	5	2,206.30	188	2	2	2
C6EIF8_ECOBD	0	0	0	0	0	YGGU_ECOLI	C6EIF8_ECOBD	A	Putative uncharacterized protein																				
C6EIF6_ECOBD	0	0	0	0	0	YGGW_ECOLI	C6EIF6_ECOBD	A	Oxygen-independent coproporphyrinogen III oxidase (EC 1.3.99.22)																				
C6EHY9_ECOBD	0	0	0	0	0	YGHA_ECOLI	C6EHY9_ECOBD	A	Oxidoreductase (Short-chain dehydrogenase/reductase SDR)																				
C6EHY5_ECOBD	1	1	1	0	3	YGHB_ECOLI	C6EHY5_ECOBD	B	Conserved inner membrane protein (SNARE associated Golgi protein)	219	9.835.674	1	1	1	9.835.674	219	1	1	1	9.835.674	219	1	1	3					
C6EIE2_ECOBD	1	1	0	0	2	YGHD_ECOLI	C6EIE2_ECOBD	B	General secretion pathway M protein	178	1,118.58	1	1	1	1,118.58	178	1	1	1										
C6EIE0_ECOBD	0	0	0	0	0	YGHF_ECOLI	C6EIE0_ECOBD	G	General secretion pathway protein C																				
C6EID9_ECOBD	0	0	0	0	0	YGHG_ECOLI	C6EID9_ECOBD	I	Uncharacterized lipoprotein YghG																				
C6EI09_ECOBD	0	0	0	0	0	YGHQ_ECOLI	C6EI09_ECOBD	B	Polysaccharide biosynthesis protein																				
C6EI08_ECOBD	0	0	0	0	0	YGHR_ECOLI	C6EI08_ECOBD	B	Predicted protein with nucleoside triphosphate hydrolase domain (Putative uncharacterized protein)																				
C6EI07_ECOBD	0	0	0	0	0	YGHS_ECOLI	C6EI07_ECOBD	B	Uncharacterized ATP-binding protein YghS																				
C6EI06_ECOBD	0	0	0	0	0	YGHT_ECOLI	C6EI06_ECOBD	B	Predicted protein with nucleoside triphosphate hydrolase domain (Putative uncharacterized protein)																				
C6EI03_ECOBD	0	0	0	0	0	YGHU_ECOLI	C6EI03_ECOBD	F1	Glutathione S-transferase domain protein (Predicted S-transferase)																				
C6EHZ3_ECOBD	0	0	1	0	1	YGHW_ECOLI	C6EHZ3_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein yghW)											1,263.58	95	1	1	1					
C6EHZ1_ECOBD	0	0	1	1	2	YGHZ_ECOLI	C6EHZ1_ECOBD	A	Aldo-keto reductase (Aldo/keto reductase)											716.405	346	1	1	8	716.405	346	1	1	2
C6EHV7_ECOBD	1	1	1	1	4	YGIB_ECOLI	C6EHV7_ECOBD	A	UPF0441 protein ygiB	223	1,562.82	5	6	13	8.514.258	223	5	6	9	8.514.258	223	9	14	22	9.334.537	223	6	8	10
C6EHV6_ECOBD	0	0	1	0	1	YGIC_ECOLI	C6EHV6_ECOBD	A	Predicted enzyme (Trypanothione synthase) (EC 6.3.1.9)											1,050.53	386	1	1	1					
C6EHV5_ECOBD	0	0	0	0	0	YGID_ECOLI	C6EHV5_ECOBD	A	Extradiol ring-cleavage dioxygenase class III protein subunit B (Predicted dioxygenase)																				
C6EHU1_ECOBD	0	0	0	0	0	YGIF_ECOLI	C6EHU1_ECOBD	A	Adenylate cyclase (Predicted adenylate cyclase)																				
C6EHV0_ECOBD	0	0	0	0	0	YGIL_ECOLI	C6EHV0_ECOBD	G	Fimbrial protein (Predicted fimbrial-like adhesin protein)																				
C6EHU0_ECOBD	1	1	1	1	4	YGIM_ECOLI	C6EHU0_ECOBD	B	Predicted signal transduction protein (SH3 domain) (SH3 domain protein)	206	1,030.55	21	29	108	1,030.55	206	21	31	54	1,288.67	206	23	41	103	9.145.306	206	18	25	42
C6EHW4_ECOBD	1	1	0	0	2	YGIN_ECOLI	C6EHW4_ECOBD	A	Antibiotic biosynthesis monooxygenase (Quinol monooxygenase)	104	1,061.60	1	1	1	1,061.60	104	1	1	1										
C6EHX8_ECOBD	0	0	0	0	0	YGIQ_ECOLI	C6EHX8_ECOBD	A	UPF0313 protein ygiQ																				
C6EHX3_ECOBD	0	0	0	0	0	YGIS_ECOLI	C6EHX3_ECOBD	G	Extracellular solute-binding protein family 5 (Predicted transporter subunit: periplasmic-binding component of ABC superfamily)																				
C6EHX2_ECOBD	0	0	0	0	0	YGIT_ECOLI	C6EHX2_ECOBD	A	Predicted DNA-binding transcriptional regulator (Transcriptional regulator, XRE family)																				
C6EHX0_ECOBD	0	0	0	0	0	YGIV_ECOLI	C6EHX0_ECOBD	A	Predicted transcriptional regulator (Transcription activator effector binding)																				
C6EHW9_ECOBD	0	0	0	0	0	YGIW_ECOLI	C6EHW9_ECOBD	G	Putative uncharacterized protein (Putative uncharacterized protein ygiW)																				
C6EHW6_ECOBD	0	0	0	0	0	YGIZ_ECOLI	C6EHW6_ECOBD	B	Conserved inner membrane protein (Putative uncharacterized protein)																				
C6EHS2_ECOBD	0	0	0	0	0	YGJH_ECOLI	C6EHS2_ECOBD	A	Putative uncharacterized protein ygjH (T-RNA-binding domain protein)																				
C6EHR8_ECOBD	0	0	0	0	0	YGJI_ECOLI	C6EHR8_ECOBD	B	Amino acid permease-associated region (Predicted transporter)																				
C6EHR7_ECOBD	0	0	0	0	0	YGJJ_ECOLI	C6EHR7_ECOBD	G	Putative uncharacterized protein (Putative uncharacterized protein ygjJ)																				
C6EHR6_ECOBD	0	0	0	0	0	YGJK_ECOLI	C6EHR6_ECOBD	G	Glycosyl hydrolase (Predicted glycosyl hydrolase)																				
C6EHR4_ECOBD	0	0	0	0	0	YGJM_ECOLI	C6EHR4_ECOBD	A	Predicted DNA-binding transcriptional regulator (Transcriptional regulator, XRE family)																				
C6EHR3_ECOBD	0	0	0	0	0	YGJN_ECOLI	C6EHR3_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein ygjN)																				
C6EHR1_ECOBD	0	0	0	0	0	YGJP_ECOLI	C6EHR1_ECOBD	A	Predicted metal dependent hydrolase (Putative uncharacterized protein)																				
C6EHR0_ECOBD	0	0	0	0	0	YGJQ_ECOLI	C6EHR0_ECOBD	B	Predicted thioredoxin-like protein (Putative uncharacterized protein)																				
C6EHQ9_ECOBD	0	0	0	0	0	YGJR_ECOLI	C6EHQ9_ECOBD	A	Oxidoreductase domain protein																				
C6EHQ4_ECOBD	0	0	0	0	0	YGJV_ECOLI	C6EHQ4_ECOBD	B	Conserved inner membrane protein (Putative uncharacterized protein)																				
C6EHA4_ECOBD	0	0	0	0	0	YHAB_ECOLI	C6EHA4_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein yhaB)																				
C6EHA3_ECOBD	0	0	0	0	0	YHAC_ECOLI	C6EHA3_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein yhaC)																				
C6EHN9_ECOBD	1	1	1	1	4	YHAH_ECOLI	C6EHN9_ECOBD	B	Predicted inner membrane protein (Putative uncharacterized protein)	121	9.995.148	1	1	4	9.995.148	121	1	1	4	9.995.148	121	1	1	2	9.995.148	121	1	1	1
C6EHN8_ECOBD	0	0	0	0	0	YHAI_ECOLI	C6EHN8_ECOBD	B	Predicted inner membrane protein (Putative uncharacterized protein)																				
C6EHN7_ECOBD	0	0	0	0	0	YHAJ_ECOLI	C6EHN7_ECOBD	A	Predicted DNA-binding transcriptional regulator (Transcriptional regulator, LysR family)																				
C6EHN6_ECOBD	0	0	0	0	0	YHAK_ECOLI	C6EHN6_ECOBD	A	Pirin domain protein (Predicted pirin-related protein)																				
C6EHB5_ECOBD	0	0	0	0	0	YHAL_ECOLI	C6EHB5_ECOBD	A	Putative uncharacterized protein (Putative uncharacterized protein yhaL)																				
C6EHB3_ECOBD	0	0	0	0	0	YHAO_ECOLI	C6EHB3_ECOBD	B	Serine transporter																				
C6EH43_ECOBD	0	0	1	0	1	YHBE_ECOLI	C6EH43_ECOBD	B	Conserved inner membrane protein (Putative uncharacterized protein)											1,024.55	321	1	1	1					
C6EH22_ECOBD	1	1	1	1	4	YHBJ_ECOLI	C6EH22_ECOBD	A	UPF0042 nucleotide-binding protein yhbJ	284	2,142.13	3	3	8	2,142.13	284	3	3	5	1,574.78	284	3	3	5	1,574.78	284	1	1	1
C6EH72_ECOBD	0	0	0	0	0	YHBO_ECOLI	C6EH72_ECOBD	A	Intracellular protease, PfpI family (Predicted intracellular protease)																				
C6EH71_ECOBD	1	0	0	0	1	YHBP_ECOLI	C6EH71_ECOBD	A	UPF0306 protein yhbP	147	1,274.63	1	1	1															
C6EH70_ECOBD	0	0	0	0	0	YHBQ_ECOLI	C6EH70_ECOBD	A	Excinuclease ABC C subunit domain protein																				
C6EH69_ECOBD	1	0	0	0	1	YHBS_ECOLI	C6EH69_ECOBD	A	GCN5-related N-acetyltransferase (Predicted acyltransferase with acyl-CoA N-acyltransferase domain)	167	2,277.31	1	1	1															
C6EH68_ECOBD	0	0	0	0	0	YHBT_ECOLI	C6EH68_ECOBD	A	Predicted lipid carrier protein (Sterol-binding domain protein)																				
C6EH67_ECOBD	0	0	0	0	0	YHBU_ECOLI	C6EH67_ECOBD	A	Peptidase U32 (Predicted peptidase (Collagenase-like))																				
C6EH66_ECOBD	0	0	0	0	0	YHBV_ECOLI	C6EH66_ECOBD	A	Peptidase U32 (Predicted protease)																				
C6EH65_ECOBD	1	0	0	0	1	YHBW_ECOLI	C6EH65_ECOBD	A	Luciferase-like monooxygenase (Predicted enzyme)	335	2,302.23	1	1	1															
