Accession	Gene names (PREFERRED)	Gene names (ALTERNATIVE)	Gene names	Gene names (OLN)	Entry name	Subcellular locations	Protein existence	Protein family	Protein names	Gene Ontology ID	Keywords	Length	Gene location
A5A614	yciZ		b4596	JW1277	YCIZ_ECOLI		Inferred from homology	UPF0509 family	UPF0509 protein yciZ		Complete proteome	57	
O32528	ypdI		b2376	JW2373	YPDI_ECOLI	"Cell membrane; Lipid-anchor. "	Predicted		Uncharacterized lipoprotein ypdI	GO:0005886	"Cell membrane; Complete proteome; Lipoprotein; Membrane; Palmitate; Signal"	91	
O32583	thiS	thiG1	b4407	JW3955	THIS_ECOLI		Evidence at protein level	Sulfur carrier protein ThiS family	Sulfur carrier protein ThiS (Thiamine biosynthesis protein ThiS)	"GO:0000166; GO:0009228"	"3D-structure; Complete proteome; Nucleotide-binding; Thiamine biosynthesis; Thioester bond"	66	
P00350	gnd		b2029	JW2011	6PGD_ECOLI		Evidence at protein level	6-phosphogluconate dehydrogenase family	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	"GO:0019521; GO:0050661; GO:0055114; GO:0006098; GO:0004616; GO:0042803"	"3D-structure; Complete proteome; Gluconate utilization; NADP; Oxidoreductase; Pentose shunt"	468	
P00363	frdA		b4154	JW4115	FRDA_ECOLI		Evidence at protein level	FAD-dependent oxidoreductase 2 family, FRD/SDH subfamily	Fumarate reductase flavoprotein subunit (EC 1.3.99.1)	"GO:0050660; GO:0009061; GO:0001539; GO:0005737; GO:0009055; GO:0022900; GO:0006113; GO:0009296; GO:0016020; GO:0005515; GO:0000104; GO:0006810"	"3D-structure; Complete proteome; Electron transport; FAD; Flavoprotein; Oxidoreductase; Transport"	602	
P00370	gdhA		b1761	JW1750	DHE4_ECOLI		Evidence at protein level	Glu/Leu/Phe/Val dehydrogenases family	NADP-specific glutamate dehydrogenase (NADP-GDH) (EC 1.4.1.4)	"GO:0005488; GO:0005737; GO:0006537; GO:0004354; GO:0055114"	"Complete proteome; Direct protein sequencing; NADP; Oxidoreductase"	447	
P00393	ndh		b1109	JW1095	DHNA_ECOLI	Cell membrane. 	Evidence at protein level	NADH dehydrogenase family	NADH dehydrogenase (EC 1.6.99.3)	"GO:0050660; GO:0008137; GO:0019646; GO:0044459; GO:0006810"	"3D-structure; Cell membrane; Complete proteome; Direct protein sequencing; Electron transport; FAD; Flavoprotein; Membrane; NAD; Oxidoreductase; Transport; Ubiquinone"	434	
P00448	sodA		b3908	JW3879	SODM_ECOLI		Evidence at protein level	Iron/manganese superoxide dismutase family	Superoxide dismutase [Mn] (EC 1.15.1.1) (MnSOD)	"GO:0005737; GO:0046872; GO:0055114; GO:0019430; GO:0004784"	"3D-structure; Complete proteome; Direct protein sequencing; Manganese; Metal-binding; Oxidoreductase"	206	
P00452	nrdA	dnaF	b2234	JW2228	RIR1_ECOLI		Evidence at protein level	Ribonucleoside diphosphate reductase large chain family	Ribonucleoside-diphosphate reductase 1 subunit alpha (EC 1.17.4.1) (Protein B1) (Ribonucleoside-diphosphate reductase 1 R1 subunit) (Ribonucleotide reductase 1)	"GO:0005524; GO:0006260; GO:0009263; GO:0015949; GO:0055114; GO:0005515; GO:0004748; GO:0005971"	"3D-structure; ATP-binding; Acetylation; Allosteric enzyme; Alternative initiation; Complete proteome; DNA replication; Direct protein sequencing; Disulfide bond; Nucleotide-binding; Oxidoreductase"	761	
P00509	aspC		b0928	JW0911	AAT_ECOLI	Cytoplasm. 	Evidence at protein level	Class-I pyridoxal-phosphate-dependent aminotransferase family	Aspartate aminotransferase (AspAT) (EC 2.6.1.1) (Transaminase A)	"GO:0004069; GO:0033585; GO:0004838; GO:0006532; GO:0005829; GO:0016212; GO:0042803; GO:0030170"	"3D-structure; Aminotransferase; Complete proteome; Cytoplasm; Direct protein sequencing; Pyridoxal phosphate; Transferase"	396	
P00547	thrB		b0003	JW0002	KHSE_ECOLI	Cytoplasm. 	Evidence at protein level	GHMP kinase family, Homoserine kinase subfamily	Homoserine kinase (HK) (HSK) (EC 2.7.1.39)	"GO:0005524; GO:0005737; GO:0004413; GO:0009088"	"ATP-binding; Amino-acid biosynthesis; Complete proteome; Cytoplasm; Kinase; Nucleotide-binding; Threonine biosynthesis; Transferase"	310	
P00550	mtlA		b3599	JW3573	PTM3C_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level		"PTS system mannitol-specific EIICBA component (EIICBA-Mtl) (EII-Mtl) [Includes: Mannitol permease IIC component (PTS system mannitol-specific EIIC component); Mannitol-specific phosphotransferase enzyme IIB component (EC 2.7.1.69) (PTS system mannitol-specific EIIB component); Mannitol-specific phosphotransferase enzyme IIA component (EC 2.7.1.-) (PTS system mannitol-specific EIIA component)]"	"GO:0016021; GO:0016301; GO:0009401; GO:0005886; GO:0005515; GO:0008982; GO:0005351"	"3D-structure; Cell inner membrane; Cell membrane; Complete proteome; Kinase; Membrane; Phosphotransferase system; Sugar transport; Transferase; Transmembrane; Transmembrane helix; Transport"	637	
P00561	thrA	thrA1 thrA2	b0002	JW0001	AK1H_ECOLI		Evidence at protein level	"Aspartokinase family; Homoserine dehydrogenase family"	"Bifunctional aspartokinase/homoserine dehydrogenase 1 (Aspartokinase I/homoserine dehydrogenase I) (AKI-HDI) [Includes: Aspartokinase (EC 2.7.2.4); Homoserine dehydrogenase (EC 1.1.1.3)]"	"GO:0005524; GO:0050661; GO:0016597; GO:0004072; GO:0009090; GO:0004412; GO:0009089; GO:0055114; GO:0009088"	"ATP-binding; Allosteric enzyme; Amino-acid biosynthesis; Complete proteome; Direct protein sequencing; Kinase; Multifunctional enzyme; NADP; Nucleotide-binding; Oxidoreductase; Repeat; Threonine biosynthesis; Transferase"	820	
P00562	metL	metM	b3940	JW3911	AK2H_ECOLI		Evidence at protein level	"Aspartokinase family; Homoserine dehydrogenase family"	"Bifunctional aspartokinase/homoserine dehydrogenase 2 (Aspartokinase II/homoserine dehydrogenase II) (AKII-HDII) [Includes: Aspartokinase (EC 2.7.2.4); Homoserine dehydrogenase (EC 1.1.1.3)]"	"GO:0005524; GO:0050661; GO:0004072; GO:0009090; GO:0004412; GO:0009089; GO:0009086; GO:0055114"	"ATP-binding; Amino-acid biosynthesis; Complete proteome; Direct protein sequencing; Kinase; Methionine biosynthesis; Multifunctional enzyme; NADP; Nucleotide-binding; Oxidoreductase; Transferase"	810	
P00579	rpoD	alt	b3067	JW3039	RPOD_ECOLI		Evidence at protein level	Sigma-70 factor family	RNA polymerase sigma factor rpoD (Sigma-70)	"GO:0003677; GO:0005515; GO:0006355; GO:0009408; GO:0003700; GO:0016987; GO:0006352; GO:0030528"	"3D-structure; Complete proteome; DNA-binding; Sigma factor; Transcription; Transcription regulation"	613	
P75936	flgD	fla FIV flaV	b1075	JW1062	FLGD_ECOLI		Inferred from homology	FlgD family	Basal-body rod modification protein flgD	GO:0043064	"Bacterial flagellum biogenesis; Complete proteome"	231
P75937	flgE	fla FV flaK	b1076	JW1063	FLGE_ECOLI	Bacterial flagellum basal body. 	Evidence at protein level	Flagella basal body rod proteins family	Flagellar hook protein flgE	"GO:0030694; GO:0009424; GO:0001539; GO:0003774; GO:0005515; GO:0005198"	"Bacterial flagellum; Complete proteome"	402
P75938	flgF	fla FVI flaX	b1077	JW1064	FLGF_ECOLI	Bacterial flagellum basal body. 	Inferred from homology	Flagella basal body rod proteins family	Flagellar basal-body rod protein flgF (Putative proximal rod protein)	"GO:0009425; GO:0001539; GO:0043064; GO:0003774; GO:0005198"	"Bacterial flagellum; Complete proteome"	251
P75942	flgJ	fla FX flaZ	b1081	JW1068	FLGJ_ECOLI	Periplasm. 	Inferred from homology	"FlgJ family; Glycosyl hydrolase 73 family"	Peptidoglycan hydrolase flgJ (EC 3.2.1.-) (Muramidase flgJ)	"GO:0004040; GO:0009288; GO:0010382; GO:0007047; GO:0001539; GO:0009296; GO:0016798; GO:0003774; GO:0009253; GO:0042597"	"Bacterial flagellum biogenesis; Cell wall biogenesis/degradation; Complete proteome; Glycosidase; Hydrolase; Periplasm"	313
P75946	ycfL		b1104	JW1090	YCFL_ECOLI		Predicted		Uncharacterized protein ycfL		Complete proteome	125
P75949	nagZ	ycfO	b1107	JW1093	NAGZ_ECOLI	Cytoplasm. 	Evidence at protein level	Glycosyl hydrolase 3 family, NagZ subfamily	Beta-hexosaminidase (EC 3.2.1.52) (Beta-N-acetylhexosaminidase) (N-acetyl-beta-glucosaminidase)	"GO:0004563; GO:0007049; GO:0051301; GO:0007047; GO:0005737; GO:0009252; GO:0009254; GO:0008360"	"Cell cycle; Cell division; Cell shape; Cell wall biogenesis/degradation; Complete proteome; Cytoplasm; Glycosidase; Hydrolase; Peptidoglycan synthesis"	341
P75952	ycfQ		b1111	JW5159	YCFQ_ECOLI		Predicted		Uncharacterized HTH-type transcriptional regulator ycfQ	"GO:0003677; GO:0006355; GO:0003700; GO:0016566; GO:0006350"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	210
P75955	ycfT		b1115	JW1101	YCFT_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level	Acyltransferase 3 family	Inner membrane protein ycfT	"GO:0016021; GO:0005886; GO:0016747"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix"	357
P75961	ycfZ		b1121	JW1107	YCFZ_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level		Inner membrane protein ycfZ	"GO:0016021; GO:0005886"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix"	262
P75962	ymfA		b1122	JW5164	YMFA_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level		Inner membrane protein ymfA	"GO:0006928; GO:0016021; GO:0005886"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix"	153
P75988	ycgX		b1161	JW1148	YCGX_ECOLI		Predicted		Uncharacterized protein ycgX		Complete proteome	134
P75989	ycgE		b1162	JW1149	YCGE_ECOLI		Evidence at protein level		HTH-type transcriptional repressor YcgE	"GO:0003677; GO:0032582; GO:0000166; GO:0005515; GO:0003700; GO:0016566; GO:0006350"	"Complete proteome; DNA-binding; Repressor; Transcription; Transcription regulation"	243
P75990	ycgF		b1163	JW1150	YCGF_ECOLI		Evidence at protein level		Blue light- and temperature-regulated antirepressor YcgF (Blrp)	"GO:0050660; GO:0043433; GO:0009881; GO:0018298; GO:0050896; GO:0070491"	"Chromophore; Complete proteome; FAD; Flavoprotein; Photoreceptor protein; Receptor; Sensory transduction"	403
P75991	ycgZ		b1164	JW1151	YCGZ_ECOLI		Evidence at transcript level		Probable two-component-system connector protein YcgZ		Complete proteome	78
P75992	ymgA		b1165	JW1152	YMGA_ECOLI		Evidence at transcript level		Probable two-component-system connector protein YmgA	GO:0042710	Complete proteome	90
P75994	ymgC		b1167	JW1154	YMGC_ECOLI		Evidence at transcript level		Uncharacterized protein YmgC	GO:0042710	Complete proteome	82
P76001	ycgJ		b1177	JW1166	YCGJ_ECOLI		Predicted		Uncharacterized protein ycgJ		"Complete proteome; Signal"	122
P76002	ycgK		b1178	JW1167	YCGK_ECOLI		Evidence at protein level		Uncharacterized protein ycgK	"GO:0008233; GO:0005515; GO:0006508"	"Complete proteome; Signal"	133
P76004	ycgM		b1180	JW1169	YCGM_ECOLI		Evidence at protein level	FAH family	Uncharacterized protein ycgM	"GO:0003824; GO:0046872"	"3D-structure; Complete proteome; Metal-binding"	219
P76008	ldcA	ycgQ	b1192	JW1181	LDCA_ECOLI	Cytoplasm. 	Evidence at protein level	Peptidase S66 family	Murein tetrapeptide carboxypeptidase (EC 3.4.16.-) (LD-carboxypeptidase A) (Muramoyltetrapeptide carboxypeptidase)	"GO:0004180; GO:0007047; GO:0005737; GO:0009252; GO:0008360; GO:0008236"	"Carboxypeptidase; Cell shape; Cell wall biogenesis/degradation; Complete proteome; Cytoplasm; Hydrolase; Peptidoglycan synthesis; Protease; Serine protease"	304
P76010	ycgR		b1194	JW1183	YCGR_ECOLI	Bacterial flagellum basal body. 	Evidence at protein level	YcgR family	Flagellar brake protein YcgR (Cyclic di-GMP binding protein YcgR)	"GO:0009425; GO:0035438; GO:0060286"	"Bacterial flagellum; Complete proteome; Nucleotide-binding; c-di-GMP"	244
P76011	ymgE	tag	b1195	JW1184	YMGE_ECOLI	"Cell membrane; Multi-pass membrane protein. "	Inferred from homology	UPF0410 family	UPF0410 protein ymge (Transglycosylase-associated gene protein)	"GO:0016021; GO:0005886"	"Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix"	84
P76012	ycgY		b1196	JW1185	YCGY_ECOLI		Predicted		Uncharacterized protein ycgY		Complete proteome	146
P76014	dhaL	ycgS	b1199	JW5186	DHAL_ECOLI		Evidence at protein level		PTS-dependent dihydroxyacetone kinase, ADP-binding subunit dhaL (EC 2.7.-.-)	"GO:0005524; GO:0006071; GO:0004371"	"3D-structure; ATP-binding; Complete proteome; Glycerol metabolism; Kinase; Nucleotide-binding; Transferase"	210
P76015	dhaK	ycgT	b1200	JW5187	DHAK_ECOLI		Evidence at protein level		PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit dhaK (EC 2.7.-.-)	"GO:0005829; GO:0006071; GO:0004371; GO:0005515"	"3D-structure; Complete proteome; Glycerol metabolism; Kinase; Transferase"	356
P76016	dhaR	ycgU	b1201	JW5188	DHAR_ECOLI		Predicted		PTS-dependent dihydroxyacetone kinase operon regulatory protein	"GO:0005524; GO:0003677; GO:0006071; GO:0005622; GO:0017111; GO:0006355; GO:0003700; GO:0004871; GO:0006350; GO:0016563; GO:0008134; GO:0016564"	"ATP-binding; Activator; Complete proteome; DNA-binding; Glycerol metabolism; Nucleotide-binding; Repressor; Transcription; Transcription regulation"	639
P76017	ycgV		b1202	JW1193	YCGV_ECOLI		Predicted		Uncharacterized protein ycgV	"GO:0007155; GO:0019867"	Complete proteome	955
P76027	oppD		b1246	JW1238	OPPD_ECOLI	"Cell inner membrane; Peripheral membrane protein. "	Inferred from homology	ABC transporter superfamily	Oligopeptide transport ATP-binding protein oppD	"GO:0005524; GO:0016887; GO:0015640; GO:0005886; GO:0015031"	"ATP-binding; Cell inner membrane; Cell membrane; Complete proteome; Membrane; Nucleotide-binding; Peptide transport; Protein transport; Transport"	337
P76034	yciT		b1284	JW1276	YCIT_ECOLI		Predicted		Uncharacterized HTH-type transcriptional regulator yciT	"GO:0003677; GO:0005622; GO:0006355; GO:0003700; GO:0006350; GO:0016564"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	249
P76035	yciW		b1287	JW5200	YCIW_ECOLI		Predicted		Uncharacterized protein yciW		Complete proteome	375
P76041	ycjM		b1309	JW1302	SUCP_ECOLI		Inferred from homology	Sucrose phosphorylase family	Putative sucrose phosphorylase (EC 2.4.1.7) (Sucrose glucosyltransferase)	"GO:0043169; GO:0005985; GO:0009018"	"Complete proteome; Glycosyltransferase; Transferase"	559
P76042	ycjN		b1310	JW1303	YCJN_ECOLI	Periplasm. 	Inferred from homology	Bacterial solute-binding protein 1 family	Putative ABC transporter periplasmic-binding protein ycjN	"GO:0042597; GO:0005215"	"Complete proteome; Periplasm; Signal; Transport"	430
P76043	ycjQ		b1313	JW1306	YCJQ_ECOLI		Inferred from homology	Zinc-containing alcohol dehydrogenase family	Uncharacterized zinc-type alcohol dehydrogenase-like protein ycjQ (EC 1.-.-.-)	"GO:0055114; GO:0016491; GO:0008270"	"Complete proteome; Metal-binding; Oxidoreductase; Zinc"	350
P76044	ycjR		b1314	JW5202	YCJR_ECOLI		Inferred from homology	Hyi family	Uncharacterized protein ycjR		Complete proteome	262
P76045	ompG		b1319	JW1312	OMPG_ECOLI	"Cell outer membrane; Multi-pass membrane protein. "	Evidence at protein level		Outer membrane protein G	"GO:0045203; GO:0006811; GO:0005886; GO:0046930; GO:0015288"	"3D-structure; Cell membrane; Cell outer membrane; Complete proteome; Direct protein sequencing; Ion transport; Membrane; Porin; Signal; Transmembrane; Transmembrane beta strand; Transport"	301
P76046	ycjX		b1321	JW1314	YCJX_ECOLI		Evidence at protein level		Uncharacterized protein ycjX	GO:0005524	"ATP-binding; Acetylation; Complete proteome; Nucleotide-binding"	465
P76052	abgB	ydaI	b1337	JW1331	ABGB_ECOLI		Evidence at protein level		Aminobenzoyl-glutamate utilization protein B	"GO:0016787; GO:0005515"	Complete proteome	481
P76053	ydaL		b1340	JW1334	YDAL_ECOLI		Predicted		Uncharacterized protein ydaL		Complete proteome	187
P76061	ydaG		b1355	JW5210	YDAG_ECOLI		Evidence at protein level		Uncharacterized protein ydaG		Complete proteome	44
P76068	ynaK		b1365	JW1359	YNAK_ECOLI		Predicted		Uncharacterized protein ynaK	GO:0003677	Complete proteome	87
P76076	ydbL		b1383	JW5216	YDBL_ECOLI		Predicted		Uncharacterized protein ydbL		"Complete proteome; Signal"	108
P76090	ynbA		b1408	JW1405	YNBA_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level		Inner membrane protein ynbA	"GO:0016021; GO:0008654; GO:0016780; GO:0005886"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix"	201
P76091	ynbB		b1409	JW1406	YNBB_ECOLI	"Cell membrane; Multi-pass membrane protein. "	Inferred from homology	CDS family	Uncharacterized protein ynbB	"GO:0016021; GO:0005886; GO:0016772"	"Cell membrane; Complete proteome; Membrane; Transferase; Transmembrane; Transmembrane helix"	298
P76092	ynbC		b1410	JW1407	YNBC_ECOLI		Evidence at protein level		Uncharacterized protein ynbC	GO:0005515	Complete proteome	585
P76096	mokB		b1420	JW5882	MOKB_ECOLI		Predicted		Regulatory protein mokB		Complete proteome	55
P76097	ydcJ		b1423	JW1419	YDCJ_ECOLI		Predicted		Uncharacterized protein ydcJ		Complete proteome	447
P76100	ydcK		b1428	JW1424	YDCK_ECOLI		Inferred from homology	Transferase hexapeptide repeat family	Uncharacterized acetyltransferase ydcK (EC 2.3.1.-)	GO:0008415	"Acyltransferase; Complete proteome; Repeat; Transferase"	326
P76103	ydcO		b1433	JW5229	YDCO_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level		Inner membrane protein ydcO	"GO:0016021; GO:0005886"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix"	391
P76104	ydcP		b1435	JW1431	YDCP_ECOLI		Evidence at protein level	Peptidase U32 family	Uncharacterized protease ydcP (EC 3.4.-.-)	"GO:0008233; GO:0005515; GO:0006508"	"Complete proteome; Hydrolase; Protease; Signal"	653
P76108	ydcS		b1440	JW1435	YDCS_ECOLI	Periplasm. 	Inferred from homology	Bacterial solute-binding protein potD/potF family	Putative ABC transporter periplasmic-binding protein ydcS	"GO:0030288; GO:0005215"	"Complete proteome; Periplasm; Signal; Transport"	381
P76111	ydcZ		b1447	JW1442	YDCZ_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level		Inner membrane protein ydcZ	"GO:0006928; GO:0016021; GO:0005886; GO:0005515"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix"	149
P76112	yncA		b1448	JW5233	YNCA_ECOLI		Inferred from homology	Acetyltransferase family, PAT/BAR subfamily	Uncharacterized N-acetyltransferase yncA (EC 2.3.1.-)	GO:0008080	"Acyltransferase; Complete proteome; Transferase"	172
P76113	yncB		b1449	JW5907	YNCB_ECOLI		Inferred from homology	NADP-dependent oxidoreductase L4BD family	Putative NADP-dependent oxidoreductase yncB (EC 1.-.-.-)	"GO:0055114; GO:0016491; GO:0008270"	"Complete proteome; NADP; Oxidoreductase"	345
P76115	yncD		b1451	JW1446	YNCD_ECOLI	"Cell outer membrane; Peripheral membrane protein. "	Inferred from homology	TonB-dependent receptor family	Probable tonB-dependent receptor yncD	"GO:0009279; GO:0016021; GO:0005886; GO:0004872; GO:0005215"	"Cell membrane; Cell outer membrane; Complete proteome; Membrane; Receptor; Signal; TonB box; Transmembrane; Transmembrane beta strand"	700
P76116	yncE		b1452	JW1447	YNCE_ECOLI		Evidence at protein level		Uncharacterized protein YncE	GO:0005515	"Complete proteome; Signal"	353
P76117	yncG		b1454	JW1449	YNCG_ECOLI		Inferred from homology	GST superfamily, Beta family	Uncharacterized GST-like protein yncG	GO:0016740	"Complete proteome; Transferase"	205
P76118	yncH		b1455	JW5235	YNCH_ECOLI		Predicted		Uncharacterized protein yncH		Complete proteome	70
P76121	yddH		b1462	JW1457	YDDH_ECOLI		Inferred from homology	Flavoredoxin family	Uncharacterized protein yddH	GO:0010181	"Complete proteome; FMN; Flavoprotein"	189
P76127	bdm	yddX	b1481	JW5239	BDM_ECOLI		Evidence at transcript level		Protein bdm (Biofilm-dependent modulation protein)		Complete proteome	71
P76134	ydeM		b1497	JW1492	YDEM_ECOLI		Evidence at protein level	Radical SAM superfamily, Anaerobic sulfatase-maturating enzyme family	Anaerobic sulfatase-maturating enzyme homolog ydeM (AnSME homolog)	"GO:0051539; GO:0003824; GO:0046872; GO:0005515"	"4Fe-4S; Complete proteome; Iron; Iron-sulfur; Metal-binding; S-adenosyl-L-methionine"	385
P76135	ydeO		b1499	JW1494	YDEO_ECOLI		Evidence at transcript level		HTH-type transcriptional regulator ydeO	"GO:0005622; GO:0006355; GO:0043565; GO:0003700; GO:0006350; GO:0016563"	"Activator; Complete proteome; DNA-binding; Transcription; Transcription regulation"	253
P76145	tam	yneD	b1519	JW1512	TAM_ECOLI	Cytoplasm. 	Evidence at protein level	Methyltransferase superfamily, Tam family	Trans-aconitate 2-methyltransferase (EC 2.1.1.144)	"GO:0005737; GO:0030798"	"Complete proteome; Cytoplasm; Direct protein sequencing; Methyltransferase; S-adenosyl-L-methionine; Transferase"	252
P76146	yneE		b1520	JW5245	YNEE_ECOLI	"Cell membrane; Multi-pass membrane protein. "	Inferred from homology	UPF0187 family	UPF0187 protein yneE	"GO:0006928; GO:0016021; GO:0005886"	"Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix"	304
P76148	yneG		b1523	JW1516	YNEG_ECOLI		Predicted		Uncharacterized protein yneG		Complete proteome	119
P76149	yneI		b1525	JW5247	YNEI_ECOLI		Evidence at protein level	Aldehyde dehydrogenase family	Aldehyde dehydrogenase-like protein yneI (EC 1.2.1.-)	"GO:0006527; GO:0005737; GO:0009450; GO:0055114; GO:0009447; GO:0009013; GO:0004777"	"Complete proteome; NADP; Oxidoreductase"	462
P76150	yneK		b1527	JW1520	YNEK_ECOLI		Evidence at protein level		Uncharacterized protein yneK	GO:0005515	Complete proteome	371
P76169	ynfA		b1582	JW1574	YNFA_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level	UPF0060 family	UPF0060 membrane protein ynfA	GO:0005887	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix"	108
P76170	ynfB		b1583	JW1575	YNFB_ECOLI		Evidence at protein level	UPF0482 family	UPF0482 protein ynfB	GO:0005515	"Complete proteome; Signal"	113
P76172	ynfD		b1586	JW5259	YNFD_ECOLI		Evidence at protein level		Uncharacterized protein ynfD		"Complete proteome; Direct protein sequencing; Signal"	101
P76173	ynfH		b1590	JW5261	YNFH_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Inferred from homology		Anaerobic dimethyl sulfoxide reductase chain ynfH (DMSO reductase anchor subunit ynfH)	"GO:0019645; GO:0016021; GO:0016491; GO:0005886"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Oxidoreductase; Transmembrane; Transmembrane helix"	284
P76176	ydgD		b1598	JW1590	YDGD_ECOLI		Inferred from homology	Peptidase S1B family	Uncharacterized serine protease ydgD (EC 3.4.21.-)	"GO:0006508; GO:0004252"	"Complete proteome; Hydrolase; Protease; Serine protease; Signal"	273
P76177	ydgH		b1604	JW1596	YDGH_ECOLI		Evidence at protein level		Protein ydgH		"Complete proteome; Signal"	314
P76180	ydgK		b1626	JW1618	YDGK_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level		Inner membrane protein ydgK	"GO:0016021; GO:0005886"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix"	146
P76182	rnfD	ydgO	b1630	JW1622	RNFD_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Inferred from homology	NqrB/rnfD family	Electron transport complex protein rnfD	"GO:0022900; GO:0016021; GO:0005886; GO:0006810"	"Cell inner membrane; Cell membrane; Complete proteome; Electron transport; Membrane; Transmembrane; Transmembrane helix; Transport"	352
P76185	ydhJ		b1644	JW1636	YDHJ_ECOLI	"Membrane; Single-pass membrane protein. "	Inferred from homology	Membrane fusion protein (MFP) (TC 8.A.1) family	Uncharacterized protein ydhJ	"GO:0016021; GO:0009306; GO:0008565"	"Complete proteome; Membrane; Transmembrane; Transmembrane helix"	285
P76186	ydhK		b1645	JW1637	YDHK_ECOLI	"Cell membrane; Multi-pass membrane protein. "	Inferred from homology	Aromatic acid exporter ArAE (TC 2.A.85) family	Uncharacterized transporter ydhK	"GO:0016021; GO:0005886; GO:0006810"	"Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	670
P76187	ydhF		b1647	JW1639	YDHF_ECOLI		Evidence at protein level	Aldo/keto reductase 2 family	Oxidoreductase ydhF (EC 1.-.-.-)	"GO:0055114; GO:0016491"	"3D-structure; Complete proteome; NADP; Oxidoreductase"	298
P76190	ydhO		b1655	JW5270	YDHO_ECOLI		Inferred from homology	NlpC/p60 family	Uncharacterized protein ydhO		"Complete proteome; Signal"	271
P76192	ydhV		b1673	JW5272	YDHV_ECOLI		Inferred from homology	AOR/FOR family	Uncharacterized protein ydhV	"GO:0009055; GO:0051536; GO:0055114; GO:0016625"	"Complete proteome; Oxidoreductase"	700
P76193	ynhG		b1678	JW1668	YNHG_ECOLI	Periplasm. 	Evidence at protein level	YkuD family	Probable L,D-transpeptidase YnhG (EC 2.-.-.-)	"GO:0043164; GO:0016998; GO:0007047; GO:0016807; GO:0009252; GO:0008954; GO:0042597; GO:0008360; GO:0016755; GO:0016757"	"Cell shape; Cell wall biogenesis/degradation; Complete proteome; Glycosyltransferase; Hydrolase; Peptidoglycan synthesis; Periplasm; Signal; Transferase"	334
P76194	sufE	ynhA	b1679	JW1669	SUFE_ECOLI	Cytoplasm. 	Evidence at protein level	SufE family	Cysteine desulfuration protein sufE	GO:0005737	"3D-structure; Complete proteome; Cytoplasm"	138
P76196	ydiL		b1689	JW1679	YDIL_ECOLI		Predicted		Uncharacterized protein ydiL	GO:0003677	Complete proteome	118
P76198	ydiN		b1691	JW5274	YDIN_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level	Major facilitator superfamily	Inner membrane transport protein ydiN	"GO:0016021; GO:0005886; GO:0055085"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	421
P76201	ydiQ		b1697	JW5276	YDIQ_ECOLI		Inferred from homology	ETF beta-subunit/fixA family	Putative electron transfer flavoprotein subunit ydiQ	"GO:0009055; GO:0022900; GO:0006810"	"Complete proteome; Electron transport; FAD; Flavoprotein; Transport"	254
P76206	ydiY		b1722	JW1711	YDIY_ECOLI		Predicted		Uncharacterized protein ydiY		"Complete proteome; Signal"	252
P76208	yniB		b1726	JW1715	YNIB_ECOLI	"Cell membrane; Multi-pass membrane protein. "	Predicted		Uncharacterized protein yniB	"GO:0016021; GO:0005886"	"Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix"	178
