K12 Entry name (Uniprot)	BL21(DE3) Entry name (Uniprot)	Subcellular Location (Uniprot)	Common Core 	Gene Ontology ID (Uniprot)	Category	1st Secr Sys	2nd Secr Sys	SignalP SP HMM	Smax HMM	SignalP SP NN	D-score NN	LipoP S	Peptidase	Score	Helixes Predicted	Expected No aas in helixes	Expected No aas in helixes in first 60 aas	Phobius Signal	Phobius TMHs	TatP Signal	TatP D-score	Uniprot Description	Pseudogenes / Mobile Elements Notes
YJEK_ECOLI	C6ECX9_ECOBD		 	"GO:0051536; GO:0050066"	A			0	0	0	0		CYT 		0	0.02	0.00		0	54	0.034	Lysine 2,3-aminomutase YodO family protein (EC 5.4.3.2) (Predicted lysine aminomutase)	 
YJEM_ECOLI	C6ECW7_ECOBD		 	"GO:0015171; GO:0016021"	B	SEC		26	1.000	26	0.656		TMH 	13.029	12	264.09	42.19	23	11	32	0.123	Amino acid permease-associated region (Predicted transporter)	 
YJFC_ECOLI	C6ECG3_ECOBD		 	"GO:0005524; GO:0003824"	A			0	0	0	0		CYT 		0	0.00	0.00		0	16	0.023	Glutathionylspermidine synthase (Predicted synthetase/amidase)	 
YJFF_ECOLI	C6ECB8_ECOBD		 	"GO:0008643; GO:0016021; GO:0005886; GO:0005215"	B	SEC		31	0.610	31	0.449		TMH 	9.530	8	184.12	39.49		8	49	0.052	Inner-membrane translocator (Predicted sugar transporter subunit: membrane component of ABC superfamily)	 
YJFM_ECOLI	C6ECG4_ECOBD		 		B	SEC		0	0	2	0.449		CYT 		0	2.29	2.16		0	22	0.396	Putative uncharacterized protein (Putative uncharacterized protein yjfM)	 
BSMA_ECOLI	C6ECG0_ECOBD		 		I	SEC	LOL	31	1.000	30	0.656	24	SpII 	20.090	1	21.75	19.68	27	0	35	0.226	Putative uncharacterized protein (Putative uncharacterized protein yjfO)	 
YJFY_ECOLI	C6ECF0_ECOBD		 		G	SEC		21	1.000	21	0.831	20	SpI 	15.693	0	14.71	14.71	20	0	20	0.054	Putative uncharacterized protein (Putative uncharacterized protein yjfY)	 
YJGB_ECOLI	C6EC82_ECOBD		 	"GO:0048037; GO:0055114; GO:0016616; GO:0008270"	B	SEC		0	0	0	0		CYT 		0	2.92	0.00		0	8	0.067	Alcohol dehydrogenase GroES domain protein (Predicted alcohol dehydrogenase, Zn-dependent and NAD(P)-binding)	 
YJGD_ECOLI	C6EC96_ECOBD		 		A			0	0	0	0		CYT 		0	0.00	0.00		0	2	0.030	Putative uncharacterized protein (Putative uncharacterized protein yjgD)	 
YJGH_ECOLI	C6ECA2_ECOBD		 		A			0	0	0	0		CYT 		0	0.12	0.00		0	5	0.077	Endoribonuclease L-PSP (Predicted mRNA endoribonuclease)	 
YJGI_ECOLI	C6ECA1_ECOBD		 	"GO:0005488; GO:0055114; GO:0016491"	A			0	0	0	0		CYT 		0	0.38	0.18		0	20	0.265	Predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain (Short-chain dehydrogenase/reductase SDR)	 
YJGJ_ECOLI	C6ECA0_ECOBD		 	"GO:0003677; GO:0006355; GO:0003700; GO:0016566; GO:0006350"	A			0	0	0	0		CYT 		0	0.03	0.02		0	24	0.167	Predicted transcriptional regulator (Transcriptional regulator, TetR family)	 
YJGK_ECOLI	C6EC99_ECOBD		 		A			0	0	0	0		CYT 		0	0.00	0.00		0	20	0.032	Putative uncharacterized protein (Putative uncharacterized protein yjgK)	 
YJGN_ECOLI	C6EC94_ECOBD		 		B	SEC		0	0	0	0		TMH 	3.329	8	184.63	22.90		8	16	0.057	Conserved inner membrane protein (Putative uncharacterized protein)	 
YJHB_ECOLI	C6EC79_ECOBD		 	"GO:0016021; GO:0055085; GO:0005215"	B	SEC		0	0	0	0		TMH 	7.566	11	239.23	31.12		12	16	0.163	General substrate transporter (Predicted transporter)	 
YJHC_ECOLI	C6EC78_ECOBD		 	"GO:0005488; GO:0055114; GO:0016491"	A			0	0	0	0		CYT 		0	0.28	0.24		0	17	0.046	Oxidoreductase domain protein (Predicted oxidoreductase)	 
YJHP_ECOLI	C6EBS9_ECOBD		 	GO:0008168	A			0	0	0	0		CYT 		0	0.08	0.00		0	55	0.105	Methyltransferase type 11 (Predicted methyltransferase)	 
YJHQ_ECOLI	C6EBS8_ECOBD		 	GO:0008080	A			0	0	0	0		CYT 		0	0.20	0.00		0	53	0.046	GCN5-related N-acetyltransferase (Predicted acetyltransferase)	 
YJHS_ECOLI	C6EBS6_ECOBD		 		A			0	0	24	0		CYT 		0	0.04	0.04		0	36	0.050	Putative uncharacterized protein (Putative uncharacterized protein yjhS)	 
YJIA_ECOLI	C6EBM8_ECOBD		 		A			0	0	0	0		CYT 		0	0.57	0.57	22	0	17	0.051	Cobalamin synthesis protein P47K (Predicted GTPase)	 
YJIC_ECOLI	C6EBQ7_ECOBD		 		A			0	0	0	0		CYT 		0	0.23	0.00		0	10	0.051	Putative uncharacterized protein (Putative uncharacterized protein yjiC)	 
YJIE_ECOLI	C6EBQ2_ECOBD		 	"GO:0003677; GO:0006355; GO:0003700; GO:0006350"	B	SEC		0	0	0	0		CYT 		0	0.27	0.00		0	48	0.216	Predicted DNA-binding transcriptional regulator (Transcriptional regulator, LysR family)	 
YJIG_ECOLI	C6EBQ0_ECOBD		 	GO:0001882	B	SEC		0	0	0	0		TMH 	2.834	3	70.89	23.24		4	35	0.182	Conserved inner membrane protein (Nucleoside recognition domain protein)	 
YJIH_ECOLI	C6EBP9_ECOBD		 	GO:0001882	B	SEC		0	0	38	0		TMH 	5.268	4	85.21	22.02		4	76	0.247	Conserved inner membrane protein (Nucleoside recognition domain protein)	 
YJIJ_ECOLI	C6EBP7_ECOBD		 		B	SEC		0	0	29	0.461		TMH 	16.329	12	266.81	31.18		12	42	0.297	Predicted inner membrane protein (Putative uncharacterized protein)	 
YJIK_ECOLI	C6EBP6_ECOBD		 		B	SEC		31	0.998	18	0.485	30	SpI 	8.589	1	20.12	20.11		1	38	0.103	SdiA-regulated domain protein	 
YJIL_ECOLI	C6EBP4_ECOBD		 	"GO:0018522; GO:0055114"	A			0	0	0	0		CYT 		0	0.49	0.03		0	39	0.234	CoA-substrate-specific enzyme activase (EC 1.3.99.15) (Predicted ATPase, activator of (R)-hydroxyglutaryl-CoA dehydratase)	 
YJIM_ECOLI	C6EBP3_ECOBD		 		A			0	0	0	0		CYT 		0	0.01	0.00		0	50	0.081	2-hydroxyglutaryl-CoA dehydratase D-component (Predicted 2-hydroxyglutaryl-CoA dehydratase)	 
YJIN_ECOLI	C6EBP2_ECOBD		 		B	SEC		0	0.996	21	0		TMH 	11.019	3	63.41	38.63		3	46	0.197	Conserved inner membrane protein (Putative uncharacterized protein)	 
YJIX_ECOLI	C6EBM7_ECOBD		 		A			0	0	0	0		CYT 		0	0.00	0.00		0	15	0.264	Putative uncharacterized protein (Putative uncharacterized protein yjiX)	 
YJIY_ECOLI	C6EBM6_ECOBD		 	"GO:0009267; GO:0016020"	B	SEC		0	0.654	0	0		TMH 	7.292	16	350.20	42.23		16	42	0.070	Carbon starvation protein CstA (Predicted inner membrane protein)	 
YJJI_ECOLI	C6EBJ1_ECOBD		 		A			0	0	0	0		CYT 		0	0.04	0.00		0	8	0.095	Putative uncharacterized protein (Putative uncharacterized protein yjjI)	 
YJJL_ECOLI	C6EBL3_ECOBD		 	GO:0055085	B	SEC		0	0	0	0		CYT 		10	233.77	15.49		10	20	0.076	Major facilitator superfamily MFS_1 (Predicted transporter)	 
YJJN_ECOLI	C6EBL2_ECOBD		 	"GO:0055114; GO:0016491; GO:0008270"	B	SEC		0	0	0	0		CYT 		0	0.12	0.00		0	48	0.058	Alcohol dehydrogenase GroES domain protein (Predicted oxidoreductase, Zn-dependent and NAD(P)-binding)	 
YJJY_ECOLI	C6EBG9_ECOBD		 		A			0	0	0	0		CYT 		0	3.22	3.22		0	39	0.057	Putative uncharacterized protein (Putative uncharacterized protein yjjY)	 
YKGB_ECOLI	C6ELS9_ECOBD		 		B	SEC		0	0	0	0		TMH 	0.051	3	73.56	20.53		4	40	0.096	Conserved inner membrane protein (Putative uncharacterized protein)	 
YKGC_ECOLI	C6ELS7_ECOBD		 	"GO:0050660; GO:0045454; GO:0005737; GO:0055114; GO:0016491"	A			0	0	0	0		CYT 		0	1.11	0.74		0	37	0.306	Pyridine nucleotide-disulfide oxidoreductase (Pyridine nucleotide-disulphide oxidoreductase dimerisation region)	 
YKGD_ECOLI	C6ELS6_ECOBD		 	"GO:0005622; GO:0006355; GO:0043565; GO:0003700; GO:0006350"	B	SEC		0	0	0	0		CYT 		0	0.03	0.00		0	3	0.206	Predicted DNA-binding transcriptional regulator (Transcriptional regulator, AraC family)	 
YKGE_ECOLI	C6ELS4_ECOBD		 		A			0	0	0	0		CYT 		0	0.01	0.00		0	46	0.113	Predicted oxidoreductase (Putative uncharacterized protein)	 
YKGF_ECOLI	C6ELS3_ECOBD		 	"GO:0030272; GO:0005524; GO:0009055; GO:0009396; GO:0051536; GO:0055114; GO:0016491"	A			0	0	0	0		CYT 		0	0.58	0.00		0	28	0.090	Iron-sulfur cluster binding protein (Predicted amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain)	 
YKGG_ECOLI	C6ELS2_ECOBD		 	"GO:0030272; GO:0005524; GO:0009396"	A			0	0	0	0		CYT 		0	0.02	0.00		0	14	0.265	Predicted transporter (Putative uncharacterized protein)	 
YKGH_ECOLI	C6ELS1_ECOBD		 		B	SEC		0	0	30	0		CYT 		2	42.73	20.23		2	11	0.043	Predicted inner membrane protein (Putative uncharacterized protein)	 
YKGI_ECOLI	C6ELS8_ECOBD		 		G	SEC		23	1.000	23	0.780	22	SpI 	16.284	0	1.49	1.49	22	0	38	0.067	Putative uncharacterized protein (Putative uncharacterized protein ykgI)	 
YKGJ_ECOLI	C6EA35_ECOBD		 		G	SEC		25	0.771	25	0.676	24	SpI 	4.729	0	0.12	0.12		0	54	0.113	Predicted ferredoxin (Putative uncharacterized protein)	 
YKGL_ECOLI	C6ELT5_ECOBD		 		A			0	0	0	0		CYT 		0	0.00	0.00		0	19	0.150	Putative uncharacterized protein (Putative uncharacterized protein ykgL)	 
YLBE_ECOLI	C6EKU7_ECOBD		 		A			0	0	0	0		CYT 		0	0.60	0.00		0	19	0.107	Putative uncharacterized protein (Putative uncharacterized protein ylbE)	 
YLIJ_ECOLI	C6EIU5_ECOBD		 	GO:0016740	A			0	0	0	0		CYT 		0	2.68	0.00		0	19	0.074	Glutathione S-transferase domain protein (Predicted glutathione S-transferase)	 
YMDA_ECOLI	C6EHG8_ECOBD		 		G	SEC		23	0.999	23	0.922	22	SpI 	13.250	1	19.42	19.42	28	0	22	0.236	Putative uncharacterized protein (Putative uncharacterized protein ymdA)	 
YMGA_ECOLI	C6EGU9_ECOBD		 		A			0	0	0	0		CYT 		0	0.02	0.02		0	47	0.078	Ncharacterized protein YmgA (Putative uncharacterized protein ymgA)	 
YMGC_ECOLI	C6EGU7_ECOBD		 		A			0	0	0	0		CYT 		0	0.00	0.00		0	16	0.037	Putative uncharacterized protein ymgC (Uncharacterized protein YmgC)	 
YMGD_ECOLI	C6EGU4_ECOBD		 		G	SEC		20	1.000	20	0.831	19	SpI 	14.784	0	0.82	0.82	19	0	19	0.064	Putative uncharacterized protein (Putative uncharacterized protein ymgD)	 
YMGE_ECOLI	C6EC36_ECOBD		 	GO:0016021	B	SEC		0	0	0	0		TMH 	11.390	3	60.54	40.79		3	47	0.200	Conserved inner membrane protein (Transglycosylase-associated protein)	 
YMGE_ECOLI	C6EGS2_ECOBD		 	GO:0016021	B	SEC		0	0	0	0		TMH 	11.390	3	60.54	40.79		3	47	0.200	Predicted inner membrane protein (Transglycosylase-associated protein)	 
YMJA_ECOLI	C6EFT7_ECOBD		 		A			0	0	0	0		CYT 		0	0.00	0.00		0	33	0.020	Putative uncharacterized protein (Putative uncharacterized protein ymjA)	 
YNBB_ECOLI	C6EEV4_ECOBD		 	"GO:0016021; GO:0004605"	B	SEC		0	0	0	0		TMH 	8.472	9	186.82	38.46	21	7	7	0.119	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	 
YNBC_ECOLI	C6EEV3_ECOBD		 	GO:0016787	A			0	0	0	0		CYT 		0	0.21	0.00		0	27	0.141	Predicted hydrolase (Putative uncharacterized protein)	 
YNBD_ECOLI	C6EEV2_ECOBD		 	"GO:0016020; GO:0006470; GO:0004725; GO:0008138"	B	SEC		27	0.890	14	0.507		TMH 	13.364	8	161.50	34.08	33	8	46	0.090	Putative dual specificity phosphatase	 
YNBE_ECOLI	C6EEW2_ECOBD		 		I	SEC	LOL	25	0.979	25	0	16	SpII 	4.046	0	0.28	0.28	24	0	24	0.068	Predicted lipoprotein (Putative uncharacterized protein)	 
YNCA_ECOLI	C6EER5_ECOBD		 	GO:0008080	A			0	0	0	0		CYT 		0	0.12	0.10		0	15	0.068	GCN5-related N-acetyltransferase (Predicted acyltransferase with acyl-CoA N-acyltransferase domain)	 
YNCB_ECOLI	C6EER4_ECOBD		 	"GO:0055114; GO:0016491; GO:0008270"	A			0	0	0	0		CYT 		0	1.39	0.00		0	19	0.358	Alcohol dehydrogenase zinc-binding domain protein (Predicted oxidoreductase, Zn-dependent and NAD(P)-binding)	 
YNCD_ECOLI	C6EER2_ECOBD	Cell outer membrane. 	 	"GO:0009279; GO:0005886; GO:0004872; GO:0005215"	H	SEC	BAM	24	1.000	24	0.655	23	SpI 	12.870	0	0.44	0.43	23	0	23	0.037	Predicted iron outer membrane transporter (TonB-dependent receptor)	 
YNCE_ECOLI	C6EER1_ECOBD		 		G	SEC		31	1.000	31	0.866	30	SpI 	16.420	0	2.56	2.56	30	0	30	0.272	Putative uncharacterized protein (Putative uncharacterized protein yncE)	 
YNCG_ECOLI	C6EEQ8_ECOBD		 	GO:0016740	A			0	0	0	0		CYT 		0	0.34	0.17		0	57	0.025	Predicted enzyme (Putative transferase)	 
YNCH_ECOLI	C6EEQ7_ECOBD		 		B	SEC		0	0	0	0		CYT 		0	19.67	19.43	18	0	41	0.047	Putative uncharacterized protein (Putative uncharacterized protein yncH)	 
YNCJ_ECOLI	C6EES7_ECOBD		 		G	SEC		23	1.000	23	0.635	22	SpI 	8.638	0	8.72	8.72	22	0	22	0.062	Putative uncharacterized protein	 
YNEE_ECOLI	C6EEK3_ECOBD		 		B	SEC		0	0	0	0		TMH 	13.544	3	65.65	30.37		4	37	0.114	Conserved inner membrane protein (Putative uncharacterized protein)	 
YNEG_ECOLI	C6EDW6_ECOBD		 		A			0	0	0	0		CYT 		0	0.00	0.00		0	21	0.333	Putative uncharacterized protein (Putative uncharacterized protein yneG)	 
YNEJ_ECOLI	C6EDW3_ECOBD		 	"GO:0003677; GO:0006355; GO:0003700; GO:0006350"	B	SEC		0	0	0	0		CYT 		0	1.30	0.00		0	23	0.149	Predicted DNA-binding transcriptional regulator (Transcriptional regulator, LysR family)	 
YNEK_ECOLI	C6EDW2_ECOBD		 		A			0	0	0	0		CYT 		0	0.02	0.00		0	57	0.020	Putative uncharacterized protein (Putative uncharacterized protein yneK)	 
YNFB_ECOLI	C6EDR5_ECOBD		 		F3	SEC		29	1.000	29	0.762	28	SpI 	19.548	0	8.77	8.77	28	0	28	0.044	UPF0482 protein ynfB	 
YNFD_ECOLI	C6EDR2_ECOBD		 		G	SEC		22	1.000	22	0.923	21	SpI 	22.712	0	2.79	2.79	21	0	21	0.107	Putative uncharacterized protein (Putative uncharacterized protein ynfD)	 
YNFE_ECOLI	C6EDR1_ECOBD		 	"GO:0051539; GO:0009389; GO:0009055; GO:0030151; GO:0055114"	F2	TAT		43	0.999	27	0	42	SpI 	4.961	0	15.16	15.15	42	0	42	0.616	Anaerobic dimethyl sulfoxide reductase, A subunit, DmsA/YnfE family (Oxidoreductase subunit)	 
YNFF_ECOLI	C6EDR0_ECOBD		 	"GO:0051539; GO:0009389; GO:0009055; GO:0030151; GO:0055114"	F2	TAT / SEC		46	1.000	46	0.441	45	SpI 	11.124	0	2.93	2.91	45	0	45	0.535	Anaerobic dimethyl sulfoxide reductase, A subunit, DmsA/YnfE family (Oxidoreductase subunit)	 
YNFH_ECOLI	C6EDQ8_ECOBD		 	"GO:0019645; GO:0016021"	B	SEC		0	0	0	0		TMH 	13.213	8	174.98	38.58		8	95	0.127	DMSO reductase anchor subunit (DmsC) (Oxidoreductase, membrane subunit)	 
YNJB_ECOLI	C6ECK3_ECOBD		 	GO:0005215	G	SEC		21	1.000	21	0.886	20	SpI 	11.903	0	0.27	0.17	20	0	20	0.072	Extracellular solute-binding protein family 1 (Putative uncharacterized protein ynjB)	 
YNJC_ECOLI	C6ECK2_ECOBD	"Membrane; Multi-pass membrane protein. "	 	"GO:0016021; GO:0005886; GO:0005215"	B	SEC		0	0	15	0.468		TMH 	14.426	12	271.20	27.71		12	46	0.037	ABC transporter, permease protein	 
YNJD_ECOLI	C6ECK1_ECOBD		 	"GO:0005524; GO:0016887"	F1			0	0	0	0		CYT 		0	0.10	0.08		0	50	0.223	ABC transporter related (Predicted transporter subunit: ATP-binding component of ABC superfamily)	 
YNJF_ECOLI	C6ECJ9_ECOBD		 	"GO:0016020; GO:0008654; GO:0016780"	B	SEC		0	0	0	0		CYT 		5	107.93	24.05		5	42	0.092	CDP-alcohol phosphatidyltransferase (Predicted phosphatidyl transferase, inner membrane protein)	 
YNJH_ECOLI	C6ECJ7_ECOBD		 		G	SEC		19	0.994	19	0.883	18	SpI 	11.888	0	2.98	2.98	18	0	18	0.093	Putative uncharacterized protein (Putative uncharacterized protein ynjH)	 
YNJI_ECOLI	C6ECJ5_ECOBD		 		B	SEC		0	0	0	0		CYT 		2	44.90	21.31		2	36	0.060	Predicted inner membrane protein (Putative uncharacterized protein)	 
YOAF_ECOLI	C6EC38_ECOBD		 		I	SEC	LOL	0	0	24	0.673	16	SpII 	20.759	0	0.14	0.14	23	0	34	0.098	Conserved outer membrane protein (Putative uncharacterized protein)	 
YOAH_ECOLI	C6EC20_ECOBD		 		A			0	0	0	0		CYT 		0	0.00	0.00		0	43	0.116	UPF0181 protein yoaH	 
YOBA_ECOLI	C6EBY8_ECOBD		 	"GO:0005507; GO:0042597; GO:0046688"	G	SEC		27	0.997	27	0.806	26	SpI 	13.493	0	8.93	8.92	26	0	26	0.187	Copper resistance protein CopC (Putative uncharacterized protein yobA)	 
YOBF_ECOLI	C6EC06_ECOBD		 		A			0	0	0	0		CYT 		0	1.52	1.52		0	43	0.164	Putative uncharacterized protein (Putative uncharacterized protein yobF)	 
YODC_ECOLI	C6EBA9_ECOBD		 		A			0	0	0	0		CYT 		0	0.00	0.00		0	11	0.089	Putative uncharacterized protein	 
YODD_ECOLI	C6EBB2_ECOBD		 		A			0	0	0	0		CYT 		0	0.00	0.00		0	21	0.030	Putative uncharacterized protein	 
YOHD_ECOLI	C6EAH5_ECOBD		 		B	SEC		0	0	0	0		CYT 		4	90.43	37.19		4	51	0.123	Conserved inner membrane protein (SNARE associated Golgi protein)	 
YOHJ_ECOLI	C6EAH1_ECOBD	"Cell inner membrane; Multi-pass membrane protein. "	 	"GO:0016021; GO:0005886"	B	SEC		0	0	22	0		TMH 	13.998	4	87.15	43.28		4	39	0.070	UPF0299 membrane protein yohJ	 
YOJI_ECOLI	C6E9Y8_ECOBD		 	"GO:0005524; GO:0042626; GO:0016021; GO:0015197"	B	SEC		0	0.572	0	0		TMH 	12.545	6	135.15	31.72		6	34	0.064	Cyclic peptide transporter (Fused predicted multidrug transport subunits of ABC superfamily: membrane component/ATP-binding component)	 
YPDI_ECOLI	C6EL92_ECOBD		 		I	SEC	LOL	24	1.000	24	0.835	18	SpII 	12.587	1	22.24	22.24	23	0	43	0.104	Predicted lipoprotein involved in colanic acid biosynthesis (Putative uncharacterized protein)	 
YPEC_ECOLI	C6EBG4_ECOBD		 		G	SEC		22	1.000	22	0.904	21	SpI 	14.981	0	13.65	13.65	21	0	21	0.388	Putative uncharacterized protein (Putative uncharacterized protein yaaX)	 
YPEC_ECOLI	C6EL78_ECOBD		 		G	SEC		22	1.000	22	0.904	21	SpI 	14.981	0	13.65	13.65	21	0	21	0.388	Putative uncharacterized protein (Putative uncharacterized protein ypeC)	 
YPFI_ECOLI	C6EKN7_ECOBD		 	"GO:0008080; GO:0016787"	B	SEC		0	0	0	0		CYT 		0	0.06	0.00		0	98	0.059	Predicted hydrolase (Putative uncharacterized protein)	 
YPFJ_ECOLI	C6EKN6_ECOBD		 		B	SEC		0	0	0	0		CYT 		1	20.66	20.45		1	37	0.308	Putative uncharacterized protein (Putative uncharacterized protein ypfJ)	 
YPHA_ECOLI	C6EKG4_ECOBD		 		B	SEC		0	0	22	0		TMH 	13.681	4	85.27	29.53		4	57	0.136	DoxX family protein	 
YQAE_ECOLI	C6EJV9_ECOBD		 	GO:0016021	B	SEC		0	0	0	0		TMH 	6.736	2	37.13	37.13		1	45	0.080	Predicted membrane protein (Putative uncharacterized protein)	 
YQCA_ECOLI	C6EJ82_ECOBD		 	"GO:0010181; GO:0005506; GO:0055114; GO:0016491"	A			0	0	0	0		CYT 		0	0.05	0.05		0	24	0.070	Flavodoxin (Flavodoxin/nitric oxide synthase)	 
YQCC_ECOLI	C6EJ80_ECOBD		 		A			0	0	0	0		CYT 		0	0.01	0.00		0	18	0.110	Putative uncharacterized protein (Putative uncharacterized protein yqcC)	 
YQCE_ECOLI	C6EJ98_ECOBD		 	GO:0055085	B	SEC		0	0	0	0		TMH 		12	255.36	35.93		12	13	0.175	Major facilitator superfamily MFS_1 (Predicted transporter)	 
YQEH_ECOLI	C6EIP7_ECOBD		 		A			0	0	0	0		CYT 		0	0.67	0.00		0	32	0.062	Conserved protein with bipartite regulator domain (Putative uncharacterized protein)	 
YQFB_ECOLI	C6EIK8_ECOBD		 		A			0	0	0	0		CYT 		0	0.00	0.00		0	18	0.078	UPF0267 protein yqfB	 
YQGA_ECOLI	C6EIE3_ECOBD		 		B	SEC		0	0	0	0		TMH 	3.988	6	157.31	43.29		8	41	0.121	Putative uncharacterized protein	 
YQIC_ECOLI	C6EHV1_ECOBD		 		A			0	0	0	0		CYT 		0	0.00	0.00		0	11	0.026	Putative uncharacterized protein (Putative uncharacterized protein yqiC)	 
YQIG_ECOLI	C6EHU9_ECOBD	"Cell outer membrane; Multi-pass membrane protein. "	 	"GO:0009279; GO:0016021; GO:0005886; GO:0005215"	H	SEC	BAM	21	0.893	21	0		CYT 		0	0.50	0.49		0	7	0.093	Fimbrial biogenesis outer membrane usher protein	 
YQIH_ECOLI	C6EHU8_ECOBD	Periplasm. 	 	"GO:0007047; GO:0030288; GO:0005515"	H	SEC	BAM	26	1.000	26	0.761	25	SpI 	12.707	1	19.89	19.47	25	0	25	0.161	Pili assembly chaperone, N-terminal (Predicted periplasmic pilin chaperone)	 
YQII_ECOLI	C6EHU7_ECOBD		 	"GO:0007155; GO:0009289"	G	SEC		22	0.999	22	0.893	21	SpI 	14.447	0	7.46	7.45	21	0	21	0.140	Putative uncharacterized protein (Putative uncharacterized protein yqiI)	 
YQIJ_ECOLI	C6EHU5_ECOBD		 		B	SEC		0	0	0	0		TMH 	3.149	3	65.92	22.67		3	5	0.071	Predicted inner membrane protein (Putative uncharacterized protein)	 
YQJB_ECOLI	C6EHP7_ECOBD		 		B	SEC		0	0.991	22	0.516	29	SpI 	4.521	1	20.37	20.37	27	0	32	0.237	Putative uncharacterized protein (Putative uncharacterized protein yqjB)	 
YQJG_ECOLI	C6EHP1_ECOBD		 	GO:0004364	A			0	0	0	0		CYT 		0	0.02	0.00		0	41	0.306	Glutathione transferase (EC 2.5.1.18) (Predicted S-transferase)	 
YRAH_ECOLI	C6EH83_ECOBD		 	"GO:0007155; GO:0009289"	G	SEC	CU	23	1.000	23	0.719	22	SpI 	11.764	0	3.12	2.90	22	0	22	0.142	Fimbrial protein (Predicted fimbrial-like adhesin protein)	 
YRAI_ECOLI	C6EH82_ECOBD	Periplasm. 	 	"GO:0007047; GO:0030288; GO:0005515"	G	SEC		24	1.000	24	0.818	23	SpI 	14.178	1	22.34	22.31	23	0	39	0.090	Pili assembly chaperone, N-terminal (Predicted periplasmic pilin chaperone)	 
YRAJ_ECOLI	C6EH81_ECOBD	"Cell outer membrane; Multi-pass membrane protein. "	 	"GO:0009279; GO:0016021; GO:0005886; GO:0005215"	H	SEC	BAM	41	0.999	41	0.573	40	SpI 	9.330	0	0.84	0.52		0	40	0.151	Fimbrial biogenesis outer membrane usher protein (Predicted outer membrane protein)	 
YRAK_ECOLI	C6EH80_ECOBD		 		G	SEC	CU	21	1.000	21	0.908	20	SpI 	18.775	0	0.26	0.24	20	0	33	0.131	Predicted fimbrial-like adhesin protein (Putative fimbrial protein)	 
YRAM_ECOLI	C6EH78_ECOBD		 		I	SEC	LOL	0	0.626	9	0.598	26	SpII 	12.693	0	1.59	1.58	45	0	37	0.088	LppC family lipoprotein (Putative uncharacterized protein yraM)	 
YRAP_ECOLI	C6EH75_ECOBD		 		I	SEC	LOL	23	0.999	23	0.655	18	SpII 	13.040	1	21.94	21.94	21	0	34	0.166	Putative uncharacterized protein yraP (Transport-associated)	 
YRBG_ECOLI	C6EH31_ECOBD		 	"GO:0016021; GO:0055085"	B	SEC		19	0.874	0	0		CYT 		9	196.21	43.96	25	9	41	0.059	Na+/Ca+ antiporter, CaCA family (Predicted calcium/sodium:proton antiporter)	 
YRDB_ECOLI	C6EGI6_ECOBD		 		A			0	0	0	0		CYT 		0	0.25	0.25		0	41	0.111	Putative uncharacterized protein (Putative uncharacterized protein yrdB)	 
YRFA_ECOLI	C6EFI4_ECOBD		 		B	SEC		0	0	0	0		CYT 		0	0.23	0.22	20	0	14	0.113	Putative uncharacterized protein (Putative uncharacterized protein yrfA)	 
YRFC_ECOLI	C6EFI2_ECOBD		 		B	SEC		49	0.937	34	0		TMH 	3.726	1	21.69	21.67		1	33	0.130	Fimbrial assembly family protein (Predicted fimbrial assembly protein)	 
YRHB_ECOLI	C6EFC8_ECOBD		 		A			0	0	0	0		CYT 		0	0.01	0.01		0	9	0.037	Putative uncharacterized protein (Putative uncharacterized protein yrhB)	 
YTFB_ECOLI	C6ECD8_ECOBD		 		B	SEC		0	0	0	0		CYT 		0	8.89	8.89		1	38	0.067	Opacity-associated protein A (Predicted cell envelope opacity-associated protein)	 
YTFK_ECOLI	C6ECC8_ECOBD		 		A			0	0	0	0		CYT 		0	0.00	0.00		0	5	0.093	Putative uncharacterized protein (Putative uncharacterized protein ytfK)	 
YTFR_ECOLI	C6ECC0_ECOBD		 	"GO:0005524; GO:0016887; GO:0008643"	F1			0	0	25	0		CYT 		0	0.02	0.00		0	54	0.131	ABC transporter related (Predicted sugar transporter subunit: ATP-binding component of ABC superfamily)	 
ZAPB_ECOLI	C6EEX0_ECOBD		 	"GO:0000917; GO:0043093; GO:0005737"	F1			0	0	0	0		CYT 		0	0.00	0.00		0	18	0.027	Putative uncharacterized protein	 
ZITB_ECOLI	C6EJJ2_ECOBD		 	"GO:0008324; GO:0016020"	B	SEC		0	0	0	0		TMH 	5.694	5	115.78	32.67		6	46	0.114	Cation diffusion facilitator family transporter (Zinc transporter ZitB)	 
ZNUA_ECOLI	C6EBX0_ECOBD		 	"GO:0007155; GO:0046872; GO:0030001"	G	SEC		24	1.000	24	0.738	23	SpI 	18.341	0	9.20	9.20	26	0	43	0.227	Periplasmic solute binding protein	 
ZRAP_ECOLI	C6EE16_ECOBD		 	"GO:0042597; GO:0008270"	G	SEC		27	1.000	27	0.917	26	SpI 	28.696	1	21.94	21.09	26	0	26	0.329	Zinc resistance-associated protein (Zn-binding periplasmic protein)	 
