Accession	Gene names	Gene names (PREFERRED)	Gene names (ALTERNATIVE)	Gene names (OLN)	Entry name	Subcellular locations	Protein existence	Protein family	Protein names	Gene Ontology ID	Keywords	Length	Gene location	Name	Accession	Comments	Description	Common Core	Category	Uniprot Subcellular Loci	EchoLOCATION	Total Len	1st Secr Sys	2nd Secr Sys	SignalP SP HMM	Smax HMM	SignalP SP NN	D-score NN	LipoP S	Peptidase	Score	Helixes Predicted	Expected No aas in helixes	Expected No aas in helixes in first 60 aas	Phobius Signal	Phobius TMHs	TatP Signal	TatP D-score
C6ECP6	btuC ECBD_1934 ECD_01680	btuC		ECBD_1934 ECD_01680	C6ECP6_ECOBD		Predicted		Transport system permease protein (Vtamin B12-transporter permease)	"GO:0016021; GO:0005886; GO:0005215"	"Cell membrane; Complete proteome; Membrane; Signal; Transmembrane; Transmembrane helix; Transport"	326		BTUC_ECOLI	P06609		>P06609|BTUC_ECOLI Vitamin B12 import system permease protein btuC OS=Escherichia coli (strain K12) GN=btuC PE=1 SV=3	yes	B	"Cell inner membrane; Multi-pass membrane protein. "	Integral Membrane Protein	326	SEC		34	1.000	25	0		TMH 	13.589	9	194.93	25.17	34	9	33	0.207
C6EFC6	yhhA ECBD_0293 ECD_03297	yhhA		ECBD_0293 ECD_03297	C6EFC6_ECOBD		Predicted		Putative uncharacterized protein (Putative uncharacterized protein yhhA)		"Complete proteome; Signal"	146		YHHA_ECOLI	P0ADX7		>P0ADX7|YHHA_ECOLI Uncharacterized protein yhhA OS=Escherichia coli (strain K12) GN=yhhA PE=4 SV=1		G		Periplasmic	146	SEC		18	0.998	18	0.888	17	SpI 	14.528	0	0.41	0.41	17	0	17	0.074
C6EJK3	ybgT ECBD_2926 ECD_00694	ybgT		ECBD_2926 ECD_00694	C6EJK3_ECOBD		Predicted		Cyd operon protein YbgT (Putative uncharacterized protein ybgT)		"Complete proteome; Signal"	37		YBGT_ECOLI	P56100	Inner membrane, single pass	>P56100|YBGT_ECOLI Uncharacterized protein ybgT OS=Escherichia coli (strain K12) GN=ybgT PE=1 SV=1		B	"Membrane; Single-pass membrane protein. "	Cytoplasmic	37	SEC		24	0.981	24	0.637	23	SpI 	3.087	1	22.49	22.49	23	0	5	0.053
C6EE76	ftsN ECBD_4091 ECD_03818	ftsN		ECBD_4091 ECD_03818	C6EE76_ECOBD		Predicted		Cell division protein FtsN (Essential cell division protein)	GO:0051301	"Cell cycle; Cell division; Complete proteome; Signal"	319		FTSN_ECOLI	P29131	"Cell inner membrane; Single-pass type II membrane protein, Scafold, echolocation membrane anchored"	>P29131|FTSN_ECOLI Cell division protein ftsN OS=Escherichia coli (strain K12) GN=ftsN PE=1 SV=3	yes	B	"Cell inner membrane; Single-pass type II membrane protein. "	Membrane anchored	319	SEC		0	0.873	37	0	40	SpI 	0.332	1	22.77	22.77		1	40	0.448
C6EDQ1	asr ECBD_2049 ECD_01566	asr		ECBD_2049 ECD_01566	C6EDQ1_ECOBD		Predicted		Acid shock protein (Acid shock repeat protein)	"GO:0042597; GO:0010447"	"Complete proteome; Signal"	102		ASR_ECOLI	P36560		>P36560|ASR_ECOLI Acid shock protein OS=Escherichia coli (strain K12) GN=asr PE=1 SV=3		G	Periplasm. 	Periplasmic >EXP<	102	SEC		22	1.000	22	0.930	21	SpI 	28.927	0	12.43	12.43	21	0	37	0.333
C6EKA5	fepD ECBD_3065 ECD_00557	fepD		ECBD_3065 ECD_00557	C6EKA5_ECOBD		Predicted		Iron-enterobactin transporter subunit (Transport system permease protein)	"GO:0016021; GO:0005886; GO:0005215"	"Cell membrane; Complete proteome; Membrane; Signal; Transmembrane; Transmembrane helix; Transport"	334		FEPD_ECOLI	P23876		>P23876|FEPD_ECOLI Ferric enterobactin transport system permease protein fepD OS=Escherichia coli (strain K12) GN=fepD PE=1 SV=1	yes	B	"Cell inner membrane; Multi-pass membrane protein. "	Integral Membrane Protein	334	SEC		0	0.661	21	0		TMH 	1.309	9	191.95	22.68		9	37	0.106
C6ELC0	yfcP ECBD_1326 ECD_02258	yfcP		ECBD_1326 ECD_02258	C6ELC0_ECOBD		Predicted		Fimbrial protein (Predicted fimbrial-like adhesin protein)	"GO:0007155; GO:0009289"	"Complete proteome; Fimbrium; Signal"	183		YFCP_ECOLI	P76499	"notes: secretion 1: Sec secretion 2: CU (for Chaperone-Usher) ref: (http://www.ncbi.nlm.nih.gov/pubmed/19820722) ""Structural biology of the chaperone-usher pathway of pilus biogenesis."", (http://www.ncbi.nlm.nih.gov/pubmed/20345943) ""Escherichia coli K-12 possesses multiple cryptic but functional chaperone-usher fimbriae with distinct surface specificities."""	>P76499|YFCP_ECOLI Uncharacterized fimbrial-like protein yfcP OS=Escherichia coli (strain K12) GN=yfcP PE=3 SV=1		G	Fimbrium. 	Periplasmic	179	SEC	CU	28	1.000	28	0.815	27	SpI 	14.214	1	20.08	20.07	27	0	27	0.207
C6EJJ5	ybgF ECBD_2918 ECD_00702	ybgF		ECBD_2918 ECD_00702	C6EJJ5_ECOBD		Predicted		Putative uncharacterized protein ybgF (Tol-pal system protein YbgF)	GO:0005488	"Complete proteome; Signal"	263		YBGF_ECOLI	P45955		>P45955|YBGF_ECOLI Uncharacterized protein ybgF OS=Escherichia coli (strain K12) GN=ybgF PE=4 SV=2	yes	G		Periplasmic >EXP<	263	SEC		27	1.000	27	0.803	26	SpI 	13.974	0	10.48	10.48	26	0	26	0.295
C6EAD1	fhuB ECBD_3465 ECD_00152	fhuB		ECBD_3465 ECD_00152	C6EAD1_ECOBD		Predicted		Fused iron-hydroxamate transporter subunits of ABC superfamily: membrane components (Transport system permease protein)	"GO:0016021; GO:0005886; GO:0005215"	"Cell membrane; Complete proteome; Membrane; Signal; Transmembrane; Transmembrane helix; Transport"	660		FHUB_ECOLI	P06972		>P06972|FHUB_ECOLI Iron(3+)-hydroxamate import system permease protein fhuB OS=Escherichia coli (strain K12) GN=fhuB PE=1 SV=2	yes	B	"Cell inner membrane; Multi-pass membrane protein. "	Integral Membrane Protein	660	SEC		32	1.000	23	0.771		TMH 	12.814	17	380.57	24.09	38	17	40	0.116
C6EG06	yifL ECBD_4233 ECD_03684	yifL		ECBD_4233 ECD_03684	C6EG06_ECOBD		Predicted		Predicted lipoprotein (Putative uncharacterized protein)		"Complete proteome; Lipoprotein; Signal"	67		YIFL_ECOLI	P0ADN6	Scafold membrane, echolocation membrane lipo Occurrence of signal peptide determined by LipoP signal sequence shown based upon lipoP, not possible to determine which membrane based on +2 amino acid rule - Outer Membr - Lopez- Campistrous - Localization, a	>P0ADN6|YIFL_ECOLI Uncharacterized lipoprotein yifL OS=Escherichia coli (strain K12) GN=yifL PE=4 SV=1		I	"Cell membrane; Lipid-anchor. "	Membrane Lipoprotein >EXP<	67	SEC	LOL	0	0.849	9	0.604	19	SpII 	27.258	1	18.90	18.90	23	0	35	0.230
C6EL10	ybaY ECBD_3202 ECD_00405	ybaY		ECBD_3202 ECD_00405	C6EL10_ECOBD		Predicted		Glycoprotein/polysaccharide metabolism (Predicted outer membrane lipoprotein)		"Complete proteome; Lipoprotein; Signal"	190		YBAY_ECOLI	P77717		>P77717|YBAY_ECOLI Uncharacterized lipoprotein ybaY OS=Escherichia coli (strain K12) GN=ybaY PE=1 SV=1		I	"Cell membrane; Lipid-anchor. "	Outer membrane Lipoprotein >EXP<	190	SEC	LOL	21	0.998	14	0.656	18	SpII 	21.022	0	0.04	0.04	19	0	46	0.143
C6ECP0	rpmI ECBD_1928 ECD_01686	rpmI		ECBD_1928 ECD_01686	C6ECP0_ECOBD		Inferred from homology	Ribosomal protein L35P family	50S ribosomal protein L35	"GO:0005840; GO:0003735; GO:0006412"	"Complete proteome; Ribonucleoprotein; Ribosomal protein"	65		RL35_ECOLI	P0A7Q1	 ribosomal	>P0A7Q1|RL35_ECOLI 50S ribosomal protein L35 OS=Escherichia coli (strain K12) GN=rpmI PE=1 SV=2	yes	A_trl		Cytoplasmic	65			0	0	0	0		CYT 		0	0.03	0.02		0	37	0.291
C6EA95	yaeP ECBD_3429 ECD_00188	yaeP		ECBD_3429 ECD_00188	C6EA95_ECOBD		Inferred from homology	UPF0253 family	UPF0253 protein yaeP		Complete proteome	66		YAEP_ECOLI	P0A8K5		>P0A8K5|YAEP_ECOLI UPF0253 protein yaeP OS=Escherichia coli (strain K12) GN=yaeP PE=1 SV=1		A		Cytoplasmic	66			0	0	0	0		CYT 		0	0.03	0.03		0	51	0.025
C6EG66	atpE ECBD_4295 ECD_03621	atpE		ECBD_4295 ECD_03621	C6EG66_ECOBD	"Cell inner membrane; Multi-pass membrane protein. "	Inferred from homology	ATPase C chain family	ATP synthase subunit c (ATP synthase F(0) sector subunit c) (F-type ATPase subunit c) (Lipid-binding protein)	"GO:0015986; GO:0046933; GO:0016787; GO:0016021; GO:0005886; GO:0045263"	"ATP synthesis; CF(0); Cell inner membrane; Cell membrane; Complete proteome; Hydrogen ion transport; Hydrolase; Ion transport; Lipid-binding; Membrane; Signal; Transmembrane; Transmembrane helix; Transport"	79		ATPL_ECOLI	P68699		>P68699|ATPL_ECOLI ATP synthase subunit c OS=Escherichia coli (strain K12) GN=atpE PE=1 SV=1	yes	B	"Cell inner membrane; Multi-pass membrane protein. "	Integral Membrane Protein >EXP<	79	SEC		24	0.732	20	0		TMH 	7.955	2	45.87	30.59		2	39	0.258
C6EG99	yidD ECBD_4328 ECD_03588	yidD		ECBD_4328 ECD_03588	C6EG99_ECOBD		Inferred from homology	UPF0161 family	UPF0161 protein yidD		Complete proteome	85		YIDD_ECOLI	P0A8C8		>P0A8C8|YIDD_ECOLI UPF0161 protein yidD OS=Escherichia coli (strain K12) GN=yidD PE=3 SV=1		A		Cytoplasmic	85			0	0	0	0		CYT 		0	0.00	0.00		0	44	0.092
C6E9S3	nuoK ECBD_1382 ECD_02204	nuoK		ECBD_1382 ECD_02204	C6E9S3_ECOBD	"Cell inner membrane; Multi-pass membrane protein. "	Inferred from homology	Complex I subunit 4L family	NADH-quinone oxidoreductase subunit K (EC 1.6.99.5) (NADH dehydrogenase I subunit K) (NDH-1 subunit K)	"GO:0042773; GO:0008137"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; NAD; Oxidoreductase; Quinone; Transmembrane; Transmembrane helix; Transport; Ubiquinone"	100		NUOK_ECOLI	P0AFE4		>P0AFE4|NUOK_ECOLI NADH-quinone oxidoreductase subunit K OS=Escherichia coli (strain K12) GN=nuoK PE=1 SV=1	yes	B	"Cell inner membrane; Multi-pass membrane protein. "	Integral Membrane Protein	100	SEC		0	0	0	0		TMH 	8.164	3	64.63	43.38		3	41	0.084
C6EDY1	ubiC ECBD_3994 ECD_03911	ubiC		ECBD_3994 ECD_03911	C6EDY1_ECOBD	Cytoplasm. 	Inferred from homology	UbiC family	Chorismate--pyruvate lyase (CL) (CPL) (EC 4.1.3.40)	"GO:0008813; GO:0005737; GO:0042866; GO:0006744"	"Complete proteome; Cytoplasm; Lyase; Pyruvate; Ubiquinone biosynthesis"	165		UBIC_ECOLI	P26602		>P26602|UBIC_ECOLI Chorismate--pyruvate lyase OS=Escherichia coli (strain K12) GN=ubiC PE=1 SV=2		A	Cytoplasm. 	Cytoplasmic	165			0	0	0	0		CYT 		0	0.00	0.00		0	7	0.044
C6EE27	thiS ECBD_4041 ECD_03868	thiS		ECBD_4041 ECD_03868	C6EE27_ECOBD		Predicted		Sulfur carrier protein ThiS (Thiamine biosynthesis protein ThiS)	GO:0006790	Complete proteome	66		THIS_ECOLI	O32583		>O32583|THIS_ECOLI Protein thiS OS=Escherichia coli (strain K12) GN=thiS PE=1 SV=1		A		Cytoplasmic	66			0	0	0	0		CYT 		0	0.00	0.00		0	35	0.082
C6EGW9	ymfA ECBD_2477 ECD_01120	ymfA		ECBD_2477 ECD_01120	C6EGW9_ECOBD		Predicted		Predicted inner membrane protein (Putative uncharacterized protein)		Complete proteome	135		YMFA_ECOLI	P75962		>P75962|YMFA_ECOLI Inner membrane protein ymfA OS=Escherichia coli (strain K12) GN=ymfA PE=1 SV=2		B	"Cell inner membrane; Multi-pass membrane protein. "	Integral Membrane Protein	153	SEC		0	0	29	0.475		TMH 	6.472	2	43.95	22.29		2	9	0.282
C6EHP4	yqjE ECBD_0640 ECD_02968	yqjE		ECBD_0640 ECD_02968	C6EHP4_ECOBD		Predicted		Conserved inner membrane protein (Putative uncharacterized protein)		Complete proteome	134		YQJE_ECOLI	P64585		>P64585|YQJE_ECOLI Inner membrane protein yqjE OS=Escherichia coli (strain K12) GN=yqjE PE=1 SV=1		B	"Cell inner membrane; Multi-pass membrane protein. "	Integral Membrane Protein	134	SEC		0	0	0	0		CYT 		2	45.11	9.05		2	7	0.138
C6EGT2	dsbB ECBD_2437 ECD_01160	dsbB		ECBD_2437 ECD_01160	C6EGT2_ECOBD	"Cell inner membrane; Multi-pass membrane protein. "	Inferred from homology		Disulfide bond formation protein B (Disulphide bond formation protein DsbB)	"GO:0022900; GO:0016021; GO:0005886; GO:0015035; GO:0006810"	"Cell inner membrane; Cell membrane; Chaperone; Complete proteome; Electron transport; Membrane; Oxidoreductase; Redox-active center; Signal; Transmembrane; Transmembrane helix; Transport"	176		DSBB_ECOLI	P0A6M2		>P0A6M2|DSBB_ECOLI Disulfide bond formation protein B OS=Escherichia coli (strain K12) GN=dsbB PE=1 SV=1		B	"Cell inner membrane; Multi-pass membrane protein. "	Integral Membrane Protein	176	SEC		25	0.885	25	0.464		TMH 	4.898	4	77.83	37.80		4	24	0.587
C6EAI1	yehY ECBD_1528 ECD_02060	yehY		ECBD_1528 ECD_02060	C6EAI1_ECOBD	"Membrane; Multi-pass membrane protein. "	Inferred from homology	Binding-protein-dependent transport system permease family	Binding-protein-dependent transport systems inner membrane component (Predicted transporter subunit: membrane component of ABC superfamily)	"GO:0016021; GO:0005886; GO:0005215"	"Cell membrane; Complete proteome; Membrane; Signal; Transmembrane; Transmembrane helix; Transport"	385		YEHY_ECOLI	P33361		>P33361|YEHY_ECOLI Putative osmoprotectant uptake system permease protein yehY OS=Escherichia coli (strain K12) GN=yehY PE=1 SV=2	yes	B	"Cell inner membrane; Multi-pass membrane protein. "	Integral Membrane Protein	385	SEC		23	0.999	30	0.663		TMH 	13.421	10	220.82	38.65	20	9	1	0.151
C6EEC3	hokA ECBD_0179 ECD_03407	hokA		ECBD_0179 ECD_03407	C6EEC3_ECOBD		Predicted		Hok/gef cell toxic protein (Toxic polypeptide, small)	GO:0016020	Complete proteome	50		HOKA_ECOLI	P37305		>P37305|HOKA_ECOLI Protein hokA OS=Escherichia coli (strain K12) GN=hokA PE=3 SV=1		B	"Membrane; Single-pass membrane protein. "	Membrane anchored	50	SEC		0	0	0	0		CYT 		1	18.42	18.42		1	3	0.061
C6EC68	fecD ECBD_3750 ECD_04154	fecD		ECBD_3750 ECD_04154	C6EC68_ECOBD		Predicted		Iron-dicitrate transporter subunit (Transport system permease protein)	"GO:0016021; GO:0005886; GO:0005215"	"Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	318		FECD_ECOLI	P15029		>P15029|FECD_ECOLI Fe(3+) dicitrate transport system permease protein fecD OS=Escherichia coli (strain K12) GN=fecD PE=1 SV=2	yes	B	"Cell inner membrane; Multi-pass membrane protein. "	Integral Membrane Protein	318	SEC		0	0.574	0	0		TMH 	10.032	7	164.82	29.65	31	7	32	0.069
C6EBK2	yjjZ ECBD_3651 ECD_04245	yjjZ		ECBD_3651 ECD_04245	C6EBK2_ECOBD		Predicted		Putative uncharacterized protein (Putative uncharacterized protein yjjZ)		Complete proteome	78		YJJZ_ECOLI	P55914		>P55914|YJJZ_ECOLI Uncharacterized protein yjjZ OS=Escherichia coli (strain K12) GN=yjjZ PE=4 SV=1		B		Integral Membrane Protein	78	SEC		0	0	0	0		TMH 	9.901	3	56.12	41.99		3	20	0.203
C6EHP5	yqjD ECBD_0641 ECD_02967	yqjD		ECBD_0641 ECD_02967	C6EHP5_ECOBD		Predicted		Putative uncharacterized protein (Putative uncharacterized protein yqjD)		Complete proteome	101		YQJD_ECOLI	P64581		>P64581|YQJD_ECOLI Uncharacterized protein yqjD OS=Escherichia coli (strain K12) GN=yqjD PE=4 SV=1		B		Membrane anchored	101	SEC		0	0	0	0		CYT 		1	18.32	0.00		1	45	0.054
C6EGK3	yhdT ECBD_0488 ECD_03115	yhdT		ECBD_0488 ECD_03115	C6EGK3_ECOBD		Predicted		Conserved inner membrane protein (Putative uncharacterized protein)		Complete proteome	80		YHDT_ECOLI	P45566		>P45566|YHDT_ECOLI Uncharacterized protein yhdT OS=Escherichia coli (strain K12) GN=yhdT PE=4 SV=1		B	"Cell membrane; Multi-pass membrane protein. "	Integral Membrane Protein	80	SEC		0	0	21	0		TMH 	15.922	2	42.95	38.05		2	15	0.327
C6EHU4	yqiK ECBD_0690 ECD_02921	yqiK		ECBD_0690 ECD_02921	C6EHU4_ECOBD		Predicted		Band 7 protein (Putative uncharacterized protein yqiK)		Complete proteome	553		YQIK_ECOLI	P77306		>P77306|YQIK_ECOLI Inner membrane protein yqiK OS=Escherichia coli (strain K12) GN=yqiK PE=1 SV=1		B	"Cell inner membrane; Single-pass membrane protein. "	Membrane anchored	553	SEC		0	0	31	0		TMH 	10.608	2	42.37	34.46		2	60	0.094
C6ECY5	fxsA ECBD_3891 ECD_04010	fxsA		ECBD_3891 ECD_04010	C6ECY5_ECOBD		Predicted		FxsA cytoplasmic membrane protein (Inner membrane protein)	GO:0016020	Complete proteome	158		FXSA_ECOLI	P37147		>P37147|FXSA_ECOLI UPF0716 protein fxsA OS=Escherichia coli (strain K12) GN=fxsA PE=1 SV=2	yes	B	"Cell inner membrane; Multi-pass membrane protein. "	Integral Membrane Protein	158	SEC		0	0	0	0		TMH 	5.512	3	63.67	40.63		3	64	0.039
C6EKL8	perM ECBD_1195 ECD_02385	perM		ECBD_1195 ECD_02385	C6EKL8_ECOBD		Predicted		Predicted inner membrane protein (Putative uncharacterized protein)		Complete proteome	353		PERM_ECOLI	P0AFI9		>P0AFI9|PERM_ECOLI Putative permease perM OS=Escherichia coli (strain K12) GN=perM PE=3 SV=1	yes	B	"Cell membrane; Multi-pass membrane protein. "	Integral Membrane Protein	353	SEC		0	0	0	0		TMH 	20.779	7	168.37	32.23		7	39	0.112
C6EKY5	fsr ECBD_3177 ECD_00430	fsr		ECBD_3177 ECD_00430	C6EKY5_ECOBD		Predicted		Major facilitator superfamily MFS_1 (Predicted fosmidomycin efflux system)	GO:0055085	Complete proteome	406		FSR_ECOLI	P52067		>P52067|FSR_ECOLI Fosmidomycin resistance protein OS=Escherichia coli (strain K12) GN=fsr PE=1 SV=1	yes	B	"Cell inner membrane; Multi-pass membrane protein. "	Integral Membrane Protein	406	SEC		0	0	0	0		TMH 	4.873	10	236.35	19.26		11	28	0.307
C6EJ36	ygdQ ECBD_0892 ECD_02680	ygdQ		ECBD_0892 ECD_02680	C6EJ36_ECOBD		Predicted		Integral membrane protein TerC (Predicted inner membrane protein)	GO:0016021	Complete proteome	237		YGDQ_ECOLI	P67127		>P67127|YGDQ_ECOLI UPF0053 inner membrane protein ygdQ OS=Escherichia coli (strain K12) GN=ygdQ PE=1 SV=1	yes	B	"Cell inner membrane; Multi-pass membrane protein. "	Integral Membrane Protein	237	SEC		0	0	0	0		TMH 	3.667	7	142.91	33.43		7	64	0.089
C6EEU4	cybB ECBD_2221 ECD_01374	cybB		ECBD_2221 ECD_01374	C6EEU4_ECOBD		Predicted		Cytochrome B561 (Cytochrome b561) (EC 1.2.2.4)	"GO:0008805; GO:0009055; GO:0016020; GO:0022904"	"Complete proteome; Oxidoreductase"	176		C561_ECOLI	P0ABE5		>P0ABE5|C561_ECOLI Cytochrome b561 OS=Escherichia coli (strain K12) GN=cybB PE=1 SV=1	yes	B	"Cell inner membrane; Multi-pass membrane protein. "	Integral Membrane Protein	176	SEC		0	0	0	0		TMH 	7.830	4	87.91	41.03		4	4	0.215
C6EK66	tatE ECBD_3024 ECD_00596	tatE		ECBD_3024 ECD_00596	C6EK66_ECOBD		Inferred from homology		Twin arginine translocase protein E (Twin-arginine translocation protein, TatA/E family subunit)	"GO:0016021; GO:0005886; GO:0009306; GO:0008565"	Complete proteome	67		TATE_ECOLI	P0A843		>P0A843|TATE_ECOLI Sec-independent protein translocase protein tatE OS=Escherichia coli (strain K12) GN=tatE PE=1 SV=1		B	"Cell inner membrane; Single-pass membrane protein. "	Membrane anchored	67	SEC		0	0	13	0		CYT 		1	14.40	14.40	29	0	50	0.131
C6EAJ4	yehK ECBD_1541 ECD_02047	yehK		ECBD_1541 ECD_02047	C6EAJ4_ECOBD		Predicted		Putative uncharacterized protein (Putative uncharacterized protein yehK)		Complete proteome	105		YEHK_ECOLI	P33347		>P33347|YEHK_ECOLI Uncharacterized protein yehK OS=Escherichia coli (strain K12) GN=yehK PE=4 SV=1		A		Cytoplasmic	105			0	0	0	0		CYT 		0	0.00	0.00		0	41	0.024
C6ED77	dgoA ECBD_0010 ECD_03576	dgoA		ECBD_0010 ECD_03576	C6ED77_ECOBD		Predicted		2-dehydro-3-deoxy-6-phosphogalactonate aldolase (KDPG and KHG aldolase)	GO:0003824	Complete proteome	205		DGOA_ECOLI	Q6BF16		>Q6BF16|DGOA_ECOLI 2-dehydro-3-deoxy-6-phosphogalactonate aldolase OS=Escherichia coli (strain K12) GN=dgoA PE=1 SV=1	yes	A		Cytoplasmic	205			0	0	0	0		CYT 		0	0.08	0.01		0	11	0.065
C6EGL1	mreC ECBD_0497 ECD_03109	mreC		ECBD_0497 ECD_03109	C6EGL1_ECOBD		Predicted		Cell wall structural complex MreBCD transmembrane component MreC (Rod shape-determining protein MreC)	"GO:0016021; GO:0008360"	"Complete proteome; Membrane; Transmembrane"	367		MREC_ECOLI	P16926		>P16926|MREC_ECOLI Rod shape-determining protein mreC OS=Escherichia coli (strain K12) GN=mreC PE=3 SV=1	yes	B		Membrane anchored	367	SEC		0	0	0	0		TMH 	2.157	1	20.53	20.52	28	0	45	0.034
C6EEE4	ldrD ECBD_0200 ECD_03387	ldrD		ECBD_0200 ECD_03387	C6EEE4_ECOBD		Predicted		Putative uncharacterized protein (Toxic polypeptide, small)		Complete proteome	35		LDRD_ECOLI	Q6BF25		>Q6BF25|LDRD_ECOLI Small toxic polypeptide ldrD OS=Escherichia coli (strain K12) GN=ldrD PE=2 SV=1		B		Cytoplasmic	35	SEC		0	0	0	0		CYT 		1	21.76	21.76		1	15	0.107
C6EGH5	yhdL ECBD_0460 ECD_03142	yhdL		ECBD_0460 ECD_03142	C6EGH5_ECOBD		Predicted		Putative uncharacterized protein (Putative uncharacterized protein yhdL)		Complete proteome	72		YHDL_ECOLI	P36675		>P36675|YHDL_ECOLI Uncharacterized protein yhdL OS=Escherichia coli (strain K12) GN=yhdL PE=4 SV=1		A		Cytoplasmic	72			0	0	0	0		CYT 		0	0.00	0.00		0	15	0.155
C6EC34	yoaG ECBD_1848 ECD_01765	yoaG		ECBD_1848 ECD_01765	C6EC34_ECOBD		Predicted		Putative uncharacterized protein (Putative uncharacterized protein yoaG)		Complete proteome	60		YOAG_ECOLI	P64496		>P64496|YOAG_ECOLI Protein yoaG OS=Escherichia coli (strain K12) GN=yoaG PE=1 SV=1		A		Cytoplasmic	60			0	0	0	0		CYT 		0	0.00	0.00		0	20	0.031
C6EGK5	accB ECBD_0490 ECD_03113	accB		ECBD_0490 ECD_03113	C6EGK5_ECOBD		Predicted		Acetyl-CoA carboxylase (Acetyl-CoA carboxylase, biotin carboxyl carrier protein)	"GO:0003989; GO:0009317; GO:0009374; GO:0006633"	"Biotin; Complete proteome"	156		BCCP_ECOLI	P0ABD8		>P0ABD8|BCCP_ECOLI Biotin carboxyl carrier protein of acetyl-CoA carboxylase OS=Escherichia coli (strain K12) GN=accB PE=1 SV=1	yes	A		Cytoplasmic	156			0	0	0	0		CYT 		0	0.00	0.00		0	49	0.159
C6ECH3	yjeT ECBD_3858 ECD_04043	yjeT		ECBD_3858 ECD_04043	C6ECH3_ECOBD		Predicted		Conserved inner membrane protein (Putative uncharacterized protein)		Complete proteome	65		YJET_ECOLI	P0AF73		>P0AF73|YJET_ECOLI Uncharacterized protein yjeT OS=Escherichia coli (strain K12) GN=yjeT PE=4 SV=1		B	"Cell membrane; Multi-pass membrane protein. "	Integral Membrane Protein	65	SEC		0	0	10	0		TMH 	4.788	2	39.92	39.63	17	1	10	0.045
C6EB54	manC ECBD_1628 ECD_01933	manC		ECBD_1628 ECD_01933	C6EB54_ECOBD		Inferred from homology	Mannose-6-phosphate isomerase type 2 family	Mannose-1-phosphate guanylyltransferase (Mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase) (EC 2.7.7.13)	"GO:0016853; GO:0009103; GO:0004475"	"Complete proteome; Isomerase; Nucleotidyltransferase; Transferase"	474		MANC_ECOLI	P24174		>P24174|MANC_ECOLI Mannose-1-phosphate guanylyltransferase OS=Escherichia coli (strain K12) GN=manC PE=3 SV=3	yes	A		Cytoplasmic	478			0	0	0	0		CYT 		0	0.03	0.03		0	26	0.107
C6EGZ9	yhcB ECBD_0514 ECD_03093	yhcB		ECBD_0514 ECD_03093	C6EGZ9_ECOBD		Predicted		Putative uncharacterized protein (Putative uncharacterized protein yhcB)		Complete proteome	132		YHCB_ECOLI	P0ADW3		>P0ADW3|YHCB_ECOLI Putative cytochrome d ubiquinol oxidase subunit 3 OS=Escherichia coli (strain K12) GN=yhcB PE=1 SV=2		B	"Cell inner membrane; Single-pass membrane protein. "	Membrane anchored	132	SEC		0	0	0	0		CYT 		1	19.71	19.71		1	35	0.038
C6EBF7	yecJ ECBD_1738 ECD_01871	yecJ		ECBD_1738 ECD_01871	C6EBF7_ECOBD		Predicted		Putative uncharacterized protein (Putative uncharacterized protein yecJ)		Complete proteome	83		YECJ_ECOLI	P0AD10		>P0AD10|YECJ_ECOLI Uncharacterized protein yecJ OS=Escherichia coli (strain K12) GN=yecJ PE=4 SV=1		A		Cytoplasmic	83			0	0	0	0		CYT 		0	0.06	0.06		0	7	0.041
C6EBW8	znuB ECBD_1779 ECD_01830	znuB		ECBD_1779 ECD_01830	C6EBW8_ECOBD	"Membrane; Multi-pass membrane protein. "	Inferred from homology	ABC-3 integral membrane protein family	ABC-3 protein (High-affinity zinc transporter membrane component)	"GO:0005524; GO:0042626; GO:0016021"	"Complete proteome; Membrane; Signal; Transmembrane; Transport"	261		ZNUB_ECOLI	P39832		>P39832|ZNUB_ECOLI High-affinity zinc uptake system membrane protein znuB OS=Escherichia coli (strain K12) GN=znuB PE=1 SV=3	yes	B	"Cell inner membrane; Multi-pass membrane protein. "	Integral Membrane Protein	261	SEC		0	0.786	18	0		TMH 	13.459	7	157.61	39.66		9	41	0.078
C6EHL6	gnsA ECBD_2603 ECD_00994	gnsA		ECBD_2603 ECD_00994	C6EHL6_ECOBD		Predicted		GnsAGnsB family protein (Predicted regulator of phosphatidylethanolamine synthesis)		Complete proteome	57		GNSA_ECOLI	P0AC92		>P0AC92|GNSA_ECOLI Protein gnsA OS=Escherichia coli (strain K12) GN=gnsA PE=3 SV=1		A		Cytoplasmic	57			0	0	0	0		CYT 		0	0.00	0.00		0	40	0.042
C6EFU9	yciZ ECBD_2334	yciZ		ECBD_2334	C6EFU9_ECOBD		Inferred from homology	UPF0509 family	UPF0509 protein yciZ		Complete proteome	57		YCIZ_ECOLI	A5A614		>A5A614|YCIZ_ECOLI UPF0509 protein yciZ OS=Escherichia coli (strain K12) GN=yciZ PE=3 SV=1		A		-	57			0	0	0	0		CYT 		0	0.02	0.02		0	6	0.051
