Accession	Gene names	Gene names (PREFERRED)	Gene names (ALTERNATIVE)	Gene names (OLN)	Entry name	Subcellular locations	Protein existence	Protein family	Protein names	Gene Ontology ID	Keywords	Length	Gene location
C6EID5	glcB ECBD_0763 ECD_02844	glcB		ECBD_0763 ECD_02844	C6EID5_ECOBD	Cytoplasm. 	Inferred from homology	Malate synthase family, GlcB subfamily	Malate synthase (EC 2.3.3.9) (Malate synthase G) (EC 2.3.3.9)	"GO:0008415; GO:0005737; GO:0006097; GO:0004474; GO:0006099"	"Acyltransferase; Complete proteome; Cytoplasm; Glyoxylate bypass; Transferase; Tricarboxylic acid cycle"	723	
C6EJI7	ECBD_2908 ECBD_3312			ECBD_2908 ECBD_3312	C6EJI7_ECOBD		Predicted		Transcriptional regulator, LacI family	"GO:0003677; GO:0005622; GO:0006355; GO:0003700; GO:0006350"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	363	
C6EIJ3	iciA ECBD_0822 ECD_02747	iciA		ECBD_0822 ECD_02747	C6EIJ3_ECOBD		Predicted		Chromosome replication initiation inhibitor protein (Transcriptional regulator, ArgP, LysR family)	"GO:0003677; GO:0006355; GO:0003700; GO:0006350"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	297	
C6EK39	ECBD_2995 ECD_00624			ECBD_2995 ECD_00624	C6EK39_ECOBD		Predicted		40-residue YVTN family beta-propeller repeat protein (Putative uncharacterized protein)	GO:0016021	"Complete proteome; Signal"	625	
C6EA37	yagT ECBD_3371 ECD_00245	yagT		ECBD_3371 ECD_00245	C6EA37_ECOBD		Predicted		(2Fe-2S)-binding domain protein (Predicted xanthine dehydrogenase, 2Fe-2S subunit)	"GO:0051537; GO:0009055; GO:0046872; GO:0055114; GO:0016491"	"2Fe-2S; Complete proteome; Iron; Iron-sulfur; Metal-binding"	229	
C6ELS2	ykgG ECBD_3349 ECD_00264	ykgG		ECBD_3349 ECD_00264	C6ELS2_ECOBD		Predicted		Predicted transporter (Putative uncharacterized protein)	"GO:0030272; GO:0005524; GO:0009396"	Complete proteome	231	
C6EDU6	ydfH ECBD_2099 ECD_01499	ydfH		ECBD_2099 ECD_01499	C6EDU6_ECOBD		Predicted		Predicted DNA-binding transcriptional regulator (Transcriptional regulator, GntR family)	"GO:0003677; GO:0005622; GO:0006355; GO:0003700; GO:0006350"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	228	
C6EB80	cobS ECBD_1657 ECD_01901	cobS		ECBD_1657 ECD_01901	C6EB80_ECOBD	"Cell inner membrane; Multi-pass membrane protein. "	Inferred from homology	CobS family	Cobalamin synthase (EC 2.-.-.-)	"GO:0008818; GO:0009236; GO:0015420; GO:0005886"	"Cell inner membrane; Cell membrane; Cobalamin biosynthesis; Complete proteome; Membrane; Transferase; Transmembrane; Transmembrane helix"	247	
C6EEZ2	rhaS ECBD_4118 ECD_03791	rhaS		ECBD_4118 ECD_03791	C6EEZ2_ECOBD		Inferred from homology		DNA-binding transcriptional activator, L-rhamnose-binding (Transcriptional regulator, AraC family)	"GO:0005737; GO:0006355; GO:0019299; GO:0043565; GO:0003700; GO:0006350"	"Activator; Complete proteome; Cytoplasm; DNA-binding; Repeat; Rhamnose metabolism; Transcription; Transcription regulation"	278	
C6EC44	yeaJ ECBD_1858 ECD_01755	yeaJ		ECBD_1858 ECD_01755	C6EC44_ECOBD		Predicted		Diguanylate cyclase (Predicted diguanylate cyclase)	"GO:0009190; GO:0016849"	"Complete proteome; Signal"	496	
C6EA32	yagX ECBD_3366 ECD_00250	yagX		ECBD_3366 ECD_00250	C6EA32_ECOBD		Predicted		Predicted aromatic compound dioxygenase (Putative uncharacterized protein)	"GO:0004180; GO:0016702"	"Complete proteome; Dioxygenase; Oxidoreductase; Signal"	841	
C6EE47	udhA sthA ECBD_4062 ECD_03847	udhA	sthA	ECBD_4062 ECD_03847	C6EE47_ECOBD	Cytoplasm. 	Inferred from homology	Class-I pyridine nucleotide-disulfide oxidoreductase family	Soluble pyridine nucleotide transhydrogenase (STH) (EC 1.6.1.1) (NAD(P)(+) transhydrogenase [B-specific])	"GO:0050660; GO:0003957; GO:0045454; GO:0005737; GO:0055114"	"Complete proteome; Cytoplasm; FAD; Flavoprotein; NAD; NADP; Oxidoreductase"	466	
C6EC15	yoaE ECBD_1826 ECD_01786	yoaE		ECBD_1826 ECD_01786	C6EC15_ECOBD		Predicted		Fused predicted membrane protein/conserved protein (Integral membrane protein TerC)	"GO:0050660; GO:0003824; GO:0016021; GO:0055114"	Complete proteome	518	
C6EI75	serC ECBD_2688 ECD_00911	serC		ECBD_2688 ECD_00911	C6EI75_ECOBD	Cytoplasm. 	Inferred from homology	"Class-V pyridoxal-phosphate-dependent aminotransferase family; Class-V pyridoxal-phosphate-dependent aminotransferase family, SerC subfamily"	Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase)	"GO:0006564; GO:0004648; GO:0030170"	"Amino-acid biosynthesis; Aminotransferase; Complete proteome; Cytoplasm; Pyridoxal phosphate; Pyridoxine biosynthesis; Serine biosynthesis; Transferase"	362	
C6EJZ5	yfiO ECBD_1089 ECD_02485	yfiO		ECBD_1089 ECD_02485	C6EJZ5_ECOBD		Predicted		Outer membrane assembly lipoprotein YfiO (Predicted lipoprotein)	GO:0005488	"Complete proteome; Lipoprotein; Signal"	245	
C6EEH2	ECBD_0228			ECBD_0228	C6EEH2_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	92
C6EEL2	ECBD_2132			ECBD_2132	C6EEL2_ECOBD		Predicted		Fimbrial protein	"GO:0007155; GO:0009289"	"Complete proteome; Fimbrium"	160
C6EEX0	ECBD_4096			ECBD_4096	C6EEX0_ECOBD		Inferred from homology		Putative uncharacterized protein	"GO:0000917; GO:0043093; GO:0005737"	Complete proteome	79
C6EF73	ECBD_4200			ECBD_4200	C6EF73_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	31
C6EGW6	ECBD_2474			ECBD_2474	C6EGW6_ECOBD	"Membrane; Multi-pass membrane protein. "	Inferred from homology	Binding-protein-dependent transport system permease family	Binding-protein-dependent transport systems inner membrane component	"GO:0016021; GO:0005886; GO:0005215"	"Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	285
C6EHJ6	ECBD_2583			ECBD_2583	C6EHJ6_ECOBD		Predicted		Isochorismatase hydrolase	GO:0016787	"Complete proteome; Hydrolase"	231
C6EHX5	ECBD_0721			ECBD_0721	C6EHX5_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	51
C6EIJ7	ECBD_0826			ECBD_0826	C6EIJ7_ECOBD		Predicted		5-formyltetrahydrofolate cyclo-ligase	"GO:0030272; GO:0005524; GO:0009396"	"Complete proteome; Ligase"	200
C6EIM3	ECBD_0852			ECBD_0852	C6EIM3_ECOBD		Predicted		4Fe-4S ferredoxin iron-sulfur binding domain protein	"GO:0051539; GO:0009055; GO:0046872"	"4Fe-4S; Complete proteome; Iron; Iron-sulfur; Metal-binding"	162
C6EIW6	ECBD_2807			ECBD_2807	C6EIW6_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	42
C6EJ95	ECBD_0952			ECBD_0952	C6EJ95_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	46
C6EK00	ECBD_1094			ECBD_1094	C6EK00_ECOBD		Predicted		Putative lipoprotein		"Complete proteome; Lipoprotein"	114
C6EK85	ECBD_3043			ECBD_3043	C6EK85_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	62
C6EKC5	ECBD_3086			ECBD_3086	C6EKC5_ECOBD		Predicted		Amino acid permease-associated region	"GO:0015171; GO:0016021"	"Complete proteome; Membrane; Transmembrane"	470
C6EKS8	ECBD_3120			ECBD_3120	C6EKS8_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	92
C6ELQ8	ECBD_3335			ECBD_3335	C6ELQ8_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	106
C6E9V3	ECBD_1412			ECBD_1412	C6E9V3_ECOBD		Predicted		Mandelate racemase/muconate lactonizing protein	"GO:0003824; GO:0009063"	Complete proteome	401
C6EB36	ECBD_3601			ECBD_3601	C6EB36_ECOBD		Predicted		Hok/gef cell toxic protein	GO:0016020	"Complete proteome; Signal"	50
C6EBJ6	ECBD_3645			ECBD_3645	C6EBJ6_ECOBD		Predicted		Transport-associated		"Complete proteome; Signal"	199
C6EBU9	ECBD_1760			ECBD_1760	C6EBU9_ECOBD		Predicted		Flagellar FlhE family protein	GO:0019861	"Cell projection; Cilium; Complete proteome; Flagellum; Signal"	130
C6EE72	ECBD_4087			ECBD_4087	C6EE72_ECOBD		Predicted		Putative uncharacterized protein		"Complete proteome; Signal"	208
C6EFC7	ECBD_0294			ECBD_0294	C6EFC7_ECOBD		Predicted		Gamma-glutamyltransferase (EC 2.3.2.2)	"GO:0008415; GO:0003840"	"Acyltransferase; Complete proteome; Signal; Transferase"	580
C6EGR0	ECBD_2415			ECBD_2415	C6EGR0_ECOBD	"Membrane; Multi-pass membrane protein. "	Inferred from homology	SLC26A/SulP transporter (TC 2.A.53) family	Sulfate transporter	"GO:0016021; GO:0008271"	"Complete proteome; Membrane; Transmembrane"	550
C6EID7	ECBD_0765			ECBD_0765	C6EID7_ECOBD		Predicted		Lipoprotein AcfD-like protein		"Complete proteome; Lipoprotein; Signal"	1520
C6EIE4	ECBD_0772			ECBD_0772	C6EIE4_ECOBD		Predicted		Ornithine decarboxylase (EC 4.1.1.17)	"GO:0006520; GO:0005737; GO:0004586; GO:0030170"	"Complete proteome; Lyase"	711
C6EIF4	ECBD_0783			ECBD_0783	C6EIF4_ECOBD		Inferred from homology	Asparaginase 1 family	L-asparaginase, type II	"GO:0004067; GO:0006528"	"Complete proteome; Signal"	348
C6EIF5	ECBD_0784			ECBD_0784	C6EIF5_ECOBD		Predicted		Putative uncharacterized protein		"Complete proteome; Signal"	335
C6EKC1	ECBD_3082			ECBD_3082	C6EKC1_ECOBD		Predicted		Uncharacterized protein YbdJ		"Complete proteome; Signal"	66
C6EAT2	ECBD_3494			ECBD_3494	C6EAT2_ECOBD		Predicted		Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8)	"GO:0005737; GO:0004422; GO:0006166"	"Complete proteome; Glycosyltransferase; Transferase"	182
C6EB47	ECBD_1620			ECBD_1620	C6EB47_ECOBD		Predicted		Acetyltransferase	GO:0016740	"Complete proteome; Transferase"	192
C6EBC9	ECBD_1710			ECBD_1710	C6EBC9_ECOBD		Predicted		GCN5-related N-acetyltransferase	GO:0008080	"Complete proteome; Transferase"	159
C6EBQ4	ECBD_3706			ECBD_3706	C6EBQ4_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	44
C6EBX5	ECBD_1786			ECBD_1786	C6EBX5_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	49
C6ECQ4	ECBD_1943			ECBD_1943	C6ECQ4_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	55
C6ECZ6	ECBD_3902			ECBD_3902	C6ECZ6_ECOBD		Predicted		Uncharacterized protein YjdO		Complete proteome	57
C6ED97	ECBD_0031			ECBD_0031	C6ED97_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	160
C6EED0	ECBD_0186			ECBD_0186	C6EED0_ECOBD		Predicted		Molybdopterin guanine dinucleotide-containing S/N-oxide reductase (EC 1.7.2.3)	"GO:0009055; GO:0030151; GO:0055114; GO:0050626"	"Complete proteome; Molybdenum; Oxidoreductase"	777
C6EEZ3	ECBD_4119			ECBD_4119	C6EEZ3_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	49
C6EFC2	ECBD_0289			ECBD_0289	C6EFC2_ECOBD	"Membrane; Multi-pass membrane protein. "	Inferred from homology	Binding-protein-dependent transport system permease family	Binding-protein-dependent transport systems inner membrane component	"GO:0016021; GO:0005886; GO:0005215"	"Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	295
C6EFH8	ECBD_0349			ECBD_0349	C6EFH8_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	39
C6EGB4	ECBD_0399			ECBD_0399	C6EGB4_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	66
C6EHJ5	ECBD_2582			ECBD_2582	C6EHJ5_ECOBD		Predicted		Luciferase-like monooxygenase	"GO:0004497; GO:0055114"	"Complete proteome; Monooxygenase; Oxidoreductase"	363
C6EIF2	ECBD_0781			ECBD_0781	C6EIF2_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	46
C6EIQ9	ECBD_2748			ECBD_2748	C6EIQ9_ECOBD		Predicted		Transcriptional activator Ogr/delta	GO:0030528	Complete proteome	72
C6EJM0	ECBD_2943			ECBD_2943	C6EJM0_ECOBD	"Cell outer membrane; Multi-pass membrane protein. "	Inferred from homology	Fimbrial export usher family	Fimbrial biogenesis outer membrane usher protein	"GO:0009279; GO:0016021; GO:0005886; GO:0005215"	"Cell membrane; Cell outer membrane; Complete proteome; Fimbrium biogenesis; Membrane; Signal; Transmembrane; Transport"	819
C6EKY1	ECBD_3173			ECBD_3173	C6EKY1_ECOBD		Predicted		Plasmid maintenance system antidote protein, XRE family	GO:0043565	Complete proteome	131
C6ELQ2	ECBD_3329			ECBD_3329	C6ELQ2_ECOBD		Predicted		Homoserine/threonine efflux pump	"GO:0006865; GO:0016021; GO:0005886"	"Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix"	210
C6ELS5	ECBD_3352			ECBD_3352	C6ELS5_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	56
C6ELT2	ECBD_3359			ECBD_3359	C6ELT2_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	33
C6EB93	ECBD_1672			ECBD_1672	C6EB93_ECOBD		Predicted		YodA domain protein	GO:0005488	"Complete proteome; Signal"	216
C6ECD4	ECBD_3819			ECBD_3819	C6ECD4_ECOBD		Predicted		Putative uncharacterized protein	GO:0016020	"Cell membrane; Complete proteome; Membrane"	321
C6ECV4	ECBD_1994			ECBD_1994	C6ECV4_ECOBD		Predicted		Transcriptional regulator, TetR family	"GO:0003677; GO:0006355; GO:0003700; GO:0016566; GO:0006350"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	199
C6EHM8	ECBD_2615			ECBD_2615	C6EHM8_ECOBD		Predicted		Membrane bound YbgT family protein		"Complete proteome; Signal"	30
C6EHQ1	ECBD_0647			ECBD_0647	C6EHQ1_ECOBD		Predicted		D-galactonate transporter	"GO:0016021; GO:0055085; GO:0005215"	"Complete proteome; Signal"	432
C6EIG6	ECBD_0795			ECBD_0795	C6EIG6_ECOBD		Predicted		Deoxyribonuclease I (EC 3.1.21.1)	GO:0004530	"Complete proteome; Hydrolase; Signal"	235
C6EJX6	ECBD_1070			ECBD_1070	C6EJX6_ECOBD		Predicted		SmpA/OmlA domain protein	GO:0019867	"Complete proteome; Signal"	113
C6EJY0	ECBD_1074			ECBD_1074	C6EJY0_ECOBD		Predicted		Putative uncharacterized protein	"GO:0050660; GO:0003824; GO:0055114"	Complete proteome	420
C6ELT6	ECBD_3363			ECBD_3363	C6ELT6_ECOBD		Predicted		Transcriptional regulator, LuxR family	"GO:0005622; GO:0006355; GO:0043565; GO:0003700; GO:0006350; GO:0000156; GO:0000160"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	180
C6EA75	ECBD_3409			ECBD_3409	C6EA75_ECOBD		Predicted		DNA polymerase III, epsilon subunit (EC 2.7.7.7)	"GO:0003677; GO:0006260; GO:0003887; GO:0004527; GO:0005622"	"Complete proteome; DNA replication; DNA-directed DNA polymerase; Nucleotidyltransferase; Transferase"	246
C6EAU5	ECBD_3507			ECBD_3507	C6EAU5_ECOBD		Predicted		Amino acid permease-associated region	"GO:0015171; GO:0016021"	"Complete proteome; Membrane; Transmembrane"	456
C6EBA2	ECBD_1681			ECBD_1681	C6EBA2_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	47
C6EBB5	ECBD_1695			ECBD_1695	C6EBB5_ECOBD	"Membrane; Multi-pass membrane protein. "	Inferred from homology	FliR/mopE/spaR family	Flagellar biosynthetic protein fliR	"GO:0009288; GO:0016021; GO:0006605"	"Bacterial flagellum; Cell projection; Cilium; Complete proteome; Flagellum; Membrane; Transmembrane"	261
C6EBW2	ECBD_1773			ECBD_1773	C6EBW2_ECOBD		Inferred from homology	Nudix hydrolase family	NUDIX hydrolase	"GO:0006281; GO:0008828"	"Complete proteome; Hydrolase"	169
C6EBY2	ECBD_1793			ECBD_1793	C6EBY2_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	36
C6EBZ4	ECBD_1805			ECBD_1805	C6EBZ4_ECOBD		Predicted		RNA methylase, NOL1/NOP2/sun family	"GO:0003723; GO:0008757; GO:0006364"	"Complete proteome; Methyltransferase; S-adenosyl-L-methionine; Transferase"	481
C6EEC6	ECBD_0182			ECBD_0182	C6EEC6_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	50
C6EFC3	ECBD_0290			ECBD_0290	C6EFC3_ECOBD	"Membrane; Multi-pass membrane protein. "	Inferred from homology	Binding-protein-dependent transport system permease family	Binding-protein-dependent transport systems inner membrane component	"GO:0016021; GO:0005886; GO:0005215"	"Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	281
C6EFC9	ECBD_0296			ECBD_0296	C6EFC9_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	51
C6EHP9	ECBD_0645			ECBD_0645	C6EHP9_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	43
C6EHY1	ECBD_0727			ECBD_0727	C6EHY1_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	37
C6EIS9	ECBD_2769			ECBD_2769	C6EIS9_ECOBD		Predicted		DinI family protein		Complete proteome	77
C6EKU6	ECBD_3138			ECBD_3138	C6EKU6_ECOBD		Predicted		Putative carboxylase		Complete proteome	271
C6EBC1	ECBD_1701			ECBD_1701	C6EBC1_ECOBD		Predicted		Flagellar basal body-associated protein FliL	"GO:0009425; GO:0006935; GO:0001539"	"Cell projection; Cilium; Complete proteome; Flagellum; Signal"	154
C6EEH6	ECBD_0232			ECBD_0232	C6EEH6_ECOBD		Predicted		Acid-resistance protein		"Complete proteome; Signal"	112
C6EEP0	ECBD_2162			ECBD_2162	C6EEP0_ECOBD		Predicted		Plasmid maintenance system antidote protein, XRE family	GO:0043565	Complete proteome	94
C6EFB0	ECBD_0277			ECBD_0277	C6EFB0_ECOBD		Predicted		Signal recognition particle-docking protein FtsY	"GO:0005525; GO:0006614; GO:0017111; GO:0005515"	Complete proteome	497
C6EFB8	ECBD_0285			ECBD_0285	C6EFB8_ECOBD		Predicted		Inner-membrane translocator	"GO:0016021; GO:0005886; GO:0005215"	"Cell membrane; Complete proteome; Membrane; Signal; Transmembrane; Transmembrane helix; Transport"	425
C6EGQ9	ECBD_2414			ECBD_2414	C6EGQ9_ECOBD		Inferred from homology	Ribose-phosphate pyrophosphokinase family	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	"GO:0005737; GO:0016301; GO:0000287; GO:0009116; GO:0009156; GO:0004749"	"Complete proteome; Cytoplasm; Kinase; Magnesium; Metal-binding; Nucleotide biosynthesis; Transferase"	337
C6EHM4	ECBD_2611			ECBD_2611	C6EHM4_ECOBD		Predicted		Polysaccharide export protein	"GO:0016020; GO:0015159"	"Complete proteome; Signal"	386
C6EIV2	ECBD_2793			ECBD_2793	C6EIV2_ECOBD		Predicted		Extracellular solute-binding protein family 5	GO:0005215	"Complete proteome; Signal"	512
C6E9V7	ECBD_1416			ECBD_1416	C6E9V7_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	41
C6EA57	ECBD_3391			ECBD_3391	C6EA57_ECOBD		Predicted		OmpA/MotB domain protein	GO:0009279	Complete proteome	211
C6EB96	ECBD_1675			ECBD_1675	C6EB96_ECOBD		Predicted		Putative sulfite oxidase subunit YedZ		Complete proteome	101
C6EBD6	ECBD_1717			ECBD_1717	C6EBD6_ECOBD		Predicted		Flagellar protein FliS	"GO:0009288; GO:0009296"	"Cell projection; Cilium; Complete proteome; Flagellum"	136
C6EBE7	ECBD_1728			ECBD_1728	C6EBE7_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	58
C6EBP0	ECBD_3692			ECBD_3692	C6EBP0_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	57
C6EBQ5	ECBD_3707			ECBD_3707	C6EBQ5_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	47
C6EC14	ECBD_1825			ECBD_1825	C6EC14_ECOBD		Predicted		Putative cytoplasmic protein		Complete proteome	69
C6ECK6	ECBD_1893			ECBD_1893	C6ECK6_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	205
C6EEI4	ECBD_0240			ECBD_0240	C6EEI4_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	57
C6EEZ5	ECBD_4121			ECBD_4121	C6EEZ5_ECOBD	Cytoplasm. 	Inferred from homology		L-rhamnose isomerase (EC 5.3.1.14)	"GO:0008740; GO:0005737; GO:0030145; GO:0019299"	"Complete proteome; Cytoplasm; Isomerase; Manganese; Metal-binding; Rhamnose metabolism"	419
C6EFD1	ECBD_0299			ECBD_0299	C6EFD1_ECOBD		Predicted		Uncharacterized protein YrhA		Complete proteome	138
C6EFE3	ECBD_0311			ECBD_0311	C6EFE3_ECOBD		Inferred from homology		Glycogen debranching enzyme GlgX	"GO:0043169; GO:0005980; GO:0004133; GO:0004553"	Complete proteome	657
C6EG91	ECBD_4320			ECBD_4320	C6EG91_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	249
C6EGJ2	ECBD_0477			ECBD_0477	C6EGJ2_ECOBD		Predicted		Putative IS1 encoded protein		Complete proteome	58
C6EH49	ECBD_0564			ECBD_0564	C6EH49_ECOBD		Predicted		ATP-dependent metalloprotease FtsH (EC 3.6.4.3)	"GO:0005524; GO:0016021; GO:0004222; GO:0008568; GO:0030163; GO:0006508; GO:0008270"	"Complete proteome; Hydrolase; Metalloprotease; Protease"	647
C6EHG6	ECBD_2553			ECBD_2553	C6EHG6_ECOBD		Predicted		Phospholipase D/Transphosphatidylase	GO:0003824	"Complete proteome; Repeat"	493
C6EIK7	ECBD_0836			ECBD_0836	C6EIK7_ECOBD		Inferred from homology	Glycosyl hydrolase 1 family	Glycoside hydrolase family 1	"GO:0005975; GO:0043169; GO:0004553"	"Complete proteome; Glycosidase; Hydrolase"	477
C6EIV3	ECBD_2794			ECBD_2794	C6EIV3_ECOBD		Predicted	ABC transporter superfamily	ABC transporter related	"GO:0005524; GO:0016887; GO:0015833"	"ATP-binding; Complete proteome; Nucleotide-binding; Transport"	623
C6EJI6	ECBD_2907			ECBD_2907	C6EJI6_ECOBD		Predicted		Beta-galactosidase (EC 3.2.1.23)	"GO:0004565; GO:0005975"	"Complete proteome; Glycosidase; Hydrolase"	149
C6EJQ5	ECBD_2982			ECBD_2982	C6EJQ5_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	40
C6EKX1	ECBD_3163			ECBD_3163	C6EKX1_ECOBD		Predicted		Short-chain dehydrogenase/reductase SDR	"GO:0005488; GO:0055114; GO:0016491"	Complete proteome	256
C6ELP8	ECBD_3325			ECBD_3325	C6ELP8_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	148
C6EBD3	ECBD_1714			ECBD_1714	C6EBD3_ECOBD		Predicted		Putative uncharacterized protein		"Complete proteome; Signal"	137
C6EDM9	ECBD_2027			ECBD_2027	C6EDM9_ECOBD		Predicted		Transcriptional regulator, TetR family	"GO:0003677; GO:0006355; GO:0003700; GO:0016566; GO:0006350"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	192
C6EDW7	ECBD_2120			ECBD_2120	C6EDW7_ECOBD		Predicted		Diguanylate cyclase	"GO:0009190; GO:0016849"	Complete proteome	472
C6EEM3	ECBD_2145			ECBD_2145	C6EEM3_ECOBD		Inferred from homology	Peptidase M16 family	Peptidase M16 domain protein	"GO:0004222; GO:0006508; GO:0008270"	"Complete proteome; Signal"	927
C6EEM7	ECBD_2149			ECBD_2149	C6EEM7_ECOBD		Predicted		Diguanylate cyclase	"GO:0009190; GO:0020037; GO:0019825; GO:0015671; GO:0016849"	Complete proteome	460
C6EES6	ECBD_2202			ECBD_2202	C6EES6_ECOBD		Predicted		YcfA family protein		Complete proteome	58
C6EFD2	ECBD_0300			ECBD_0300	C6EFD2_ECOBD		Predicted		Type VI secretion system effector, Hcp1 family		Complete proteome	392
C6EFD9	ECBD_0307			ECBD_0307	C6EFD9_ECOBD		Predicted		Gluconate transporter	"GO:0015128; GO:0016020"	"Complete proteome; Signal"	446
C6EG84	ECBD_4313			ECBD_4313	C6EG84_ECOBD		Predicted		Glycoside hydrolase family 13 domain protein	"GO:0005975; GO:0004553"	"Complete proteome; Hydrolase; Signal"	389
C6EID2	ECBD_0760			ECBD_0760	C6EID2_ECOBD		Predicted		FAD linked oxidase domain protein	"GO:0050660; GO:0016491"	Complete proteome	350
C6EJY8	ECBD_1082			ECBD_1082	C6EJY8_ECOBD		Predicted		Diguanylate cyclase	"GO:0009190; GO:0016021; GO:0016849; GO:0004871"	"Complete proteome; Signal"	407
C6EKA2	ECBD_3062			ECBD_3062	C6EKA2_ECOBD		Predicted		Putative uncharacterized protein		"Complete proteome; Signal"	68
C6ELC1	ECBD_1327			ECBD_1327	C6ELC1_ECOBD		Predicted		Putative uncharacterized protein		"Complete proteome; Signal"	274
C6EBA6	ECBD_1686			ECBD_1686	C6EBA6_ECOBD		Predicted		DNA mismatch endonuclease Vsr	"GO:0003677; GO:0004519; GO:0006298"	"Complete proteome; Endonuclease; Hydrolase; Nuclease"	156
C6EBT4	ECBD_1745			ECBD_1745	C6EBT4_ECOBD		Predicted		UspA domain protein	GO:0006950	Complete proteome	142
C6ECX7	ECBD_3883			ECBD_3883	C6ECX7_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	32
C6EDD7	ECBD_0072			ECBD_0072	C6EDD7_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	288
C6EDY8	ECBD_4001			ECBD_4001	C6EDY8_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	31
C6EF78	ECBD_4205			ECBD_4205	C6EF78_ECOBD		Predicted		Carbamate kinase (EC 2.7.2.2)	"GO:0006525; GO:0008804; GO:0008652"	"Complete proteome; Kinase; Transferase"	318
C6EFA5	ECBD_0272			ECBD_0272	C6EFA5_ECOBD		Predicted		Heavy metal translocating P-type ATPase	"GO:0005524; GO:0006754; GO:0015662; GO:0016021; GO:0046872; GO:0046873"	Complete proteome	732
C6EFC0	ECBD_0287			ECBD_0287	C6EFC0_ECOBD		Predicted	ABC transporter superfamily	ABC transporter related	"GO:0005524; GO:0016887"	"ATP-binding; Complete proteome; Nucleotide-binding"	237
C6EFF7	ECBD_0328			ECBD_0328	C6EFF7_ECOBD		Inferred from homology	Glycogen phosphorylase family	Phosphorylase (EC 2.4.1.1)	"GO:0005975; GO:0004645; GO:0030170"	"Carbohydrate metabolism; Complete proteome; Glycosyltransferase; Transferase"	797
C6EFZ8	ECBD_4225			ECBD_4225	C6EFZ8_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	37
C6EG10	ECBD_4237			ECBD_4237	C6EG10_ECOBD		Inferred from homology		Porphobilinogen deaminase (EC 2.5.1.61)	"GO:0004418; GO:0018160; GO:0006779"	"Complete proteome; Transferase"	320
C6EG39	ECBD_4267			ECBD_4267	C6EG39_ECOBD		Predicted		Threonine dehydratase, biosynthetic	"GO:0004794; GO:0009097; GO:0030170"	Complete proteome	515
C6EGU3	ECBD_2450			ECBD_2450	C6EGU3_ECOBD		Predicted		Putative uncharacterized protein		Complete proteome	94
