Merge ID	Biological Process (Uniprot)	Biological Process (EcoCyc)	Biological Process (EcoliWiki)	Molecular Function (Uniprot)	Molecular Function(EcoCyc)	Molecular Function (EcoliWiki)	Entry Name K12		Entry Name BL21(DE3)	Category	Suggested Category		Description	Protein Length	UNTREATED	TREATED		Cellular Component	Biological Process	GO Annotation	GO ID				Ishihama2008		Masuda2009		Taniguchi2010	
P07001	oxidation-reduction process				NAD(P)+ transhydrogenase (AB-specific) activity|oxidoreductase activity		PNTA_ECOLI	P07001	C6EDP5	B			NAD(P) transhydrogenase subunit alpha (EC 1.6.1.2) (NAD(P) transhydrogenase, alpha subunit) (EC 1.6.1.2)	510	Y	Y				oxidation-reduction process	GO:0055114			97	3,89E-01	1,67E+02	0,58	27,85		
P0AB67	oxidation-reduction process				NAD(P)+ transhydrogenase (AB-specific) activity|oxidoreductase activity		PNTB_ECOLI	P0AB67	C6EDP6	B			NAD(P) transhydrogenase subunit beta (EC 1.6.1.2) (Nicotinamide nucleotide transhydrogenase subunit beta)	462	Y	Y				oxidation-reduction process	GO:0055114			149	5,20E-01	1,98E+02	2,16	99,64		
P0AFF2	transport						NUPC_ECOLI	P0AFF2	C6EL76	B			Nucleoside (Except guanosine) transporter (Nucleoside transporter)	400		Y				transport	GO:0006810			198	5,20E-01	1,98E+02				
P21865	two-component signal transduction system (phosphorelay)|phosphorylation				transferase activity|protein histidine kinase activity|nucleotide binding|kinase activity|ATP binding		KDPD_ECOLI	P21865	C6EJN9	B			Osmosensitive K channel His kinase sensor	894	Y	Y				two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160			183			0,11	5,56	0,003596	359,6
P02919	response to antibiotic|regulation of cell shape|peptidoglycan biosynthetic process|cellular cell wall organization|metabolic process				hydrolase activity|peptidoglycan glycosyltransferase activity|transferase activity, transferring glycosyl groups|transferase activity|catalytic activity	peptidoglycan glycosyltransferase activity|drug binding|serine-type D-Ala-D-Ala carboxypeptidase activity|penicillin binding	PBPB_ECOLI	P02919	C6EAD5	B			Penicillin-binding protein 1B (Penicillin-binding protein 1b) (EC 2.4.1.129) (EC 3.4.-.-)	841		Y		plasma membrane		response to antibiotic|regulation of cell shape|peptidoglycan biosynthetic process|cellular cell wall organization|metabolic process	GO:0046677|GO:0009252|GO:0008152|GO:0008360|GO:0007047			26			0,32	15,65	0,00037298	37,298
P0AEE3			cellular response to misfolded protein	serine-type endopeptidase activity	hydrolase activity|serine-type peptidase activity|peptidase activity		DEGS_ECOLI	P0AEE3	C6EGZ7	B			Periplasmic serine protease DegS (EC 3.4.21.108) (Serine endoprotease, periplasmic) (EC 3.4.21.-)	355		Y				cellular response to misfolded protein	GO:0071218			21			0,43	20,84		
P0AFJ7	transport|phosphate transport						PITA_ECOLI	P0AFJ7	C6EEJ2	B			Phosphate transporter (Phosphate transporter, low-affinity)	499		Y				transport|phosphate transport	GO:0006810|GO:0006817			193	7,78E-01	2,50E+02	2,98	136,13		
P76445	transport		Gram-negative-bacterium-type cell outer membrane assembly	undecaprenyl-diphosphatase activity|phosphotransferase activity, phosphate group as acceptor			YEIU_ECOLI	P76445	C6EA23	B			Phosphoesterase PA-phosphatase related (Undecaprenyl pyrophosphate phosphatase)	237		Y				transport|Gram-negative-bacterium-type cell outer membrane assembly	GO:0006810|GO:0043165									
P0A6W3	regulation of cell shape|peptidoglycan biosynthetic process|cell cycle|cell division|cellular cell wall organization			phospho-N-acetylmuramoyl-pentapeptide-transferase activity	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase activity|transferase activity|phospho-N-acetylmuramoyl-pentapeptide-transferase activity		MRAY_ECOLI	P0A6W3	C6EAW8	B			Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase)	360		Y				regulation of cell shape|peptidoglycan biosynthetic process|cell cycle|cell division|cellular cell wall organization	GO:0009252|GO:0051301|GO:0008360|GO:0007049|GO:0007047									
P63183	transport|potassium ion transport|ion transport				symporter activity		KUP_ECOLI	P63183	C6EG56	B			Potassium transporter (Potassium uptake protein)	622		Y				transport|potassium ion transport|ion transport	GO:0006810|GO:0006813|GO:0006811									
P76007	transport						CVRA_ECOLI	P76007	C6EGS6	B			Potassium/proton antiporter (Sodium/hydrogen exchanger)	578		Y				transport	GO:0006810									
P31466	transport		adenine transport	solute:hydrogen symporter activity|adenine transmembrane transporter activity			PURP_ECOLI	P31466	C6EG89	B			Predicted inner membrane protein (Xanthine/uracil/vitamin C permease)	445		Y				transport|adenine transport	GO:0006810|GO:0015853									
P30845	response to antibiotic|lipid biosynthetic process|lipid A biosynthetic process|lipopolysaccharide biosynthetic process				transferase activity		EPTA_ECOLI	P30845	C6ED10	B			Predicted metal dependent hydrolase (Sulfatase)	547	Y	Y		plasma membrane		response to antibiotic|lipid biosynthetic process|lipid A biosynthetic process|lipopolysaccharide biosynthetic process	GO:0046677|GO:0009103|GO:0008610|GO:0009245									
P0AG71	DNA recombination						RMUC_ECOLI	P0AG71	C6EF64	B			Predicted recombination limiting protein (Putative uncharacterized protein)	475		Y				DNA recombination	GO:0006310			202	1,55E-01	9,79E+01			0,0030663	306,63
P0AAD6	transport						SDAC_ECOLI	P0AAD6	C6EJ75	B			Predicted serine transporter (Serine transporter)	429		Y				transport	GO:0006810			374	4,18E+00	6,64E+02	1,78	83		
P0AFY6	transport						SBMA_ECOLI	P0AFY6	C6ELL0	B			Predicted transporter (SbmABacA family protein)	406		Y				transport	GO:0006810									
P63340	transport						YQEG_ECOLI	P63340	C6EIP8	B			Predicted transporter (Serine transporter)	409		Y				transport	GO:0006810									
P77529	transport						YDJN_ECOLI	P77529	C6ECM9	B			Predicted transporter (Sodium:dicarboxylate symporter)	463	Y	Y				transport	GO:0006810									
P0AC30	cell cycle|cell division		cytokinesis				FTSX_ECOLI	P0AC30	C6EFB2	B			Predicted transporter subunit: membrane component of ABC superfamily (Protein insertion ABC transporter, inner membrane subunit FtsX)	352	Y	Y		plasma membrane	cell cycle	cell cycle|cell division|cytokinesis	GO:0051301|GO:0000910|GO:0007049			613			1	42,64	0,011834	1183,4
P09127	porphyrin biosynthetic process|methylation				methyltransferase activity|uroporphyrin-III C-methyltransferase activity|transferase activity		HEMX_ECOLI	P09127	C6EG12	B			Predicted uroporphyrinogen III methylase (EC 2.1.1.107) (Uroporphyrinogen-III C-methyltransferase) (EC 2.1.1.107)	401	Y	Y		plasma membrane		porphyrin biosynthetic process|methylation	GO:0032259|GO:0006779			184			2,98	136,13	0,0023183	231,83
P0AGA2	transport|protein transport|transmembrane transport		intracellular protein transmembrane transport|protein transport by the Sec complex				SECY_ECOLI	P0AGA2	C6EGG6	B			Preprotein translocase subunit secY	443	Y	Y		plasma membrane		transport|intracellular protein transmembrane transport|protein transport|protein transport by the Sec complex|transmembrane transport	GO:0006810|GO:0065002|GO:0055085|GO:0043952|GO:0015031			750	1,29E+01	1,28E+03	4,88	220		
P0AG99	transport|protein transport|transmembrane transport		intracellular protein transmembrane transport|protein transport by the Sec complex				SECG_ECOLI	P0AG99	C6EH52	B			Preprotein translocase, SecG subunit (Protein-export membrane protein)	110	Y	Y				transport|intracellular protein transmembrane transport|protein transport|protein transport by the Sec complex|transmembrane transport	GO:0006810|GO:0065002|GO:0055085|GO:0043952|GO:0015031			398			9	398		
P0A6A0	ubiquinone biosynthetic process	ubiquinone biosynthetic process				2-octaprenylphenol hydroxylase activity	UBIB_ECOLI	P0A6A0	C6EF61	B			Probable ubiquinone biosynthesis protein ubiB	546		Y		plasma membrane		ubiquinone biosynthetic process	GO:0006744									
P60955					transferase activity		LGT_ECOLI	P60955	C6EJ41	B			Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-)	291		Y				transferase activity	GO:0016740			37			0,78	37,12		
P23894	response to stress		proteolysis|response to temperature stimulus	metalloendopeptidase activity|zinc ion binding	metallopeptidase activity|hydrolase activity|peptidase activity|metal ion binding		HTPX_ECOLI	P23894	C6EC00	B			Protease HtpX (EC 3.4.24.-) (Heat shock protein HtpX)	293		Y				proteolysis|response to temperature stimulus|response to stress	GO:0006508|GO:0006950|GO:0009266			450	9,31E-01	2,78E+02	2,51	115,26	0,0095725	957,25
P0A6J3	cellular amino acid biosynthetic process|transport|cysteine biosynthetic process						CYSZ_ECOLI	P0A6J3	C6EL65	B			Protein CysZ	253		Y				cellular amino acid biosynthetic process|transport|cysteine biosynthetic process	GO:0006810|GO:0008652|GO:0019344			368	1,51E+00	3,68E+02				
P0AG93	transport|protein transport|transmembrane transport						SECF_ECOLI	P0AG93	C6ELH5	B			Protein export protein SecF (Protein-export membrane protein SecF)	323	Y	Y				transport|protein transport|transmembrane transport	GO:0006810|GO:0055085|GO:0015031			156	6,68E-01	2,29E+02	1,78	83		
P0AG90	transport|protein transport|transmembrane transport		protein transport				SECD_ECOLI	P0AG90	C6ELH6	B			Protein-export membrane protein SecD	604	Y	Y		plasma membrane		transport|protein transport|transmembrane transport	GO:0006810|GO:0055085|GO:0015031			382	3,89E+00	6,38E+02	2,73	125,04		
P69805	transport|carbohydrate transport|phosphoenolpyruvate-dependent sugar phosphotransferase system						PTND_ECOLI	P69805	C6EC11	B			PTS system, mannose/fructose/sorbose family, IID subunit	283		Y				transport|carbohydrate transport|phosphoenolpyruvate-dependent sugar phosphotransferase system	GO:0006810|GO:0008643|GO:0009401			264	1,85E+00	4,14E+02	2,46	113,03		
P69425	transport|protein transport|transmembrane transport		intracellular protein transmembrane transport	proton motive force dependent protein transmembrane transporter activity			TATB_ECOLI	P69425	C6EF59	B			Sec-independent translocase (Twin-arginine translocation protein, TatB subunit)	171	Y	Y				transport|intracellular protein transmembrane transport|protein transport|transmembrane transport	GO:0006810|GO:0065002|GO:0055085|GO:0015031			930	7,78E-01	2,50E+02			0,016094	1609,4
P75777			cellular iron ion homeostasis				YBHG_ECOLI	P75777	C6EIY7	B			Secretion protein HlyD family protein	331	Y	Y				cellular iron ion homeostasis	GO:0006879									
P0AGE4	amino acid transport|transport		amino acid transport|serine transport	neutral amino acid:sodium symporter activity	symporter activity		SSTT_ECOLI	P0AGE4	C6EHQ5	B			Sodium:dicarboxylate symporter (Sodium:serine/threonine symporter)	414		Y				amino acid transport|transport|serine transport	GO:0032329|GO:0006810|GO:0006865									
P0AEP1	carbohydrate transport|transport		galactose transport	galactose:hydrogen symporter activity	symporter activity		GALP_ECOLI	P0AEP1	C6EIG8	B			Sugar transporter	464		Y				carbohydrate transport|galactose transport|transport	GO:0006810|GO:0008643|GO:0015757									
P16701	sulfate transport|transport						CYST_ECOLI	P16701	C6EL53	B			Sulfate ABC transporter, inner membrane subunit (Sulfate/thiosulfate transporter subunit)	277		Y				sulfate transport|transport	GO:0006810|GO:0008272									
P0AFR2	transport						YCHM_ECOLI	P0AFR2	C6EGR0	B			Sulfate transporter	550		Y				transport	GO:0006810			21			0,43	20,84		
P27300	lipid biosynthetic process|lipid A biosynthetic process|phosphorylation				transferase activity|tetraacyldisaccharide 4'-kinase activity|nucleotide binding|kinase activity|ATP binding		LPXK_ECOLI	P27300	C6EI67	B			Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130) (Lipid A 4'-kinase)	328		Y				lipid biosynthetic process|lipid A biosynthetic process|phosphorylation	GO:0016310|GO:0008610|GO:0009245									
P36655	oxidation-reduction process|cytochrome complex assembly|transport|electron transport chain				oxidoreductase activity|protein-disulfide reductase activity		DSBD_ECOLI	P36655	C6ECY9	B			Thiol:disulfide interchange protein dsbD (EC 1.8.1.8) (Protein-disulfide reductase)	565		Y				oxidation-reduction process|cytochrome complex assembly|transport|electron transport chain	GO:0006810|GO:0022900|GO:0017004|GO:0055114									
P31069	transport|ion transport		potassium ion transport	voltage-gated potassium channel activity	ion channel activity		KCH_ECOLI	P31069	C6EFY6	B			TrkA-N domain protein (Voltage-gated potassium channel)	417		Y				transport|potassium ion transport|ion transport	GO:0006810|GO:0006813|GO:0006811			1200					0,012004	1200,4
P69428	transport|protein transport|transmembrane transport			protein transporter activity|proton motive force dependent protein transmembrane transporter activity			TATA_ECOLI	P69428	C6EF60	B			Twin arginate translocase protein A (Twin-arginine translocation protein, TatA/E family subunit)	89	Y	Y				transport|protein transport|transmembrane transport	GO:0006810|GO:0055085|GO:0015031			11179	2,98E+00	5,46E+02	9	398	0,32593	32593
P0AC78	cell wall macromolecule biosynthetic process|lipopolysaccharide biosynthetic process|cellular cell wall organization			drug binding|magnesium ion binding|phospho-N-acetylmuramoyl-pentapeptide-transferase activity	phosphotransferase activity, for other substituted phosphate groups|manganese ion binding|transferase activity, transferring glycosyl groups|magnesium ion binding|transferase activity		WECA_ECOLI	P0AC78	C6EG28	B			UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase (EC 2.4.1.-) (Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphatetransferase)	367		Y		plasma membrane		cell wall macromolecule biosynthetic process|lipopolysaccharide biosynthetic process|cellular cell wall organization	GO:0009103|GO:0044038|GO:0007047									
P60932	response to antibiotic|regulation of cell shape|peptidoglycan biosynthetic process|cellular cell wall organization		response to drug	undecaprenyl-diphosphatase activity	hydrolase activity|undecaprenyl-diphosphatase activity		UPPP_ECOLI	P60932	C6EHT8	B			Undecaprenol kinase (EC 3.6.1.27) (Undecaprenyl pyrophosphate phosphatase)	273		Y		plasma membrane		response to antibiotic|regulation of cell shape|peptidoglycan biosynthetic process|response to drug|cellular cell wall organization	GO:0046677|GO:0009252|GO:0042493|GO:0008360|GO:0007047									
P76473	lipid A biosynthetic process|lipid biosynthetic process|lipopolysaccharide biosynthetic process		response to iron(III) ion|lipopolysaccharide biosynthetic process	transferase activity, transferring pentosyl groups	transferase activity, transferring glycosyl groups|transferase activity		ARNT_ECOLI	P76473	C6E9U3	B			Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase (EC 2.4.2.n1) (4-amino-4-deoxy-L-arabinose lipid A transferase) (Undecaprenyl phosphate-alpha-L-Ara4N transferase)	550		Y				response to iron(III) ion|lipid A biosynthetic process|lipid biosynthetic process|lipopolysaccharide biosynthetic process	GO:0009103|GO:0010041|GO:0009245|GO:0008610									
P77757	response to antibiotic|lipid biosynthetic process|lipid A biosynthetic process|lipopolysaccharide biosynthetic process			phosphotransferase activity, for other substituted phosphate groups	transferase activity, transferring glycosyl groups|transferase activity		ARNC_ECOLI	P77757	C6E9U6	B			Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.7.8.n1) (Undecaprenyl-phosphate Ara4FN transferase)	322	Y	Y		plasma membrane		response to antibiotic|lipid biosynthetic process|lipid A biosynthetic process|lipopolysaccharide biosynthetic process	GO:0046677|GO:0009103|GO:0008610|GO:0009245									
