Entry Name K12	Entry Name BL21(DE3)	Category	Description	Protein Length	UNTREATED	TREATED		GO Annotation			
DNAB_ECOLI	C6EDW8	A	Replicative DNA helicase	471	Y			DNA replication, synthesis of RNA primer|DNA replication	C6EDW8	DNA replication, synthesis of RNA primer|DNA replication	GO:0006269|GO:0006260
ACRB_ECOLI	C6EL15	B	ABC transporter related (Fused predicted multidrug transporter subunits of ABC superfamily: ATP-binding components)	590		Y		transport	C6EL15	transport	GO:0006810
MURG_ECOLI	C6EAW5	F1	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	355	Y	Y		regulation of cell shape|peptidoglycan biosynthetic process|cell cycle|cell division|cellular cell wall organization	C6EAW5	regulation of cell shape|peptidoglycan biosynthetic process|cell cycle|cell division|cellular cell wall organization	GO:0009252|GO:0051301|GO:0008360|GO:0007049|GO:0007047
RS17_ECOLI	C6EGF5	A	30S ribosomal protein S17	84	Y			response to antibiotic|translation	C6EGF5	response to antibiotic|translation	GO:0046677|GO:0006412
ACRB_ECOLI	C6EGB3	B	Glutathione-regulated potassium-efflux system protein kefB (K(+)/H(+) antiporter) (NEM-activatable K(+)/H(+) antiporter)	601		Y		transport|potassium ion transport|ion transport	C6EGB3	transport|potassium ion transport|ion transport	GO:0006810|GO:0006813|GO:0006811
ACP_ECOLI	C6EHC0	F1	Acyl carrier protein (ACP)	78	Y			lipid biosynthetic process|fatty acid biosynthetic process	C6EHC0	lipid biosynthetic process|fatty acid biosynthetic process	GO:0006633|GO:0008610
ATPD_ECOLI	C6EG68	F1	ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta)	177	Y	Y		transport|proton transport|ion transport|histidine biosynthetic process|ATP biosynthetic process	C6EG68	transport|proton transport|ion transport|histidine biosynthetic process|ATP biosynthetic process	GO:0006810|GO:0006754|GO:0000105|GO:0015992|GO:0006811
ODO1_ECOLI	C6EJL2	A	2-oxoglutarate dehydrogenase, E1 subunit (EC 1.2.4.2) (Alpha-ketoglutarate decarboxylase) (EC 1.2.4.2)	933	Y			oxidation-reduction process|glycolysis	C6EJL2	oxidation-reduction process|glycolysis	GO:0006096|GO:0055114
LEPA_ECOLI	C6EK18	F1	GTP-binding protein lepA	599	Y			translational elongation|translation	C6EK18	translational elongation|translation	GO:0006412|GO:0006414
GLNQ_ECOLI	C6EIX3	F1	ABC transporter related (Glutamine ABC transporter ATP-binding protein)	240	Y	Y		amino acid transport|transport	C6EIX3	amino acid transport|transport	GO:0006810|GO:0006865
PGK_ECOLI	C6EII3	A	Phosphoglycerate kinase (EC 2.7.2.3)	387	Y			glycolysis|phosphorylation	C6EII3	glycolysis|phosphorylation	GO:0016310|GO:0006096
ACCC_ECOLI	C6EGK4	A	Acetyl-CoA carboxylase (EC 6.3.4.14) (Acetyl-CoA carboxylase, biotin carboxylase)	449	Y			lipid biosynthetic process|negative regulation of fatty acid biosynthetic process|fatty acid biosynthetic process	C6EGK4	lipid biosynthetic process|negative regulation of fatty acid biosynthetic process|fatty acid biosynthetic process	GO:0045717|GO:0006633|GO:0008610
ACRB_ECOLI	C6ELH5	B	Protein export protein SecF (Protein-export membrane protein SecF)	323	Y	Y		transport|protein transport|transmembrane transport	C6ELH5	transport|protein transport|transmembrane transport	GO:0006810|GO:0055085|GO:0015031
ACRB_ECOLI	C6EK41	B	Glutamate and aspartate transporter subunit (Polar amino acid ABC transporter, inner membrane subunit)	246		Y		amino acid transport|transport	C6EK41	amino acid transport|transport	GO:0006810|GO:0006865
PSPA_ECOLI	C6EFS8	F1	Phage shock protein A, PspA (Regulatory protein for phage-shock-protein operon)	222	Y			response to heat|response to stress	C6EFS8	response to heat|response to stress	GO:0006950|GO:0009408
YEFI_ECOLI	C6EB51	F1	Glycosyl transferase group 1 (Putative glycosyltransferase WbbC)	370	Y	Y		lipopolysaccharide biosynthetic process	C6EB51	lipopolysaccharide biosynthetic process	GO:0009103
ACRB_ECOLI	C6ED48	B	Glutamate/aspartate:proton symporter (Sodium:dicarboxylate symporter)	437		Y		transport	C6ED48	transport	GO:0006810
NDK_ECOLI	C6EKJ1	A	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)	143	Y			phosphorylation|nucleotide metabolic process	C6EKJ1	phosphorylation|nucleotide metabolic process	GO:0016310|GO:0009117
ACRB_ECOLI	C6EGZ9	B	Putative uncharacterized protein (Putative uncharacterized protein yhcB)	132	Y	Y		oxidation-reduction process	C6EGZ9	oxidation-reduction process	GO:0055114
ACRB_ECOLI	C6EI96	B	ABC transporter, CydDC cysteine exporter (CydDC-E) family, permease/ATP-binding protein CydC (Fused cysteine transporter subunits of ABC superfamily: membrane component/ATP-binding component)	573	Y	Y		transport	C6EI96	transport	GO:0006810
ACRB_ECOLI	C6EIP8	B	Predicted transporter (Serine transporter)	409		Y		transport	C6EIP8	transport	GO:0006810
EFG_ECOLI	C6EGC4	A	Elongation factor G (EF-G)	704	Y			translational elongation|translation	C6EGC4	translational elongation|translation	GO:0006412|GO:0006414
ACRB_ECOLI	C6EJZ9	B	Alpha-ketoglutarate transporter (Metabolite/H+ symporter, major facilitator superfamily (MFS))	432		Y		transport	C6EJZ9	transport	GO:0006810
ACRB_ECOLI	C6EAU5	B	Amino acid permease-associated region	456		Y		amino acid transport|transport	C6EAU5	amino acid transport|transport	GO:0006810|GO:0006865
ACRB_ECOLI	C6EAX2	B	Cell division protein FtsL (Membrane bound cell division protein at septum containing leucine zipper motif)	121		Y		cell cycle|cell division	C6EAX2	cell cycle|cell division	GO:0051301|GO:0007049
ISCS_ECOLI	C6EKH7	A	Cysteine desulfurase (EC 2.8.1.7)	404	Y			tRNA processing|oxazole or thiazole biosynthetic process|iron-sulfur cluster assembly|tRNA pseudouridine synthesis	C6EKH7	tRNA processing|oxazole or thiazole biosynthetic process|iron-sulfur cluster assembly|tRNA pseudouridine synthesis	GO:0031119|GO:0016226|GO:0018131|GO:0008033
ACKA_ECOLI	C6ELF7	A	Acetate kinase (EC 2.7.2.1) (Acetokinase)	400	Y			phosphorylation	C6ELF7	phosphorylation	GO:0016310
RPOD_ECOLI	C6EHS8	A	RNA polymerase sigma factor	613	Y	Y		response to heat|transcription, DNA-dependent|regulation of transcription, DNA-dependent	C6EHS8	response to heat|transcription, DNA-dependent|regulation of transcription, DNA-dependent	GO:0006355|GO:0006351|GO:0009408
ACRB_ECOLI	C6EFG5	B	Ferrous iron transport protein B	773		Y		transport|ion transport|iron ion homeostasis	C6EFG5	transport|ion transport|iron ion homeostasis	GO:0006810|GO:0055072|GO:0006811
RPOA_ECOLI	C6EGH1	A	DNA-directed RNA polymerase subunit alpha (EC 2.7.7.6) (DNA-directed RNA polymerase, alpha subunit)	329	Y			transcription, DNA-dependent	C6EGH1	transcription, DNA-dependent	GO:0006351
RHO_ECOLI	C6EG30	A	Transcription termination factor Rho	419	Y	Y		regulation of transcription, DNA-dependent|transcription, DNA-dependent|transcriptional attenuation|transcription termination, DNA-dependent	C6EG30	regulation of transcription, DNA-dependent|transcription, DNA-dependent|transcriptional attenuation|transcription termination, DNA-dependent	GO:0006353|GO:0031555|GO:0006355|GO:0006351
DBHA_ECOLI	C6EE18	A	HU, DNA-binding transcriptional regulator, alpha subunit (Histone family protein DNA-binding protein)	90	Y			chromosome condensation	C6EE18	chromosome condensation	GO:0030261
ACRB_ECOLI	C6EGL1	B	Cell wall structural complex MreBCD transmembrane component MreC (Rod shape-determining protein MreC)	367		Y		regulation of cell shape	C6EGL1	regulation of cell shape	GO:0008360
NUOCD_ECOLI	C6E9R6	F1	NADH dehydrogenase I, D subunit (NADH:ubiquinone oxidoreductase, chain C,D) (EC 1.6.5.3)	600	Y	Y		oxidation-reduction process|transport|metabolic process|anaerobic respiration	C6E9R6	oxidation-reduction process|transport|metabolic process|anaerobic respiration	GO:0006810|GO:0008152|GO:0009061|GO:0055114
ACRB_ECOLI	C6EI95	B	ABC transporter, CydDC cysteine exporter (CydDC-E) family, permease/ATP-binding protein CydD (Fused cysteine transporter subunits of ABC superfamily: membrane component/ATP-binding component)	588	Y	Y		transport	C6EI95	transport	GO:0006810
ACRB_ECOLI	C6EFF9	B	Gluconate transporter (Gluconate transporter, high-affinity GNT I system)	438		Y		D-gluconate metabolic process|transport|carbohydrate transport|gluconate transport	C6EFF9	D-gluconate metabolic process|transport|carbohydrate transport|gluconate transport	GO:0006810|GO:0008643|GO:0019521|GO:0015725
ACRB_ECOLI	C6EIA2	B	ABC transporter related (Fused macrolide transporter subunits of ABC superfamily: ATP-binding component/membrane component)	648		Y		response to antibiotic|transport	C6EIA2	response to antibiotic|transport	GO:0046677|GO:0006810
RNR_ECOLI	C6ECH0	A	Exoribonuclease R, RNase R (EC 3.1.-.-) (VacB and RNase II family 3'-5' exoribonuclease) (EC 3.1.13.1)	813	Y			pathogenesis|response to stress	C6ECH0	pathogenesis|response to stress	GO:0006950|GO:0009405
ACRB_ECOLI	C6ED12	B	Histidine kinase	366		Y		response to iron(III) ion|peptidyl-histidine phosphorylation|two-component signal transduction system (phosphorelay)|phosphorylation	C6ED12	response to iron(III) ion|peptidyl-histidine phosphorylation|two-component signal transduction system (phosphorelay)|phosphorylation	GO:0018106|GO:0016310|GO:0000160|GO:0010041
ACRB_ECOLI	C6EIQ8	B	Putative transport protein ybjL	561		Y		transport	C6EIQ8	transport	GO:0006810
ACRB_ECOLI	C6E9R4	B	NADH-quinone oxidoreductase subunit (EC 1.6.99.5)	147	Y	Y		oxidation-reduction process|transport|anaerobic respiration	C6E9R4	oxidation-reduction process|transport|anaerobic respiration	GO:0006810|GO:0009061|GO:0055114
ACRB_ECOLI	C6EBX2	B	Lipid A biosynthesis (KDO)2-(Lauroyl)-lipid IVA acyltransferase	323		Y		lipopolysaccharide biosynthetic process	C6EBX2	lipopolysaccharide biosynthetic process	GO:0009103
ISPG_ECOLI	C6EKJ4	A	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (EC 1.17.7.1) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase)	372	Y			oxidation-reduction process|isoprenoid biosynthetic process	C6EKJ4	oxidation-reduction process|isoprenoid biosynthetic process	GO:0008299|GO:0055114
PUTA_ECOLI	C6EHJ3	F1	Delta-1-pyrroline-5-carboxylate dehydrogenase (Fused DNA-binding transcriptional regulator/proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase) (EC 1.5.1.12) (EC 1.5.99.8)	1320	Y	Y		oxidation-reduction process|transcription, DNA-dependent|proline catabolic process to glutamate|regulation of transcription, DNA-dependent|proline metabolic process|metabolic process	C6EHJ3	oxidation-reduction process|transcription, DNA-dependent|proline catabolic process to glutamate|regulation of transcription, DNA-dependent|proline metabolic process|metabolic process	GO:0008152|GO:0006355|GO:0006351|GO:0010133|GO:0055114|GO:0006560
PYRG_ECOLI	C6EJ92	A	CTP synthase (EC 6.3.4.2) (CTP synthetase) (UTP--ammonia ligase)	545	Y			glutamine metabolic process|pyrimidine nucleotide biosynthetic process|CTP biosynthetic process	C6EJ92	glutamine metabolic process|pyrimidine nucleotide biosynthetic process|CTP biosynthetic process	GO:0006541|GO:0006221|GO:0006241
ACRB_ECOLI	C6EG67	B	ATP synthase subunit b	156	Y	Y		transport|proton transport|ion transport|ATP synthesis coupled proton transport|ATP biosynthetic process	C6EG67	transport|proton transport|ion transport|ATP synthesis coupled proton transport|ATP biosynthetic process	GO:0006810|GO:0015986|GO:0006754|GO:0015992|GO:0006811
ACRB_ECOLI	C6EAM9	B	Acriflavin resistance protein (Multidrug efflux system, subunit C)	1025		Y		transport	C6EAM9	transport	GO:0006810
ACRB_ECOLI	C6ECJ1	B	Protease IV (Signal peptide peptidase) (EC 3.4.-.-) (Signal peptide peptidase SppA, 67K type)	618		Y		signal peptide processing	C6ECJ1	signal peptide processing	GO:0006465
ACRB_ECOLI	C6EGX6	B	Lipoprotein releasing system, transmembrane protein, LolC/E family (Outer membrane-specific lipoprotein transporter subunit)	399		Y		transport|lipoprotein transport	C6EGX6	transport|lipoprotein transport	GO:0006810|GO:0042953
ACRB_ECOLI	C6EFY6	B	TrkA-N domain protein (Voltage-gated potassium channel)	417		Y		transport|potassium ion transport|ion transport	C6EFY6	transport|potassium ion transport|ion transport	GO:0006810|GO:0006813|GO:0006811
ACRB_ECOLI	C6EA04	B	Cytochrome c assembly protein (Heme lyase, CcmF subunit)	647		Y		cytochrome complex assembly	C6EA04	cytochrome complex assembly	GO:0017004
GPMA_ECOLI	C6EJI9	A	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.1)	250	Y			glycolysis	C6EJI9	glycolysis	GO:0006096
ACRB_ECOLI	C6EC12	B	Mannose-specific enzyme IIC component of PTS (PTS system, mannose/fructose/sorbose family, IIC subunit)	266		Y		transport|carbohydrate transport|phosphoenolpyruvate-dependent sugar phosphotransferase system	C6EC12	transport|carbohydrate transport|phosphoenolpyruvate-dependent sugar phosphotransferase system	GO:0006810|GO:0008643|GO:0009401
IF2_ECOLI	C6EH57	A	Translation initiation factor IF-2	890	Y			translational initiation|translation	C6EH57	translational initiation|translation	GO:0006413|GO:0006412
ACRB_ECOLI	C6ELR7	B	Choline transporter of high affinity (Choline/carnitine/betaine transporter)	677		Y		transport|response to stress	C6ELR7	transport|response to stress	GO:0006810|GO:0006950
TPX_ECOLI	C6EFQ8	A	Redoxin domain protein (Thiol peroxidase) (EC 1.11.1.-)	168	Y			oxidation-reduction process|cellular response to oxidative stress	C6EFQ8	oxidation-reduction process|cellular response to oxidative stress	GO:0034599|GO:0055114
ACEA_ECOLI	C6EE08	A	Isocitrate lyase	434	Y			glyoxylate cycle|tricarboxylic acid cycle	C6EE08	glyoxylate cycle|tricarboxylic acid cycle	GO:0006099|GO:0006097
DHNA_ECOLI	C6EGY3	F1	FAD-dependent pyridine nucleotide-disulphide oxidoreductase (Respiratory NADH dehydrogenase 2/cupric reductase) (EC 1.16.1.-) (EC 1.6.99.3)	434	Y	Y		oxidation-reduction process|transport|aerobic electron transport chain|electron transport chain|aerobic respiration	C6EGY3	oxidation-reduction process|transport|aerobic electron transport chain|electron transport chain|aerobic respiration	GO:0006810|GO:0019646|GO:0022900|GO:0055114|GO:0009060
ACRB_ECOLI	C6EFS6	B	DNA-binding transcriptional activator (Phage shock protein C, PspC)	119		Y		transcription, DNA-dependent|regulation of transcription, DNA-dependent|response to stress	C6EFS6	transcription, DNA-dependent|regulation of transcription, DNA-dependent|response to stress	GO:0006355|GO:0006950|GO:0006351
ACRB_ECOLI	C6EHT8	B	Undecaprenol kinase (EC 3.6.1.27) (Undecaprenyl pyrophosphate phosphatase)	273		Y		response to antibiotic|regulation of cell shape|peptidoglycan biosynthetic process|response to drug|cellular cell wall organization	C6EHT8	response to antibiotic|regulation of cell shape|peptidoglycan biosynthetic process|response to drug|cellular cell wall organization	GO:0046677|GO:0009252|GO:0042493|GO:0008360|GO:0007047
RS18_ECOLI	C6ECE7	A	30S ribosomal protein S18	75	Y	Y		translation	C6ECE7	translation	GO:0006412
SUHB_ECOLI	C6EKH4	A	Inositol monophosphatase	267	Y			inositol phosphate dephosphorylation	C6EKH4	inositol phosphate dephosphorylation	GO:0046855
ACRB_ECOLI	C6EKF1	B	Histidine kinase (Predicted sensory kinase in two-component system)	475		Y		protein autophosphorylation|two-component signal transduction system (phosphorelay)|phosphorylation	C6EKF1	protein autophosphorylation|two-component signal transduction system (phosphorelay)|phosphorylation	GO:0016310|GO:0000160|GO:0046777
ACRB_ECOLI	C6EL66	B	Cell division protein zipA	328	Y	Y		barrier septum formation|cell cycle|cell division	C6EL66	barrier septum formation|cell cycle|cell division	GO:0051301|GO:0000917|GO:0007049
DNAA_ECOLI	C6ECH7	F1	Chromosomal replication initiator protein dnaA	467		Y		regulation of DNA replication|DNA replication|DNA-dependent DNA replication	C6ECH7	regulation of DNA replication|DNA replication|DNA-dependent DNA replication	GO:0006260|GO:0006261|GO:0006275
RL6_ECOLI	C6EGG1	A	50S ribosomal protein L6	177	Y			response to antibiotic	C6EGG1	response to antibiotic	GO:0046677
FTSE_ECOLI	C6EFB1	F1	Type II (General) Secretory Pathway (IISP) Family protein	222	Y	Y		response to antibiotic|cell cycle|cell division|cytokinesis	C6EFB1	response to antibiotic|cell cycle|cell division|cytokinesis	GO:0046677|GO:0051301|GO:0000910|GO:0007049
ACRB_ECOLI	C6EG13	B	HemY protein (Predicted protoheme IX synthesis protein)	398	Y	Y		porphyrin biosynthetic process	C6EG13	porphyrin biosynthetic process	GO:0006779
ACRB_ECOLI	C6ELE6	B	Histidine/lysine/arginine/ornithine transporter subunit (Polar amino acid ABC transporter, inner membrane subunit)	238		Y		amino acid transport|transport	C6ELE6	amino acid transport|transport	GO:0006810|GO:0006865
ACRB_ECOLI	C6EGW7	B	Binding-protein-dependent transport systems inner membrane component (Spermidine/putrescine ABC transporter membrane protein)	264		Y		transport|polyamine transport	C6EGW7	transport|polyamine transport	GO:0006810|GO:0015846
SRMB_ECOLI	C6EK10	A	ATP-dependent RNA helicase (EC 2.7.7.-) (DEAD/DEAH box helicase domain protein)	444	Y			ribosomal large subunit assembly	C6EK10	ribosomal large subunit assembly	GO:0000027
IF3_ECOLI	C6ECN9	A	Translation initiation factor IF-3	180	Y			translational initiation|response to cold|ribosome disassembly|translation	C6ECN9	translational initiation|response to cold|ribosome disassembly|translation	GO:0006413|GO:0009409|GO:0006412|GO:0032790
ACRB_ECOLI	C6EKC4	B	MscS Mechanosensitive ion channel (Predicted mechanosensitive channel)	415		Y		transport|ion transport|cellular response to osmotic stress	C6EKC4	transport|ion transport|cellular response to osmotic stress	GO:0006810|GO:0071470|GO:0006811
